Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
15,135,1,ANTICIPO,22/07/2013 00:00,4,12/07/2013 00:00,18/09/2013 00:00,SN        ,18/07/2013 00:00,DG/DCP/008/2013,22/07/2013 00:00,,08/07/2013 00:00,14/09/2013 00:00
16,141,1,ANTICIPO,22/07/2013 00:00,4,12/07/2013 00:00,12/11/2013 00:00,SN        ,12/07/2013 00:00,DG/DCP/009/2013,22/07/2013 00:00,,08/07/2013 00:00,08/11/2013 00:00
17,140,1,ANTICIPO,26/07/2013 00:00,4,12/07/2013 00:00,12/11/2013 00:00,SN        ,24/07/2013 00:00,DGP/DCP/009/13 ,26/07/2013 00:00,,08/07/2013 00:00,08/11/2013 00:00
18,144,1,ANTICIPO,01/08/2012 00:00,2,24/07/2013 00:00,24/11/2013 00:00,SN        ,25/07/2013 00:00,DG/DCP/009/13  ,01/08/2012 00:00,,22/07/2013 00:00,22/11/2013 00:00
25,100,1,ANTICIPO,26/07/2013 00:00,35,22/07/2013 00:00,22/11/2013 00:00,S/N RECAL ,26/07/2013 00:00,REC/011/13     ,26/07/2013 00:00,SE ANEXA AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,17/06/2013 00:00,18/10/2013 00:00
27,168,1,ANTICIPO,22/08/2013 00:00,18,19/07/2013 00:00,18/09/2013 00:00,SN        ,23/07/2013 00:00,DG/DCP/010/13  ,22/08/2013 00:00,,01/07/2013 00:00,31/08/2013 00:00
36,147,1,ANTICIPO,23/08/2013 00:00,35,19/08/2013 00:00,12/10/2013 00:00,S/N RECAL ,23/08/2013 00:00,RECAL/016/13   ,23/08/2013 00:00,SE ANEXA AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,15/07/2013 00:00,07/09/2013 00:00
38,174,1,ANTICIPO,20/09/2013 00:00,19,14/09/2013 00:00,19/02/2014 00:00,SN        ,17/09/2013 00:00,DG/DCP/011/13  ,20/09/2013 00:00,,26/08/2013 00:00,31/01/2014 00:00
39,173,1,ANTICIPO,20/09/2013 00:00,5,24/08/2013 00:00,28/11/2013 00:00,SN        ,30/08/2013 00:00,DG/DCP/0012/13 ,20/09/2013 00:00,,19/08/2013 00:00,23/11/2013 00:00
40,182,2,ANTICIPO,24/09/2013 00:00,3,12/09/2013 00:00,16/12/2013 00:00,SN        ,18/09/2013 00:00,DG/DCP/0013/13 ,24/09/2013 00:00,,09/09/2013 00:00,13/12/2013 00:00
41,189,1,ANTICIPO,02/10/2013 00:00,7,24/09/2013 00:00,29/01/2014 00:00,SN        ,27/09/2013 00:00,DG/DCP/0014/13 ,02/10/2013 00:00,,17/09/2013 00:00,22/01/2014 00:00
55,182,1,SITIO,23/09/2013 00:00,9,18/09/2013 00:00,22/12/2013 00:00,S/N RECAL ,23/09/2013 00:00,DG/REC/018/13  ,23/09/2013 00:00,"SE ANEXA A EXPEDIENTE UNITARIO AUTORIZACION ORIGINAL DE 2A RECAL POR SITIO,  SOLICITUD Y DOCUMENTACION ORIGINAL ADJUNTA",09/09/2013 00:00,13/12/2013 00:00
84,223,1,ANTICIPO,19/11/2013 00:00,5,09/11/2013 00:00,14/05/2014 00:00,SN        ,12/11/2013 00:00,DG/DCP/015/13  ,19/11/2013 00:00,,04/11/2013 00:00,10/05/2014 00:00
95,228,1,ANTICIPO,21/11/2013 00:00,15,19/11/2013 00:00,31/12/2013 00:00,S/N REPROG,21/11/2013 00:00,REPRG/015/13   ,21/11/2013 00:00,SE ANEXA AUTORIZACION DE REPROGRAMACION ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE REPROGRAMACION EN EL EXPEDIENTE UNITARIO,04/11/2013 00:00,31/12/2013 00:00
108,233,1,ANTICIPO,30/12/2013 00:00,24,28/11/2013 00:00,24/03/2014 00:00,SN        ,30/12/2013 00:00,DG/DCP/016/13  ,30/12/2013 00:00,,04/11/2013 00:00,28/02/2014 00:00
109,285,1,ANTICIPO,07/01/2013 00:00,11,27/12/2013 00:00,05/03/2014 00:00,SN        ,06/01/2013 00:00,DG/DCP/018/13  ,07/01/2013 00:00,,16/12/2013 00:00,22/02/2014 00:00
117,297,1,ANTICIPO,16/01/2014 00:00,10,09/01/2014 00:00,07/05/2014 00:00,SN        ,09/01/2014 00:00,DG/RCA/001/14  ,16/01/2014 00:00,,30/12/2013 00:00,26/04/2014 00:00
120,299,1,ANTICIPO,21/01/2014 00:00,25,17/01/2014 00:00,24/03/2014 00:00,SN        ,21/01/2014 00:00,DG/RCA/003/14  ,21/01/2014 00:00,,23/12/2013 00:00,28/02/2014 00:00
121,316,1,ANTICIPO,24/01/2014 00:00,8,14/01/2014 00:00,16/05/2014 00:00,SN        ,16/01/2001 00:00,DG/RCA/2014    ,24/01/2014 00:00,,06/01/2014 00:00,09/05/2014 00:00
122,331,1,ANTICIPO,27/01/2014 00:00,5,18/01/2014 00:00,09/04/2014 00:00,SN        ,23/01/2014 00:00,DG/RCA/005/14  ,27/01/2014 00:00,,13/01/2014 00:00,05/04/2014 00:00
125,323,1,ANTICIPO,30/01/2014 00:00,4,17/01/2014 00:00,25/02/2014 00:00,SN        ,29/01/2014 00:00,DG/RCA/006/2013,30/01/2014 00:00,,13/01/2014 00:00,22/02/2014 00:00
126,323,2,ANTICIPO,30/01/2014 00:00,4,17/01/2014 00:00,25/02/2014 00:00,SN        ,29/01/2014 00:00,DG/RCA/006/13  ,30/01/2014 00:00,,13/01/2014 00:00,22/02/2014 00:00
127,324,1,ANTICIPO,30/01/2014 00:00,5,18/01/2014 00:00,26/02/2014 00:00,SN        ,29/01/2014 00:00,DG/RCA/007/14  ,30/01/2014 00:00,,13/01/2014 00:00,22/02/2014 00:00
128,304,1,ANTICIPO,06/02/2014 00:00,30,05/02/2014 00:00,20/04/2014 00:00,SN        ,05/02/2014 00:00,DG/RCA/008/14  ,06/02/2014 00:00,,06/01/2014 00:00,22/03/2014 00:00
129,301,1,ANTICIPO,30/01/2014 00:00,24,23/01/2014 00:00,15/04/2014 00:00,SN        ,23/01/2014 00:00,DG/RCA/009/14  ,30/01/2014 00:00,,30/12/2013 00:00,22/03/2014 00:00
142,290,1,ANTICIPO,17/02/2014 00:00,49,10/02/2014 00:00,13/09/2014 00:00,S/N RECALE,17/02/2014 00:00,REC/006/14     ,17/02/2014 00:00,SE ANEXA AUTORIZACION ORIGINAL DE 1A RECAL CON DOCUMENTACION ORIGINAL DE LA SOLICITUD DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL EN EL EXPEDIENTE UNITARIO,23/12/2013 00:00,26/07/2014 00:00
144,328,1,ANTICIPO,12/02/2014 00:00,29,11/02/2014 00:00,04/05/2014 00:00,S/N  RECAL,12/02/2014 00:00,01 REC/003/14  ,12/02/2014 00:00,SE ANEXA AUTORIZACION ORIGINAL DE 1A RECAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/01/2014 00:00,05/04/2014 00:00
161,317,1,ANTICIPO,07/03/2014 00:00,56,03/03/2014 00:00,29/08/2014 00:00,S/N       ,07/03/2014 00:00,REC/009/14     ,07/03/2014 00:00,SE ANEXA AUTORIZACION ORIGINAL DE LA RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/01/2014 00:00,04/07/2014 00:00
193,289,1,ANTICIPO,15/01/2014 00:00,5,28/12/2013 00:00,31/07/2014 00:00,SN        ,07/01/2014 00:00,DG/RCA/017/14  ,15/01/2014 00:00,,23/12/2013 00:00,26/07/2014 00:00
198,278,1,SITIO,08/07/2014 00:00,203,07/07/2014 00:00,09/08/2014 00:00,S/N RECAL ,08/07/2014 00:00,REC/0018/14    ,08/07/2014 00:00,SE ANEXA AUTORIZACION ORIGINAL DE RECALENDARIZACION POR SITIO CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,16/12/2013 00:00,18/01/2014 00:00
