Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe
58,3,8,TRABAJOS COMPLEMENTARIOS - PAVIMENTO,3148.58
59,3,9,PRELIMINARES - BANQUETAS - IMAGEN URBANA,588.79
60,3,10,EXCAVACIONES - BANQUETAS - IMAGEN URBANA,1970.09
61,3,11,ACARREOS EN CAMION - BANQUETAS - IMAGEN URBANA,7550.74
62,3,12,TERRACERIAS - BANQUETAS - IMAGEN URBANA,5479.42
63,3,13,BASES Y SUB BASES - BANQUETAS - IMAGEN URBANA,7667.14
64,3,14,PAVIMENTOS- BANQUETAS - IMAGEN URBANA,166134.96
65,3,15,LIMPIEZA EN BANQUETAS - BANQUETAS - IMAGEN URBANA,555.67
66,3,16,PRELIMINARES - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,741.44
67,3,17,EXCAVACIONES - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,45715.41
68,3,18,ACARREOS EN CAMION - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,207553.51
69,3,19,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,337015.82
70,3,20,EXCAVACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,36573.21
71,3,21,ACARREOS EN CAMION - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,30184.34
72,3,22,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,29043.41
73,3,23,MATERIALES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,5928.8
74,3,24,INSTALACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,609.06
75,3,25,POZOS DE VISITA - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,9239.14
76,3,26,SEÑALAMIENTO DE OPERACION - SEÑALES RESTRICTIVAS,5798.96
77,3,27,SEÑALAMIENTO DE OPERACION - SEÑALES INFORMATIVAS,846.52
78,3,28,SEÑALAMIENTO DE OPERACION - SEÑALES DIVERSAS,372.76
79,3,29,FUERA DE CATALOGO,2043413.83
80,4,1,PRELIMINARES PAVIMENTOS,187
81,4,2,VEGETACION PAVIMENTOS,10565.88
82,4,3,EXCAVACIONPAVIMENTOS,2988.05
83,4,4,ACARREOS EN CAMION-PAVIMENTOS,7119.29
84,4,5,TERRACERIAS-PAVIMENTOS,5027.81
85,4,6,PAVIMENTOS Y REPOSICION-PAVIMENTOS,150339.58
86,4,7,TRABAJOS COMPLEMENTARIOS-PAVIMENTOS,19162
87,4,8,LIMPIEZA-PAVIMENTOS,2551.86
88,4,9,PRELIMINARES-BANQUETAS-IMAGEN URBANA,841.48
89,4,10,EXCAVACIONES-BANQUETAS-IMAGEN URBANA,2787.5
90,4,11,ACARREOS EN CAMION-BANQUETAS-IMAGEN URBANA,10683.6
91,4,12,TERRACERIAS-BANQUETAS-IMAGEN URBANA,7831.06
92,4,13,BASES Y SUB BASES-BANQUETAS-IMAGEN URBANA,14468.26
93,4,14,PAVIMENTOS-BANQUETAS-IMAGEN URBANA,211110.3
94,4,15,LIMPIEZA-BANQUETAS-IMAGEN URBANA,794.15
95,4,16,VEGETACION-BANQUETAS IMAGEN URBANA,36284.66
96,4,17,PRELIMINARES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,473.33
97,4,18,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,13442.03
98,4,19,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,44053.9
99,4,20,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,93374.82
100,4,21,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,19457.85
101,4,22,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,4451.39
102,4,23,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,7684.28
103,4,24,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,23167.1
104,4,25,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,8892.44
105,4,26,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,11095.41
106,4,27,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,943.56
107,4,28,POZOS DE VISITA-REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,7292.1
108,4,29,SEÑALAMIENTO DE OPERACION-SEALES RESTRICTIVAS,2899.48
109,4,30,SEÑALAMIENTO DE OPERACION-SEALES INFORMATIVAS,423.26
110,4,31,SEÑALAMIENTO DE OPERACION-SEALES DIVERSAS,559.14
111,4,32,VIALETAS Y BOTONES,3206.94
112,4,33,SEÑALAMIENTO DE PROTECCION DE OBRA,10678.35
113,4,34,CONCEPTOS VARIOS,57763.39
114,4,35,CANALIZACION TELMEX,33376.67
115,4,36,CAMARAS DE VIGILANCIA,4336.57
116,4,37,FUERA DE CATALOGO,1324858.05
117,5,1,PRELIMINARES PAVIMENTO,3531.56
118,5,2,VEGETACION PAVIMENTO,6869.58
119,5,3,EXCAVACION PAVIMENTO,9921.77
120,5,4,ACARREOS EN CAMION PAVIMENTO,94668.16
121,5,5,TERRACERIAS PAVIMENTO,42510.37
122,5,6,PAVIMENTOS Y REPOSICION DE PAVIMENTOS PAVIMENTO,13350
123,5,7,VEGETACION BANQUETAS IMAGEN URBANA,9999.29
124,5,8,PRELIMINARES REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,146.72
125,5,9,EXCAVACIONES REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,2810.88
126,5,10,ACARREO EN CAMION REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,6728.23
127,5,11,RELLENOS REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,14111.81
128,5,12,INSTALACION REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,2288.3
129,5,13,EXCAVACIONES REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,1526.13
130,5,14,INSTALACIONES REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,1098.24
131,5,15,POZOS DE VISITA REPOSICION Y/O REHABILITACION DE LINEAS DE DRENAJE SANITARIO,3544.79
132,5,16,SEÑALAMIENTO DE OPERACION SEÑALES RESTRICTIVAS,3624.35
133,5,17,SEÑALAMIENTO DE OPERACION SEÑALES DIVERSAS,372.76
134,5,18,SEÑALAMIENTO DE PROTECCION DE OBRA,5963.78
135,5,19,CONCEPTOS VARIOS,21854.84
136,5,20,CAMARAS DE VIGILANCIA,7619.72
137,5,21,ALUMBRADO PUBLICO,6638.44
138,5,22,FUERA DE CATALOGO,296326.45
139,6,1,PRELIMINARES VIALIDADES A NIVEL,92199.81
140,6,2,ACARREOS EN CAMION  VIALIDADES A NIVEL,175729.19
141,6,3,BASES Y SUB-BASES VIALIDADES A NIVEL,235643.27
142,6,4,PAVIMENTOS ASFALTICOS DE VIALIDADES,75347.07
143,6,5,PAVIMENTOS HIDRAULICOS DE PAVIMENTOS Y GUARNICIONES,2724376.44
144,6,6,PRELIMINARES BANQUETA,29745.02
145,6,7,ACARREOS EN CAMION BANQUETA,18179.81
146,6,8,BASES BANQUETA,25354.05
147,6,9,PAVIMENTOS HIDRAULICOS DE PAVIMENTOS Y GUARNICIONES,155004.3
148,6,10,PAVIMENTO BANQUETA,444967.91
149,6,11,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,51721.28
150,6,12,ACARREOS-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,16768.96
151,6,13,PAVIMENTOS VIALIDAD (REPOSICIONES)-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,13070.32
152,6,14,SUMINISTROS DE AGUA POTABLE-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,58534.23
153,6,15,MANO DE OBRA-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,30866.96
154,6,16,CAJA DE VALAVULAS-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,25690.29
155,6,17,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,138431.28
156,6,18,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,48085.45
157,6,19,BASES Y SUB-BASES VIALIDAD (REPOSICIONES)-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,3977.11
158,6,20,PAVIMENTOS VIALIDAD (REPOSICIONES)-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,31943.12
159,6,21,SUMINISTROS E INSTALACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,302008.69
160,6,22,POZOS DE VISITA DRENAJE SANITARIO-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,73928.95
161,6,23,PRELIMINARES DESCARGAS DOMICILIARIAS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),2564.08
162,6,24,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),1245.23
163,6,25,RELLENOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),1621.47
164,6,26,SUMINISTROS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),2536.85
165,6,27,INSTALACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),730.14
166,6,28,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,311325.12
167,6,29,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,197643.15
168,6,30,SUMINISTRO E INSTALACION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,14402.95
169,6,31,REPOSICION DE PAVIMENTO-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,82934
170,6,32,POZOS DE VISITA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,614834.45
171,6,33,LIMPIEZA DE OBRA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,10711.4
172,6,34,ALUMBRADO PUBLICO,465990.42
173,6,35,ACOMETIDA SUBTERRANEA,36443.17
174,6,36,SUBESTACION,35002.11
175,6,37,CONTROL,41538.4
176,6,38,LÍNEAS TELEFÓNICAS,439444.77
177,6,39,SEÑALAMIENTO PARA LA PROTECCION DE OBRAS,360291.51
178,6,40,SEMAFORIZACION PROVISIONAL PARA DESVIO OBRA,103975.42
179,6,41,SEÑALAMIENTO VERTICAL,568059.74
180,6,42,SEÑALAMIENTO HORIZONTAL,176881.74
181,6,43,SEMAFORIZACION DE INTERSECCIONES,153910.6
182,6,44,TALAS Y TRANSPLANTES DE ARBOLES,45908.94
183,6,45,REPOSICION DE ARBOLES,228738
184,6,46,PRELIMINARES Y OBRAS COMPLEMENTARIAS DE ARRIATES,21437.2
185,6,47,ACARREOS EN CAMION DE ARRIATES,6971.44
186,6,48,JARDINERIA DE ARRIATES,135339.95
187,6,49,FUERA DE CATALOGO,0
188,6,50,RECONSIDERACION PUFC,0
189,7,1,PRELIMINARES VIALIDADES A NIVEL,125815.75
190,7,2,ACARREOS EN CAMION VIALIDADES A NIVEL,139581.02
191,7,3,BASES Y SUB-BASES VIALIDADES A NIVEL,382036.11
192,7,4,PAVIMENTOS ASFALTICOS DE  VIALIDADES,423287.29
193,7,5,PAVIMENTOS HIDRAULICOS DE PAVIMENTOS Y GUARNICIONES,1740837.76
194,7,6,PRELIMINARES BANQUETAS,18139.28
195,7,7,ACARREOS EN CAMION BANQUETAS,12745.35
196,7,8,BASES BANQUETAS,36015.99
197,7,9,PAVIMENTOS HIDRAULICOS Y GUARNICIONES,119889.73
198,7,10,PAVIMENTO BANQUETA,347341.22
199,7,11,PRELIMINARES-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,14312.75
200,7,12,ACARREOS-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,5766.79
201,7,13,SUMINISTROS DE AGUA POTABLE-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,20306.84
202,7,14,MANO DE OBRA-REHABILITACION Y/O REPOSICION DE LINEA DE AGUA POTABLE,1139.8
203,7,15,PRELIMINARES-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,199353.72
204,7,16,ACARREO EN CAMION-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,86314.16
205,7,17,SUMINISTROS E INSTALACIONES-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,233457.37
206,7,18,POZOS DE VISITA DRENAJE SANITARIO-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO,78719.82
207,7,19,PRELIMINARES DESCARGAS DOMICILIARIAS SANITARIO-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),11466.28
208,7,20,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),5645.05
209,7,21,RELLENOS-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),8444.39
210,7,22,SUMINISTROS-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),9254.43
211,7,23,INSTALACIONES-REHABILITACION Y/O REPOSICION DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),2463.93
212,7,24,PRELIMINARES-REHABILITACION Y/O REPOSICION DE DRENAJE PLUVIAL),1153.85
213,7,25,SUMINISTRO E INSTALACION-REHABILITACION Y/O REPOSICION DE DRENAJE PLUVIAL,33257.74
214,7,26,ALUMBRADO PUBLICO,32059.17
215,7,27,ACOMETIDA SUBTERRANEA,19235.69
216,7,28,SUBESTACION,31432.04
217,7,29,LINEAS TELEFONICAS,24982.22
218,7,30,SEÑALAMIENTO PARA LA PROTECCION DE OBRAS,1320.04
219,7,31,SEMAFORIZACION PROVISIONAL PARA DESVIO OBRA,92.46
220,7,32,SEÑALAMIENTO HORIZONTAL,15095.88
221,7,33,PRELIMINARES Y OBRAS COMPLEMENTARIAS DE ARRIATES,15.84
222,7,34,JARDINERIA DE ARRIATES,63291.64
223,7,35,CFC,355266.81
224,8,1,TOPOGRAFIA CALLE APODACA.,18170.93
225,8,2,TRAMITES CALLE APODACA.,1161.1
226,8,3,SONDEOS CALLE APODACA.,3857.5
227,8,4,ANTEPROYECTO CALLE APODACA.,24865
228,8,5,PROYECTO CALLE APODACA.,33090.98
229,8,6,ENTREGA CALLE APODACA.,15209.01
230,8,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) CALLE APODACA.,23142.5
231,9,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 1,218328.45
232,9,2,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 2,208729.31
233,10,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 3,202691.39
234,11,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 7,244958.62
235,11,2,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 13.,250171.56
236,11,3,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE FUENTES EN VARIAS PARTES DE LA CUIDAD,164587.03
237,12,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 12,164587.07
238,12,2,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA MALECÓN DEL RÍO.,176923.28
239,13,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 4,132870.68
240,13,2,MANTENIMIENTO PREVENTIVO DE ÁRBOLES PARA LA ZONA SUR.,184388.79
241,14,1,MANTENIMIENTO PREVENTIVO DE ÁRBOLES PARA LA ZONA CENTRO.,95026.73
242,15,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 11,114638.79
243,16,1,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, RETIRO DE EXCEDENTES, NIVELACIÓN Y MEJORA DE SUELOS.",215631.03
244,16,2,FUERA DE CATALOGO,0
245,17,1,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, MEJORA DE PLAZAS EN LA ZONA URBANA PAQUETE 1.",822594.83
246,18,1,MANTENIMIENTO PREVENTIVO DE ÁRBOLES PARA LA ZONA NORTE.,856167.32
247,19,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 14,104647.41
248,19,2,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA BULEVAR AEROPUERTO Y DISTRIBUIDOR VIAL.,108291.39
249,20,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 8,184500.01
250,20,2,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, MEJORAMIENTO DE ÁREAS DE REFORESTACIÓN (ARBOLÍMETRO) PAQUETE 2.",146012.97
251,21,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 9,232868.97
252,21,2,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, MEJORA DE PLAZAS EN LA ZONA URBANA PAQUETE 3.",87931.03
253,22,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA ÁREAS VERDES DE MINIDEPORTIVAS (COMUDE) PAQUETE 2.,169621.66
254,22,2,INSTALACION Y MEJORAMIENTO DE SISTEMAS DE RIEGO.,368160.86
255,23,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA ÁREAS VERDES DE MINIDEPORTIVAS (COMUDE) PAQUETE 1.,152933.97
256,24,1,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, MEJORA DE PLAZAS EN BULEVARES NUEVOS.",808726.85
257,25,1,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, OFICINAS MUNICIPALES.",117156.03
258,25,2,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES, MEJORA DE PLAZAS EN LA ZONA URBANA PAQUETE 2.",237175
259,26,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 15,105337.93
260,27,1,TOPOGRAFIA CALLE PRESA EL VALLADO.,10900.44
261,27,2,TRAMITES CALLE PRESA EL VALLADO.,1161.1
262,27,3,SONDEOS CALLE PRESA EL VALLADO.,3857.5
263,27,4,ANTEPROYECTO CALLE PRESA EL VALLADO.,19335.2
264,27,5,PROYECTO CALLE PRESA EL VALLADO.,23497.62
265,27,6,ENTREGA CALLE PRESA EL VALLADO.,11987.89
266,27,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) CALLE PRESA EL VALLADO.,18711.03
267,27,8,TOPOGRAFIA CALLE ALFARDA.,7857.65
268,27,9,TRAMITES CALLE ALFARDA.,1161.1
269,27,10,SONDEOS CALLE ALFARDA.,3857.5
270,27,11,SUMINISTROS REPOSICION Y/O REHABILITACION DE LA LINEA DE AGUA POTABLE,13853.67
271,27,12,PROYECTO CALLE ALFARDA.,16082.87
272,27,13,ENTREGA CALLE ALFARDA.,10346.21
273,27,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) CALLE ALFARDA.,18711.03
274,28,1,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA 10,242352.6
275,29,1,TOPOGRAFÍA MANZANAS,36457.32
276,29,2,TOPOGRAFÍA VIALIDADES,24075.91
277,29,3,INVENTARIOS Y LEVANTAMIENTOS A CINTA,21277.99
278,29,4,PLANOS ARQUITECTÓNICOS,22373.91
279,29,5,ENTREGA,21855.83
280,30,1,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS,283882.34
281,30,2,CIMENTACION,341038.91
282,30,3,ESTRUCTURA,682486.54
283,30,4,SUPER ESTRUCTURA,517358.48
284,30,5,ALGIBE,56948.81
285,30,6,ACABADOS,720167.27
286,30,7,HERRERIA,32071.94
287,30,8,CANCELERIA DE ALUMINIO,122517.59
288,30,9,PINTURA,70751.86
289,30,10,INSTALACION HIDRAULICA,27804.88
290,30,11,INSTALACION DE DRENAJE SANITARIO,76170.01
291,30,12,INSTALACION DE DRENAJE PLUVIAL,23272.89
292,30,13,INSTALACION ELECTRICA,2652.63
293,30,14,"SUBESTACION, ACOMETIDA Y MEDICION",78118.46
294,30,15,ALIMENTADORES PRINCIPALES,100227.07
295,30,16,INSTALACION DE LOCALES,77503.92
296,30,17,INSTALACION DE TELEFONIA,8948.96
297,30,18,OBRA EXTERIOR,82294.39
298,30,19,LIMPIEZAS,27056.83
299,30,20,FUERA DE CATALOGO,0
300,31,1,ESTUDIOS DE INGENIERIA DE TRANSITO,247769.62
301,31,2,EVALUACION SOCIOECONOMICA DE LOS ESQUEMAS DE SOLUCION  (NIVEL IDEA),55660.64
302,31,3,EVALUACION FISICA,105478.15
303,31,4,INTEGRACION DEL ESTUDIO,17151.26
304,31,5,PRELIMINARES,4803.41
305,31,6,TOPOGRAFÍA,77943.73
306,31,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO).,130903.48
307,31,8,LINEA DE TELEFONIA ALESTRA,2656.59
308,31,9,INVENTARIOS,60219.78
309,31,10,TRAMITES,3030.93
310,31,11,SONDEOS CON EXCAVACION,12266.7
311,31,12,PROYECTO Y ANTEPROYECTO,576393.51
312,31,13,PROYECTO DE CICLOVIA,51486.98
313,31,14,ESTUDIOS DE IMPACTO AMBIENTAL,162258.37
314,31,15,PUENTE BLVD. HERMANOS ALDAMA,100022.59
315,31,16,PUENTE RIO DE LOS GOMEZ,71759.2
316,31,17,PUENTE CARRETERA STA. ROSA PLAN DE AYALA,87642.52
317,31,18,PUENTE FFCC Y BLVD. TIMOTEO LOZANO,275005.59
318,31,19,PUENTE CANAL LAS AMERICAS,47820.4
319,31,20,ESTUDIOS TOPO HIDRAULICOS,67163.74
320,31,21,ESTUDIO HIDROLOGICO,79250.88
321,31,22,PEMEX,127484.45
322,31,23,FERROMEX,5681.86
