Id_Prorroga,Id_Contrato,Dias_Recorrer,Fecha_Nueva,Porcentaje,Justificacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Termino_Ultima_Anterior
26,66,13,17/08/2013 00:00,15.85,SE ANEXA AUTORIZACION 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,12/07/2013 00:00,01 PR/067/13,12/07/2013 00:00,,03/08/2013 00:00
28,8,84,03/11/2013 00:00,46.67,,S/N,04/07/2013 00:00,DGOP/CT/PR/0060,05/07/2013 00:00,,10/08/2013 00:00
29,134,13,15/11/2013 00:00,10.57,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,04/09/2013 00:00,01 PR/0140/13,04/09/2013 00:00,,01/11/2013 00:00
30,87,5,10/10/2013 00:00,4.07,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRP,09/08/2013 00:00,01 PR/087/13,09/08/2013 00:00,,04/10/2013 00:00
31,109,11,07/10/2013 00:00,11.96,SE ANEXA AUTORIZACION 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/08/2013 00:00,01 PR/091/13,20/08/2013 00:00,,25/09/2013 00:00
32,94,11,12/10/2013 00:00,13.41,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,09/09/2013 00:00,02 PR/104/13,09/09/2013 00:00,,30/09/2013 00:00
33,54,26,27/09/2013 00:00,27.08,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,30/08/2013 00:00,02 PR/096/13,30/08/2013 00:00,,31/08/2013 00:00
34,115,6,05/10/2013 00:00,7.32,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,04/09/2013 00:00,01 PR/101/13,04/09/2013 00:00,,28/09/2013 00:00
35,137,10,25/09/2013 00:00,14.71,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/08/2013 00:00,01 PR/093/13,23/08/2013 00:00,,14/09/2013 00:00
37,117,17,05/10/2013 00:00,20.73,SE ANEXA AUTORIZACION DE PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,06/09/2013 00:00,01 PR/105/13,09/09/2013 00:00,,17/09/2013 00:00
42,113,36,23/09/2013 00:00,59.02,,S/N,11/08/2013 00:00,S/N PRORROGA1,13/08/2013 00:00,,17/08/2013 00:00
43,113,20,14/10/2013 00:00,32.79,,S/N,18/09/2013 00:00,S/N PRORROGA2,20/09/2013 00:00,,23/09/2013 00:00
44,57,13,24/08/2013 00:00,15.85,,S/N PRORRO,05/08/2013 00:00,DGOP/CT/PR/086/,06/08/2013 00:00,,10/08/2013 00:00
45,52,5,26/07/2013 00:00,7.35,,S/N PRORRO,16/07/2013 00:00,S/N PRORROGA 2,16/07/2013 00:00,,20/07/2013 00:00
46,138,50,21/10/2013 00:00,92.59,SE ANEXA A EXPEDIENTE UNITARIO AUTORIZACION ORIGINAL DE LA 2DA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA,S/N PRORRO,20/09/2013 00:00,02 PR/113/13,20/09/2013 00:00,,31/08/2013 00:00
47,140,8,21/11/2013 00:00,6.5,SE ANEXA A EXPEDIENTE UNITARIO AUTORIZACION DE PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD,S/N PRORRO,28/08/2013 00:00,01 PR/097/13,28/08/2013 00:00,,12/11/2013 00:00
48,110,20,05/10/2013 00:00,24.39,SE INGRESA A EXPEDIENTE UNITARIO AUTORIZACION ORIGINAL DE PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA ,S/N PRORRO,12/09/2013 00:00,01 PR/108/2013,12/09/2013 00:00,,14/09/2013 00:00
49,155,27,20/12/2013 00:00,21.95,SE INGRESA EN EL EXPEDIENTE UNITARIO AUTORIZACION DE PRORROGA ORINIAL CON DOCUMENTACION ADJUNTA DE LA SOLICITU DE PRORROGA,S/N PRORRO,17/09/2013 00:00,01 PR/111/13,17/09/2013 00:00,,22/11/2013 00:00
50,135,16,05/10/2013 00:00,23.53,,S/N PRORRO,02/09/2013 00:00,S/N PRORROGA 2,02/09/2013 00:00,,18/09/2013 00:00
51,150,16,15/10/2013 00:00,29.63,SE INGRESA EN EXPEDIENTE UNITARIO LA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA,S/N PRORRO,23/09/2013 00:00,01 PR/115/13,23/09/2013 00:00,,28/09/2013 00:00
52,122,15,14/10/2013 00:00,18.29,SE INGRESA A EXPEDIENTE UNITARIO AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA,S/N PRORRO,24/09/2013 00:00,01 PR/117/13,24/09/2013 00:00,,28/09/2013 00:00
53,54,20,18/10/2013 00:00,20.83,SE ANEXA AUTORIZACION DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,27/09/2013 00:00,03 PR/123/13,27/09/2013 00:00,,27/09/2013 00:00
54,115,13,19/10/2013 00:00,15.85,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,30/09/2013 00:00,02 PR/127/13,30/09/2013 00:00,,05/10/2013 00:00
56,117,6,12/10/2013 00:00,7.32,SE ANEXA AUTORIZACION ORIGINAL DE 2DA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,27/09/2013 00:00,02 PR/122/13,27/09/2013 00:00,,05/10/2013 00:00
57,123,6,05/10/2013 00:00,7.32,SE ANEXA AUTORIZACION ORIGINAL DE 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,27/09/2013 00:00,01 PR/124/13,27/09/2013 00:00,,28/09/2013 00:00
58,152,15,27/10/2013 00:00,25,SE ANEXA AUTORIZACION DE 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/09/2013 00:00,01 PR/116/13,23/09/2013 00:00,,11/10/2013 00:00
59,122,6,21/10/2013 00:00,7.32,SE INGRESA A EXPEDIENTE UNITARIO AUTORIZACION DE 2DA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA,S/N PRORRO,14/10/2013 00:00,02 PR/150/13,14/10/2013 00:00,,14/10/2013 00:00
60,86,15,20/10/2013 00:00,12.2,SE ANEXA AUTORIZACION DE 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/09/2013 00:00,01 PR/119/13,25/09/2013 00:00,,04/10/2013 00:00
61,110,9,15/10/2013 00:00,10.98,SE ANEXA 2DA AUTORIZACION DE PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,04/10/2013 00:00,02 PR/134/2013,04/10/2013 00:00,,05/10/2013 00:00
62,148,17,30/10/2013 00:00,20.73,,S/N,12/08/2013 00:00,S/N,14/08/2013 00:00,,12/10/2013 00:00
63,147,27,09/11/2013 00:00,50,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/10/2013 00:00,01 PR/141/13,10/10/2013 00:00,,12/10/2013 00:00
64,88,21,26/10/2013 00:00,17.07,SE ANEXA AUTORIZACION ORIGIAL DE 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORRO,02/10/2013 00:00,01 PR/132/13,02/10/2013 00:00,,04/10/2013 00:00
65,108,30,18/11/2013 00:00,24.39,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,15/10/2013 00:00,01 PR/154/13,15/10/2013 00:00,,18/10/2013 00:00
66,109,14,22/10/2013 00:00,15.22,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,07/10/2013 00:00,02 PR/136/13,07/10/2013 00:00,,07/10/2013 00:00
67,111,86,29/10/2013 00:00,260.61,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,01/10/2013 00:00,PR/130/2013,01/10/2013 00:00,,03/08/2013 00:00
68,138,11,02/11/2013 00:00,20.37,SE ANEXA AUTORIZACION ORIGINAL DE LA 3RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,21/10/2013 00:00,03 PR/165/13,21/10/2013 00:00,,21/10/2013 00:00
69,93,16,28/10/2013 00:00,13.01,SE ANEXA AUTORIZACION ORIGINAL DE 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,08/10/2013 00:00,01 PR/138/13,08/10/2013 00:00,,11/10/2013 00:00
70,115,6,26/10/2013 00:00,7.32,SE ANEXA AUTORIZACION ORIGINAL DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,17/10/2013 00:00,03 PR/159/13,17/10/2013 00:00,,19/10/2013 00:00
71,86,24,14/11/2013 00:00,19.51,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,14/10/2013 00:00,02 PR/149/13,14/10/2013 00:00,,20/10/2013 00:00
72,117,10,23/10/2013 00:00,12.2,SE ANEXA AUTORIZACION ORIGINAL DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,11/10/2013 00:00,03 PR/146/13,11/10/2013 00:00,,12/10/2013 00:00
73,139,22,04/11/2013 00:00,22.92,,S/N,19/09/2013 00:00,S/N,01/10/2013 00:00,,12/10/2013 00:00
74,142,22,11/11/2013 00:00,21.36,,S/N,06/10/2013 00:00,S/N PRORROGA1,08/10/2013 00:00,,19/10/2013 00:00
75,134,13,29/11/2013 00:00,10.57,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/10/2013 00:00,02 PR/0144/13,10/10/2013 00:00,,15/11/2013 00:00
76,140,11,03/12/2013 00:00,8.94,SE ANEXA A EXPEDIENTE UNITARIO AUTORIZACION DE 2A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD EN EL EXPEDIENTE UNITARIO,S/N PRORRO,16/10/2013 00:00,02 PR/157/13,16/10/2013 00:00,,21/11/2013 00:00
77,88,6,02/11/2013 00:00,4.88,SE ANEXA AUTORIZACION ORIGIAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORRO,25/10/2013 00:00,02 PR/170/13,25/10/2013 00:00,,26/10/2013 00:00
78,9,33,08/11/2013 00:00,18.33,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO   (LA 1A PRORROGA SE AUTORIZA CON EL CONVENIO DE AMPLIACIÓN EN MONTO Y EN TIEMPO),S/N PRORRO,29/10/2013 00:00,02 PR/174/13,29/10/2013 00:00,,05/10/2013 00:00
79,157,27,24/01/2014 00:00,17.88,SE ANEXA AUTORIZACION DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,16/10/2013 00:00,01 PR/156/2013,16/10/2013 00:00,,27/12/2013 00:00
80,150,9,25/10/2013 00:00,16.67,SE INGRESA EN EXPEDIENTE UNITARIO LA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA,S/N PRORRO,14/10/2013 00:00,02 PR/152/13,14/10/2013 00:00,,15/10/2013 00:00
81,150,6,01/11/2013 00:00,11.11,SE INGRESA EN EXPEDIENTE UNITARIO LA AUTORIZACION DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA,S/N PRORRO,25/10/2013 00:00,03 PR/171/13,25/10/2013 00:00,,25/10/2013 00:00
82,95,49,30/11/2013 00:00,39.84,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIA,S/N PRORRO,08/10/2013 00:00,01 PR/112/13,08/10/2013 00:00,,11/10/2013 00:00
83,183,44,10/12/2013 00:00,112.82,,S/N,23/10/2013 00:00,S/N PRORROGA1,25/10/2013 00:00,,26/10/2013 00:00
85,103,15,26/08/2013 00:00,27.78,,S/N,08/08/2013 00:00,S/N,09/08/2013 00:00,,10/08/2013 00:00
86,8,-30,11/11/2013 00:00,-16.67,,S/N,06/11/2013 00:00,SN/PORROGA2,08/11/2013 00:00,,10/12/2013 00:00
87,8,34,16/12/2013 00:00,18.89,,S/N,11/11/2013 00:00,S/N PORROGA3,13/11/2013 00:00,,11/11/2013 00:00
88,8,36,10/12/2013 00:00,20,,S/N,23/10/2013 00:00,S/NPORROGA4,25/10/2013 00:00,,03/11/2013 00:00
89,87,11,22/10/2013 00:00,8.94,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/09/2013 00:00,02 PR/114/13,23/09/2013 00:00,,10/10/2013 00:00
90,128,24,30/10/2013 00:00,25,,S/N,23/09/2013 00:00,S/N PORROGA1,25/09/2013 00:00,,05/10/2013 00:00
91,190,29,16/12/2013 00:00,53.7,,S/N,11/12/2013 00:00,S/N PORROGA1,13/11/2013 00:00,,16/11/2013 00:00
92,147,20,30/11/2013 00:00,37.04,,S/N PRORRO,06/11/2013 00:00,DGOP/CT/PR/185/,07/11/2013 00:00,,09/11/2013 00:00
93,193,30,31/12/2013 00:00,55.56,,S/N,26/11/2013 00:00,S/N PORROGA1,28/11/2013 00:00,,30/11/2013 00:00
94,181,20,21/12/2013 00:00,24.39,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EXPEDIENTE UNITARIO,S/N PRORRO,14/10/2013 00:00,01 PR/151/13,14/10/2013 00:00,,30/11/2013 00:00
96,168,15,04/10/2013 00:00,24.59,,S/N PRORRO,16/09/2013 00:00,S/N PRORROGA 1,16/09/2013 00:00,,18/09/2013 00:00
97,183,-1,10/12/2013 00:00,-2.56,,S/N,23/10/2013 00:00,PORROGA2,25/10/2013 00:00,,10/12/2013 00:00
99,153,45,11/12/2013 00:00,46.88,,S/N,07/10/2013 00:00,S/N PRORROGA1,09/10/2013 00:00,,26/10/2013 00:00
100,141,21,04/12/2013 00:00,17.07,SE ANEXA AUTORIZACION ORIGINAL DE LA 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,08/11/2013 00:00,01 PR/188/13,08/11/2013 00:00,,12/11/2013 00:00
101,144,18,13/12/2013 00:00,14.63,,S/N PRORRO,09/10/2013 00:00,S/N PRORROGA 1,09/10/2013 00:00,,24/11/2013 00:00
103,149,32,04/12/2013 00:00,33.68,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N 2A PRO,13/11/2013 00:00,02 PR/191/13,13/11/2013 00:00,,01/11/2013 00:00
104,95,13,14/12/2013 00:00,10.57,SE ANEXA AUTORIZACION ORIGINAL DE LA 2 PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIA,S/N PRORRO,29/11/2013 00:00,02 PR/205/13,29/11/2013 00:00,,30/11/2013 00:00
105,210,8,30/12/2013 00:00,14.81,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,27/11/2013 00:00,01 PR/201/13,27/11/2013 00:00,,21/12/2013 00:00
106,140,9,13/12/2013 00:00,7.32,SE ANEXA A EXPEDIENTE UNITARIO AUTORIZACION DE 3A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA,S/N PRORRO,28/11/2013 00:00,03 PR/203/13,28/11/2013 00:00,,03/12/2013 00:00
107,149,7,12/12/2013 00:00,7.37,SE ANEXA AUTORIZACION ORIGINAL DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,03/12/2013 00:00,03 PR/207/13,03/12/2013 00:00,,04/12/2013 00:00
110,125,180,30/06/2014 00:00,98.36,SE ANEXA AUTORIZACION ORIGINAL DE 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,18/12/2013 00:00,01 PR/222/13,18/12/2013 00:00,,31/12/2013 00:00
111,134,20,20/12/2013 00:00,16.26,SE ANEXA AUTORIZACION DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/11/2013 00:00,03 PR/195/13,20/11/2013 00:00,,29/11/2013 00:00
112,95,28,12/01/2014 00:00,22.76,SE ANEXA AUTORIZACION ORIGINAL DE LA 3RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIA,S/N PRORRO,13/12/2013 00:00,03 PR/216/13,13/12/2013 00:00,,14/12/2013 00:00
113,184,40,14/02/2014 00:00,36.7,,S/N,18/12/2013 00:00,S/N01,20/12/2013 00:00,,04/01/2014 00:00
114,195,20,11/01/2014 00:00,29.41,SE ANEXA AUTORIZACION DE 1RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/12/2013 00:00,01 PR/225/13,20/12/2013 00:00,,21/12/2013 00:00
115,210,24,24/01/2014 00:00,44.44,SE ANEXA AUTORIZACION ORIGINAL DE LA 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,27/12/2013 00:00,02 PR/234/13,27/12/2013 00:00,,30/12/2013 00:00
116,173,29,28/12/2013 00:00,30.21,,SN,06/12/2013 00:00,PRORROGA01,08/11/2013 00:00,,28/11/2013 00:00
118,136,27,23/11/2013 00:00,24.55,,S/N,13/10/2013 00:00,PRORROGA 01,15/10/2013 00:00,,26/10/2013 00:00
119,190,47,02/02/2014 00:00,87.04,,S/N PRORRO,12/12/2013 00:00,S/N PORROGA2,14/12/2013 00:00,,16/12/2013 00:00
123,95,19,01/02/2014 00:00,15.45,SE ANEXA AUTORIZACION ORIGINAL DE LA 4TA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/01/2014 00:00,04 PR/003/14,10/01/2014 00:00,,12/01/2014 00:00
124,133,27,23/11/2013 00:00,24.55,,S/N,30/09/2013 00:00,S/N PRORROGA1,01/10/2013 00:00,,26/10/2013 00:00
130,178,87,29/03/2014 00:00,68.5,SE ANEXA AUTORIZACIÓN DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,26/12/2013 00:00,01 PR/231/13,26/12/2013 00:00,,31/12/2013 00:00
131,120,9,29/10/2013 00:00,8.18,,PORROGA S/,07/08/2013 00:00,PORROGA 01,09/08/2013 00:00,,19/10/2013 00:00
132,167,13,17/01/2014 00:00,9.03,,S/N PRORRO,17/12/2013 00:00,S/N PRORROGA 1,17/12/2013 00:00,,03/01/2014 00:00
133,167,7,25/01/2014 00:00,4.86,,S/N PRORRO,17/01/2014 00:00,S/N PRORROGA 2,17/01/2014 00:00,,17/01/2014 00:00
134,242,48,15/03/2014 00:00,71.64,,S/N PRORRO,14/01/2014 00:00,S/N PRORROGA 1,14/01/2014 00:00,,25/01/2014 00:00
135,174,27,19/03/2014 00:00,17.09,,PORROGA S/,08/02/2014 00:00,PORROGA-02,10/02/2014 00:00,,19/02/2014 00:00
136,42,158,28/02/2014 00:00,104.64,,S/N PRORRO,07/11/2013 00:00,S/N PRORROGA 2,07/11/2013 00:00,,22/09/2013 00:00
137,332,27,22/03/2014 00:00,67.5,,S/N PRORRO,24/01/2014 00:00,S/N PROROGA 1,24/01/2014 00:00,,22/02/2014 00:00
138,112,20,03/08/2013 00:00,76.92,,PORROGA S/,16/07/2013 00:00,PORROGA 01,18/07/2013 00:00,,13/07/2013 00:00
139,112,68,11/10/2013 00:00,261.54,,PRORROGA S,30/07/2013 00:00,PRORROGA 02,01/08/2013 00:00,,03/08/2013 00:00
140,240,30,15/04/2014 00:00,25.64,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,14/02/2014 00:00,01 PR/021/14,14/02/2014 00:00,,15/03/2014 00:00
