Id_Prorroga,Id_Contrato,No_Prorroga,Dias_Recorrer,Fecha_Nueva,Porcentaje,Justificacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Termino_Ultima_Anterior
35,30,1,27,12/08/2015 00:00,32.93,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A  PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,04/06/2015 00:00,01 PR/116/15,04/06/2015 00:00,,15/07/2015 00:00
36,16,2,20,26/07/2015 00:00,18.18,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORRO,01/06/2015 00:00,02 PR/113/15,01/06/2015 00:00,,05/07/2015 00:00
37,16,1,10,05/07/2015 00:00,9.09,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORRO,27/04/2015 00:00,01 PR/082/15,27/04/2015 00:00,,24/06/2015 00:00
38,47,1,47,14/08/2015 00:00,87.04,,S/N,24/06/2015 00:00,PRORROGA01,26/06/2015 00:00,,27/06/2015 00:00
39,21,01/01/1900 00:00,13,22/08/2015 00:00,9.92,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/06/2015 00:00,01 PR/124/15,10/06/2015 00:00,,08/08/2015 00:00
41,18,1,30,10/06/2015 00:00,49.18,,S/N,06/05/2015 00:00,PRORROGA 01,08/05/2015 00:00,,10/05/2015 00:00
42,46,1,28,04/08/2015 00:00,51.85,,S/N,01/07/2015 00:00,PRORROGA01,03/07/2015 00:00,,06/07/2015 00:00
47,79,1,21,08/09/2015 00:00,25.61,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,22/06/2015 00:00,01 PR/132/15,22/06/2015 00:00,,17/08/2015 00:00
48,35,1,11,23/07/2015 00:00,13.41,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EXPEDIENTE UNITARIO,S/N PRORRO,19/06/2015 00:00,01 PR/130/15,19/06/2015 00:00,,11/07/2015 00:00
49,74,1,49,29/08/2015 00:00,90.74,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,09/07/2015 00:00,01 PR/147/15,09/07/2015 00:00,,10/07/2015 00:00
54,79,2,18,27/09/2015 00:00,21.95,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,16/07/2015 00:00,02 PR/159/15,16/07/2015 00:00,,08/09/2015 00:00
55,35,2,20,13/08/2015 00:00,24.39,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EXPEDIENTE UNITARIO,S/N PRORRO,15/07/2015 00:00,02 PR/156/15,15/07/2015 00:00,,23/07/2015 00:00
56,42,1,17,12/08/2015 00:00,20.73,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,06/07/2015 00:00,01 PR/144/15,06/07/2015 00:00,,25/07/2015 00:00
57,83,1,13,12/09/2015 00:00,15.85,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,16/07/2015 00:00,01 PR/157/15,16/07/2015 00:00,,29/08/2015 00:00
58,51,1,41,21/09/2015 00:00,43.16,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/07/2015 00:00,01 PR/151/15,10/07/2015 00:00,,10/08/2015 00:00
59,85,1,31,20/09/2015 00:00,37.8,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EXPEDIENTE UNITARIO,S/N PRORRO,06/07/2015 00:00,01 PR/143/15,06/07/2015 00:00,,19/08/2015 00:00
60,16,3,17,13/08/2015 00:00,15.45,SE ANEXA AUTORIZACION ORIGINAL DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORRO,13/07/2015 00:00,03 PR/154/15,13/07/2015 00:00,,26/07/2015 00:00
62,47,2,27,11/09/2015 00:00,50,,S/N,09/08/2015 00:00,PRORROGA02,11/08/2015 00:00,,14/08/2015 00:00
63,78,1,27,05/09/2015 00:00,32.93,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/07/2015 00:00,01 PR/165/15,20/07/2015 00:00,,08/08/2015 00:00
64,33,01/01/1900 00:00,11,21/08/2015 00:00,12.36,SE ANEXA AUTORIZACION ORIGINAL ADE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,22/07/2015 00:00,01 PR/168/15,22/07/2015 00:00,,09/08/2015 00:00
65,110,1,19,13/10/2015 00:00,23.17,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,29/07/2015 00:00,01 PR/177/15,29/07/2015 00:00,,23/09/2015 00:00
66,107,1,12,02/10/2015 00:00,16,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,31/07/2015 00:00,01 PR/179/15,31/07/2015 00:00,,19/09/2015 00:00
67,38,1,13,08/08/2015 00:00,15.85,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,16/07/2015 00:00,01 PR/158/15,16/07/2015 00:00,,25/07/2015 00:00
75,140,1,38,30/09/2015 00:00,70.37,,S/N,18/08/2015 00:00,PRORROGA01,20/08/2015 00:00,,22/08/2015 00:00
85,21,2,11,03/09/2015 00:00,8.4,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/08/2015 00:00,02 PR/187/15,10/08/2015 00:00,,22/08/2015 00:00
88,34,1,34,16/09/2015 00:00,33.01,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,12/08/2015 00:00,01 PR/192/15,12/08/2015 00:00,,12/08/2015 00:00
90,84,01/01/1900 00:00,39,15/10/2015 00:00,37.86,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,04/09/2015 00:00,01 PR/211/15,04/09/2015 00:00,,05/09/2015 00:00
91,155,1,31,03/11/2015 00:00,35.23,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,21/08/2015 00:00,01 PR/207/15,27/08/2015 00:00,,02/10/2015 00:00
92,52,3,23,15/09/2015 00:00,28.05,SE ANEXA AUTORIZACION DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,21/08/2019 00:00,03 PR/204/15,21/08/2015 00:00,,22/08/2015 00:00
107,132,1,5,06/11/2015 00:00,6.1,SE ANEXA AUTORIZACION DE PRIMERA PRORROGA ORGINAL CON DOCUMENTACION ANEXA DE LA SOLICITUD DE PRORROGA EN ORIGINAL EN EL EXPEDIENTE UNITARIO ,S/N PRORR,21/09/2015 00:00,01 PR/229/15,21/09/2015 00:00,,31/10/2015 00:00
108,34,2,25,12/10/2015 00:00,24.27,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,15/09/2015 00:00,02 PR/223/15,15/09/2015 00:00,,16/09/2015 00:00
109,62,2,34,20/11/2015 00:00,27.64,SE ANEXA AUTORIZACION ORIGINAL DE 2DA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,18/09/2015 00:00,02 PR/226/15,18/09/2015 00:00,,16/10/2015 00:00
110,147,1,4,16/12/2015 00:00,3.25,SE ANEXA AUTORIZACION ORIGINAL DE PRIMER PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,15/09/2015 00:00,01 PR/221/15,15/09/2015 00:00,,11/12/2015 00:00
111,126,01/01/1900 00:00,11,15/10/2015 00:00,16.18,SE ANEXA AUTORIZACION ORIGINAL DE PRIMER PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,15/09/2015 00:00,01 PR/222/15,15/09/2015 00:00,,03/10/2015 00:00
112,108,1,13,20/09/2015 00:00,21.31,SE ANEXA AUTORIZACION ORIGINAL DE PRIMER PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,04/09/2015 00:00,01 PR/213/15,04/09/2015 00:00,,06/09/2015 00:00
113,76,2,2,11/09/2015 00:00,1.82,SE ANEXA AOTORIZACION ORIGINAL DE 2DA PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,08/09/2015 00:00,02 PR/216/15,08/09/2015 00:00,,08/09/2015 00:00
114,44,2,21,08/09/2015 00:00,25.61,SE ANEXA AUTORIZACION ORIGINAL DE 3RA PRORROGA CON DOCUMENTACION ADJUNTA DE SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,01/09/2015 00:00,03 PR/208/15,01/09/2015 00:00,,17/08/2015 00:00
115,79,3,32,30/10/2015 00:00,39.02,SE ANEXA AUTORIZACION ORIGINAL DE 4TA PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,21/09/2015 00:00,04 PR/230/15,21/09/2015 00:00,,27/09/2015 00:00
116,119,1,41,08/01/2016 00:00,33.33,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,23/09/2015 00:00,01 PR/235/15,23/09/2015 00:00,,27/11/2015 00:00
117,52,4,8,24/09/2015 00:00,9.76,SE ANEXA AUTORIZACION DE 4A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,15/09/2015 00:00,04 PR/224/15,15/09/2015 00:00,,15/09/2015 00:00
122,86,1,76,19/12/2015 00:00,64.96,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,28/09/2015 00:00,01 PR/138/15,28/09/2015 00:00,,03/10/2015 00:00
123,102,2,13,23/10/2015 00:00,14.61,SE ANEXA AUTOTIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,21/09/2015 00:00,02 PR/231/15,21/09/2015 00:00,,09/10/2015 00:00
124,102,1,19,09/10/2015 00:00,21.35,SE ANEXA AUTOTIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,18/08/2015 00:00,01 PR/200/15,18/08/2015 00:00,,19/09/2015 00:00
125,52,2,13,22/08/2015 00:00,15.85,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,07/08/2015 00:00,02 PR/184/15,07/08/2015 00:00,,08/08/2015 00:00
126,112,1,7,07/10/2015 00:00,8.54,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,29/09/2015 00:00,01 PR/240/15,29/09/2015 00:00,,29/09/2015 00:00
127,81,1,21,25/10/2015 00:00,17.95,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,29/09/2015 00:00,01 PR/242/15,29/09/2015 00:00,,03/10/2015 00:00
128,61,1,47,04/12/2015 00:00,25.13,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,29/09/2015 00:00,01 PR/241/15,29/09/2015 00:00,,17/10/2015 00:00
129,107,2,4,07/10/2015 00:00,5.33,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,02/10/2015 00:00,02 PR/247/15,02/10/2015 00:00,,02/10/2015 00:00
130,115,1,9,09/10/2015 00:00,13.24,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,30/09/2015 00:00,01 PR/244/15,30/09/2015 00:00,,29/09/2015 00:00
131,50,1,16,11/08/2015 00:00,21.33,,S/N,23/07/2015 00:00,S/N,23/07/2015 00:00,,25/07/2015 00:00
134,155,2,25,29/11/2015 00:00,28.41,SE ANEXA AUTORIZACION DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,07/10/2015 00:00,02 PR/251/15,07/10/2015 00:00,,03/11/2015 00:00
135,125,1,22,02/11/2015 00:00,32.35,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,02/10/2015 00:00,01 PR/248/15,02/10/2015 00:00,,10/10/2015 00:00
136,87,1,64,28/12/2015 00:00,46.38,PRORROGA CARGADA  AL MINUTO DE RECIVIRLA,S/N,18/10/2015 00:00,PRORROGA01,20/10/2015 00:00,,24/10/2015 00:00
141,65,1,20,08/01/2016 00:00,16.26,SE ANECA AUTORIZACION DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO.,S/N PRORRO,07/10/2015 00:00,01 PR/252/15,07/10/2015 00:00,,18/12/2015 00:00
142,19,1,162,05/11/2015 00:00,216,SE ANEXA AUTORIZACION DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO.,S/N PRORRO,16/10/2015 00:00,01 PR/0258/15,16/10/2015 00:00,,26/05/2015 00:00
143,126,2,12,28/10/2015 00:00,17.65,SE ANEXA AUTORIZACION ORIGINAL DE 2DA PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORRO,19/10/2015 00:00,02 PR/260/15,19/10/2015 00:00,,15/10/2015 00:00
144,147,2,6,23/12/2015 00:00,4.88,SE ANEXA AUTORIZACION ORIGINAL DE 2DA PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORRO,20/10/2015 00:00,02 PR/263/15,20/10/2015 00:00,,16/12/2015 00:00
145,81,2,11,06/11/2015 00:00,9.4,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/10/2015 00:00,02 PR/271/15,23/10/2015 00:00,,25/10/2015 00:00
146,102,3,7,31/10/2015 00:00,7.87,SE ANEXA AUTOTIZACION ORIGINAL DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/10/2015 00:00,03 PR/272/15,23/10/2015 00:00,,23/10/2015 00:00
147,135,1,11,05/11/2015 00:00,16.18,SE ANEXA AUTORIZACION DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ADJUNTA ORIGINAL DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,22/10/2015 00:00,01 PR/0266/15,22/10/2015 00:00,,24/10/2015 00:00
150,135,2,4,10/11/2015 00:00,5.88,SE ANEXA AUTORIZACION DE 2A PRORROGA ORIGINAL CON DOCUMENTACION ADJUNTA ORIGINAL DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,05/11/2015 00:00,02 PR/0283/15,05/11/2015 00:00,,05/11/2015 00:00
151,61,2,26,31/12/2015 00:00,13.9,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,30/10/2015 00:00,02 PR/274/15,30/10/2015 00:00,,04/12/2015 00:00
152,62,03/01/1900 00:00,40,31/12/2015 00:00,32.52,SE ANEXA AUTORIZACION ORIGINAL DE 3RA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,23/10/2015 00:00,03 PR/275/15,23/10/2015 00:00,,20/11/2015 00:00
153,62,1,22,16/10/2015 00:00,17.89,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,12/08/2015 00:00,01 PR/191/15,12/08/2015 00:00,,23/09/2015 00:00
154,21,3,7,11/09/2015 00:00,5.34,SE ANEXA AUTORIZACION ORIGINAL DE 3A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,03/09/2015 00:00,03 PR/210/15,03/09/2015 00:00,,03/09/2015 00:00
172,88,1,13,01/08/2015 00:00,24.07,,S/N,10/07/2015 00:00,PRORROGA 1,13/07/2015 00:00,,18/07/2015 00:00
173,138,1,14,22/11/2015 00:00,17.07,SE ANEXA AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,06/11/2015 00:00,01 PR/0287/15,06/11/2015 00:00,,07/11/2015 00:00
174,158,1,27,21/11/2015 00:00,39.71,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/10/2015 00:00,01 PR/0274/15,23/10/2015 00:00,,24/10/2015 00:00
175,150,1,48,26/12/2015 00:00,64,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,30/10/2015 00:00,01 PR/0280/15,30/10/2015 00:00,,07/11/2015 00:00
177,79,4,25,25/11/2015 00:00,30.49,SE ANEXA AUTORIZACION ORIGINAL DE 6TA PRORROGA CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,12/11/2015 00:00,06 PR/293/15,12/11/2015 00:00,,30/10/2015 00:00
178,132,2,6,13/11/2015 00:00,7.32,SE ANEXA AUTORIZACION DE 2DA PRORROGA ORGINAL CON DOCUMENTACION ANEXA DE LA SOLICITUD DE PRORROGA EN ORIGINAL EN EL EXPEDIENTE UNITARIO ,S/N PRORR,06/11/2015 00:00,02 PR/286/15,06/11/2015 00:00,,06/11/2015 00:00
179,16,4,15,29/08/2015 00:00,13.64,,S/N,29/08/2015 00:00,S/N,13/08/2015 00:00,,13/08/2015 00:00
181,160,1,16,04/12/2015 00:00,19.51,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/11/2015 00:00,01 PR/290/15,10/11/2015 00:00,,17/11/2015 00:00
182,148,1,14,03/12/2015 00:00,14.74,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,18/11/2015 00:00,01 PR/298/15,18/11/2015 00:00,,18/11/2015 00:00
183,151,1,76,26/12/2015 00:00,140.74,SE ANEXA ORIGINAL DE AUTORIZACION DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/11/2015 00:00,01 PR/300/15,20/11/2015 00:00,,10/10/2015 00:00
184,210,1,9,22/12/2015 00:00,13.24,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,26/11/2015 00:00,01 PR/304/15,26/11/2015 00:00,,12/12/2015 00:00
