Id_Suspension,Id_Contrato,Oficio_Suspension,Fecha_Suspension,Observaciones_Suspension,Oficio_Reinicio,Fecha_Reinicio,Observaciones_Reinicio,Fecha_Nuevo_Termino,Fecha_Oficio_Suspension,Fecha_Oficio_Reinicio
15,68,DGOP/CT/042/15,15/10/2015 00:00,,DGOP/CT/042/15,28/03/2016 00:00,,26/08/2016 00:00,15/10/2015 00:00,28/03/2016 00:00
16,149,DGOP/CT/031/15,03/09/2015 00:00,,DGOP/CT/031/15,23/11/2015 00:00,,03/01/2016 00:00,03/09/2015 00:00,23/11/2015 00:00
17,142,DGOP/CT/032/15,04/09/2015 00:00,,DGOP/CT/032/15,24/11/2015 00:00,,31/12/2015 00:00,04/09/2015 00:00,24/11/2015 00:00
18,144,DGOP/CT/067/15,28/12/2015 00:00,,DGOP/CT/067/15,16/05/2016 00:00,,19/05/2016 00:00,28/12/2015 00:00,16/05/2016 00:00
19,148,DGOP/CT/059/15,01/12/2015 00:00,,DGOP/CT/059/15,19/05/2016 00:00,,21/05/2016 00:00,01/12/2015 00:00,19/05/2016 00:00
20,156,DGOP/CT/065/15,24/12/2015 00:00,,DGOP/CT/065/15,24/06/2016 00:00,,23/07/2016 00:00,24/12/2015 00:00,24/06/2016 00:00
21,59,DGOP/CT/016/15,12/06/2015 00:00,,DGOP/CT/016/15,11/02/2016 00:00,,19/02/2016 00:00,12/06/2015 00:00,11/02/2016 00:00
22,132,DGOP/CT/048/15,12/11/2015 00:00,,DGOP/CT/048/15,03/05/2016 00:00,,05/05/2016 00:00,12/11/2015 00:00,03/05/2016 00:00
23,177,DGOP/CT/062/15,18/12/2015 00:00,,DGOP/CT/062/15,08/02/2016 00:00,,19/02/2016 00:00,18/12/2015 00:00,08/02/2016 00:00
24,190,DGOP/CT/005/16,18/01/2016 00:00,,DGOP/CT/05/16,28/03/2016 00:00,,23/04/2016 00:00,18/01/2016 00:00,28/03/2016 00:00
25,254,DGOP/CT/017/16,15/03/2016 00:00,,DGOP/CT/017/16,11/04/2016 00:00,,16/04/2016 00:00,15/03/2016 00:00,11/04/2016 00:00
26,109,DGOP/CT/11/16,25/02/2016 00:00,,DGOP/CT/11/16,21/03/2016 00:00,,25/05/2016 00:00,25/02/2016 00:00,21/03/2016 00:00
27,60,DGOP/CT/015/16,07/03/2016 00:00,,DGOP/CT/015/16,11/04/2016 00:00,,05/06/2016 00:00,07/03/2016 00:00,11/04/2016 00:00
28,145,S/N,03/09/2015 00:00,,PROY/0545/2016,11/04/2016 00:00,,04/05/2016 00:00,03/09/2015 00:00,11/04/2016 00:00
29,212,S/N,04/01/2016 00:00,,S/N,08/06/2016 00:00,,04/07/2016 00:00,04/01/2016 00:00,08/06/2016 00:00
30,324,PROY/0628/2016,12/04/2016 00:00,NINGUNA,PROY/1179/2016,18/07/2016 00:00,NINGUNA,19/12/2016 00:00,16/02/2016 00:00,15/07/2016 00:00
31,152,DGOP/CT/060/15,11/12/2015 00:00,,DGOP/CT/060/15,16/05/2016 00:00,,16/05/2016 00:00,11/12/2015 00:00,16/05/2016 00:00
32,311,DGOP/CT/033/16,03/06/2016 00:00,,DGOP/CT/033/16,05/09/2016 00:00,,07/09/2016 00:00,03/06/2016 00:00,05/09/2016 00:00
33,147,DGOP/CT/063/15,23/12/2015 00:00,,DGOP/CT/063/15,16/05/2016 00:00,,23/05/2016 00:00,23/12/2015 00:00,16/05/2016 00:00
34,62,DGOP/CT/0027/16,17/06/2016 00:00,,DGOP/CT/0027/16,22/09/2016 00:00,,05/10/2016 00:00,17/06/2016 00:00,22/09/2016 00:00
35,98,DGOP/CT/040/15,15/10/2015 00:00,SUSPENSIÓN POR SOLICITUD DE OFICIO DGM-DG-001/15 POR PARTE DE MOVILIDAD,DGOP/CT/040/15,17/10/2016 00:00,REINICIO Y 2A RECALEND A PARTIR DEL 17/OCT/2016 AL 11/MARZO /2017,11/03/2017 00:00,15/10/2015 00:00,17/10/2016 00:00
36,20,sin numero,14/05/2018 00:00,"EN REVISIÓN PROYECTO DE SEÑALAMIENTO, PROTECCION DE OBRA Y SEMAFORIZACIÓN ",sin numero,08/01/2019 00:00,SE VALIDARON PROYECTOS DE SEÑALAMIENTO Y SEMAFORIZACIÓN.,11/02/2019 00:00,14/05/2018 00:00,08/01/2019 00:00
37,331,DGOP/CT/090/16,16/12/2016 00:00,SE ENVÍA A ADMINISTRATIVO PARA SU CONTROL ARCHIVO,DGOP/CT/090/16,01/02/2017 00:00,SE TRAMITA Y SE ENVÍA PARA SU CONTROL Y ARCHIVO,01/03/2017 00:00,16/12/2016 00:00,01/02/2017 00:00
38,95,DGOP/CT/041/15,15/10/2015 00:00,SE ENVÍA A ADMINISTRATIVO PARA SU CONTROL Y ARCHIVO,DGOP/CT/041/16,17/10/2016 00:00,REINICIO Y 2A RECALENDARIZACIÓN DEL 17/OCT/16 AL 18/ENE/17,18/01/2017 00:00,15/10/2015 00:00,17/10/2016 00:00
39,331,DGOP/CT/016/17,28/02/2017 00:00,SE ENVÍA A ADMINISTRATIVO PARA SU CONTROL Y ARCHIVO ES TERCERA SUSPENSION,DGOP/CT/016/17,21/04/2017 00:00,SE TRAMITA Y SE ENVÍA PARA SU CONTROL Y ARCHIVO,13/05/2017 00:00,28/02/2017 00:00,21/04/2017 00:00
40,109,DGOP/CT/083/16,08/12/2016 00:00,SE ENVÍA A ADMINISTRATIVO PARA SU CONTROL Y ARCHIVO,DGOP/CT/083/16,22/02/2017 00:00,SE TRAMITA Y SE ENVÍA PARA SU CONTROL Y ARCHIVO ES REINICIO Y SEGUNDA PRORROGA,31/05/2017 00:00,08/12/2016 00:00,22/02/2017 00:00
41,205,DGOP/ML/0483/2016,20/04/2016 00:00,SIN RESPUESTA CONAGUA,DGOP/ML/3079/2017,19/10/2017 00:00,0,19/10/2014 00:00,20/04/2016 00:00,17/10/2017 00:00
42,95,DGOP/CT/050/17,15/07/2017 00:00,debido a que el contratista encargado de la construcción de la estructura de acero no ha concluido sus trabajos por lo cual no es posible continuar con la instalación de herrreria y canceleria. REINICIO Y QUINTA PRORROGA,DGOP/CT/050/17,30/04/2018 00:00,se da reinicio a los trabajos de colocación de los materiales previamente suministrados,16/06/2018 00:00,15/07/2017 00:00,30/04/2018 00:00
43,207,22/08/2016,22/08/2016 00:00,EN ESPERA DE AUTORIZACIÓN DEL PROYECTO DE PROTECCIÓN DE OBRA POR PARTE DE LA DIRECCIÓN DE INGENIERÍA DE TRÁNSITO,DGOP/2105/2018,22/11/2018 00:00,SE NOTIFICA EL REINICIO,01/12/2018 00:00,22/08/2016 00:00,22/11/2018 00:00
