Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe
173,9,16,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE PLUVIAL),26749.4
174,9,17,ACARREOS EN CAMION (DRENAJE PLUVIAL),33799.86
175,9,18,RELLENOS (DRENAJE PLUVIAL),59873.4
176,9,19,DRENAJE (DRENAJE PLUVIAL),45601.04
177,9,20,LIMPIEZAS (DRENAJE PLUVIAL),331.58
178,9,21,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (ARROYO Y GUARNICIONES),83841.11
179,9,22,ACARREOS EN CAMIÓN (ARROYO Y GUARNICIONES),116746.46
180,9,23,BASES Y SUB BASES (ARROYO Y GUARNICIONES),171840.77
181,9,24,PAVIMENTOS HIDRÁULICOS (ARROYO Y GUARNICIONES),525337.21
182,9,25,LIMPIEZAS (ARROYO Y GUARNICIONES),6629.13
183,9,26,REUBICACIÓN DE RED DE MEDIA Y BAJA TENSION,78848.38
184,9,27,"PODA, TRANSPLANTE Y TALA (REUBICACIÓN DE ÁRBOLES)",83829.75
185,9,28,COMPENSACIÓN Y MITIGACIÓN (REUBICACIÓN DE ÁRBOLES),163955.96
186,9,29,PRELIMINARES (BANQUETAS),40568.05
187,9,30,ACARREOS EN CAMION (BANQUETAS),25504.55
188,9,31,BASES Y SUB BASES (BANQUETAS),1137.41
189,9,32,PAVIMENTOS HIDRAULICOS (BANQUETAS),193026.92
190,9,33,LIMPIEZAS (BANQUETAS),2749.97
191,9,34,SEÑALAMIENTO DE PROTECCION DE OBRA,14032.4
192,9,35,FUERA DE CATALOGO,0
193,10,1,"TOPOGRAFIA CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",10097.37
194,10,2,"TRAMITES CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",1204.2
195,10,3,"SONDEOS CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",4101.8
196,10,4,"ANTEPROYECTO CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",18607.8
197,10,5,"PROYECTO CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",21781.73
198,10,6,"ENTREGA CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",11681.39
199,10,7,"MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO). CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",19694.86
200,10,8,"TOPOGRAFIA CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",26215.57
201,10,9,"TRAMITES CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",1204.2
202,10,10,"SONDEOS CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",4101.8
203,10,11,"ANTEPROYECTO CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",32363.77
204,10,12,"PROYECTO CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",46076.23
205,10,13,"ENTREGA CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",19106.17
206,10,14,"MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO). CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",29083.28
207,11,1,TOPOGRAFIA CALLE FRAY RAUL,15737.68
208,11,2,TRAMITES CALLE FRAY RAUL,1204.2
209,11,3,SONDEOS CALLE FRAY RAUL,4101.8
210,11,4,ANTEPROYECTO CALLE FRAY RAUL,23689.13
211,11,5,PROYECTO CALLE FRAY RAUL,30241.34
212,11,6,ENTREGA CALLE FRAY RAUL,14313.65
213,11,7,MECANICA DE SUELOS CALLE FRAY RAUL (CONSIDERADO COMO SUBCONTRATO).,24389.07
214,11,8,TOPOGRAFIA TORRE DE VIGIA.,12144.82
215,11,9,TRAMITES TORRE DE VIGIA.,1204.2
216,11,10,SONDEOS TORRE DE VIGIA.,4101.8
217,11,11,ANTEPROYECTO TORRE DE VIGIA.,20326.65
218,11,12,PROYECTO TORRE DE VIGIA.,24512.96
219,11,13,ENTREGA TORRE DE VIGIA.,12639.07
220,11,14,MECANICA DE SUELOS TORRE DE VIGIA. (CONSIDERADO COMO SUBCONTRATO).,19694.86
221,12,1,TOPOGRAFIA PRESA SARDANETA.,11407.83
222,12,2,TRAMITES PRESA SARDANETA.,1204.2
223,12,3,SONDEOS PRESA SARDANETA.,4101.8
224,12,4,ANTEPROYECTO PRESA SARDANETA.,20326.65
225,12,5,PROYECTO PRESA SARDANETA.,24512.96
226,12,6,ENTREGA PRESA SARDANETA.,12444.07
227,12,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) PRESA SARDANETA.,19694.86
228,12,8,TOPOGRAFIA C. MALDIVAS.,7544.11
229,12,9,TRAMITES C. MALDIVAS.,1204.2
230,12,10,SONDEOS C. MALDIVAS.,4101.8
231,12,11,ANTEPROYECTO C. MALDIVAS.,14580.82
232,12,12,PROYECTO C. MALDIVAS.,16796.87
233,12,13,ENTREGA C. MALDIVAS.,10590.16
234,12,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. MALDIVAS.,19694.86
235,12,15,TOPOGRAFIA C. REAL DEL ORO.,7544.11
236,12,16,TRAMITESC. REAL DEL ORO.,1204.2
237,12,17,SONDEOS C. REAL DEL ORO.,4101.8
238,12,18,ANTEPROYECTO C. REAL DEL ORO.,14580.82
239,12,19,PROYECTO C. REAL DEL ORO.,16796.87
240,12,20,ENTREGA C. REAL DEL ORO.,10590.16
241,12,21,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. REAL DEL ORO.,19694.86
242,13,1,ESTUDIOS A NIVEL DE PROYECTO EJECUTIVO,40990.56
243,13,2,ESTUDIOS DE IMPACTO AMBIENTAL (CONSIDERADO COMO SUB CONTRATO),33540.12
244,13,3,CUANTIFICACION Y PRESUPUESTO,5551.92
245,13,4,ENTREGA,11251.77
246,14,1,TOPOGRAFIA CALLE MAZATLAN,10713.71
247,14,2,TRAMITES  CALLE MAZATLAN,1204.2
248,14,3,SONDEOS  CALLE MAZATLAN,4101.8
249,14,4,ANTEPROYECTO  CALLE MAZATLAN,18607.8
250,14,5,PROYECTO  CALLE MAZATLAN,21781.73
251,14,6,ENTREGA  CALLE MAZATLAN,11829.77
252,14,7,MECANICA DE SUELOS  (CONSIDERADO COMO SUBCONTRATO). CALLE MAZATLAN,19694.86
253,15,1,PRESUPUESTO,3765.34
254,16,1,TOPOGRAFIA CALLE CUITLAHUAC.,7835.48
255,16,2,TRAMITES CALLE CUITLAHUAC.,1204.2
256,16,3,SONDEOS CALLE CUITLAHUAC.,4101.8
257,16,4,ANTEPROYECTO CALLE CUITLAHUAC.,14580.82
258,16,5,PROYECTO CALLE CUITLAHUAC.,16796.87
259,16,6,ENTREGA CALLE CUITLAHUAC.,10653.26
260,16,7,MECANICA DE SUELOS CALLE CUITLAHUAC. (CONSIDERADO COMO SUBCONTRATO).,19694.86
261,16,8,FUERA DE CATALOGO,0
262,17,1,TOPOGRAFIA CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,14689.43
263,17,2,TRAMITE CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,1204.2
264,17,3,SONDEOS CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,4101.8
265,17,4,ANTEPROYECTO CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,21764.75
266,17,5,PROYECTO CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,27047.45
267,17,6,ENTREGA  CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,13683.32
268,17,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO). CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,19694.86
269,17,8,TOPOGRAFIA CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,20812.87
270,17,9,TRAMITES CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,1204.2
271,17,10,SONDEOS CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,4101.8
272,17,11,ANTEPROYECTO CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,26073.76
273,17,12,PROYECTO CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M..,34445.06
274,17,13,ENTREGA CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,16173.91
275,17,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO).CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,24389.07
276,18,1,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS,2903498.42
277,18,2,BASES Y SUB-BASES,7588781.71
278,18,3,PAVIMENTOS ASFALTICOS,21275216.44
279,18,4,PAVIMENTOS HIDRAULICOS,9600803.39
280,18,5,ACARREO EN CAMION,4111221.6
281,18,6,SEÑALAMIENTO PARA LA PROTECCION DE OBRA,402442.63
282,18,7,SEÑALAMIENTO HORIZONTAL,611684.82
283,18,8,OBRAS COMPLEMENTARIAS,902899.91
284,18,9,FUERA DE CATALOGO,0
285,19,1,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS,290296.43
286,19,2,BASES Y SUB BASES,703204.58
287,19,3,PAVIMENTOS ASFALTICOS,2647905.89
288,19,4,PAVIMENTOS HIDRAULICOS,390141.23
289,19,5,ACARREO EN CAMION,296040.9
290,20,1,TOPOGRAFIA C. DE LA CAMPANA.,10097.37
291,20,2,TRAMITES C. DE LA CAMPANA.,1204.2
292,20,3,SONDEOS C. DE LA CAMPANA.,4101.8
293,20,4,ANTEPROYECTO C. DE LA CAMPANA.,18607.8
294,20,5,PROYECTO C. DE LA CAMPANA.,21781.73
295,20,6,ENTREGA C. DE LA CAMPANA.,11681.39
296,20,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. DE LA CAMPANA.,19694.86
297,20,8,TOPOGRAFIA C. DEL PEREGRINO.,13673.58
298,20,9,TRAMITES C. DEL PEREGRINO.,1204.2
299,20,10,SONDEOS C. DEL PEREGRINO.,4101.8
300,20,11,ANTEPROYECTO C. DEL PEREGRINO.,21764.75
301,20,12,PROYECTO C. DEL PEREGRINO.,27047.45
302,20,13,ENTREGA C. DEL PEREGRINO.,13414.66
303,20,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. DEL PEREGRINO.,19694.86
304,21,1,AGUA POTABLE PRELIMINARES,20491.71
305,21,2,AGUA POTABLE  RELLENOS,21480.83
306,21,3,AGUA POTABLE  ACARREOS EN CAMION,7981.45
307,21,4,AGUA POTABLE  SUMINISTROS,4739.74
308,21,5,AGUA POTABLE  MANO DE OBRA,30526.6
309,21,6,AGUA POTABLE  LIMPIEZAS,748.05
310,21,7,DRENAJE SANITARIO PRELIMINARES   (ATARJEAS),26688.8
311,21,8,DRENAJE SANITARIO ACARREOS EN CAMION    (ATARJEAS),9866.36
312,21,9,DRENAJE SANITARIO  RELLENOS   (ATARJEAS),44130.71
313,21,10,DRENAJE SANITARIO  SUMINISTROS  (ATARJEAS),1480.04
314,21,11,DRENAJE SANITARIO  MANO DE OBRA  (ATARJEAS),1530.95
315,21,12,DRENAJE SANITARIO BASES (ATARJEAS),312.24
316,21,13,DRENAJE SANITARIO PAVIMENTOS HIDRAULICOS  (ATARJEAS),10674.02
317,21,14,DRENAJE SANITARIO LIMPIEZA GENERAL  (ATARJEAS),413.28
318,21,15,DRENAJE SANITARIO PRELIMINARES (DESCARGAS DOMICILIARIAS),17307.11
319,21,16,DRENAJE SANITARIO ACARREOS EN CAMION (DESCARGAS DOMICILIARIAS),6064.22
320,21,17,DRENAJE SANITARIO  RELLENOS (DESCARGAS DOMICILIARIAS),17082.98
321,21,18,DRENAJE SANITARIO SUMINISTROS  (DESCARGAS DOMICILIARIAS),9997.57
322,21,19,DRENAJE SANITARIO LIMPIEZA GENERAL  (DESCARGAS DOMICILIARIAS),392.93
323,21,20,PRELIMINARES ARROYO Y GUARNICIONES,23994.63
324,21,21,ACARREOS EN CAMION,22269
325,21,22,BASES Y SUB BASES,126497.69
326,21,23,PAVIMENTOS ASFALTICOS,12660.92
327,21,24,PAVIMENTOS HIDRAULICOS,228864.94
328,21,25,POZOS DE VISITA,9008.46
329,21,26,LIMPIEZA GENERAL,2005.49
330,21,27,SEÑALAMIENTO DE PROTECCION DE OBRA,7164.78
331,21,28,PRELIMINARES BANQUETAS,20086.07
332,21,29,ACARREOS EN CAMION BANQUETAS,3079.05
333,21,30,BASES EN BANQUETA,8509.13
334,21,31,PAVIMENTOS HIDRAULICOS EN BANQUETAS,57098.43
335,21,32,LIMPIEZA GENERAL EN BANQUETAS,984.61
336,21,33,ALUMBRADO,13545.86
337,21,34,FUERA DE CATALOGO,0
338,22,1,TOPOGRAFIA,44350.42
339,22,2,SONDEOS CON EXCAVACIÓN,4922.16
340,22,3,INVENTARIOS,19490.54
341,22,4,ANTEPROYECTO,26656.1
342,22,5,PROYECTO,50646.57
343,22,6,ENTREGA,45899.41
344,22,7,MECANICA DE SUELOS (CONSIDERADO COMO SUB CONTRATO),89888.33
345,23,1,TOPOGRAFÍA,1278.87
