Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
70,69,1,ANTICIPO,21/08/2015 00:00,103,15/08/2015 00:00,14/01/2016 00:00,S/N       ,19/08/2015 00:00,DGOP/RCA/045/15,21/08/2015 00:00,,04/05/2015 00:00,03/10/2015 00:00
71,63,1,ANTICIPO,24/08/2015 00:00,131,15/08/2015 00:00,18/12/2015 00:00,S/N       ,19/08/2015 00:00,DGOP/RCA/046/15,24/08/2015 00:00,,06/04/2015 00:00,07/08/2015 00:00
72,64,1,ANTICIPO,24/08/2015 00:00,131,15/08/2015 00:00,18/12/2015 00:00,S/N       ,17/08/2015 00:00,DGOP/RCA/047/15,24/08/2015 00:00,,06/04/2015 00:00,07/08/2015 00:00
73,65,1,ANTICIPO,24/08/2015 00:00,131,15/08/2015 00:00,18/12/2015 00:00,S/N       ,19/08/2015 00:00,DGOP/RCA/048/15,24/08/2015 00:00,,06/04/2015 00:00,07/08/2015 00:00
74,66,1,ANTICIPO,24/08/2015 00:00,130,14/08/2015 00:00,19/01/2016 00:00,S/N       ,21/08/2015 00:00,DGOP/RCA/049/15,24/08/2015 00:00,,06/04/2015 00:00,05/09/2015 00:00
76,70,1,ANTICIPO,24/08/2015 00:00,103,15/08/2015 00:00,14/01/2016 00:00,S/N       ,20/08/2015 00:00,DGOP/RCA/050/15,24/08/2015 00:00,,04/05/2015 00:00,03/10/2015 00:00
77,71,1,ANTICIPO,24/08/2015 00:00,105,17/08/2015 00:00,16/01/2016 00:00,S/N       ,17/08/2015 00:00,DGOP/RCA/051/15,24/08/2015 00:00,,04/05/2015 00:00,03/10/2015 00:00
78,72,1,ANTICIPO,24/08/2015 00:00,103,15/08/2015 00:00,14/01/2016 00:00,S/N       ,21/08/2015 00:00,DGOP/RCA/052/15,24/08/2015 00:00,,04/05/2015 00:00,03/10/2015 00:00
79,93,1,ANTICIPO,24/08/2015 00:00,89,15/08/2015 00:00,06/01/2016 00:00,S/N       ,21/08/2015 00:00,DGOP/RCA/053/15,24/08/2015 00:00,,18/05/2015 00:00,03/10/2015 00:00
80,148,1,ANTICIPO,24/08/2015 00:00,12,15/08/2015 00:00,18/11/2015 00:00,S/N       ,17/08/2015 00:00,DGOP/RCA/054/15,24/08/2015 00:00,,03/08/2015 00:00,06/11/2015 00:00
81,139,1,ANTICIPO,24/08/2015 00:00,15,18/08/2015 00:00,24/10/2015 00:00,S/N       ,24/08/2015 00:00,DGOP/RCA/055/15,24/08/2015 00:00,,03/08/2015 00:00,09/10/2015 00:00
82,94,1,ANTICIPO,25/08/2015 00:00,84,17/08/2015 00:00,23/12/2015 00:00,S/N       ,21/08/2015 00:00,DGOP/RCA/056/15,25/08/2015 00:00,,25/05/2015 00:00,30/09/2015 00:00
83,134,1,ANTICIPO,27/08/2015 00:00,11,21/08/2015 00:00,14/10/2015 00:00,S/N       ,25/08/2015 00:00,DGOP/RCA/057/15,27/08/2015 00:00,,10/08/2015 00:00,03/10/2015 00:00
84,67,1,ANTICIPO,31/08/2015 00:00,142,26/08/2015 00:00,27/12/2015 00:00,S/N       ,27/08/2015 00:00,DGOP/RCA/058/15,31/08/2015 00:00,,06/04/2015 00:00,07/08/2015 00:00
86,129,1,ANTICIPO,24/07/2015 00:00,15,21/07/2015 00:00,31/10/2015 00:00,S/N RECAL ,24/07/2015 00:00,REC/026/15     ,24/07/2015 00:00,SE ANEXA AUTORIZACION DE RECALENDARIZACION ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/07/2015 00:00,16/10/2015 00:00
87,160,1,ANTICIPO,03/09/2015 00:00,3,27/08/2015 00:00,17/11/2015 00:00,S/N       ,01/09/2015 00:00,DGOP/RCA/059/15,03/09/2015 00:00,,24/08/2015 00:00,14/11/2015 00:00
89,163,1,ANTICIPO,17/09/2015 00:00,10,10/09/2015 00:00,24/11/2051 00:00,S/N       ,14/09/2015 00:00,DGOP/RCA/061/15,17/09/2015 00:00,,31/08/2015 00:00,14/11/2015 00:00
93,167,1,ANTICIPO,23/09/2015 00:00,8,15/09/2015 00:00,30/11/2015 00:00,S/N       ,18/09/2015 00:00,DGOP/RCA/062/15,23/09/2015 00:00,,07/09/2015 00:00,21/11/2015 00:00
94,171,1,ANTICIPO,23/09/2015 00:00,7,14/09/2015 00:00,05/12/2015 00:00,S/N       ,14/09/2015 00:00,DGOP/RCA/063/15,23/09/2015 00:00,,07/09/2015 00:00,28/11/2015 00:00
95,170,1,ANTICIPO,23/09/2015 00:00,10,17/09/2015 00:00,08/12/2015 00:00,S/N       ,17/09/2015 00:00,DGOP/RCA/064/15,23/09/2015 00:00,,07/09/2015 00:00,28/11/2015 00:00
96,180,1,ANTICIPO,28/09/2015 00:00,11,18/09/2015 00:00,22/12/2015 00:00,S/N       ,23/09/2015 00:00,DGOP/RCA/065/15,28/09/2015 00:00,,07/09/2015 00:00,12/12/2015 00:00
97,181,1,ANTICIPO,28/09/2015 00:00,15,22/09/2015 00:00,28/12/2015 00:00,S/N       ,28/09/2015 00:00,DGOP/RCA/066/15,28/09/2015 00:00,,07/09/2015 00:00,12/12/2015 00:00
98,178,1,ANTICIPO,28/09/2015 00:00,16,23/09/2015 00:00,28/12/2015 00:00,S/N       ,29/09/2015 00:00,DGOP/RCA/067/15,28/09/2015 00:00,,07/09/2015 00:00,12/12/2015 00:00
99,189,1,ANTICIPO,28/09/2015 00:00,8,15/09/2015 00:00,07/12/2015 00:00,S/N       ,21/09/2015 00:00,DGOP/RCA/068/15,28/09/2015 00:00,,07/09/2015 00:00,28/11/2015 00:00
100,183,1,ANTICIPO,28/09/2015 00:00,14,21/09/2015 00:00,11/12/2015 00:00,S/N       ,25/09/2015 00:00,DGOP/RCA/069/15,28/09/2015 00:00,,07/09/2015 00:00,28/11/2015 00:00
101,184,1,ANTICIPO,28/09/2015 00:00,5,19/09/2015 00:00,24/11/2015 00:00,S/N       ,21/09/2015 00:00,DGOP/RCA/071/15,28/09/2015 00:00,,14/09/2015 00:00,20/11/2015 00:00
102,168,1,ANTICIPO,29/09/2015 00:00,8,22/09/2015 00:00,29/11/2015 00:00,S/N       ,29/09/2015 00:00,DGOP/RCA/072/15,29/09/2015 00:00,,14/09/2015 00:00,21/11/2015 00:00
103,185,1,ANTICIPO,29/09/2015 00:00,8,22/09/2015 00:00,13/12/2015 00:00,S/N       ,25/09/2015 00:00,DGOP/RCA/073/15,29/09/2015 00:00,,14/09/2015 00:00,05/12/2015 00:00
104,179,1,ANTICIPO,28/09/2015 00:00,4,18/09/2015 00:00,08/12/2015 00:00,S/N       ,21/09/2015 00:00,DGOP/RCA/070/15,28/09/2015 00:00,,14/09/2015 00:00,05/12/2015 00:00
105,97,1,ANTICIPO,01/10/2015 00:00,141,29/09/2015 00:00,30/01/2016 00:00,S/N       ,29/09/2015 00:00,DGOP/RCA/074/15,01/10/2015 00:00,,11/05/2015 00:00,11/09/2015 00:00
106,176,1,ANTICIPO,02/10/2015 00:00,4,25/09/2015 00:00,25/11/2015 00:00,S/N       ,28/09/2015 00:00,DGOP/RCA/075/15,02/10/2015 00:00,,21/09/2015 00:00,21/11/2015 00:00
118,95,1,ANTICIPO,08/10/2015 00:00,148,29/09/2015 00:00,27/02/2016 00:00,S/N       ,02/10/2015 00:00,DGOP/RCA/076/15,08/10/2015 00:00,,04/05/2015 00:00,02/10/2015 00:00
119,96,1,ANTICIPO,08/10/2015 00:00,142,30/09/2015 00:00,01/02/2016 00:00,S/N       ,30/09/2015 00:00,DGOP/RCA/077/15,08/10/2015 00:00,,11/05/2015 00:00,11/09/2015 00:00
120,98,1,ANTICIPO,08/10/2015 00:00,141,29/09/2015 00:00,21/02/2016 00:00,S/N       ,06/09/2015 00:00,DGOP/RCA/078/15,08/10/2015 00:00,,11/05/2015 00:00,03/10/2015 00:00
121,68,1,ANTICIPO,09/10/2015 00:00,157,08/10/2015 00:00,07/03/2016 00:00,S/N       ,09/10/2015 00:00,DGOP/RCA/079/15,09/10/2015 00:00,,04/05/2015 00:00,02/10/2015 00:00
132,91,1,ANTICIPO,15/10/2015 00:00,140,28/09/2015 00:00,30/01/2016 00:00,SN        ,06/10/2015 00:00,DG/RCA/080/2015,15/10/2015 00:00,,11/05/2015 00:00,11/09/2015 00:00
133,195,1,ANTICIPO,15/10/2015 00:00,10,08/10/2015 00:00,10/01/2016 00:00,SN        ,12/10/2015 00:00,DG/RCA/081/2015,15/10/2015 00:00,,28/09/2015 00:00,31/12/2015 00:00
137,209,1,ANTICIPO,23/10/2015 00:00,10,15/10/2015 00:00,10/01/2016 00:00,SN        ,17/10/2015 00:00,DG/RCA/082/2015,23/10/2015 00:00,,05/10/2015 00:00,31/12/2015 00:00
138,215,1,ANTICIPO,29/10/2015 00:00,10,08/10/2015 00:00,26/01/2016 00:00,SN        ,26/10/2015 00:00,DG/RCA/083/2015,29/10/2015 00:00,,28/09/2015 00:00,16/01/2016 00:00
139,198,1,ANTICIPO,03/11/2015 00:00,5,24/10/2015 00:00,07/01/2016 00:00,SN        ,30/10/2015 00:00,DG/RCA/084/2015,03/11/2015 00:00,,19/10/2015 00:00,02/01/2016 00:00
140,185,2,ANTICIPO,13/10/2015 00:00,24,08/10/2015 00:00,29/12/2015 00:00,S/N RECAL ,13/10/2015 00:00,CT/REC/0030/15 ,13/10/2015 00:00,SE ANEXA AUTORIZACION DE 2DA RECALENDARIZACION POR ENTREGA DE MATERIAL POR SAPAL TARDIACON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,14/09/2015 00:00,05/12/2015 00:00
148,229,1,ANTICIPO,13/11/2015 00:00,54,07/11/2015 00:00,18/02/2016 00:00,SN        ,11/11/2015 00:00,DG/RCA/085/2015,13/11/2015 00:00,,14/09/2015 00:00,26/12/2015 00:00
149,199,1,ANTICIPO,17/11/2015 00:00,19,07/11/2015 00:00,27/01/2016 00:00,SN        ,09/11/2015 00:00,DG/RCA/086/15  ,17/11/2015 00:00,,19/10/2015 00:00,09/01/2016 00:00
155,233,1,ANTICIPO,19/11/2015 00:00,10,12/11/2015 00:00,02/02/2016 00:00,SN        ,19/11/2015 00:00,DG/RCA/087/15  ,19/11/2015 00:00,,02/11/2015 00:00,23/01/2016 00:00
156,232,1,ANTICIPO,19/11/2015 00:00,7,09/11/2015 00:00,31/01/2016 00:00,SN        ,17/11/2015 00:00,DG/RCA/088/15  ,19/11/2015 00:00,,02/11/2015 00:00,23/01/2016 00:00
157,234,1,ANTICIPO,20/11/2015 00:00,10,12/11/2015 00:00,15/12/2015 00:00,SN        ,19/11/2015 00:00,DG/RCA/089/15  ,20/11/2015 00:00,,02/11/2015 00:00,05/12/2015 00:00
158,235,1,ANTICIPO,20/11/2015 00:00,10,12/11/2015 00:00,15/12/2015 00:00,SN        ,19/11/2015 00:00,DG/RCA/089/15  ,20/11/2015 00:00,,02/11/2015 00:00,05/12/2015 00:00
159,236,1,ANTICIPO,23/11/2015 00:00,8,10/11/2015 00:00,03/01/2016 00:00,SN        ,17/11/2015 00:00,DG/RCA/090/15  ,23/11/2015 00:00,,02/11/2015 00:00,26/12/2015 00:00
160,237,1,ANTICIPO,23/11/2015 00:00,8,10/11/2015 00:00,03/01/2016 00:00,SN        ,17/11/2015 00:00,DG/RCA/090/15-2,23/11/2015 00:00,,02/11/2015 00:00,26/12/2015 00:00
161,238,1,ANTICIPO,23/11/2015 00:00,8,10/11/2015 00:00,03/01/2016 00:00,SN        ,17/11/2015 00:00,DG/RCA/090/15-3,23/11/2015 00:00,,02/11/2015 00:00,26/12/2015 00:00
162,239,1,ANTICIPO,23/11/2015 00:00,8,10/11/2015 00:00,03/01/2016 00:00,SN        ,17/11/2015 00:00,DG/RCA/090/15-4,23/11/2015 00:00,,02/11/2015 00:00,26/12/2015 00:00
163,240,1,ANTICIPO,23/11/2015 00:00,8,10/11/2015 00:00,03/01/2016 00:00,SN        ,17/11/2015 00:00,DG/RCA/090/15-5,23/11/2015 00:00,,02/11/2015 00:00,26/12/2015 00:00
164,241,1,ANTICIPO,23/11/2015 00:00,10,12/11/2015 00:00,05/01/2016 00:00,SN        ,13/11/2015 00:00,DG/091/2015    ,23/11/2015 00:00,,02/11/2015 00:00,26/12/2015 00:00
165,242,1,ANTICIPO,23/11/2015 00:00,10,12/11/2015 00:00,05/01/2016 00:00,SN        ,13/11/2015 00:00,DG/RCA/091/15-2,23/11/2015 00:00,,02/11/2015 00:00,26/12/2015 00:00
166,243,1,ANTICIPO,23/11/2016 00:00,10,12/11/2015 00:00,05/01/2016 00:00,SN        ,13/11/2015 00:00,DG/RCA/091-3   ,23/11/2016 00:00,,02/11/2015 00:00,26/12/2015 00:00
167,244,1,ANTICIPO,23/11/2015 00:00,10,12/11/2015 00:00,22/12/2015 00:00,SN        ,17/11/2015 00:00,DG/RCA/092/15  ,23/11/2015 00:00,,02/11/2015 00:00,12/12/2015 00:00
168,245,1,ANTICIPO,23/11/2015 00:00,10,12/11/2015 00:00,22/12/2015 00:00,SN        ,17/11/2015 00:00,DG/RCA/092/15-2,23/11/2015 00:00,,02/11/2015 00:00,12/12/2015 00:00
169,246,1,ANTICIPO,23/11/2015 00:00,10,12/11/2015 00:00,22/12/2015 00:00,SN        ,17/11/2015 00:00,DG/RCA/092/15-3,23/11/2015 00:00,,02/11/2015 00:00,12/12/2015 00:00
170,247,1,ANTICIPO,23/11/2015 00:00,10,12/11/2015 00:00,22/12/2015 00:00,SN        ,17/11/2015 00:00,DG/RCA/092/15-4,23/11/2015 00:00,,02/11/2015 00:00,12/12/2015 00:00
171,208,1,ANTICIPO,23/11/2015 00:00,32,13/11/2015 00:00,03/02/2016 00:00,SN        ,19/11/2015 00:00,DG/RCA/093/15  ,23/11/2015 00:00,,12/10/2015 00:00,02/01/2016 00:00
176,195,2,ANTICIPO,09/11/2015 00:00,36,03/11/2015 00:00,05/02/2016 00:00,S/N RECALE,09/11/2015 00:00,02 REC/0033/15 ,09/11/2015 00:00,SE ANEXA AUTORIZACION ORIGINAL DE 2A RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,28/09/2015 00:00,31/12/2015 00:00
180,254,1,ANTICIPO,03/12/2015 00:00,25,20/11/2015 00:00,24/02/2016 00:00,SN        ,27/11/2015 00:00,DG/RCA/094/15  ,03/12/2015 00:00,,26/10/2015 00:00,30/01/2016 00:00
185,249,1,ANTICIPO,10/12/2015 00:00,10,26/11/2015 00:00,23/02/2016 00:00,SN        ,03/12/2015 00:00,DG/RCA/095/2015,10/12/2015 00:00,,16/11/2015 00:00,13/02/2016 00:00
186,264,1,ANTICIPO,10/12/2015 00:00,22,01/12/2015 00:00,29/05/2016 00:00,SN        ,10/12/2015 00:00,DG/RCA/096/2015,10/12/2015 00:00,,09/11/2015 00:00,07/05/2016 00:00
189,256,1,SITIO,27/11/2015 00:00,14,16/11/2015 00:00,09/01/2016 00:00,S/N RECALE,27/11/2015 00:00,CT/REC/036/15  ,27/11/2015 00:00,"SE ANEXA AUTORIZACION ORIGINAL DE RECALEND POR LIBERACION DE SITIO, CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITU DE RECALENDARIZACION",02/11/2015 00:00,26/12/2015 00:00
190,252,1,ANTICIPO,03/12/2015 00:00,14,30/11/2015 00:00,14/01/2016 00:00,S/N RECAL ,03/12/2015 00:00,CT/REC/038/15  ,03/12/2015 00:00,SE ANEXA AUTORIZACION ORIGINAL DE RECALEND POR DISPOSICION VIVIENDAS CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,16/11/2015 00:00,31/12/2015 00:00
192,92,1,ANTICIPO,07/09/2015 00:00,105,31/08/2015 00:00,16/01/2016 00:00,S/N       ,07/09/2015 00:00,DGOP/RCA/060/15,07/09/2015 00:00,,18/05/2015 00:00,03/10/2015 00:00
196,271,1,ANTICIPO,23/12/2015 00:00,5,12/12/2015 00:00,20/01/2016 00:00,SN        ,14/12/2015 00:00,DG/RCA/097/15  ,23/12/2015 00:00,,07/12/2015 00:00,16/01/2016 00:00
197,272,1,ANTICIPO,23/12/2015 00:00,5,12/12/2015 00:00,20/01/2016 00:00,SN        ,14/12/2015 00:00,DG/RCA/097/15  ,23/12/2015 00:00,,07/12/2015 00:00,16/01/2016 00:00
198,282,1,ANTICIPO,28/12/2015 00:00,25,18/12/2015 00:00,13/04/2016 00:00,SN        ,24/12/2015 00:00,DG/RCA/098/15  ,28/12/2015 00:00,,23/11/2015 00:00,19/03/2016 00:00
199,257,1,ANTICIPO,04/01/2016 00:00,14,16/11/2015 00:00,09/01/2016 00:00,SN        ,29/12/2015 00:00,DG/RCA/098/2015,04/01/2016 00:00,,02/11/2015 00:00,26/12/2015 00:00
200,258,1,ANTICIPO,29/12/2016 00:00,24,26/11/2015 00:00,09/01/2016 00:00,SN        ,29/12/2015 00:00,DG/RCA/098/2015,29/12/2016 00:00,,02/11/2015 00:00,26/12/2015 00:00
204,308,1,ANTICIPO,13/02/2016 00:00,8,05/01/2016 00:00,20/03/2016 00:00,SN        ,12/01/2016 00:00,DG/RCA/001/2016,13/02/2016 00:00,,28/12/2015 00:00,12/03/2016 00:00
207,303,1,ANTICIPO,15/01/2016 00:00,15,12/01/2016 00:00,10/07/2016 00:00,SN        ,14/01/2016 00:00,DG/RCA/002/2016,15/01/2016 00:00,,28/12/2015 00:00,25/06/2016 00:00
211,128,1,SITIO,18/12/2015 00:00,168,14/12/2015 00:00,04/06/2016 00:00,S/N RECAL ,18/12/2015 00:00,CT/REC/040/15  ,18/12/2015 00:00,SE ANEXA AUTORIZACION ORIGINAL DE RECALENDARIZACION POR SITIO CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,29/06/2015 00:00,19/12/2015 00:00
212,306,1,ANTICIPO,21/01/2016 00:00,14,11/01/2016 00:00,14/05/2016 00:00,SN        ,19/01/2016 00:00,DG/RCA/003/2016,21/01/2016 00:00,,28/12/2015 00:00,30/04/2016 00:00
213,305,1,ANTICIPO,21/01/2016 00:00,15,12/01/2016 00:00,12/06/2016 00:00,SN        ,21/01/2016 00:00,DG/RCA/004     ,21/01/2016 00:00,,28/12/2015 00:00,28/05/2016 00:00
218,314,1,ANTICIPO,02/02/2016 00:00,14,25/01/2016 00:00,02/04/2016 00:00,SN        ,28/01/2016 00:00,DG/RCA/007/2016,02/02/2016 00:00,,11/01/2016 00:00,19/03/2016 00:00
