Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe,Id_Contrato_Ampliacion
0000000030,0000000001,30,SEÑALAMIENTO DE PROTECCIÓN DE OBRA,6198.09,
0000000031,0000000001,31,FUERA DE CATALOGO,0.00,
0000000032,0000000002,1,PRELIMINARES AGUA POTABLE,5050.12,
0000000033,0000000002,2,RELLENOS Y ACARREOS AGUA POTABLE,26509.25,
0000000034,0000000002,3,SUMINISTROS AGUA POTABLE,3631.87,
0000000035,0000000002,4,MANO DE OBRA AGUA POTABLE,18068.53,
0000000036,0000000002,5,LIMPIEZA DE OBRA AGUA POTABLE,520.11,
0000000037,0000000002,6,PRELIMINARES DRENAJE SANITARIO,7462.53,
0000000038,0000000002,7,RELLENOS Y ACARREOS DRENAJE SANITARIO,66442.09,
0000000039,0000000002,8,SUMINISTROS DRENAJE SANITARIO,8264.36,
0000000040,0000000002,9,MANO DE OBRA DRENAJE SANITARIO,21560.66,
0000000041,0000000002,10,LIMPIEZA DE OBRA DRENAJE SANITARIO,429.92,
0000000042,0000000002,11,PRELIMINARES DESCARGAS SANITARIAS,3422.59,
0000000043,0000000002,12,RELLENOS Y ACARREOS  DESCARGAS SANITARIAS,21713.26,
0000000044,0000000002,13,MANO DE OBRA  DESCARGAS SANITARIAS,12924.45,
0000000045,0000000002,14,LIMPIEZAS DESCARGAS SANITARIAS,322.40,
0000000046,0000000002,15,PRELIMINARES ARROYO Y GUARNICIONES,19622.35,
0000000047,0000000002,16,ACARREOS EN CAMION ARROYO Y GUARNICIONES,23271.54,
0000000048,0000000002,17,BASES Y SUB-BASES ARROYO Y GUARNICIONES,38004.14,
0000000049,0000000002,18,PAVIMENTOS ASFALTICOS ARROYO Y GUARNICIONES,10279.82,
0000000050,0000000002,19,PAVIMENTOS DE CONCRETO ARROYO Y GUARNICIONES,140953.17,
0000000051,0000000002,20,DRENAJE SANITARIO ARROYO Y GUARNICIONES,5968.48,
0000000052,0000000002,21,PRELIMINARES BANQUETAS,4532.74,
0000000053,0000000002,22,ACARREOS BANQUETAS,1246.03,
0000000054,0000000002,23,BASES BANQUETAS,4911.54,
0000000055,0000000002,24,PAVIMENTOS BANQUETAS,40306.05,
0000000056,0000000002,25,LIMPIEZA DE OBRA BANQUETAS,491.42,
0000000057,0000000002,26,SEÑALAMIENTO VERTICAL Y HORIZONTAL,10304.28,
0000000058,0000000002,27,SEÑALAMIENTO DE PROTECCION DE OBRA,2784.77,
0000000059,0000000002,28,FUERA DE CATALOGO,0.00,
0000000060,0000000003,1,SEÑALAMIENTO DE PROTECCIÓN DE OBRA,3213.46,
0000000061,0000000003,2,PRELIMINARES - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE AGUA POTABLE,3329.70,
0000000062,0000000003,3,RELLENOS Y ACARREOS - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE AGUA POTABLE,20400.39,
0000000063,0000000003,4,SUMINISTROS - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE AGUA POTABLE,4739.74,
0000000064,0000000003,5,MANO DE OBRA - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE AGUA POTABLE,14992.36,
0000000065,0000000003,6,LIMPIEZA DE OBRA - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE AGUA POTABLE,160.93,
0000000066,0000000003,7,PRELIMINARES - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (ATARJEA),3255.21,
0000000067,0000000003,8,RELLENOS Y ACARREOS - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (ATARJEA),42358.15,
0000000068,0000000003,9,SUMINISTROS - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (ATARJEA),1480.04,
0000000069,0000000003,10,MANO DE OBRA - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (ATARJEA),7067.49,
0000000070,0000000003,11,LIMPIEZA DE OBRA - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (ATARJEA),88.23,
0000000071,0000000003,12,PRELIMINARES - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (DESCARGAS),2833.19,
0000000072,0000000003,13,RELLENOS Y ACARREOS - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (DESCARGAS),14707.67,
0000000073,0000000003,14,SUMINISTROS - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (DESCARGAS),1480.04,
0000000074,0000000003,15,MANO DE OBRA - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (DESCARGAS),18714.19,
0000000075,0000000003,16,LIMPIEZA DE OBRA - REPOSICIÓN Y/O REHABILITACIÓN DE LA LÍNEA DE DRENAJE SANITARIO (DESCARGAS),73.15,
0000000076,0000000003,17,PRELIMINARES - ARROYO Y GUARNICIONES,12225.29,
0000000077,0000000003,18,ACARREOS EN CAMIÓN - ARROYO Y GUARNICIONES,22324.49,
0000000078,0000000003,19,BASES Y SUB-BASES - ARROYO Y GUARNICIONES,37385.70,
0000000079,0000000003,20,PAVIMENTOS ASFÁLTICOS - ARROYO Y GUARNICIONES,11198.85,
0000000080,0000000003,21,PAVIMENTOS DE CONCRETO - ARROYO Y GUARNICIONES,145643.24,
0000000081,0000000003,22,LIMPIEZA DE OBRA - ARROYO Y GUARNICIONES,1786.10,
0000000082,0000000003,23,PRELIMINARES - BANQUETAS,10928.49,
0000000083,0000000003,24,ACARREOS - BANQUETAS,3225.46,
0000000084,0000000003,25,BASES - BANQUETAS,4532.46,
0000000085,0000000003,26,PAVIMENTOS - BANQUETAS,36598.47,
0000000086,0000000003,27,LIMPIEZA DE OBRA - BANQUETAS,606.03,
0000000087,0000000003,28,SEÑALAMIENTO VERTICAL Y HORIZONTAL,22682.16,
0000000088,0000000003,29,ELECTRICO,27269.45,
0000000089,0000000003,30,FUERA DE CATALOGO,0.00,
0000000090,0000000004,1,TOPOGRAFIA C. MANUEL CRECENCIO REJÓN.,10097.37,
0000000091,0000000004,2,TRAMITES C. MANUEL CRECENCIO REJÓN.,1204.20,
0000000092,0000000004,3,SONDEOS C. MANUEL CRECENCIO REJÓN.,4101.80,
0000000093,0000000004,4,ANTEPROYECTO C. MANUEL CRECENCIO REJÓN.,18607.80,
0000000094,0000000004,5,PROYECTO C. MANUEL CRECENCIO REJÓN.,21781.73,
0000000095,0000000004,6,ENTREGA C. MANUEL CRECENCIO REJÓN.,11681.39,
0000000096,0000000004,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. MANUEL CRECENCIO REJÓN.,19694.86,
0000000097,0000000004,8,TOPOGRAFIA C. MANUEL GONZALEZ.,11407.83,
0000000098,0000000004,9,TRAMITES C. MANUEL GONZALEZ.,1204.20,
0000000099,0000000004,10,SONDEOS C. MANUEL GONZALEZ.,4101.80,
0000000100,0000000004,11,ANTEPROYECTO C. MANUEL GONZALEZ.,20326.65,
0000000101,0000000004,12,PROYECTO C. MANUEL GONZALEZ.,24512.96,
0000000102,0000000004,13,ENTREGA C. MANUEL GONZALEZ.,12444.07,
0000000103,0000000004,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. MANUEL GONZALEZ.,19694.86,
0000000104,0000000004,15,TOPOGRAFIA C. ORTIGUILLA.,6175.98,
0000000105,0000000004,16,TRAMITES C. ORTIGUILLA.,1204.20,
0000000106,0000000004,17,SONDEOS C. ORTIGUILLA.,4101.80,
0000000107,0000000004,18,ANTEPROYECTO C. ORTIGUILLA.,10315.37,
0000000108,0000000004,19,PROYECTO C. ORTIGUILLA.,11821.56,
0000000109,0000000004,20,ENTREGA C. ORTIGUILLA.,9793.08,
0000000110,0000000004,21,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. ORTIGUILLA.,19694.86,
0000000111,0000000005,1,TOPOGRAFIA C. VALLE DE CEYLAN.,11407.83,
0000000112,0000000005,2,TRAMITES C. VALLE DE CEYLAN.,1204.20,
0000000113,0000000005,3,SONDEOS C. VALLE DE CEYLAN.,4101.80,
0000000114,0000000005,4,ANTEPROYECTO C. VALLE DE CEYLAN.,20326.65,
0000000115,0000000005,5,PROYECTO C. VALLE DE CEYLAN.,24512.96,
0000000116,0000000005,6,ENTREGA C. VALLE DE CEYLAN.,12444.07,
0000000117,0000000005,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. VALLE DE CEYLAN.,19694.86,
0000000118,0000000005,8,TOPOGRAFIA C. JEREZ DE BERNA.,12144.82,
0000000119,0000000005,9,TRAMITES C. JEREZ DE BERNA.,1204.20,
0000000120,0000000005,10,SONDEOS C. JEREZ DE BERNA.,4101.80,
0000000121,0000000005,11,ANTEPROYECTO C. JEREZ DE BERNA.,20326.65,
0000000122,0000000005,12,PROYECTO C. JEREZ DE BERNA.,24512.96,
0000000123,0000000005,13,ENTREGA C. JEREZ DE BERNA.,12639.07,
0000000124,0000000005,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. JEREZ DE BERNA.,19694.86,
0000000125,0000000006,1,TOPOGRAFIA CALLE DE LA CONQUISTA,13673.58,
0000000126,0000000006,2,TRAMITES CALLE DE LA CONQUISTA,1204.20,
0000000127,0000000006,3,SONDEOS CALLE DE LA CONQUISTA,4101.80,
0000000128,0000000006,4,ANTEPROYECTO CALLE DE LA CONQUISTA,21764.75,
0000000129,0000000006,5,PROYECTO CALLE DE LA CONQUISTA,27047.45,
0000000130,0000000006,6,ENTREGA CALLE DE LA CONQUISTA,13414.66,
0000000131,0000000006,7,MECANICA DE SUELOS CALLE DE LA CONQUISTA (CONSIDERADO COMO SUBCONTRATO).,19694.86,
0000000132,0000000006,8,TOPOGRAFIA CALLE DE LA PLACITA,10097.37,
0000000133,0000000006,9,TRAMITES CALLE DE LA PLACITA,1204.20,
0000000134,0000000006,10,SONDEOS CALLE DE LA PLACITA,4101.80,
0000000135,0000000006,11,ANTEPROYECTO CALLE DE LA PLACITA,18607.80,
0000000136,0000000006,12,PROYECTO CALLE DE LA PLACITA,21781.73,
0000000137,0000000006,13,ENTREGA CALLE DE LA PLACITA,11681.39,
0000000138,0000000006,14,MECANICA DE SUELOS CALLE DE LA PLACITA (CONSIDERADO COMO SUBCONTRATO).,19694.86,
0000000139,0000000007,1,SONDEOS C. DE LA CONQUISTA,9664.82,
0000000140,0000000007,2,ANTEPROYECTO C. DE LA CONQUISTA,7702.66,
0000000141,0000000007,3,PROYECTO C. DE LA CONQUISTA,12733.02,
0000000142,0000000007,4,ANTEPROYECTO C. DE LA PLACITA,3209.67,
0000000143,0000000007,5,PROYECTO C. DE LA PLACITA,4640.21,
0000000144,0000000008,1,TOPOGRAFIA C. IGNACIO VILLAVICENCIO.,9649.20,
0000000145,0000000008,2,TRAMITES C. IGNACIO VILLAVICENCIO.,1204.20,
0000000146,0000000008,3,SONDEOS C. IGNACIO VILLAVICENCIO.,4101.80,
0000000147,0000000008,4,ANTEPROYECTO C. IGNACIO VILLAVICENCIO.,18607.80,
0000000148,0000000008,5,PROYECTO C. IGNACIO VILLAVICENCIO.,21781.73,
0000000149,0000000008,6,ENTREGA C. IGNACIO VILLAVICENCIO.,11585.02,
0000000150,0000000008,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. IGNACIO VILLAVICENCIO.,19694.86,
0000000151,0000000008,8,TOPOGRAFIA C. VERONA.,6175.98,
0000000152,0000000008,9,TRAMITES C. VERONA.,1204.20,
0000000153,0000000008,10,SONDEOS C. VERONA.,4101.80,
0000000154,0000000008,11,ANTEPROYECTO C. VERONA.,10315.37,
0000000155,0000000008,12,PROYECTO C. VERONA.,11821.56,
0000000156,0000000008,13,ENTREGA C. VERONA.,9793.08,
0000000157,0000000008,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. VERONA.,19694.86,
0000000158,0000000009,1,PRELIMINARES AGUA POTABLE,27577.12,
0000000159,0000000009,2,ACARREOS EN CAMION AGUA POTABLE,26391.95,
0000000160,0000000009,3,RELLENOS AGUA POTABLE,38997.28,
0000000161,0000000009,4,RED DE AGUA POTABLE,24931.98,
0000000162,0000000009,5,CAJA DE VÁLVULAS AGUA POTABLE,39240.88,
0000000163,0000000009,6,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE SANITARIO),23205.52,
0000000164,0000000009,7,ACARREOS EN CAMION (DRENAJE SANITARIO),24985.51,
0000000165,0000000009,8,RELLENOS (DRENAJE SANITARIO),94589.60,
0000000166,0000000009,9,DRENAJE (DRENAJE SANITARIO),36933.02,
0000000167,0000000009,10,LIMPIEZAS (DRENAJE SANITARIO),2330.77,
0000000168,0000000009,11,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DESCARGAS DOMICILIARIAS),8138.26,
0000000169,0000000009,12,ACARREOS EN CAMION (DESCARGAS DOMICILIARIAS),11366.12,
0000000170,0000000009,13,RELLENOS (DESCARGAS DOMICILIARIAS),17932.92,
0000000171,0000000009,14,DESCARGAS DOMICILIARIAS,53362.95,
0000000172,0000000009,15,LIMPIEZAS (DESCARGAS DOMICILIARIAS),456.30,
0000000173,0000000009,16,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE PLUVIAL),26749.40,
0000000174,0000000009,17,ACARREOS EN CAMION (DRENAJE PLUVIAL),33799.86,
0000000175,0000000009,18,RELLENOS (DRENAJE PLUVIAL),59873.40,
0000000176,0000000009,19,DRENAJE (DRENAJE PLUVIAL),45601.04,
0000000177,0000000009,20,LIMPIEZAS (DRENAJE PLUVIAL),331.58,
0000000178,0000000009,21,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (ARROYO Y GUARNICIONES),83841.11,
0000000179,0000000009,22,ACARREOS EN CAMIÓN (ARROYO Y GUARNICIONES),116746.46,
0000000180,0000000009,23,BASES Y SUB BASES (ARROYO Y GUARNICIONES),171840.77,
0000000181,0000000009,24,PAVIMENTOS HIDRÁULICOS (ARROYO Y GUARNICIONES),525337.21,
0000000182,0000000009,25,LIMPIEZAS (ARROYO Y GUARNICIONES),6629.13,
0000000183,0000000009,26,REUBICACIÓN DE RED DE MEDIA Y BAJA TENSION,78848.38,
0000000184,0000000009,27,"PODA, TRANSPLANTE Y TALA (REUBICACIÓN DE ÁRBOLES)",83829.75,
0000000185,0000000009,28,COMPENSACIÓN Y MITIGACIÓN (REUBICACIÓN DE ÁRBOLES),163955.96,
0000000186,0000000009,29,PRELIMINARES (BANQUETAS),40568.05,
0000000187,0000000009,30,ACARREOS EN CAMION (BANQUETAS),25504.55,
0000000188,0000000009,31,BASES Y SUB BASES (BANQUETAS),1137.41,
0000000189,0000000009,32,PAVIMENTOS HIDRAULICOS (BANQUETAS),193026.92,
0000000190,0000000009,33,LIMPIEZAS (BANQUETAS),2749.97,
0000000191,0000000009,34,SEÑALAMIENTO DE PROTECCION DE OBRA,14032.40,
0000000192,0000000009,35,FUERA DE CATALOGO,0.00,
0000000193,0000000010,1,"TOPOGRAFIA CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",10097.37,
0000000194,0000000010,2,"TRAMITES CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",1204.20,
0000000195,0000000010,3,"SONDEOS CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",4101.80,
0000000196,0000000010,4,"ANTEPROYECTO CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",18607.80,
0000000197,0000000010,5,"PROYECTO CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",21781.73,
0000000198,0000000010,6,"ENTREGA CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",11681.39,
0000000199,0000000010,7,"MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO). CALLE LA VIZCAINA, TRAMO DE LOS ALPES A LA CONQUISTA, COL. LAS AMALIAS.",19694.86,
0000000200,0000000010,8,"TOPOGRAFIA CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",26215.57,
0000000201,0000000010,9,"TRAMITES CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",1204.20,
0000000202,0000000010,10,"SONDEOS CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",4101.80,
0000000203,0000000010,11,"ANTEPROYECTO CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",32363.77,
0000000204,0000000010,12,"PROYECTO CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",46076.23,
0000000205,0000000010,13,"ENTREGA CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",19106.17,
0000000206,0000000010,14,"MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO). CALLE LOS ALPES, TRAMO: DE BLVD. JUAN JOSÉ TORRES LANDA A TOPAR, COLONIA LAS AMALIAS SUR.",29083.28,
0000000207,0000000011,1,TOPOGRAFIA CALLE FRAY RAUL,15737.68,
0000000208,0000000011,2,TRAMITES CALLE FRAY RAUL,1204.20,
0000000209,0000000011,3,SONDEOS CALLE FRAY RAUL,4101.80,
0000000210,0000000011,4,ANTEPROYECTO CALLE FRAY RAUL,23689.13,
0000000211,0000000011,5,PROYECTO CALLE FRAY RAUL,30241.34,
0000000212,0000000011,6,ENTREGA CALLE FRAY RAUL,14313.65,
0000000213,0000000011,7,MECANICA DE SUELOS CALLE FRAY RAUL (CONSIDERADO COMO SUBCONTRATO).,24389.07,
0000000214,0000000011,8,TOPOGRAFIA TORRE DE VIGIA.,12144.82,
0000000215,0000000011,9,TRAMITES TORRE DE VIGIA.,1204.20,
0000000216,0000000011,10,SONDEOS TORRE DE VIGIA.,4101.80,
0000000217,0000000011,11,ANTEPROYECTO TORRE DE VIGIA.,20326.65,
0000000218,0000000011,12,PROYECTO TORRE DE VIGIA.,24512.96,
0000000219,0000000011,13,ENTREGA TORRE DE VIGIA.,12639.07,
0000000220,0000000011,14,MECANICA DE SUELOS TORRE DE VIGIA. (CONSIDERADO COMO SUBCONTRATO).,19694.86,
0000000221,0000000012,1,TOPOGRAFIA PRESA SARDANETA.,11407.83,
0000000222,0000000012,2,TRAMITES PRESA SARDANETA.,1204.20,
0000000223,0000000012,3,SONDEOS PRESA SARDANETA.,4101.80,
0000000224,0000000012,4,ANTEPROYECTO PRESA SARDANETA.,20326.65,
0000000225,0000000012,5,PROYECTO PRESA SARDANETA.,24512.96,
0000000226,0000000012,6,ENTREGA PRESA SARDANETA.,12444.07,
0000000227,0000000012,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) PRESA SARDANETA.,19694.86,
0000000228,0000000012,8,TOPOGRAFIA C. MALDIVAS.,7544.11,
0000000229,0000000012,9,TRAMITES C. MALDIVAS.,1204.20,
0000000230,0000000012,10,SONDEOS C. MALDIVAS.,4101.80,
0000000231,0000000012,11,ANTEPROYECTO C. MALDIVAS.,14580.82,
0000000232,0000000012,12,PROYECTO C. MALDIVAS.,16796.87,
0000000233,0000000012,13,ENTREGA C. MALDIVAS.,10590.16,
0000000234,0000000012,14,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. MALDIVAS.,19694.86,
0000000235,0000000012,15,TOPOGRAFIA C. REAL DEL ORO.,7544.11,
0000000236,0000000012,16,TRAMITESC. REAL DEL ORO.,1204.20,
0000000237,0000000012,17,SONDEOS C. REAL DEL ORO.,4101.80,
0000000238,0000000012,18,ANTEPROYECTO C. REAL DEL ORO.,14580.82,
0000000239,0000000012,19,PROYECTO C. REAL DEL ORO.,16796.87,
0000000240,0000000012,20,ENTREGA C. REAL DEL ORO.,10590.16,
0000000241,0000000012,21,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO) C. REAL DEL ORO.,19694.86,
0000000242,0000000013,1,ESTUDIOS A NIVEL DE PROYECTO EJECUTIVO,40990.56,
0000000243,0000000013,2,ESTUDIOS DE IMPACTO AMBIENTAL (CONSIDERADO COMO SUB CONTRATO),33540.12,
0000000244,0000000013,3,CUANTIFICACION Y PRESUPUESTO,5551.92,
0000000245,0000000013,4,ENTREGA,11251.77,
0000000246,0000000014,1,TOPOGRAFIA CALLE MAZATLAN,10713.71,
0000000247,0000000014,2,TRAMITES  CALLE MAZATLAN,1204.20,
0000000248,0000000014,3,SONDEOS  CALLE MAZATLAN,4101.80,
0000000249,0000000014,4,ANTEPROYECTO  CALLE MAZATLAN,18607.80,
0000000250,0000000014,5,PROYECTO  CALLE MAZATLAN,21781.73,
0000000251,0000000014,6,ENTREGA  CALLE MAZATLAN,11829.77,
0000000252,0000000014,7,MECANICA DE SUELOS  (CONSIDERADO COMO SUBCONTRATO). CALLE MAZATLAN,19694.86,
0000000253,0000000015,1,PRESUPUESTO,3765.34,
0000000254,0000000016,1,TOPOGRAFIA CALLE CUITLAHUAC.,7835.48,
0000000255,0000000016,2,TRAMITES CALLE CUITLAHUAC.,1204.20,
0000000256,0000000016,3,SONDEOS CALLE CUITLAHUAC.,4101.80,
0000000257,0000000016,4,ANTEPROYECTO CALLE CUITLAHUAC.,14580.82,
0000000258,0000000016,5,PROYECTO CALLE CUITLAHUAC.,16796.87,
0000000259,0000000016,6,ENTREGA CALLE CUITLAHUAC.,10653.26,
0000000260,0000000016,7,MECANICA DE SUELOS CALLE CUITLAHUAC. (CONSIDERADO COMO SUBCONTRATO).,19694.86,
0000000261,0000000016,8,FUERA DE CATALOGO,0.00,
0000000262,0000000017,1,TOPOGRAFIA CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,14689.43,
0000000263,0000000017,2,TRAMITE CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,1204.20,
0000000264,0000000017,3,SONDEOS CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,4101.80,
0000000265,0000000017,4,ANTEPROYECTO CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,21764.75,
0000000266,0000000017,5,PROYECTO CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,27047.45,
0000000267,0000000017,6,ENTREGA  CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,13683.32,
0000000268,0000000017,7,MECANICA DE SUELOS (CONSIDERADO COMO SUBCONTRATO). CALLE JACARANDA DEL VALLE LONGITUD: ENTRE 217.M. Y 287M. ANCHO: ENTRE 12 M. Y 15 M.,19694.86,
0000000269,0000000017,8,TOPOGRAFIA CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,20812.87,
0000000270,0000000017,9,TRAMITES CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,1204.20,
0000000271,0000000017,10,SONDEOS CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,4101.80,
0000000272,0000000017,11,ANTEPROYECTO CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,26073.76,
0000000273,0000000017,12,PROYECTO CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M..,34445.06,
0000000274,0000000017,13,ENTREGA CALLE QUIO LONGITUD: ENTRE 377 M. Y 479 M. ANCHO: ENTRE 12 M. Y 15 M.,16173.91,
