Id_Presupuesto,Id_Obra,Nombre,Tipo_Presupuesto,Id_Modalidad,Fecha_Adjudicacion,Id_Presupuesto_Pertenece,Clave,Numero_Ampliacion
0000000011,0000000009,B-5051-236-6141-H/0010/2015  PROYECTO EJECUTIVO DE LAS CALLES: 1. TORRE DE VIGIA TRAMO: LATINOAMERICANA - LAS TORRES COL. LAS TORRES; 2. FRAY RAUL TRAMO: FRAY FELIPE - FRAY TOMAS COL. AMPLIACIÓN SAN FRANCISCO.,ORIGINAL,0000000001,2015-02-04 00:00:00,,0,0
0000000012,0000000010,B-5051-236-6141-H/0011/2015  PROYECTO EJECUTIVO DE LAS CALLES: 1. PRESA SARDANETA TRAMO: PRESA TILOSTOC - PRESA LA LLAVE COL. PRESITAS DEL CONSUELO; 2. MALDIVAS TRAMO: GANGES - AGRA COL. CAÑON DE LA INDIA; 3. REAL DEL ORO TRAMO: REAL DEL CASTILLO A TOPAR COL. REAL DEL CASTILLO.,ORIGINAL,0000000001,2015-02-04 00:00:00,,0,0
0000000013,0000000011,A-2510-310-6121-H/0012/2015  ADECUACION Y TRABAJOS COMPLEMENTARIOS DEL PROYECTO EJECUTIVO: DE ESCUELA DE VANGUARDIA JACINTO LOPEZ EN BLVD. VIRGEN DE SAN JUAN COL. CUMBRES DE LA GLORIA,ORIGINAL,0000000001,2015-02-04 00:00:00,,0,0
0000000014,0000000012,B-5051-236-6141-H/0013/2015  PROYECTO EJECUTIVO DE LA CALLE: MAZATLAN TRAMO: BLVD. HILARIO MEDINA A CALLE ALFALFA COL. LA CANDELARIA,ORIGINAL,0000000001,2015-02-04 00:00:00,,0,0
0000000015,0000000012,AMPLIACION 1,AMPLIACION,0000000001,2015-02-04 00:00:00,0000000014,1,1
0000000016,0000000013,B-5051-236-6141-H/0014/2015  PROYECTO EJECUTIVO DE LA CALLE: CUITLAHUAC TRAMO: AV. PRADERA A CHOLULA COL. AZTECA,ORIGINAL,0000000001,2015-02-11 00:00:00,,0,0
0000000017,0000000014,B-5051-236-6141-H/0015/2015  PROYECTO EJECUTIVO DE LAS CALLES: 1. JACARANDA DEL VALLE TRAMO: OLIVO DEL VALLE - AVELLANO DEL VALLE COL. VALLE DE LEON; 2. CALLE QUIO TRAMO: CORCIRA - EOLO COL. LA ERMITA,ORIGINAL,0000000001,2015-02-11 00:00:00,,0,0
0000000018,0000000015,"A-2510-354-6141-D/0016/2015  REHABILITACIÓN DE LOS PAVIMENTOS DEL BLVD. TORRES LANDA EN EL TRAMO COMPRENDIDO DE LA AV. JUAREZ A MAXIPISTA LEON - AGUASCALIENTES, (1ra ETAPA)",ORIGINAL,0000000001,2015-02-12 00:00:00,,0,0
0000000019,0000000015,AMPLIACION 1,AMPLIACION,0000000001,2015-02-12 00:00:00,0000000018,1,1
0000000020,0000000017,B-5051-236-6141-H/0017/2015  PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. DE LA CAMPANA TRAMO: LOS ALPES - LA CONQUISTA 2. DEL PEREGRINO TRAMO: LOS ALPES - LA CONQUISTA COL. LAS AMALIAS SUR,ORIGINAL,0000000001,2015-02-13 00:00:00,,0,0
0000000021,0000000019,B-5051-236-6141-D/0018/2015  PAVIMENTACION DE LA CALLE ETA (MEDIO CUERPO) TRAMO: JEREZ DE CARTAGENA A CERRITO DE JEREZ COL. CERRITO DE JEREZ,ORIGINAL,0000000001,2015-02-18 00:00:00,,0,0
0000000022,0000000018,"A-H/0019/2015  PROYECTO EJECUTIVO DE OBRAS COMPLEMENTARIAS DE PAVIMENTACIÓN Y ALUMBRADO DEL FRACCIONAMIENTO CIUDAD INDUSTRIAL PARQUE PIEL, CALLES: CIRCUITO LAZARINA TRAMO: CALLE TIMBRE LADO NORTE A CALLE TIMBRE LADO SUR; CALLE SIN NOMBRE MANZANA 8 Y 9 TRAMO: BLVD. UNION DE CURTIDORES A CIRCUITO ALIZARINA; BLVD. UNION DE CURTIDORES TRAMO: CIRCUITO ALIZARINA AL RETORNO LADO PONIENTE; CALLE TIMBRE LADO SUR TRAMO: BLVD. UNION DE CURTIDORES A CIRCUITO ALIZARINA (MEDIA CALLE)",ORIGINAL,0000000001,2015-02-17 00:00:00,,0,0
0000000023,0000000018,AMPLIACION 1,AMPLIACION,0000000001,2015-02-17 00:00:00,0000000022,1,1
0000000024,0000000020,A-2510-310-6151-H/0020/2015  PROYECTO EJECUTIVO DE INTERSECCIÓN A DESNIVEL DE PUENTE HIDALGO INTERSECCIÓN DE BLVD. JUAN ALONSO DE TORRES Y BLVD. HIDALGO,ORIGINAL,0000000001,2015-03-06 00:00:00,,0,0
0000000025,0000000024,B-5051-236-6141-H/0021/2015  PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. PEÑAROL TRAMO: BOTOFOGO - FLUMINENSES COL. DEPORTIVA II,ORIGINAL,0000000001,2015-03-11 00:00:00,,0,0
0000000026,0000000022,A-2510-312-6221-E/0022/2015  REMODELACION DE AREAS EN EDIFICIO DE OBRAS PÚBLICAS MUNICIPALES,ORIGINAL,0000000001,2015-03-17 00:00:00,,0,0
0000000027,0000000022,AMPLIACION 1,AMPLIACION,0000000001,2015-03-17 00:00:00,0000000026,1,1
0000000028,0000000021,C-2510-607-6141-D/0023/2015  PAVIMENTACION DE LA CALLE MADRE REYNA TRAMO: AV. ATOTONILCO A MADRE MARINA COL. DIEZ DE MAYO,ORIGINAL,0000000001,2015-03-17 00:00:00,,0,0
0000000029,0000000023,B-5051-236-6141-D/0024/2015-1  PAVIMENTACION DE BANQUETA SUR CALLE ANDALUCIA TRAMO: GARCIA ORDOÑEZ - 21 DE MARZO,ORIGINAL,0000000001,2015-03-18 00:00:00,,0,0
0000000030,0000000023,B-5051-236-6141-D/0024/2015-2  PAVIMENTACION DE 1/2 CUERPO ORIENTE EN LA CALLE GARCIA ORDOÑEZ TRAMO: NUEVA ESPAÑA - ANDALUCIA,ORIGINAL,0000000001,2015-03-18 00:00:00,,0,0
0000000031,0000000023,B-5051-236-6141-D/0024/2015-3  PAVIMENTACION DE 1/2 CUERPO NORTE EN LA CALLE NUEVA ESPAÑA TRAMO: GARCIA ORDOÑEZ - 21 DE MARZO,ORIGINAL,0000000001,2015-03-18 00:00:00,,0,0
0000000032,0000000023,B-5051-236-6141-D/0024/2015-4  PAVIMENTACION DE BANQUETA PONIENTE EN LA AV. 21 DE MARZO TRAMO: NUEVA ESPAÑA - ANDALUCIA COL. VIBAR,ORIGINAL,0000000001,2015-03-18 00:00:00,,0,0
0000000033,0000000060,H-D/BANOBRAS-FONADIN/0025/2015  AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A Y 4A ETAPA. CORREDOR TRONCAL ECHEVESTE - SAN JERONIMO 4A. ETAPA (VIALIDAD BLVD. HIDALGO CUERPO ORIENTE TRAMO: DE CALLE DEL SOL A AVE. TALABARTEROS DE AURORA),ORIGINAL,0000000001,2015-03-25 00:00:00,,0,0
0000000034,0000000060,AMPLIACION 1,AMPLIACION,0000000001,2015-03-25 00:00:00,0000000033,1,1
0000000035,0000000061,H-D/BANOBRAS-FONADIN/0026/2015  AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONCAL ECHEVESTE - SAN JERONIMO 4A. ETAPA (VIALIDAD BLVD. HIDALGO CUERPO ORIENTE TRAMO: DEL BLVD. CAMPESTRE A CALLE DEL SOL),ORIGINAL,0000000001,2015-03-25 00:00:00,,0,0
0000000036,0000000062,H-D/BANOBRAS-FONADIN/0027/2015  AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONCAL ECHEVESTE - SAN JERONIMO 4A. ETAPA (VIALIDAD BLVD. HIDALGO CUERPO PONIENTE TRAMO: DE CALLE DEL SOL A AV. TALABARTEROS DE AURORA),ORIGINAL,0000000001,2015-03-25 00:00:00,,0,0
0000000037,0000000062,AMPLIACION 1,AMPLIACION,0000000001,2015-03-25 00:00:00,0000000036,1,1
0000000038,0000000063,H-D/BANOBRAS-FONADIN/0028/2015  AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONCAL ECHEVESTE - SAN JERONIMO 4A. ETAPA (VIALIDAD AV. TALABARTEROS DE AURORA TRAMO: DE BLVD. HIDALGO A ESTACIÓN DE TRANSFERENCIA),ORIGINAL,0000000001,2015-03-25 00:00:00,,0,0
0000000039,0000000063,AMPLIACION 1,AMPLIACION,0000000001,2015-03-25 00:00:00,0000000038,1,1
0000000040,0000000064,H-D/BANOBRAS-FONADIN/0029/2015  AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONCAL ECHEVESTE - SAN JERONIMO 4A. ETAPA (VIALIDAD BLVD. HIDALGO CUERPO PONIENTE TRAMO: DE BLVD. CAMPESTRE A CALLE DEL SOL),ORIGINAL,0000000001,2015-03-25 00:00:00,,0,0
0000000041,0000000064,AMPLIACION 1,AMPLIACION,0000000001,2015-03-25 00:00:00,0000000040,1,1
0000000042,0000000025,A-2510-316-6141-C/0030/2015  REHABILITACIÓN DE LOS PAVIMENTOS DEL CUERPO LATERAL SUR DEL BLVD. AEROPUERTO,ORIGINAL,0000000001,2015-04-07 00:00:00,,0,0
0000000043,0000000027,A-2510-318-6141-D/0031/2015  PAVIMENTACIÓN DE LA CALLE NUEVA ESPAÑA TRAMO: BLVD. MANUEL DE AUSTRI A BLVD. MIGUEL DE CERVANTES SAAVEDRA COL. LOMA VISTA HERMOSA SUR,ORIGINAL,0000000001,2015-04-07 00:00:00,,0,0
0000000044,0000000027,AMPLIACION 1,AMPLIACION,0000000001,2015-04-07 00:00:00,0000000043,1,1
0000000045,0000000026,B-5051-236-6121-H/0032/2015  PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. REVOLUCIÓN MEXICANA TRAMO: BLVD. TIMOTEO LOZANO - MARTIRES DEL RIO BLANCO COL. LIBERTAD; 2.. SAN JOSE DE LA SANTA CRUZ TRAMO: SAN JOSE DEL REFUGIO - SAN JOSE DE COSTA RICA COL. REFUGIO DE SAN JOSE; 3. SAN JOSE DE LAS MATAS TRAMO: SAN JOSE DE ITURBIDE - SAN JOSE DEL CABO COL. REFUGIO DE SAN JOSE.,ORIGINAL,0000000001,2015-04-07 00:00:00,,0,0
0000000046,0000000033,B-5051-236-6121-H/0033/2015  PROYECTO DE LA PAVIMENTACIÓN DE LAS CALLES: 1. FRESNO DE JEREZ TRAMO: PASEO DE LOS VERDINES - BLVD. SAN PEDRO COL. JARDINES DE JEREZ; 2. CALLE DE LA METROPOLI TRAMO: DE LA MORADA A DE LA HACIENDA; 3. VILLAS DE LEON OTE TRAMO: BLVD. TIMOTEO LOZANO - DEL PARQUE COL. VILLAS DE LEON; 4. JEREZ DE PRADES TRAMO: BLVD. DELTA A VALLE DE SANTIAGOI; 5. JEREZ UREMA TRAMO: BLVD. DELTA A VALLE DE SANTIAGO COL. VALLE DE JEREZ,ORIGINAL,0000000001,2015-04-07 00:00:00,,0,0
0000000047,0000000057,H-D/BANOBRAS-FONADIN/0034/2015  AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEON (SIT OPTIBÚS) 3A. 4A. ETAPA. TERMINAL MARAVILLAS (EDIFICIO ADMINISTRATIVO Y OBRAS COMPLEMENTARIAS 2DA. ETAPA),ORIGINAL,0000000001,2015-04-08 00:00:00,,0,0
0000000048,0000000057,AMPLIACION 1,AMPLIACION,0000000001,2015-04-08 00:00:00,0000000047,1,1
0000000049,0000000058,H-D/BANOBRAS-FONADIN/0035/2015  AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. TERMINAL SUR (EDIFICION ADMINISTRATIVO Y OBRAS COMPLEMENTARIAS 2DA. ETAPA),ORIGINAL,0000000001,2015-04-08 00:00:00,,0,0
0000000050,0000000059,H-D/BANOBRAS-FONADIN/0036/2015  AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA TERMINAL ECHEVESTE (EDIFICIO ADMINISTRATIVO Y OBRAS COMPLEMENTARIAS 2DA. ETAPA),ORIGINAL,0000000001,2015-04-08 00:00:00,,0,0
0000000051,0000000059,AMPLIACION 1,AMPLIACION,0000000001,2015-04-08 00:00:00,0000000050,1,1
0000000052,0000000032,A-2510-318-6141-D/0037/2015  PAVIMENTACION DE LA CALLE JEREZ DE VARDAR TRAMO: JEREZ DE BESAYA - JEREZ DE MENORCA COL. VALLE DE JEREZ II SECC.,ORIGINAL,0000000001,2015-04-08 00:00:00,,0,0
0000000053,0000000034,B-5051-236-6141-D/0038/2015  PAVIMENTACION DE LA CALLE PLAN DE GUADALUPE TRAMO: BLVD. MIGUEL DE CERVANTES SAAVEDRA A ANDADOR SIN NOMBRE COL. LAS MANDARINAS,ORIGINAL,0000000001,2015-04-08 00:00:00,,0,0
0000000054,0000000029,A-2510-318-6141-D/0039/2015  PAVIMENTACION DE LA CALLE CERRO DE LA BUFA TRAMO: BUFAS DE ZACATECAS A CIMATORIO COL. LOMAS DE JEREZ,ORIGINAL,0000000001,2015-04-10 00:00:00,,0,0
0000000055,0000000030,A-2510-318-6141-D/0040/2015  PAVIMENTACION DE LA CALLE JEREZ DE BLANES TRAMO: JEREZ DE LA FRONTERA A JEREZ DE GRANADA COL. VALLE DE JEREZ,ORIGINAL,0000000001,2015-04-10 00:00:00,,0,0
0000000056,0000000028,A-2510-310-6121-H/0041/2015  PROYECTO EJECUTIVO DE PLAZA MULTIPOL VALLE HERMOSO UBICADO EN CALLE PASEO DE LA PRESA ENTRE PASEO DE LA PRESA Y CALLE DE LA CASTIDAD COL. VALLE HERMOSO.,ORIGINAL,0000000001,2015-04-13 00:00:00,,0,0
0000000057,0000000028,AMPLIACION 1,AMPLIACION,0000000001,2015-04-13 00:00:00,0000000056,1,1
0000000058,0000000050,C-2510-607-6141-D/0042/2015  PAVIMENTACION DE LA CALLE JEREZ DE CETINA TRAMO: JEREZ DE GUADALUPE A JEREZ DE SANALONA COL. VALLE DE JEREZ II SECC.,ORIGINAL,0000000001,2015-04-15 00:00:00,,0,0
0000000059,0000000031,C-2510-607-6141-D/0043/2015  PAVIMENTACION DE LA CALLE BARCENAS TRAMO: BLVD. ALONSO DE TORRES A BLVD. BILBAO COL. PILETAS IV SECCION,ORIGINAL,0000000001,2015-04-15 00:00:00,,0,0
0000000060,0000000031,AMPLIACION 1,AMPLIACION,0000000001,2015-04-15 00:00:00,0000000059,1,1
0000000061,0000000037,A-2510-318-6141-D/0044/2015  PAVIMENTACION DE LA CALLE HONORIO III TRAMO: AV. OLIMPICA A CALLE CONVENTUALES COL. SAN FRANCISCO DE ASIS,ORIGINAL,0000000001,2015-04-15 00:00:00,,0,0
0000000062,0000000040,"A-2111-302-6121-E/0045/2015  REMODELACIÓN MERCADO SAN JUAN BOSCO (COLOCACION DE PISO EN ANDADORES, MEJORA DE INSTALACIONES Y ÁREA DE ESTACIONAMIENTO) CALLE SANTANDER ENTRE CATALUÑA Y VISCAYA COL. SAN JUAN BOSCO",ORIGINAL,0000000001,2015-04-17 00:00:00,,0,0
0000000063,0000000040,AMPLIACION 1,AMPLIACION,0000000001,2015-04-17 00:00:00,0000000062,1,1
0000000064,0000000038,B-5051-236-6141-H/0046/2015  PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. LOMAS DE HACIENDA TRAMO: LOMAS DE DALIAS - MESA DE LA VIRGEN COL. LOMAS DE MEDINA; 2. CALLE CACHO TRAMO: PRESA LA MOJINA - PRESA DEL TIGRE COL. VALLADITO; 3. RAMON SAGREDO (JARDINES DE NARANJILLAS) TRAMO: SANTIAGO REBUL - HACIENDA SAN ANGEL COL. JARDINES DE MARAVILLAS,ORIGINAL,0000000001,2015-04-17 00:00:00,,0,0
0000000065,0000000048,B-5051-236-6141-D/0047/2015  PAVIMENTACIÓN DE LA CALLE SANTA MARGARITA TRAMO: DE CALLE SANTA BERNARDITA A CALLE JUANA DE ARCO COL. MARIA DOLORES,ORIGINAL,0000000001,2015-04-17 00:00:00,,0,0
0000000066,0000000053,A-2510-316-6141-C/0048/2015  REHABILITACION DE BARRERAS DE CONTENCIÓN SOBRE EL MALECON DEL RIO DE LOS GOMEZ,ORIGINAL,0000000001,2015-04-17 00:00:00,,0,0
0000000067,0000000055,A-2010-357-6191-E/0049/2015  CONSTRUCCION DE BASES PARA ESCULTURAS (10 BASES) EN BLVD. AEROPUERTO TRAMO: DISTRIBUIDOR VIAL JUAN PABLO II A PUERTA DEL MILENIO,ORIGINAL,0000000001,2015-04-17 00:00:00,,0,0
0000000068,0000000071,A-2510-316-6141-C/0050/2015  REHABILITACION DE LOS PAVIMENTOS DE LA CALLE KIWI COL. LOMAS DE ECHEVESTE,ORIGINAL,0000000001,2015-04-20 00:00:00,,0,0
0000000069,0000000039,A-2510-318-6141-D/0051/2015  PAVIMENTACION DE LA CALLE COMERCIANTES TRAMO: ESTAMBUL A FRANCISCO VILLA COL. UYEPAC,ORIGINAL,0000000001,2015-04-20 00:00:00,,0,0
0000000070,0000000039,AMPLIACION 1,AMPLIACION,0000000001,2015-04-20 00:00:00,0000000069,1,1
0000000071,0000000073,A-2510-316-6141-C/0052/2015  LIMPIEZA Y MANTENIMIENTO DE ARROYO LA TINAJA Y LAS LIEBRES,ORIGINAL,0000000001,2015-04-20 00:00:00,,0,0
0000000072,0000000070,A-2010-357-6191-E/0053/2015  PAISAJE Y JARDINERA PARA LA ZONA CONTEXTUAL DE LA FUENTE DEL BLVD. ADOLFO LOPEZ MATEOS,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000073,0000000051,A-2510-316-6141-C/0054/2015  MANTENIMIENTO AL BLVD. DELTA TRAMO: BLVD. LA LUZ Y VÍA DE LOS GIRASOLES,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000074,0000000035,B-5051-236-6141-D/0055/2015  PAVIMENTACION DE LA CALLE GOLGOTA TRAMO: BLVD. VASCO DE QUIROGA A SIRIA COL. SAN FELIPE DE JESUS,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000075,0000000035,AMPLIACION 1,AMPLIACION,0000000001,2015-04-21 00:00:00,0000000074,1,1
0000000076,0000000036,B-5051-236-6141-D/0056/2015  PAVIMENTACION DE LA CALLE JEREZ DE VALONA TRAMO: JEREZ DE GUADALUPE - JEREZ DE GUADALQUIVIR COL. VALLE DE JEREZ II SECC.,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000077,0000000049,A-2510-318-6141-D/0057/2015  PAVIMENTACION DE LA CALLE TABACHIN DE JEREZ TRAMO: BLVD. SAN PEDRO A PASEO DE LOS VERDINES COL. JARDINES DE JEREZ II SECC.,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000078,0000000041,B-5051-236-6141-D/0058/2015  PAVIMENTACION DE LA CALLE ARTURO LOZANO MADRAZO TRAMO: ANGEL VAZQUEZ NEGRETE - RODRIGO MORENO ZERMEÑO COL. LEON I,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000079,0000000041,AMPLIACION 1,AMPLIACION,0000000001,2015-04-21 00:00:00,0000000078,1,1
0000000080,0000000042,B-5051-236-6141-H/0059/2015  PROYECTO EJECUTIVO DE LAS CALLES: 1. ANTIOQUIA TRAMO: HEBREOS - CORINTO COL. SAN PABLO; 2. EPISTOLAS TRAMO: FILEMON - BLVD. ANTONIO MADRAZO COL. SAN PABLO,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000081,0000000043,B-5051-236-6141-H/0060/2015  PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. AGRA TRAMO: BANGLADESH - TOPAR CON ARROYO COL. CAÑ0N DE LA INDIA; 2. GANGES TRAMO: BANGLADESH - CON PAVIMENTO PTE COL. CAÑON DE LA INDIA.,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000082,0000000044,B-5051-236-6141-H/0061/2015  PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. FLUMINENSES TRAMO: BLVD. TÉLLEZ CRUCES A TURÍN COL. DEPORTIVA II; 2. BENGALIES DE CINCINNATI TRAMO: CARGADORES DE SAN DIEGO - VAQUEROS DE DALAS COL. DEPORTIVA II; 3. SAN SERGIO TRAMO: SAN EDUARDO - BLVD. VICENTE VALTIERRA COL. SAN MANUEL,ORIGINAL,0000000001,2015-04-21 00:00:00,,0,0
0000000083,0000000086,IMPLAN/0062/2015  AMPLIACION DE LAS OFICINAS PARA EL INSTITUTO MUNICIPAL DE PLANEACION UBICADO EN BLVD. TORRES LANDA # 1701-B COL. EL TLACUACHE.,ORIGINAL,0000000001,2015-04-22 00:00:00,,0,0
0000000084,0000000065,H-D/BANOBRAS-FONADIN/0063/2015  AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONCAL ECHEVESTE SAN JERONIMO 4A. ETAPA (PARADEROS RAFAEL IRIARTE Y ABETOS PRIMERA ETAPA),ORIGINAL,0000000001,2015-04-29 00:00:00,,0,0
0000000085,0000000091,H-D/BANOBRAS-FONADIN/0064/2015  AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONCAL ECHEVESTE SAN JERONIMO 4a ETAPA (PARADEROS ORO Y TALABARTEROS PRIMERA ETAPA),ORIGINAL,0000000001,2015-04-23 00:00:00,,0,0
0000000086,0000000046,"A-2510-316-6141-C/0065/2015  LIMPIEZA Y MANTENIMIENTO DE ARROYO ALFARO, MUERTO Y EL POTRERO; INTERSECCIÓN EJIDO - ALFARO, FRUTALES, LAS LANGOSTAS Y LAS JOYAS",ORIGINAL,0000000001,2015-04-27 00:00:00,,0,0
0000000087,0000000054,A-2510-310-6121-H/0066/2015  PROYECTO EJECUTIVO DE LA PLAZA MULTIPOL SAN PEDRO EN BLVD. BARRIO DE GUADALUPE ENTRE CALLE AÑORANZA Y ARROYO DE ALFARO COL. PEDREGAL DE SAN PEDRO.,ORIGINAL,0000000001,2015-04-27 00:00:00,,0,0
0000000088,0000000074,B-5051-236-6141-D/0067/2015  PAVIMENTACION DE LA CALLE PASEO DE LOS TUCANES TRAMO: PASEO DE LOS CENZONTLES A PASEO DE LOS RUISEÑORES COL. SAN ISIDRO,ORIGINAL,0000000001,2015-04-27 00:00:00,,0,0
0000000089,0000000045,B-5051-236-6141-D/0068/2015  PAVIMENTACION DE LA CALLE MEMBRILLO TRAMO: SAUCE A CANELO COL. ARBOLEDAS,ORIGINAL,0000000001,2015-04-27 00:00:00,,0,0
0000000090,0000000052,A-2510-316-6141-C/0069/2015-1  CONFORMACION Y RASTREO DE TERRACERIA EN CAMINO A CUESTA BLANCA (DUARTE),ORIGINAL,0000000001,2015-04-27 00:00:00,,0,0
0000000091,0000000052,A-2510-316-6141-C/0069/2015-2  CONFORMACION Y RASTREO DE TERRACERIA EN CAMINO A IBARRILLA Y EN EL CAMINO AL OJO DE AGUA,ORIGINAL,0000000001,2015-04-27 00:00:00,,0,0
0000000092,0000000072,A-5056-309-6221-E/0070/2015  RESTAURACIÓN Y ADECUACIÓN DEL MUSEO DE LA CIUDAD DE LEÓN TERCERA ETAPA UBICADO EN PEDRO MORENO ZONA CENTRO,ORIGINAL,0000000001,2015-04-28 00:00:00,,0,0
