Id_Prorroga,Id_Contrato,No_Prorroga,Dias_Recorrer,Fecha_Nueva,Porcentaje,Justificacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Termino_Ultima_Anterior
12,50,3,32,28/08/2017 00:00,59,NO SE CUENTA CON RESPUESTA A LA SOLICITUD DE AUTORIZACIÓN DE IMPACTO AMBIENTAL POR PARTE DEL IEE,S/N,27/07/2017 00:00,DGOP/ML/1325/2017,01/08/2017 00:00,NINGUNA,27/07/2017 00:00
13,51,3,32,28/08/2017 00:00,59,NO SE CUENTA CON RESPUESTA A LA SOLICITUD DE AUTORIZACIÓN DE IMPACTO AMBIENTAL POR PARTE DEL IEE,S/N,27/07/2017 00:00,DGOP/ML/1325/2017,01/08/2017 00:00,NINGUNA,27/07/2017 00:00
14,60,1,28,15/07/2017 00:00,52,"retraso de revisión de anteproyectos de agua potable, drenaje sanitario  y señalamiento por las dependendencias responsables",S/N,17/06/2017 00:00,DGOP/ML/1591,19/06/2017 00:00,ninguna,17/06/2017 00:00
15,67,1,28,15/07/2017 00:00,52,"retraso de revisión de anteproyectos de agua potable, drenaje sanitario  y señalamiento por las dependendencias responsables",S/N,17/06/2017 00:00,DGOP/ML/1591,16/08/2017 00:00,NINGUNA,17/06/2017 00:00
16,107,1,21,22/07/2017 00:00,39,NO SE HA RECIBIDO INFORMACIÓN DE LA ZONA FEDERAL POR PARTE DE CONAGUA,DI-01-1007/2017,27/06/2017 00:00,DGOP/ML/1125/2017,30/06/2017 00:00,NINGUNA,01/07/2017 00:00
17,119,1,16,07/08/2017 00:00,21,"LA INFORMACIÓN QUE SE RECIBIÓ COMO PARTE DEL ANTEPROYECTO NO CONTABA CON EL LEVANTAMIENTO TOPOGRÁFICO Y SECCIONAMIENTO EN CAMPO POR LO QUE SE TUVIERON QUE REALIZAR PARA REALIZAR LOS TRABAJOS DEL PROYECTO GEOMÉTRICO, RASANTES Y SECCIONES",S/N,17/07/2017 00:00,DGOP/ML/1265/2017,20/07/2017 00:00,NINGUNA,22/07/2017 00:00
18,117,1,13,14/07/2017 00:00,24,"SE RECIBIERON LOS REQUERIMIENTOS EL DIA 23 DE JUNIO, QUEDANDO SOLO UNA SEMANA PARA ELABORACION, REVISION Y AUTORIZACION DE LOS PROYECTOS HIDROSANITARIOS  ",S/N,26/06/2017 00:00,DGOP/ML/1124/2017,30/06/2017 00:00,NINGUNA,01/07/2017 00:00
19,253,1,28,15/07/2017 00:00,52,LA REVISION EN LOS PROYECTOS DE AGUA POTABLE Y DRENAJE SANITARIO POR PARTE DE SAPAL HA REQUERIDO MAS TIEMPO DEL PROGRAMADO,S/N,15/06/2017 00:00,DGOP/ML/1590/2017,19/06/2017 00:00,ANA LAURA 23/08/2018,17/06/2017 00:00
20,166,1,28,09/09/2017 00:00,52,POR LUVIAS,S/N SOLIC PRÓRROGA,09/08/2017 00:00,DGOP/CT/PR/282/17,16/08/2017 00:00,,12/08/2017 00:00
21,48,4,31,28/09/2017 00:00,57,A la fecha no se cuenta con respuesta del Instituto de Ecología del Estado de Guanajuato a la Solicitud de Autorización de Impacto Ambiental,S/N,28/08/2017 00:00,DGOP/ML/1571/2017,28/08/2017 00:00,Ninguna,28/08/2017 00:00
22,49,4,31,28/09/2017 00:00,57,A la fecha no se cuenta con respuesta del Instituto de Ecología del Estado de Guanajuato a la Solicitud de Autorización de Impacto Ambiental.,S/N,28/08/2017 00:00,DGOP/ML/1571/2017,28/08/2017 00:00,Ninguna,28/08/2017 00:00
23,50,4,31,28/09/2017 00:00,57,A la fecha no se cuenta con respuesta del Instituto de Ecología del Estado de Guanajuato a la Solicitud de Autorización de Impacto Ambiental.,S/N,28/08/2017 00:00,DGOP/ML/1571/2017,28/08/2017 00:00,NINGUNA,28/08/2017 00:00
24,51,4,31,28/09/2017 00:00,57,A la fecha no se cuenta con respuesta del Instituto de Ecología del Estado de Guanajuato a la Solicitud de Autorización de Impacto Ambiental.,S/N,28/08/2017 00:00,DGOP/ML/1571/2017,28/08/2017 00:00,NINGUNA,28/08/2017 00:00
25,40,1,22,05/09/2017 00:00,21,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,07/07/2017 00:00,01 PR/241/17,12/07/2017 00:00,,14/08/2017 00:00
26,30,1,35,13/10/2017 00:00,26,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,17/08/2017 00:00,01 PR/288/17,21/08/2017 00:00,,08/09/2017 00:00
27,290,1,23,24/08/2017 00:00,88,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,01/08/2017 00:00,01 PR/270/17,04/08/2017 00:00,,01/08/2017 00:00
28,31,2,251,04/07/2018 00:00,139,AMPLIACIÓN DE ALCANCES POR MODIFICACIÓN DE EMPATE GEOMÉTRICO EN LA INTERSECCIÓN CON LA AV. JUÁREZ Y CERVANTES SAAVEDRA,FORMATO FO-DGOP/DSU-07,26/02/2018 00:00,AUTORIZACIÓN EN FORMATO,28/02/2018 00:00,NINGUNA,26/10/2017 00:00
29,96,1,41,10/11/2017 00:00,30,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,20/09/2017 00:00,01 PR/318/17,25/09/2017 00:00,,30/09/2017 00:00
30,191,1,20,13/10/2017 00:00,17,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,11/09/2017 00:00,01 PR/297/17,15/09/2017 00:00,,23/09/2017 00:00
31,233,1,21,16/10/2017 00:00,30,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,13/09/2017 00:00,01 PR/303/17,18/09/2017 00:00,,25/09/2017 00:00
32,190,1,24,17/10/2017 00:00,21,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,22/09/2017 00:00,01 PR/330/17,27/09/2017 00:00,,23/09/2017 00:00
33,214,1,35,10/11/2017 00:00,52,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,06/10/2017 00:00,01 PR/363/17,11/10/2017 00:00,,06/10/2017 00:00
34,136,1,18,11/10/2017 00:00,15,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,22/09/2017 00:00,01 PR/336/17,27/09/2017 00:00,,23/09/2017 00:00
35,55,1,31,17/10/2017 00:00,19,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,13/09/2017 00:00,01 PR/300/17,18/09/2017 00:00,,16/09/2017 00:00
36,210,1,18,14/10/2017 00:00,26,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,25/09/2017 00:00,01 PR/339/17,29/09/2017 00:00,,26/09/2017 00:00
37,314,1,23,14/10/2017 00:00,39,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,21/09/2017 00:00,01 PR/327/17,26/09/2017 00:00,,21/09/2017 00:00
38,290,2,19,12/09/2017 00:00,73,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2DA PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,24/08/2017 00:00,02 PR/292/17,29/08/2017 00:00,,24/08/2017 00:00
39,186,1,20,10/10/2017 00:00,29,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,20/09/2017 00:00,01 PR/322/17,25/09/2017 00:00,,20/09/2017 00:00
40,198,1,7,01/11/2017 00:00,7,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,02/10/2017 00:00,01 PR/351/17,06/10/2017 00:00,,25/10/2017 00:00
41,198,2,6,07/11/2017 00:00,6,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2DA PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,17/10/2017 00:00,02 PR/396/17,20/10/2017 00:00,,01/11/2017 00:00
42,19,1,33,30/11/2017 00:00,21,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,27/10/2017 00:00,01 PR/423/17,03/11/2017 00:00,,28/10/2017 00:00
43,301,1,25,16/10/2017 00:00,48,"VOLUMENES EXCEDENTES, FUERA DE CATALOGO",S/N,18/09/2017 00:00,DGOP/CT/PR/321/17,25/09/2017 00:00,,21/09/2017 00:00
44,219,1,7,02/10/2017 00:00,10,EXCEDENTE Y FUERAS DE CATALOGO,S/N,22/09/2017 00:00,DGOP/CT/PR/342/17,29/09/2017 00:00,,25/09/2017 00:00
45,188,1,30,21/11/2017 00:00,28,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORR,16/10/2017 00:00,01 PR/387/17,19/10/2017 00:00,,22/10/2017 00:00
46,203,1,23,25/11/2017 00:00,33,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,01/11/2017 00:00,02 PR/444/17,08/11/2017 00:00,,02/11/2017 00:00
47,205,1,33,27/10/2017 00:00,48,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,21/09/2017 00:00,01 PR/324/17,26/09/2017 00:00,,24/09/2017 00:00
48,267,1,14,11/11/2017 00:00,15,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,11/10/2017 00:00,01 PR/378/17,17/10/2017 00:00,,28/10/2017 00:00
49,12,1,34,09/09/2017 00:00,23,VOLUMENES EXCEDENTES Y CONCEPTOS FUERA DE CATÁLOGO,S/N PRÓRROGA,03/08/2017 00:00,DGOP/CT/PR/280/17,10/08/2017 00:00,,06/08/2017 00:00
50,165,1,13,06/11/2017 00:00,12,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PR,18/10/2017 00:00,01 PR/399/17,23/10/2017 00:00,,24/10/2017 00:00
51,192,1,35,29/10/2017 00:00,51,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PR,22/09/2017 00:00,01 PR/333/17,27/10/2017 00:00,,24/09/2017 00:00
52,264,1,37,24/10/2017 00:00,54,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PR,11/09/2017 00:00,/01 PR/298/17,15/09/2017 00:00,,17/09/2017 00:00
53,309,1,28,04/11/2017 00:00,52,demora en la revision y autorizacion del señalamiento de proteccion de obra y de operación por parte de la dirección de Ing. Tránsito Municipal y en los proyectos de agua y drenaje por parte de Sapal y Desarrollo Rural,S/N,02/10/2017 00:00,DGOP/ML/1880/2017,02/10/2017 00:00,ninguna,07/10/2017 00:00
54,173,1,21,15/11/2017 00:00,19,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PR,13/10/2017 00:00,01 PR/384/17,18/10/2017 00:00,,25/10/2017 00:00
55,169,1,35,29/11/2017 00:00,32,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PR,25/10/2017 00:00,01 PR/417/17,31/10/2017 00:00,,25/10/2017 00:00
56,233,2,41,26/11/2017 00:00,59,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PR,16/10/2017 00:00,02 PR/390/17,19/10/2017 00:00,,16/10/2017 00:00
57,9,1,46,30/09/2017 00:00,32,VOLUMENES EXCEDENTES Y FUERA DE CATALOGO,S/N PRÓRROGA,11/07/2017 00:00,DGOP/CT/PR/252/17,18/07/2017 00:00,,15/08/2017 00:00
58,228,1,22,15/11/2017 00:00,23,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,24/10/2017 00:00,01 PR/412/17,30/10/2017 00:00,,24/10/2017 00:00
59,229,1,22,15/11/2017 00:00,23,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,24/10/2017 00:00,01 PR/412/17,30/10/2017 00:00,,24/10/2017 00:00
60,141,1,22,05/11/2017 00:00,18,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,09/10/2017 00:00,01 PR/369/17,13/10/2017 00:00,,14/10/2017 00:00
61,272,1,21,09/12/2017 00:00,22,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,29/09/2017 00:00,01 PR/348/17,04/10/2017 00:00,,18/11/2017 00:00
62,293,1,24,31/10/2017 00:00,44,falta de autorización de SAPAL de los proyectos de Ambas Calles,sin numero,05/10/2017 00:00,DGOP/ML/1861/2017,06/10/2017 00:00,ninguna,07/10/2017 00:00
63,273,1,0,02/12/2017 00:00,22,SE AUTORIZA PRORROGA SIN VARIAR CARACTERÍSTICAS ESENCIALES DEL OBJETO DEL CONTRATO ORIGINAL,S/N,02/10/2017 00:00,DGOP/CT/PR/366/17,02/12/2017 00:00,SE CAPTURA PRORROGA POR DAR REVISION A ESTIMACIONES POR CIERRE DE AÑO,11/11/2017 00:00
64,197,1,58,03/12/2017 00:00,61,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PR,06/10/2017 00:00,01 PR/367/17,11/10/2017 00:00,,06/10/2017 00:00
65,167,1,15,16/11/2017 00:00,13,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PR ,18/09/2017 00:00,01 PR/309/17,22/09/2017 00:00,,01/11/2017 00:00
66,174,1,18,25/11/2017 00:00,15,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PR,07/11/2017 00:00,01 PR/453/17,10/11/2017 00:00,,07/11/2017 00:00
67,242,1,12,16/11/2017 00:00,13,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,31/10/2017 00:00,01 PR/435/17,06/11/2017 00:00,,04/11/2017 00:00
68,310,1,7,06/12/2017 00:00,9,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,10/10/2017 00:00,01 PR/372/17,16/10/2017 00:00,,29/11/2017 00:00
69,195,1,23,15/11/2017 00:00,23,LLUVIAS,S/N 1A PRORROGA,18/10/2017 00:00,DGOP/CT/PR/408/17,25/10/2017 00:00,,23/10/2017 00:00
70,30,2,20,30/11/2017 00:00,15,MODIF ALCANCES,S/N PRORROGA,08/11/2017 00:00,DGOP/CT/0459/2017,13/11/2017 00:00,,10/11/2017 00:00
71,373,5,495,28/02/2019 00:00,195,SIN RESOLVER A A FECHA POR PARTE DE LA DIRECCIÓN DE GESTIÓN AMBIENTAL LA EL PROGRAMA DE MANEJO DE VEGETACIÓN URBANA DEL PROYECTO DEL SIT CAMPESTRE.,FORMATO DE SOLICITUD DE CONVENIO MODIFICATORIO,17/12/2018 00:00,CONVENIO MODIFICATORIO AL CONTRATO,20/12/2018 00:00,SIN OBSERVACIONES,27/12/2018 00:00
72,268,1,11,13/11/2017 00:00,11,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,31/10/2017 00:00,01 PR/432/17,03/11/2017 00:00,,02/11/2017 00:00
73,12,2,76,24/11/2017 00:00,52,CAMBIOS EN PROYECTO Y ENTREGA DE MATERIAL,S/N PRORROGA,08/09/2017 00:00,DGOP/CT/PR/296/17,14/09/2017 00:00,,09/09/2017 00:00
74,167,2,25,11/12/2017 00:00,21,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,01/11/2017 00:00,DGOP/CT/447/17,08/11/2017 00:00,,16/11/2017 00:00
75,184,1,30,17/11/2017 00:00,31,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2DA PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,04/10/2017 00:00,01 PR/357/17,10/10/2017 00:00,,18/10/2017 00:00
76,184,2,13,30/11/2017 00:00,14,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2A PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,17/11/2017 00:00,02 PR/471/17,23/11/2017 00:00,,17/11/2017 00:00
77,134,1,22,10/12/2017 00:00,19,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,11/10/2017 00:00,02 PR/381/17,17/10/2017 00:00,,18/11/2017 00:00
78,265,1,25,08/12/2017 00:00,30,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 1ER PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO ,S/N PRORR,10/11/2017 00:00,01 PR/465/17,15/11/2017 00:00,,13/11/2017 00:00
79,289,1,24,01/12/2017 00:00,29,LLUVIAS Y LIBERACIÓN PENDIENTE DE UN SITIO,S/N PRÓRROGA,03/10/2017 00:00,DGOP/CT/PR/354/17,09/10/2017 00:00,,07/11/2017 00:00
80,298,1,22,09/11/2017 00:00,41,"LLUVIAS, POR FIESTAS PATRIAS",S/N PRORROGA,18/10/2017 00:00,DGOP/CT/PR/405/17,23/10/2017 00:00,,18/10/2017 00:00
81,8,1,34,09/09/2017 00:00,23,"FALTA DE ESPECIFICACIÓN EN PROY, Y ATRASO EN EQUIPO",S/N PRORROGA,04/08/2017 00:00,DGOP/CT/PR/279/17,10/08/2017 00:00,,06/08/2017 00:00
82,8,2,77,25/11/2017 00:00,53,"DEFINICIÓN DE FIBRA DE CUBIERTA ACÚSTICA, CACETA DE TAQUILLA, LLUVIA",S/N PRORROGA,08/09/2017 00:00,DGOP/CT/PR/295/17,14/09/2017 00:00,,09/09/2017 00:00
83,200,1,40,10/12/2017 00:00,36,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2DA PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,18/10/2017 00:00,01 PR/402/17,23/10/2017 00:00,,31/10/2017 00:00
84,201,1,40,10/12/2017 00:00,36,SE ANEXA AUTORIZACIÓN DE CONVENIO ORIGINAL DE 2DA PRORROGA CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD D PRORROGA EN EL EXPEDIENTE UNITARIO  ,S/N PRORR,18/10/2017 00:00,01 PR/402/17,23/10/2017 00:00,,31/10/2017 00:00
