Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
33,165,1,ANTICIPO,06/07/2017 00:00,17,06/07/2017 00:00,24/10/2017 00:00,S/N RECAL,11/07/2017 00:00,DGOP/DAyCFO/110/2017,14/07/2017 00:00,21/07/2017 AMALIA,19/06/2017 00:00,07/10/2017 00:00
34,182,1,ANTICIPO,12/07/2017 00:00,13,13/07/2017 00:00,20/09/2017 00:00,S/N RECAL,21/07/2017 00:00,DAyCFO/122/2017,28/07/2017 00:00,KAREN 24/07/2017,30/06/2017 00:00,07/09/2017 00:00
35,188,1,ANTICIPO,13/07/2017 00:00,29,05/07/2017 00:00,22/10/2017 00:00,S/N,20/07/2017 00:00,DGOP/DAyCFO/0123/2017,25/07/2017 00:00,SE AUTORIZA RECALENDARIZACIÓN POR ANTICIPO DE FECHA 13/07/2017,06/06/2017 00:00,23/09/2017 00:00
36,185,1,ANTICIPO,12/07/2017 00:00,50,12/07/2017 00:00,09/11/2017 00:00,S/N RECAL,19/07/2017 00:00,DGOP/DAyCFO/121/2017,25/07/2017 00:00,AMALIA 25/07/2017,23/05/2017 00:00,20/09/2017 00:00
37,170,1,ANTICIPO,06/07/2017 00:00,45,07/07/2017 00:00,04/11/2017 00:00,S/N,14/07/2017 00:00,DGOP/DAyCFO/0114/2017,21/07/2017 00:00,SE AUTORIZA RECALENDARIZACIÓN POR ANTICIPO EL DÍA 06 DE JULIO 2017,23/05/2017 00:00,20/09/2017 00:00
38,205,1,ANTICIPO,17/07/2017 00:00,17,17/07/2017 00:00,24/09/2017 00:00,S/N RECAL,19/07/2017 00:00,DayCFO/124/2017,24/07/2017 00:00,CLAUDIA 26/07/2017,30/06/2017 00:00,07/09/2017 00:00
39,173,1,ANTICIPO,06/07/2017 00:00,18,07/07/2017 00:00,25/10/2017 00:00,S/N,14/07/2017 00:00,DGOP/DAyCFO/0128/2017,19/07/2017 00:00,RECALENDARIZACION POR ANTICIPO 27/07/2017 ANA LAURA,19/06/2017 00:00,07/10/2017 00:00
40,179,1,ANTICIPO,11/07/2017 00:00,22,11/07/2017 00:00,15/10/2017 00:00,S/N,17/07/2017 00:00,DGOP/DAyCFO/0129/2017,21/07/2017 00:00,ANA LAURA 27/07/2017 RECALENDARIZACION POR ANTICIPO,19/06/2017 00:00,23/09/2017 00:00
41,210,1,ANTICIPO,17/07/2017 00:00,19,19/07/2017 00:00,26/09/2017 00:00,S/N RECAL,26/07/2017 00:00,DAyCFO/130/2017,27/07/2017 00:00,KAREN 27/07/2017,30/06/2017 00:00,07/09/2017 00:00
42,176,1,ANTICIPO,06/07/2017 00:00,43,07/07/2017 00:00,29/10/2017 00:00,S/N,13/07/2017 00:00,DGOP/DAyCFO/0116/2017,18/07/2017 00:00,ANA LAURA 27/07/2017,25/05/2017 00:00,16/09/2017 00:00
43,194,1,ANTICIPO,06/07/2017 00:00,18,07/07/2017 00:00,25/10/2017 00:00,S/N,13/07/2017 00:00,DGOP/DAYCFO/DCP/0132/2017,21/07/2017 00:00,RECALENDARIZACION POR ANTICIPO GRISELDA  28/07/2017,19/06/2017 00:00,07/10/2017 00:00
44,193,1,ANTICIPO,12/07/2017 00:00,51,13/07/2017 00:00,10/11/2017 00:00,S/N,16/07/2017 00:00,DGOP/DAYCFO/DCP/0135/2017,24/07/2017 00:00,RECALENDARIZACION ANTICIPO GRISELDA 28/07/2017,23/05/2017 00:00,20/09/2017 00:00
45,195,1,ANTICIPO,12/07/2017 00:00,37,13/07/2017 00:00,23/10/2017 00:00,S/N,20/07/2017 00:00,DGOP/DAYCFO/DCP/0133/2017,27/07/2017 00:00,RECALENDARIZACION ANTICIPO GRISELDA 28/27/2017,06/06/2017 00:00,16/09/2017 00:00
46,199,1,ANTICIPO,17/07/2017 00:00,21,17/07/2017 00:00,07/10/2017 00:00,S/N,20/07/2017 00:00,GDOP/DAYCFO/DCP/0137/2017,28/07/2017 00:00,RECALENDARIZACION ANTICIPO GRISELDA 28/07/2017,26/06/2017 00:00,16/09/2017 00:00
47,198,1,ANTICIPO,17/07/2017 00:00,32,17/07/2017 00:00,25/10/2017 00:00,S/N,21/07/2017 00:00,DGOP/DAYCFO/DCP/0134/2017,28/07/2017 00:00,RECALENDARIZACION ANTICIPO GRISELDA 28/07/2017,15/06/2017 00:00,23/09/2017 00:00
48,219,1,ANTICIPO,17/07/2017 00:00,18,18/07/2017 00:00,25/09/2017 00:00,S/N,25/07/2017 00:00,DGOP/DAyCFO/0131/2017,28/07/2017 00:00,SE RECALENDARIZA  CON FECHA DE ANTICIPO EL DIA 17 JULIO 2017,30/06/2017 00:00,07/09/2017 00:00
49,203,1,ANTICIPO,01/08/2017 00:00,18,18/07/2017 00:00,25/09/2017 00:00,S/N RECAL,24/07/2017 00:00,DAyCFO/125/2017,28/07/2017 00:00,KAREN 01/08/2017,30/06/2017 00:00,07/09/2017 00:00
50,228,1,ANTICIPO,01/08/2017 00:00,17,20/07/2017 00:00,24/10/2017 00:00,S/N,28/07/2017 00:00,DGOP/DAyCFO/0138/2017,01/08/2017 00:00,ANA LAURA 01/08/2017,03/07/2017 00:00,07/10/2017 00:00
51,229,1,ANTICIPO,01/08/2017 00:00,17,20/07/2017 00:00,24/10/2017 00:00,S/N,28/07/2017 00:00,DGOP/DAyCFO/0138/2017,01/08/2017 00:00,ANA LAURA 01/08/2017,03/07/2017 00:00,07/10/2017 00:00
52,192,1,ANTICIPO,17/07/2017 00:00,17,17/07/2017 00:00,24/09/2017 00:00,S/N,25/07/2017 00:00,DGOP/DAyCFO/139/2017,01/08/2017 00:00,AMALIA 03/08/2017,30/06/2017 00:00,07/09/2017 00:00
53,186,1,ANTICIPO,12/07/2017 00:00,13,13/07/2017 00:00,20/09/2017 00:00,S/N RECAL,21/07/2017 00:00,DGOP/DAyCFO/140/2017,28/07/2017 00:00,AMALIA 04/08/2017,30/06/2017 00:00,07/09/2017 00:00
54,211,1,ANTICIPO,28/07/2017 00:00,20,31/07/2017 00:00,20/11/2017 00:00,S/N RECAL,04/08/2017 00:00,DAyCFO/142/2017,04/08/2017 00:00,KAREN 04/08/2017,11/07/2017 00:00,31/10/2017 00:00
55,224,1,ANTICIPO,28/07/2017 00:00,7,31/07/2017 00:00,04/11/2017 00:00,S/N RECAL,04/08/2017 00:00,DAyCFO/143/2017,07/08/2017 00:00,KAREN 07/08/2017,24/07/2017 00:00,28/10/2017 00:00
56,204,1,ANTICIPO,12/07/2017 00:00,51,13/07/2017 00:00,10/11/2017 00:00,S/N RECAL,19/07/2017 00:00,DAyCFO/126/2017,07/08/2017 00:00,CLAU 07/08/2017,23/05/2017 00:00,20/09/2017 00:00
57,208,1,ANTICIPO,24/07/2017 00:00,32,25/07/2017 00:00,02/10/2017 00:00,S/N,02/08/2017 00:00,DGOP/DAyCFO/DCP/0144/2017,08/08/2017 00:00,SE AUTORIZA RECALENDARIZACIÓN POR ANTICIPO 24/07/2017,23/06/2017 00:00,31/08/2017 00:00
58,246,1,ANTICIPO,28/07/2017 00:00,21,01/08/2017 00:00,21/11/2017 00:00,S/N,04/08/2017 00:00,DGOP/DAyCFO/0145/2017,08/08/2017 00:00,SE AUTORIZA RECALENDARIZACIÓN POR DEPOSITO EL 28/07/2017,11/07/2017 00:00,31/10/2017 00:00
59,242,1,ANTICIPO,28/07/2017 00:00,21,31/07/2017 00:00,04/11/2017 00:00,S/N,04/08/2017 00:00,DGOP/DAyCFO/0146/2017,08/08/2017 00:00,SE AUTORIZA RECALENDARIZACIÓN POR DEPOSITO DE ANTICIPO 28/07/2017,10/07/2017 00:00,14/10/2017 00:00
60,225,1,ANTICIPO,26/07/2017 00:00,17,27/07/2017 00:00,27/11/2017 00:00,S/N RECAL,02/08/2017 00:00,DGOP/DAyCFO/141/2017,07/08/2017 00:00,REALIZÓ AMALIA,10/07/2017 00:00,10/11/2017 00:00
61,237,1,ANTICIPO,07/08/2017 00:00,15,08/08/2017 00:00,29/10/2017 00:00,S/N RECAL,10/08/2017 00:00,DAyCFO/148/2017,10/08/2017 00:00,KAREN 10/08/2017,24/07/2017 00:00,14/10/2017 00:00
62,233,1,ANTICIPO,17/07/2017 00:00,18,17/07/2017 00:00,25/09/2017 00:00,S/N,04/08/2017 00:00,DGOP/DAyCFO/0149/2017,10/08/2017 00:00,RECALENDARIZACION POR ANTIICIPO  11/08/2017 ANA LAURA,29/06/2017 00:00,07/09/2017 00:00
63,231,1,ANTICIPO,04/08/2017 00:00,32,04/08/2017 00:00,08/11/2017 00:00,S/N,08/08/2017 00:00,DAyCFO/0180/2017,11/08/2017 00:00,RECALENDARIZACION POR ANTICIPO 11/08/2017 ANA LAURA,03/07/2017 00:00,07/10/2017 00:00
64,40,1,SITIO,14/08/2017 00:00,14,01/05/2017 00:00,14/08/2017 00:00,S/N RECALEND SITIO,04/05/2017 00:00,DGOP/CT/REC/082/17,11/05/2017 00:00,SE LIBERÓ EL SITIO EL 30/ABRIL/2017 Y SE DÁ INICIO EL 01/MAYO/2017,17/04/2017 00:00,31/07/2017 00:00
65,240,1,ANTICIPO,28/07/2017 00:00,20,31/07/2017 00:00,20/11/2017 00:00,S/N RECAL,08/08/2017 00:00,DGOP/DAyCFO/152/2017,14/08/2017 00:00,AMALIA 14/08/2017 ,11/07/2017 00:00,31/10/2017 00:00
66,247,1,ANTICIPO,07/08/2017 00:00,29,08/08/2017 00:00,19/11/2017 00:00,S/N RECAL,16/08/2017 00:00,DAYCFO/0153/2017,16/08/2017 00:00,CLAU 16/08/2017,10/07/2017 00:00,21/10/2017 00:00
67,251,1,ANTICIPO,27/07/2017 00:00,11,28/07/2017 00:00,23/08/2017 00:00,S/N RECAL,16/08/2017 00:00,DAYCFO/0154/2017,16/08/2017 00:00,CLAU 16/08/2017,17/07/2017 00:00,12/08/2017 00:00
68,248,1,ANTICIPO,10/08/2017 00:00,17,10/08/2017 00:00,31/10/2017 00:00,S/N RECAL,18/08/2017 00:00,DAYCFO/0155/2017,18/08/2017 00:00,CLAU 18/08/2017,24/07/2017 00:00,14/10/2017 00:00
69,244,1,ANTICIPO,10/08/2017 00:00,17,10/08/2017 00:00,31/10/2017 00:00,S/N,17/08/2017 00:00,DGOP/DAyCFO/0156/2017,18/08/2017 00:00,"SE AUTORIZA RECALENDARIZACIÓN, POR FECHA DE ANTICIPO 10/08/2017",24/07/2017 00:00,14/10/2017 00:00
70,261,1,ANTICIPO,14/07/2017 00:00,21,14/07/2017 00:00,28/10/2017 00:00,S/N RECAL,18/08/2017 00:00,DGOP/DAYCFO/0136/2017,18/08/2017 00:00,GRISELDA 18/08/2017,23/06/2017 00:00,07/10/2017 00:00
71,235,1,ANTICIPO,31/07/2017 00:00,20,31/07/2017 00:00,20/11/2017 00:00,S/N RECAL.,18/08/2017 00:00,DGOP/DAYCFO/0157/2017,18/08/2017 00:00,GRISELDA 18/08/2017,11/07/2017 00:00,31/10/2017 00:00
72,230,1,ANTICIPO,28/07/2017 00:00,54,29/07/2017 00:00,23/11/2017 00:00,S/N,04/08/2017 00:00,DGOP/DAyCFO/0150/2017,09/08/2017 00:00,ANA LAURA ,05/06/2017 00:00,30/09/2017 00:00
73,234,1,ANTICIPO,14/07/2017 00:00,26,15/07/2017 00:00,07/09/2017 00:00,S/N,02/08/2017 00:00,DGOP/DAyCFO/0150/2017,07/08/2017 00:00,ANA LAURA,19/06/2017 00:00,12/08/2017 00:00
74,249,1,ANTICIPO,09/08/2017 00:00,17,10/08/2017 00:00,26/12/2017 00:00,S/N RECAL,18/08/2017 00:00,DAyCFO/158/2017,22/08/2017 00:00,KAREN 22/07/2017,24/07/2017 00:00,09/12/2017 00:00
75,257,1,ANTICIPO,16/08/2017 00:00,20,16/08/2017 00:00,15/12/2017 00:00,S/N,22/08/2017 00:00,DGOP/DAYCFO7/0160/2017,22/08/2017 00:00,GRISELDA RECAL 22/08/2017,27/07/2017 00:00,25/11/2017 00:00
76,263,1,ANTICIPO,18/08/2017 00:00,22,18/08/2017 00:00,17/12/2017 00:00,S/N,22/08/2017 00:00,DGOP/DAYCFO/0159/2017,22/08/2017 00:00,GRISELDA RECAL 22/08/2017,27/07/2017 00:00,25/11/2017 00:00
77,226,1,ANTICIPO,07/07/2017 00:00,26,05/08/2017 00:00,09/11/2017 00:00,S/N RECAL,09/08/2017 00:00,DGOP/DAyCFO/161/2017,14/08/2017 00:00,AMALIA,10/07/2017 00:00,14/10/2017 00:00
78,214,1,SITIO,22/08/2017 00:00,21,31/07/2017 00:00,06/10/2017 00:00,S/N RECAL,03/08/2017 00:00,DGOP/CT/REC/088/17,08/08/2017 00:00,POR RETRASO EN ENTREGA DE SITIO,10/07/2017 00:00,15/09/2017 00:00
79,221,1,ANTICIPO,11/08/2017 00:00,19,12/08/2017 00:00,16/11/2017 00:00,S/N,18/08/2017 00:00,DGOP/DAyCFO/0164/2017,25/08/2017 00:00,SE AUTORIZA RECALENDARIZACIÓN POR ANTICIPO EL DÍA 11/08/2017,24/07/2017 00:00,28/10/2017 00:00
80,252,1,ANTICIPO,15/08/2017 00:00,16,16/08/2017 00:00,06/11/2017 00:00,S/N,22/08/2017 00:00,DGOP/DAyCFO/0163/2017,25/08/2017 00:00,SE AUTORIZA RECALENDARIZACIÓN POR DEPOSITO EL DÍA 15/08/2017,31/07/2017 00:00,21/10/2017 00:00
81,273,1,ANTICIPO,04/08/2017 00:00,28,07/08/2017 00:00,11/11/2017 00:00,S/N,25/08/2017 00:00,DGOP/DAYCFO/0165/2017,25/08/2017 00:00,GRISELDA RECAL 25/08/2017,10/07/2017 00:00,14/10/2017 00:00
82,213,1,ANTICIPO,04/08/2017 00:00,26,05/08/2017 00:00,09/11/2017 00:00,S/N,17/08/2017 00:00,DGOP/DAyCFO/0166/2017,22/08/2017 00:00,ANA LAURA AUT. POR ANT. ,10/07/2017 00:00,14/10/2017 00:00
83,245,1,ANTICIPO,14/08/2017 00:00,14,14/08/2017 00:00,04/11/2017 00:00,S/N,21/08/2017 00:00,DGOP/DAyCFO/0167/2017,25/08/2017 00:00,RECALENDARIZACIÓN POR ANTICIPO / ANA LAURA,31/07/2017 00:00,21/10/2017 00:00
84,284,1,ANTICIPO,16/08/2017 00:00,21,17/08/2017 00:00,16/12/2017 00:00,S/N,21/08/2017 00:00,DGOP/DAyCFO/0172/2017,25/08/2017 00:00,ANA LAURA ,27/07/2017 00:00,25/11/2017 00:00
85,259,1,ANTICIPO,21/08/2017 00:00,15,22/08/2017 00:00,12/11/2017 00:00,S/N RECAL,29/08/2017 00:00,DAyCFO/170/2017,30/08/2017 00:00,XOUCH 30/08/2017,07/08/2017 00:00,28/10/2017 00:00
86,271,1,ANTICIPO,22/08/2017 00:00,8,22/08/2017 00:00,15/10/2017 00:00,S/N RECAL,29/08/2017 00:00,DAyCFO/171/2017,30/08/2017 00:00,KAREN 30/08/2017,14/08/2017 00:00,07/10/2017 00:00
87,290,1,ANTICIPO,05/07/2017 00:00,31,06/07/2017 00:00,01/08/2017 00:00,S/N RECAL,12/07/2017 00:00,DGOP/DAyCFO/173/2017,17/07/2017 00:00,AMALIA 30/08/2017,05/06/2017 00:00,01/07/2017 00:00
88,289,1,ANTICIPO,17/08/2017 00:00,24,17/08/2017 00:00,07/11/2017 00:00,SI/ RECAL,24/08/2017 00:00,DGOP/DAyCFO/174/2017,29/08/2017 00:00,AMALIA 30/08/2017,24/07/2017 00:00,14/10/2017 00:00
89,277,1,ANTICIPO,23/08/2017 00:00,9,23/08/2017 00:00,16/10/2017 00:00,S/N,31/08/2017 00:00,DGOP/DAYCFO/0174/2017,31/08/2017 00:00,GRISELDA RECAL 31/08/2017,14/08/2017 00:00,07/10/2017 00:00
90,279,1,ANTICIPO,22/08/2017 00:00,8,22/08/2017 00:00,01/10/2017 00:00,S/N,31/08/2017 00:00,DGOP/DAYCFO/0175/2017,31/08/2017 00:00,GRISELDA RECL 31/08/2017,14/08/2017 00:00,23/09/2017 00:00
91,291,1,ANTICIPO,24/08/2017 00:00,18,25/08/2017 00:00,01/11/2017 00:00,S/N RECAL,31/08/2017 00:00,DGOP/DAyCFO/0176/2017,01/09/2017 00:00,AMALIA 02/09/2017,07/08/2017 00:00,14/10/2017 00:00
92,274,1,ANTICIPO,23/08/2017 00:00,9,23/08/2017 00:00,02/10/2017 00:00,S/N,05/09/2017 00:00,GDOP/DAYCFO/0168/2017,05/09/2017 00:00,CLAUDIA RECAL 05/09/2017,14/08/2017 00:00,23/09/2017 00:00
93,269,1,ANTICIPO,29/08/2017 00:00,16,29/08/2017 00:00,22/10/2017 00:00, S/N RECAL,05/09/2017 00:00,DAyCFO/178/2017,05/09/2017 00:00,KAREN 05/09/2017,14/08/2017 00:00,07/10/2017 00:00
94,265,1,ANTICIPO,07/08/2017 00:00,9,23/08/2017 00:00,13/11/2017 00:00,S/N RECAL,01/09/2017 00:00, DAyCFO/177/2017,05/09/2017 00:00,KAREN 05/09/2017,14/08/2017 00:00,04/11/2017 00:00
95,256,1,ANTICIPO,22/08/2017 00:00,27,23/08/2017 00:00,22/12/2017 00:00,S/N RECAL,05/09/2017 00:00,DGOP/DAYCFO/0169/2017,05/09/2017 00:00,CLAU RECAL 05/09/2017,27/07/2017 00:00,25/11/2017 00:00
96,282,1,ANTICIPO,31/08/2017 00:00,18,01/09/2017 00:00,22/11/2017 00:00,S/N,06/09/2017 00:00,DGOP/DAYCFO/0179/2017,06/09/2017 00:00,GRISELDA RECAL. 06/09/2017,14/08/2017 00:00,04/11/2017 00:00
97,276,1,ANTICIPO,30/08/2017 00:00,16,30/08/2017 00:00,02/10/2017 00:00,S/N,07/09/2017 00:00,DGOP/DAYCFO/0181/2017,07/09/2017 00:00,CLAU RECAL 07/09/2017,14/08/2017 00:00,16/09/2017 00:00
98,275,1,ANTICIPO,31/08/2017 00:00,17,31/08/2017 00:00,26/09/2017 00:00,S/N RECAL,07/09/2017 00:00,DGOP/DAYCFO/0180/2017,07/09/2017 00:00,CLAU RECAL 07/09/2017,14/08/2017 00:00,09/09/2017 00:00
99,288,1,ANTICIPO,30/08/2017 00:00,16,30/08/2017 00:00,23/10/2017 00:00,S/N,05/09/2017 00:00,DGOP/DAyCFO/0182/2017,07/09/2017 00:00,SE AUTORIZA RECALENDARIZACION POR FECHA DE DEPOSITO EL 30/07/2017,14/08/2017 00:00,07/10/2017 00:00
100,307,1,ANTICIPO,11/08/2017 00:00,18,11/08/2017 00:00,01/11/2017 00:00,S/N,07/09/2017 00:00,DGOP/DAYCFO/0183/2017,07/09/2017 00:00,GRISELDA RECAL 07/09/2017,24/07/2017 00:00,14/10/2017 00:00
101,292,1,ANTICIPO,31/08/2017 00:00,22,01/09/2017 00:00,10/12/2017 00:00,S/N RECAL,06/09/2017 00:00,DGOP/DAyCFO/0184/2017,08/09/2017 00:00,AMALIA 08/09/2017 ,10/08/2017 00:00,18/11/2017 00:00
