Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
11,41,1,ANTICIPO,25/03/2011 00:00,45,24/03/2011 00:00,24/10/2011 00:00,S/N RECAL ,25/03/2011 00:00,CT/REC/0010/11 ,25/03/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECLANDARIZACIÓN CON DOCUMENTACIÓN ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/02/2011 00:00,09/09/2011 00:00
12,40,1,ANTICIPO,07/04/2011 00:00,4,01/04/2011 00:00,08/06/2011 00:00,S/N RECAL ,05/04/2011 00:00,CT/REC/0011/11 ,07/04/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,28/03/2011 00:00,04/06/2011 00:00
15,89,1,ANTICIPO,26/04/2011 00:00,9,20/04/2011 00:00,20/06/2011 00:00,S/N RECAL ,26/04/2011 00:00,CT/REC/0012/11 ,26/04/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,11/04/2011 00:00,11/06/2011 00:00
16,64,1,ANTICIPO,04/05/2011 00:00,3,28/04/2011 00:00,14/06/2011 00:00,S/N RECAL ,29/04/2011 00:00,CT/REC/0068/11 ,04/05/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,25/04/2011 00:00,11/06/2011 00:00
20,108,1,ANTICIPO,09/05/2011 00:00,14,09/05/2011 00:00,09/09/2011 00:00,S/N RECAL ,09/05/2011 00:00,CT/REC/0013/11 ,09/05/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,25/04/2011 00:00,26/08/2011 00:00
21,114,1,ANTICIPO,20/05/2011 00:00,7,16/05/2011 00:00,06/08/2011 00:00,S/N RECAL ,20/05/2011 00:00,CT/REC/0014/11 ,20/05/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION POR ANTICIPO AUTORIZADO A EXPEDIENTE UNITARIO CAP TEO.,09/05/2011 00:00,30/07/2011 00:00
22,142,1,ANTICIPO,06/05/2011 00:00,7,02/05/2011 00:00,11/06/2011 00:00,S/N REC   ,03/05/2011 00:00,CT/REC/0015/11 ,06/05/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION POR ANTICIPO AUTORIZADO A EXPEDIENTE UNITARIO CAP. TEO,25/04/2011 00:00,04/06/2011 00:00
23,143,1,ANTICIPO,06/05/2011 00:00,7,02/05/2011 00:00,11/06/2011 00:00,S/N REC   ,03/05/2011 00:00,CT/REC/0016/11 ,06/05/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION POR ANTICIPO AUTORIZADO A EXPEDIENTE UNITARIO CAP. TEO,25/04/2011 00:00,04/06/2011 00:00
24,144,1,ANTICIPO,06/05/2011 00:00,97,02/05/2011 00:00,11/06/2011 00:00,S/N REC   ,03/05/2011 00:00,CT/REC/0017/11 ,06/05/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION POR ANTICIPO AUTORIZADO A EXPEDIENTE UNITARIO CAP. TEO,25/01/2011 00:00,04/06/2011 00:00
25,103,1,ANTICIPO,04/05/2011 00:00,4,29/04/2011 00:00,27/09/2011 00:00,S/N RECAL ,04/05/2011 00:00,CT/REC/0018/11 ,04/05/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION AUTORIZADOS A EXPEDIENTE UNITARIO CAP. TEO,25/04/2011 00:00,23/09/2011 00:00
26,120,1,ANTICIPO,19/05/2011 00:00,3,12/05/2011 00:00,12/09/2011 00:00,S/N RECAL ,19/05/2011 00:00,CT/REC/0019/11 ,19/05/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION AUTORIZADOS A EXPEDIENTE UNITARIO CAP. TEO,09/05/2011 00:00,09/09/2011 00:00
27,139,1,ANTICIPO,09/05/2011 00:00,9,04/05/2011 00:00,27/06/2011 00:00,S/N RECAL ,08/05/2011 00:00,CT/REC/0020/11 ,09/05/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,25/04/2011 00:00,18/06/2011 00:00
28,141,1,ANTICIPO,09/05/2011 00:00,9,04/05/2011 00:00,04/07/2011 00:00,S/N RECAL ,08/05/2011 00:00,CT/REC/0021/11 ,09/05/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLCITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,25/04/2011 00:00,25/06/2011 00:00
29,135,1,ANTICIPO,24/05/2011 00:00,11,20/05/2011 00:00,27/05/2011 00:00,S/N RECAL ,24/05/2011 00:00,CT/REC/0022/11 ,24/05/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,09/05/2011 00:00,16/05/2011 00:00
36,183,1,ANTICIPO,17/05/2011 00:00,18,13/05/2011 00:00,13/09/2011 00:00,S/N RECAL ,17/05/2011 00:00,CT/REC/0023/11 ,17/05/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION AUTORIZADO A EXPEDIENTE UNITARIO CAP TEO.,25/04/2011 00:00,26/08/2011 00:00
40,156,1,ANTICIPO,06/06/2011 00:00,2,01/06/2011 00:00,01/08/2011 00:00,S/R RECALE,02/06/2011 00:00,CT/REC/0024/11 ,06/06/2011 00:00,SE ANEXA COPIA DE AUTORIZACIÓN DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,30/05/2011 00:00,30/07/2011 00:00
46,80,1,ANTICIPO,02/06/2011 00:00,56,30/05/2011 00:00,01/10/2011 00:00,S/N RECAL ,02/06/2011 00:00,CT/REC/0025/11 ,02/06/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,04/04/2011 00:00,06/08/2011 00:00
48,81,1,ANTICIPO,31/05/2011 00:00,70,30/05/2011 00:00,26/11/2011 00:00,S/N RECAL ,31/05/2011 00:00,CT/REC/0013/11 ,31/05/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,21/03/2011 00:00,17/09/2011 00:00
49,202,1,ANTICIPO,21/06/2011 00:00,21,20/06/2011 00:00,21/12/2011 00:00,S/N RECAL ,20/06/2011 00:00,CT/REC/0014/11 ,21/06/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,30/05/2011 00:00,30/11/2011 00:00
53,203,1,ANTICIPO,24/06/2011 00:00,7,20/06/2011 00:00,21/10/2011 00:00,GEO/028/20,20/06/2011 00:00,CT/REC/0026/11 ,24/06/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/06/2011 00:00,14/10/2011 00:00
59,214,1,ANTICIPO,01/07/2011 00:00,7,27/06/2011 00:00,17/09/2011 00:00,S/N RECAL ,01/07/2011 00:00,CT/REC/0027/11 ,01/07/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,20/06/2011 00:00,10/09/2011 00:00
60,167,1,ANTICIPO,05/07/2011 00:00,25,01/07/2011 00:00,05/10/2011 00:00,S/N RECAL ,04/07/2011 00:00,CT/REC/0028/11 ,05/07/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/06/2011 00:00,10/09/2011 00:00
61,145,1,ANTICIPO,17/05/2011 00:00,16,11/05/2011 00:00,16/10/2011 00:00,S/N RECAL ,17/05/2011 00:00,CT/REC.078/11  ,17/05/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,25/04/2011 00:00,30/09/2011 00:00
62,150,1,ANTICIPO,03/06/2011 00:00,7,30/05/2011 00:00,20/08/2011 00:00,S/N REC   ,31/05/2011 00:00, CT/REC/0029/11,03/06/2011 00:00,SE ANEXA DOC DE RECALENDARIZACION AUTORIZADO POR ANTICIPO A XPEDIENTE UNITARIO CAP. TEO.,23/05/2011 00:00,13/08/2011 00:00
63,148,1,ANTICIPO,03/06/2011 00:00,7,30/05/2011 00:00,20/08/2011 00:00,S/N REC   ,30/05/2011 00:00, CT/REC/0030/11,03/06/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACION AUTORIZADO POR ANTICIPO A EXPEDIENTE UNITARIO CAP. TEO,23/05/2011 00:00,13/08/2011 00:00
64,149,1,ANTICIPO,03/06/2011 00:00,7,30/05/2011 00:00,20/08/2011 00:00,S/N REC   ,31/05/2011 00:00,CT/REC/0031/11 ,03/06/2011 00:00,SE ANEXA DOC. DE RECALENDARIZACIONAUTORIZADO POR ANTICIPO A EXPEDIENTE UNITARIO CAP TEO.,23/05/2011 00:00,13/08/2011 00:00
65,163,1,ANTICIPO,03/06/2011 00:00,9,01/06/2011 00:00,22/08/2011 00:00,S/N REC   ,02/06/2011 00:00, CT/REC/0032/11,03/06/2011 00:00,SE ANEXA DOC DE RECALENDARIZACION AUTORIZADO POR ANTICIPO A EXPEDIENTE UNITARIO CAP. TEO.,23/05/2011 00:00,13/08/2011 00:00
67,227,1,ANTICIPO,12/07/2011 00:00,2,06/07/2011 00:00,06/11/2011 00:00,S/N RECAL ,11/07/2011 00:00,CT/REC/0033/11 ,12/07/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,04/07/2011 00:00,04/11/2011 00:00
68,118,1,ANTICIPO,27/06/2011 00:00,42,20/06/2011 00:00,18/11/2011 00:00,S/N RECAL ,27/06/2011 00:00,CT/REC.0100/11 ,27/06/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZCION CON DOCUMENTACION  ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,09/05/2011 00:00,07/10/2011 00:00
72,83,1,ANTICIPO,20/06/2011 00:00,67,17/06/2011 00:00,13/11/2011 00:00,S/N RECAL ,20/06/2011 00:00,CT/REC/0034/11 ,20/06/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,11/04/2011 00:00,07/09/2011 00:00
75,222,1,ANTICIPO,15/07/2011 00:00,5,09/07/2011 00:00,09/11/2011 00:00,S/N RECAL ,13/07/2011 00:00,CT/REC/0035/11 ,15/07/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,04/07/2011 00:00,04/11/2011 00:00
76,191,1,ANTICIPO,19/07/2011 00:00,30,13/07/2011 00:00,03/10/2011 00:00,S/N RECAL ,19/07/2011 00:00,CT/REC/0036/11 ,19/07/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/06/2011 00:00,03/09/2011 00:00
77,192,1,ANTICIPO,19/07/2011 00:00,30,13/07/2011 00:00,03/10/2011 00:00,S/N RECAL ,19/07/2011 00:00,CT/REC/0037/11 ,19/07/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/06/2011 00:00,03/09/2011 00:00
87,232,1,ANTICIPO,29/07/2011 00:00,7,25/07/2011 00:00,13/08/2011 00:00,S/N RECAL ,28/07/2011 00:00,CT/REC/0038/11 ,29/07/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,18/07/2011 00:00,06/08/2011 00:00
98,242,1,ANTICIPO,23/08/2011 00:00,4,19/08/2011 00:00,19/10/2011 00:00,S/N RECAL ,22/08/2011 00:00,CT/REC/0039/11 ,23/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,15/08/2011 00:00,15/10/2011 00:00
99,248,1,ANTICIPO,25/08/2011 00:00,4,19/08/2011 00:00,09/11/2011 00:00,S/N RECAL ,25/08/2011 00:00,CT/REC/0040/11 ,25/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,15/08/2011 00:00,05/11/2011 00:00
103,258,1,ANTICIPO,29/08/2011 00:00,9,24/08/2011 00:00,18/12/2011 00:00,S/N RECALE,26/08/2011 00:00,CT/REC/0041/11 ,29/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE LA RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,15/08/2011 00:00,09/12/2011 00:00
104,257,1,ANTICIPO,30/08/2011 00:00,9,24/08/2011 00:00,18/12/2011 00:00,S/N RECALE,29/08/2011 00:00,CT/REC/0042/11 ,30/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,15/08/2011 00:00,09/12/2011 00:00
111,244,1,ANTICIPO,26/08/2011 00:00,11,19/08/2011 00:00,13/12/2011 00:00,S/N       ,18/08/2011 00:00,CT/REC.0122/11 ,26/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,08/08/2011 00:00,02/12/2011 00:00
112,133,1,ANTICIPO,16/08/2011 00:00,86,10/08/2011 00:00,08/01/2012 00:00,S/N RECAL ,10/08/2011 00:00,CT/REC.0120/11 ,16/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,16/05/2011 00:00,14/10/2011 00:00
121,272,1,ANTICIPO,14/09/2011 00:00,10,08/09/2011 00:00,01/11/2011 00:00,S/N RECAL ,13/09/2011 00:00,CT/REC/0043/11 ,14/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,29/08/2011 00:00,22/10/2011 00:00
122,255,1,ANTICIPO,01/09/2011 00:00,7,29/08/2011 00:00,19/11/2011 00:00,S/N RECAL ,29/08/2011 00:00,CT/REC/0044/11 ,01/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,22/08/2011 00:00,12/11/2011 00:00
127,306,1,ANTICIPO,21/09/2011 00:00,10,15/09/2011 00:00,25/10/2011 00:00,S/N RECAL ,21/09/2011 00:00,CT/REC/0045/11 ,21/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,05/09/2011 00:00,15/10/2011 00:00
128,300,1,ANTICIPO,22/09/2011 00:00,7,15/08/2011 00:00,09/12/2011 00:00,S/N RECALE,22/09/2011 00:00,CT/REC/0046/11 ,22/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACIÓN ORIGINAL ADJUNTA A LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,08/08/2011 00:00,02/12/2011 00:00
129,301,1,ANTICIPO,22/09/2011 00:00,7,15/08/2011 00:00,09/12/2011 00:00,S/N RECALE,22/09/2011 00:00,CT/REC/0046/11 ,22/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,08/08/2011 00:00,02/12/2011 00:00
130,302,1,ANTICIPO,22/09/2011 00:00,7,15/08/2011 00:00,09/12/2011 00:00,S/N RECALE,22/09/2011 00:00,CT/REC/0046/11 ,22/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,08/08/2011 00:00,02/12/2011 00:00
132,294,1,ANTICIPO,27/09/2011 00:00,10,22/09/2011 00:00,09/01/2012 00:00,S/N RECALE,26/09/2011 00:00,CT/REC/0047/11 ,27/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGNAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,12/09/2011 00:00,30/12/2011 00:00
139,249,1,ANTICIPO,30/08/2011 00:00,9,24/08/2011 00:00,24/10/2011 00:00,S/N RECAL ,26/08/2011 00:00,CT/REC.0124/11 ,30/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,15/08/2011 00:00,15/10/2011 00:00
140,204,1,ANTICIPO,30/09/2011 00:00,98,26/09/2011 00:00,25/11/2011 00:00,S/N RECALE,30/09/2011 00:00,CT/REC.0146/11 ,30/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,20/06/2011 00:00,19/08/2011 00:00
141,111,1,ANTICIPO,09/09/2011 00:00,112,05/09/2011 00:00,09/03/2012 00:00,S/N RECALE,09/09/2011 00:00,CT/REC.0130/11 ,09/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,16/05/2011 00:00,18/11/2011 00:00
142,251,1,ANTICIPO,31/08/2011 00:00,10,25/08/2011 00:00,11/10/2011 00:00,S/N RECALE,26/08/2011 00:00,CT/REC.0125/11 ,31/08/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,15/08/2011 00:00,01/10/2011 00:00
143,295,1,ANTICIPO,09/09/2011 00:00,7,05/09/2011 00:00,30/12/2011 00:00,S/N RECAL ,08/09/2011 00:00,CT/REC.0131/11 ,09/09/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIA EN EL EXPEDIENTE UNITARIO,29/08/2011 00:00,23/12/2011 00:00
155,361,1,ANTICIPO,25/10/2011 00:00,10,20/10/2011 00:00,20/02/2012 00:00,S/N RECAL ,20/10/2011 00:00,CT/REC/0048/11 ,25/10/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,10/10/2011 00:00,10/02/2012 00:00
156,364,1,ANTICIPO,27/10/2011 00:00,7,24/10/2011 00:00,17/12/2011 00:00,S/N RECAL ,24/10/2011 00:00,CT/REC/0049/11 ,27/10/2011 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,17/10/2011 00:00,10/12/2011 00:00
174,223,1,ANTICIPO,07/10/2011 00:00,95,30/09/2011 00:00,30/11/2011 00:00,S/N RECAL ,07/10/2011 00:00,CT/REC.0152/11 ,07/10/2011 00:00,SE AUTORIZA RECALEND CON DOCUMENTACION ORIGNAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,27/06/2011 00:00,27/08/2011 00:00
