Id_Prorroga,Id_Contrato,Dias_Recorrer,Fecha_Nueva,Porcentaje,Justificacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Termino_Ultima_Anterior
35,45,20,25/06/2011 00:00,29.41,,S/N,24/05/2011 00:00,S/N,02/06/2011 00:00,,04/06/2011 00:00
37,7,29,06/07/2011 00:00,24.37,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,31/05/2011 00:00,S/N PRORROGA 1,07/06/2011 00:00,,06/06/2011 00:00
38,144,14,26/06/2011 00:00,10.77,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,02/06/2011 00:00,S/N PRORROGA 1,09/06/2011 00:00,,11/06/2011 00:00
39,12,28,03/07/2011 00:00,27.18,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,27/07/2011 00:00,S/N PRORROGA 1,09/06/2011 00:00,,04/06/2011 00:00
41,4,13,26/06/2011 00:00,15.85,SE ANEXA DOC A EXPEDIENTE UNITARIO CAP. TEO,S/N,08/06/2011 00:00,S/N PRORROGA 2,16/06/2011 00:00,,12/06/2011 00:00
42,87,6,04/06/2011 00:00,15,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,25/05/2011 00:00,S/N PRORROGA 1,03/06/2011 00:00,,28/05/2011 00:00
43,91,6,04/06/2011 00:00,18.18,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,26/05/2011 00:00,S/N PRORROGA 1,03/06/2011 00:00,,28/05/2011 00:00
44,143,14,26/06/2011 00:00,35,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,03/06/2011 00:00,S/N PRORROGA 1,17/06/2011 00:00,,11/06/2011 00:00
45,77,13,02/07/2011 00:00,24.07,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,08/06/2011 00:00,S/N PRORROGA 1,17/06/2011 00:00,,18/06/2011 00:00
47,16,54,29/07/2011 00:00,56.25,,S/N,02/06/2011 00:00,S/N,02/06/2011 00:00,,04/06/2011 00:00
50,64,14,29/06/2011 00:00,29.79,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,10/06/2011 00:00,S/N PRORROGA 1,21/06/2011 00:00,,14/06/2011 00:00
51,40,14,23/06/2011 00:00,20.59,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,07/06/2011 00:00,S/N PRORROGA 1,15/06/2011 00:00,,08/06/2011 00:00
52,84,33,05/08/2011 00:00,40.24,,S/N,13/05/2011 00:00,S/N PRORROGA,28/06/2011 00:00,,02/07/2011 00:00
54,104,17,06/07/2011 00:00,36.17,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,15/06/2011 00:00,S/N PRORROGA 1,24/06/2011 00:00,,18/06/2011 00:00
55,21,27,23/07/2011 00:00,24.55,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,20/06/2011 00:00,S/N PRORROGA 1,30/06/2011 00:00,,25/06/2011 00:00
56,154,14,17/07/2011 00:00,25.93,,S/N,30/06/2011 00:00,S/N PRORROGA,30/06/2011 00:00,,02/07/2011 00:00
57,128,15,18/07/2011 00:00,27.78,,S/N,30/06/2011 00:00,S/N PRORROGA,30/06/2011 00:00,,02/07/2011 00:00
58,99,24,13/07/2011 00:00,44.44,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,23/06/2011 00:00,S/N PRORROGA 1,04/07/2011 00:00,,18/06/2011 00:00
66,39,20,12/09/2011 00:00,18.18,,S/N,08/07/2011 00:00,S/N PRORROGA 2,08/07/2011 00:00,,22/08/2011 00:00
69,1,41,30/04/2011 00:00,102.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,17/03/2011 00:00,S/N PRORROGA 1,25/03/2011 00:00,,19/03/2011 00:00
70,89,19,10/07/2011 00:00,31.15,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,20/06/2011 00:00,S/N PRORROGA 1,27/06/2011 00:00,,20/06/2011 00:00
71,64,6,06/07/2011 00:00,12.77,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,29/06/2011 00:00,S/N PRORROGA 2,06/07/2011 00:00,,29/06/2011 00:00
73,89,20,31/07/2011 00:00,32.79,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,08/07/2011 00:00,S/N PRORROGA 2,15/07/2011 00:00,,10/07/2011 00:00
74,13,15,21/08/2011 00:00,10,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,14/06/2011 00:00,S/N PRORROGA 1,14/07/2011 00:00,,05/08/2011 00:00
78,178,27,06/08/2011 00:00,67.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,04/07/2011 00:00,S/N PRORROGA 1,15/07/2011 00:00,,09/07/2011 00:00
79,99,22,05/08/2011 00:00,40.74,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,13/07/2011 00:00,S/N PRORROGA 2,20/07/2011 00:00,,13/07/2011 00:00
80,128,13,01/08/2011 00:00,24.07,,S/N,14/06/2011 00:00,PRORROGA 2,12/07/2011 00:00,,18/07/2011 00:00
81,96,34,23/07/2011 00:00,50,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,13/06/2011 00:00,S/N PRORROGA 1,23/06/2011 00:00,,18/06/2011 00:00
82,175,20,23/07/2011 00:00,76.92,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,29/06/2011 00:00,S/N PRORROGA 1,08/07/2011 00:00,,02/07/2011 00:00
83,7,30,06/08/2011 00:00,25.21,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,01/07/2011 00:00,S/N PRORROGA 2,12/07/2011 00:00,,06/07/2011 00:00
84,73,30,22/08/2011 00:00,29.41,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,20/07/2011 00:00,S/N PRORROGA 1,29/07/2011 00:00,,22/07/2011 00:00
85,117,62,17/12/2011 00:00,40.79,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,14/07/2011 00:00,S/N PRORROGA 1,28/07/2011 00:00,,15/10/2011 00:00
86,130,6,30/07/2011 00:00,7.32,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,21/07/2011 00:00,S/N PRORROGA 1,29/07/2011 00:00,,23/07/2011 00:00
88,146,8,01/08/2011 00:00,9.76,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,18/07/2011 00:00,S/N PRORROGA 1,29/07/2011 00:00,,23/07/2011 00:00
89,156,8,10/08/2011 00:00,13.11,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,29/07/2011 00:00,S/N PRORROGA 1,05/08/2011 00:00,,01/08/2011 00:00
90,89,6,07/08/2011 00:00,9.84,"SE ANEXA DOC, A EXPEDIENTE UNITARIO CAP. TEO.",S/N,29/07/2011 00:00,S/N PRORROGA 3,05/08/2011 00:00,,31/07/2011 00:00
91,175,13,06/08/2011 00:00,50,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,22/07/2011 00:00,S/N PRORROGA 2,29/07/2011 00:00,,23/07/2011 00:00
92,7,30,06/09/2011 00:00,25.21,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,03/08/2011 00:00,S/N PRORROGA 3,11/08/2011 00:00,,06/08/2011 00:00
93,158,20,10/09/2011 00:00,24.39,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,05/08/2011 00:00,S/N PRORROGA 1,19/08/2011 00:00,,20/08/2011 00:00
94,232,13,27/08/2011 00:00,68.42,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,12/08/2011 00:00,S/N PRORROGA 1,19/08/2011 00:00,,13/08/2011 00:00
95,33,19,03/09/2011 00:00,15.45,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,05/08/2011 00:00,S/N PRORROGA 2,17/08/2011 00:00,,14/08/2011 00:00
96,149,20,10/09/2011 00:00,24.39,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,10/08/2011 00:00,S/N PRORROGA 1,24/08/2011 00:00,,20/08/2011 00:00
97,157,27,17/09/2011 00:00,32.93,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,15/08/2011 00:00,S/N PRORROGA 1,24/08/2011 00:00,,20/08/2011 00:00
100,207,9,20/09/2011 00:00,10.98,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,08/08/2011 00:00,S/N PRORROGA 1,15/08/2011 00:00,,10/09/2011 00:00
101,146,10,12/08/2011 00:00,12.2,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,29/07/2011 00:00,S/N PRORROGA 2,08/08/2011 00:00,,01/08/2011 00:00
102,8,45,03/09/2011 00:00,29.8,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,18/07/2011 00:00,S/N PRORROGA 1,26/07/2011 00:00,,19/07/2011 00:00
105,7,29,06/10/2011 00:00,24.37,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,05/09/2011 00:00,S/N PRORROGA 4,12/09/2011 00:00,,06/09/2011 00:00
106,105,16,09/08/2011 00:00,19.51,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,18/07/2011 00:00,S/N PRORROGA 1,29/07/2011 00:00,,23/07/2011 00:00
107,148,24,14/09/2011 00:00,29.27,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP TEO.,S/N,18/08/2011 00:00,S/N PRORROGA 1,26/08/2011 00:00,,20/08/2011 00:00
108,150,24,14/09/2011 00:00,29.27,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,18/08/2011 00:00,S/N PRORROGA 1,26/08/2011 00:00,,20/08/2011 00:00
109,124,51,31/10/2011 00:00,41.46,SE ANEXA DOC A EXPEDIENTE UNITARIO CAP. TEO,S/N,01/08/2011 00:00,S/N PRORROGA 1,29/08/2011 00:00,,09/09/2011 00:00
110,197,42,09/10/2011 00:00,61.76,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,18/08/2011 00:00,S/N PRORROGA 1,02/09/2011 00:00,,27/08/2011 00:00
113,163,7,30/08/2011 00:00,8.54,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,09/08/2011 00:00,S/N PRORROGA 1,24/08/2011 00:00,,22/08/2011 00:00
114,163,15,15/09/2011 00:00,18.29,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,23/08/2011 00:00,S/N PRORROGA 2,02/09/2011 00:00,,30/08/2011 00:00
115,205,17,01/11/2011 00:00,13.82,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,01/09/2011 00:00,S/N PRORROGA 1,14/09/2011 00:00,,14/10/2011 00:00
116,114,14,21/08/2011 00:00,17.07,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,04/08/2011 00:00,S/N PRORROGA 1,12/08/2011 00:00,,06/08/2011 00:00
117,172,13,17/09/2011 00:00,15.85,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,02/09/2011 00:00,S/N PRORROGA 1,09/09/2011 00:00,,03/09/2011 00:00
118,190,13,17/09/2011 00:00,15.85,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,02/09/2011 00:00,S/N PRORROGA 1,09/09/2011 00:00,,03/09/2011 00:00
119,8,17,21/09/2011 00:00,11.26,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,02/09/2011 00:00,S/N PRORROGA 2,09/09/2011 00:00,,03/09/2011 00:00
120,189,6,17/09/2011 00:00,6.74,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,06/09/2011 00:00,S/N PRORROGA 1,14/09/2011 00:00,,10/09/2011 00:00
123,226,20,25/11/2011 00:00,16.26,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,16/08/2011 00:00,S/N PRORROGA 1,19/09/2011 00:00,,04/11/2011 00:00
124,199,19,30/09/2011 00:00,23.17,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,07/09/2011 00:00,S/N PRORROGA 1,14/09/2011 00:00,,10/09/2011 00:00
125,103,33,31/10/2011 00:00,21.85,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,01/09/2011 00:00,S/N PRORROGA 1,28/09/2011 00:00,,27/09/2011 00:00
126,240,33,04/11/2011 00:00,61.11,,S/N,28/09/2011 00:00,PRORROGA,30/09/2011 00:00,,01/10/2011 00:00
131,308,30,08/11/2011 00:00,115.38,,S/N,04/10/2011 00:00,PRORROGA,05/10/2011 00:00,,08/10/2011 00:00
133,207,4,25/09/2011 00:00,4.88,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,19/09/2011 00:00,S/N PRORROGA 2,27/09/2011 00:00,,20/09/2011 00:00
134,224,13,15/10/2011 00:00,15.85,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,26/09/2011 00:00,S/N PRORROGA 1,05/10/2011 00:00,,01/10/2011 00:00
135,189,6,24/09/2011 00:00,6.74,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,13/09/2011 00:00,S/N PRORROGA 2,22/09/2011 00:00,,17/09/2011 00:00
136,216,21,16/10/2011 00:00,25.61,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,23/09/2011 00:00,S/N PRORROGA 1,30/09/2011 00:00,,24/09/2011 00:00
137,246,15,17/10/2011 00:00,37.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,30/09/2011 00:00,S/N PRORROGA 1,07/10/2011 00:00,,01/10/2011 00:00
138,167,11,17/10/2011 00:00,11.46,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,27/09/2011 00:00,S/N PRORROGA 1,06/10/2011 00:00,,05/10/2011 00:00
144,256,18,27/10/2011 00:00,38.3,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,04/10/2011 00:00,PRORROGA 1,14/10/2011 00:00,,08/10/2011 00:00
145,248,24,04/12/2011 00:00,29.27,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,06/10/2011 00:00,S/N PRORROGA 1,14/10/2011 00:00,,09/11/2011 00:00
146,8,18,10/10/2011 00:00,11.92,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,21/09/2011 00:00,S/N PRORROGA 3,28/09/2011 00:00,,21/09/2011 00:00
147,274,30,22/11/2011 00:00,55.56,,S/N,20/10/2011 00:00,PRORROGA 1,20/10/2011 00:00,,22/10/2011 00:00
148,16,52,20/09/2011 00:00,54.17,,S/N,28/07/2011 00:00,S/N 2,28/07/2011 00:00,,29/07/2011 00:00
149,266,193,03/05/2012 00:00,357.41,,S/N,06/03/2012 00:00,S/N,07/03/2012 00:00,,22/10/2011 00:00
150,271,13,05/11/2011 00:00,24.07,,S/N,17/10/2011 00:00,PRORROGA 1,21/10/2011 00:00,,22/10/2011 00:00
151,33,20,24/09/2011 00:00,16.26,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,30/08/2011 00:00,S/N PRORROGA 3,09/09/2011 00:00,,03/09/2011 00:00
152,39,20,03/10/2011 00:00,18.18,,S/N,05/09/2011 00:00,S/N PRORROGA 3,09/09/2011 00:00,,12/09/2011 00:00
153,276,33,02/12/2011 00:00,61.11,,S/N,26/10/2011 00:00,PRORROGA 1,26/10/2011 00:00,,29/10/2011 00:00
154,290,14,13/11/2011 00:00,25.93,,S/N,26/10/2011 00:00,PRORROGA 1,27/10/2011 00:00,,29/10/2011 00:00
157,13,31,07/11/2011 00:00,20.67,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,05/10/2011 00:00,S/N PRORROGA 3,13/10/2011 00:00,,06/10/2011 00:00
158,243,20,05/11/2011 00:00,32.79,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,14/10/2011 00:00,S/N PRORROGA 1,21/10/2011 00:00,,15/10/2011 00:00
159,254,27,12/11/2011 00:00,50,SE ANEXA DOC A EXPEDIENTE UNITARIO CAP. TEO,S/N,12/10/2011 00:00,S/N PRORROGA 1,21/10/2011 00:00,,15/10/2011 00:00
160,252,20,29/10/2011 00:00,37.04,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,06/10/2011 00:00,S/N PRORROGA 1,14/10/2011 00:00,,08/10/2011 00:00
161,236,6,15/10/2011 00:00,8.82,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,05/10/2011 00:00,S/N PRORROGA 1,14/10/2011 00:00,,08/10/2011 00:00
162,242,13,02/11/2011 00:00,21.31,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,05/10/2011 00:00,S/N PRORROGA 1,24/10/2011 00:00,,19/10/2011 00:00
163,286,11,10/11/2011 00:00,20.37,,S/N,28/10/2011 00:00,PRORROGA 1,31/10/2011 00:00,,29/10/2011 00:00
164,249,25,19/11/2011 00:00,40.98,SE ANEXA DOC. A EXPEDIENTE UNIYARIO CAP. TEO.,S/N,24/10/2011 00:00,S/N PRORROGA 1,31/10/2011 00:00,,24/10/2011 00:00
165,267,27,03/12/2011 00:00,50,,S/N,04/11/2011 00:00,PRORROGA 1,04/11/2011 00:00,,05/11/2011 00:00
166,83,65,18/01/2012 00:00,43.62,,S/N,03/11/2011 00:00,PRORROGA 1,04/11/2011 00:00,,13/11/2011 00:00
167,81,53,19/01/2012 00:00,29.44,,S/N,28/10/2011 00:00,PRORROGA 1,25/10/2011 00:00,,26/11/2011 00:00
168,308,29,08/12/2011 00:00,111.54,,S/N,06/11/2011 00:00,PRORROGA 2,07/11/2011 00:00,,08/11/2011 00:00
169,250,7,11/11/2011 00:00,8.75,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,28/10/2011 00:00,S/N PRORROGA 1,10/11/2011 00:00,,03/11/2011 00:00
170,124,17,18/11/2011 00:00,13.82,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,25/10/2011 00:00,S/N PRORROGA 2,04/11/2011 00:00,,31/10/2011 00:00
171,236,13,29/10/2011 00:00,19.12,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,14/10/2011 00:00,S/N PRORROGA 2,21/10/2011 00:00,,15/10/2011 00:00
172,320,19,11/11/2011 00:00,47.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,21/10/2011 00:00,S/N PRORROGA 1,28/10/2011 00:00,,22/10/2011 00:00
173,306,17,12/11/2011 00:00,42.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,21/10/2011 00:00,S/N PRORROGA 1,01/11/2011 00:00,,25/10/2011 00:00
179,330,13,10/12/2011 00:00,24.07,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,04/11/2011 00:00,S/N PRORROGA 1,23/11/2011 00:00,,26/11/2011 00:00
181,182,20,24/09/2011 00:00,24.39,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,02/09/2011 00:00,S/N PRORROGA 1,09/09/2011 00:00,,03/09/2011 00:00
182,291,29,19/12/2011 00:00,42.65,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,01/11/2011 00:00,S/N PRORROGA 1,28/11/2011 00:00,,19/11/2011 00:00
183,310,10,30/11/2011 00:00,14.71,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,17/11/2011 00:00,S/N PRORROGA 1,28/11/2011 00:00,,19/11/2011 00:00
189,124,33,22/12/2011 00:00,26.83,,TERCER PRO,28/11/2011 00:00,TERCER PRORROGA,28/11/2011 00:00,,18/11/2011 00:00
192,300,7,17/12/2011 00:00,6.03,,S/N,14/12/2011 00:00,S/N,16/12/2011 00:00,,09/12/2011 00:00
193,301,7,17/12/2011 00:00,6.03,,S/N,14/12/2011 00:00,S/N,16/12/2011 00:00,,09/12/2011 00:00
194,302,7,17/12/2011 00:00,6.03,,S/N,14/12/2011 00:00,S/N,16/12/2011 00:00,,09/12/2011 00:00
195,308,30,08/01/2012 00:00,115.38,,S/N,04/12/2011 00:00,PRORROGA 3,05/12/2011 00:00,,08/12/2011 00:00
197,392,31,31/01/2012 00:00,46.27,,PRORROGA,13/12/2011 00:00,PRORROGA,13/12/2011 00:00,,30/12/2011 00:00
198,263,14,31/12/2011 00:00,12.07,,S/N,14/12/2011 00:00,S/N,16/12/2011 00:00,,16/12/2011 00:00
199,314,26,30/12/2011 00:00,31.71,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,01/12/2011 00:00,S/N PRORROGA 1,09/12/2011 00:00,,03/12/2011 00:00
200,376,42,22/01/2012 00:00,77.78,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,07/12/2011 00:00,S/N PRORROGA 1,15/12/2011 00:00,,10/12/2011 00:00
201,381,28,28/01/2012 00:00,41.79,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,28/12/2011 00:00,S/N PRORROGA 1,04/01/2012 00:00,,30/12/2011 00:00
202,415,13,21/01/2012 00:00,39.39,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,24/12/2011 00:00,S/N PRORROGA 1,13/01/2012 00:00,,07/01/2012 00:00
203,341,21,21/01/2012 00:00,25.93,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,21/12/2011 00:00,S/N PRORROGA 1,28/12/2011 00:00,,30/12/2011 00:00
204,388,41,25/02/2012 00:00,50,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,09/12/2011 00:00,S/N PRORROGA 1,20/12/2011 00:00,,14/01/2012 00:00
205,118,42,31/12/2011 00:00,27.81,SE ANEXA DOC A EXPEDIENTE UNITARIO CAP. TEO.,S/N,17/11/2011 00:00,S/N PRORROGA 1,28/11/2011 00:00,,18/11/2011 00:00
209,117,44,31/01/2012 00:00,28.95,,SEGUNDA PR,15/12/2011 00:00,SEGUNDA PRORROG,15/12/2011 00:00,,17/12/2011 00:00
210,414,39,08/02/2012 00:00,121.88,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,21/12/2011 00:00,S/N PRORROGA 1,30/12/2011 00:00,,30/12/2011 00:00
211,298,18,28/12/2011 00:00,15.52,SE ANEXA COPIA A ESTIMACION 6 FINIQUITO,S/N,16/12/2011 00:00,S/N,16/12/2011 00:00,,09/12/2011 00:00
212,384,21,21/01/2012 00:00,31.34,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,25/12/2011 00:00,S/N PRORROGA 1,04/01/2012 00:00,,30/12/2011 00:00
213,292,14,14/01/2012 00:00,12.84,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,23/12/2011 00:00,S/N PRORROGA 1,30/12/2011 00:00,,30/12/2011 00:00
214,344,57,26/02/2012 00:00,70.37,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,19/12/2011 00:00,S/N PRORROGA 1,28/12/2011 00:00,,30/12/2011 00:00
215,117,-1,31/01/2012 00:00,-0.66,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,30/11/2011 00:00,S/N PRORROGA 2,15/12/2011 00:00,,31/01/2012 00:00
216,406,15,26/01/2012 00:00,32.61,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,09/01/2012 00:00,S/N PRORROGA 1,16/01/2012 00:00,,10/01/2012 00:00
217,351,55,23/12/2011 00:00,54.46,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP TEO.,S/N,15/10/2011 00:00,S/N PRORROGA,04/11/2011 00:00,,28/10/2011 00:00
218,90,189,22/01/2012 00:00,230.49,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,23/12/2011 00:00,S/N PRORROGA 1,30/12/2011 00:00,,16/07/2011 00:00
226,134,53,06/10/2011 00:00,64.63,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,30/09/2011 00:00,S/N PRORROGA 1,06/10/2011 00:00,,13/08/2011 00:00
227,383,5,30/12/2011 00:00,8.2,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,22/12/2011 00:00,S/N PRORROGA 1,30/12/2011 00:00,,24/12/2011 00:00
228,294,26,05/02/2012 00:00,23.85,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO.,S/N,28/12/2012 00:00,S/N PRORROGA 1,16/01/2012 00:00,,09/01/2012 00:00
