Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe
148,6,43,MOBILIARIO URBANO,171166.82
149,6,44,"MUROS DE MAMPOSTERÍA - ZONA ARBOLADA - ISLA """"A"""".",64280.98
150,6,45,"ÁREA DE MESAS - ZONA ARBOLADA - ISLA """"A"""".",28272.63
151,6,46,"MOBILIARIO - ZONA ARBOLADA - ISLA """"A"""".",50004.04
152,6,47,"FORESTACIÓN, JARDINERA - ZONA ARBOLADA - ISLA """"A"""".",44719.69
153,6,48,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - GIMNASIO URBANO ISLA """"B"""".",43047.96
154,6,49,"PISO - GIMNASIO URBANO ISLA """"B"""".",64584.98
155,6,50,"HERRERÍA - GIMNASIO URBANO ISLA """"B"""".",24985.87
156,6,51,"GRADAS Y ESCALONES - GIMNASIO URBANO ISLA """"B"""".",5858.93
157,6,52,"MOBILIARIO - GIMNASIO URBANO ISLA """"B"""".",151216.06
158,6,53,"ANCLAJES PARA MOBILIARIO - GIMNASIO URBANO ISLA """"B"""".",1209.15
159,6,54,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - SKATE PARK ISLA """"C"""".",147045.56
160,6,55,"HERRERÍA - SKATE PARK ISLA """"C"""".",59341.17
161,6,56,"PISO - SKATE PARK ISLA """"C"""".",1867064.36
162,6,57,"MOBILIARIO - SKATE PARK ISLA """"C"""".",1179928.58
163,6,58,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"D"""".",41521.69
164,6,59,"FORESTACIÓN - JARDINERA ISLA """"D"""".",1242.29
165,6,60,"MUROS DE MAMPOSTERÍA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"E"""".",66172.67
166,6,61,"PISOS - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"E"""".",275185.23
167,6,62,"MOBILIARIO - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"E"""".",555347.72
168,6,63,"ANCLAJES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"E"""".",3529.19
169,6,64,"GRADAS Y ESCALONES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"E"""".",34983.44
170,6,65,"MUROS DE MAMPOSTERÍA - PUESTOS SEMIFIJOS ISLA """"F"""".",83426.11
171,6,66,"HERRERÍA - PUESTOS SEMIFIJOS ISLA """"F"""".",207356.17
172,6,67,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"G"""".",25075.95
173,6,68,"ÁREA DE MESAS - ZONA ARBOLADA - JARDINERA ISLA """"G"""".",11114.5
174,6,69,"MOBILIARIO - ZONA ARBOLADA - ISLA """"G"""".",19042.66
175,6,70,"FORESTACIÓN, JARDINERA - ZONA ARBOLADA - ISLA """"G"""".",6497.73
176,6,71,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",107299.88
177,6,72,"HERRERÍA - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",35396.72
178,6,73,"PRELIMINARES - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",105195.64
179,6,74,"BASES Y SUB-BASES - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",62279.88
180,6,75,"CIMENTACIÓN - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",185901.55
181,6,76,"HERRERÍA - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",45940.98
182,6,77,"ACABADOS PINTURA - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",72580.53
183,6,78,"LIMPIEZAS - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",2334.07
184,6,79,"GRADAS Y ESCALONES - CANCHA DE USOS MÚLTIPLES ISLA """"H"""".",54541.75
185,6,80,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"I"""".",30956.28
186,6,81,"FORESTACIÓN - JARDINERA ISLA """"I"""".",21087.32
187,6,82,"MUROS DE MAMPOSTERÍA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"J"""".",77404.69
188,6,83,"PISOS - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"J"""".",130433.51
189,6,84,"MOBILIARIO - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"J"""".",334816.24
190,6,85,"ANCLAJES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"J"""".",1596.62
191,6,86,"HERRERÍA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"J"""".",32273.2
192,6,87,"GRADAS Y ESCALONES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA """"J"""".",2299.35
193,6,88,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - ZONA ARBOLADA ISLA """"K"""".",80971.3
194,6,89,"ÁREA DE MESAS - ZONA ARBOLADA ISLA """"K"""".",44959.22
195,6,90,"MOBILIARIO - ZONA ARBOLADA ISLA """"K"""".",78568.03
196,6,91,"FORESTACIÓN JARDINERA - ZONA ARBOLADA - ISLA """"K"""".",55241.97
197,6,92,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"L"""".",90821.67
198,6,93,"FORESTACIÓN JARDINERA - JARDINERA ISLA """"L"""".",26849.38
199,6,94,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"M"""".",105165.48
200,6,95,"FORESTACIÓN JARDINERA - JARDINERA ISLA """"M"""".",30142.66
201,6,96,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - ZONA ARBOLADA ISLA """"N"""".",92259.19
202,6,97,"ÁREA DE MESAS - ZONA ARBOLADA - ISLA """"N"""".",28272.63
203,6,98,"MOBILIARIO - ZONA ARBOLADA - ISLA """"N"""".",50004.04
204,6,99,"FORESTACIÓN - JARDINERA ISLA """"N"""".",33487.08
205,6,100,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"O"""".",42771.88
206,6,101,"FORESTACIÓN - JARDINERA ISLA """"O"""".",10093.86
207,6,102,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - FORO CULTURAL ISLA """"P"""".",140106.21
208,6,103,"PISOS - FORO CULTURAL ISLA """"P"""".",67737.78
209,6,104,"FORESTACIÓN JARDINERA - FORO CULTURAL ISLA """"P"""".",294685.21
210,6,105,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"Q"""".",118908.35
211,6,106,"FORESTACIÓN JARDINERA - JARDINERA ISLA """"Q"""".",37826.98
212,6,107,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA """"R"""".",87212.91
213,6,108,"FORESTACIÓN JARDINERA - JARDINERA ISLA """"M"""".",25477.18
214,6,109,"MUROS DE MAMPOSTERÍA EN COLINDANCIA - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA """"S"""".",42175.1
215,6,110,"PISOS - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA """"S"""".",195774.14
216,6,111,"MOBILIARIO - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA """"S"""".",170502.15
217,6,112,"ANCLAJES - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA """"S"""".",1186
218,6,113,"ÁREA DE MESAS - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA """"S"""".",11114.5
219,6,114,"GRADAS Y ESCALONES - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA """"S"""".",9762.22
220,6,115,DEMOLICIONES - BANQUETAS PERIMETRALES.,29601.97
221,6,116,BANQUETAS PERIMETRALES.,245940.29
222,6,117,FUERA DE CATALOGO,0
223,6,118,"HERRERIA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""E""",0
224,6,119,"CIMENTACION - PUESTOS SEMIFIJOS ISLA ""F""",0
225,6,120,CIMENTACION ESTRUCTURA - FORO,0
226,6,121,PRELIMINARES - CANCHA EXTRA VOLEIBOL,0
227,6,122,BASES Y SUB BASES - CANCHAS EXTRA DE VOLEIBOL,0
228,6,123,CIMENTACION - CANCHAS EXTRA DE VOLEIBOL,0
229,6,124,GRADAS Y ESCALONES - CANCHA EXTRA DE VOLEIBOL,0
230,6,125,PRELIMINARES CISTERNA,0
231,6,126,ESTRUCTURA - CISTERNA,0
232,6,127,MURETE DE MEDICION,0
233,7,1,SEÑALAMIENTO DE PROTECCION DE OBRA,18040.04
234,7,2,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,94567.5
235,7,3,SUMINISTROS AGUA POTABLE REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,504469.43
236,7,4,INSTALACION AGUA POTABLE REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,67671.21
237,7,5,ATRAQUES REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,2673.44
238,7,6,RELLENOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,78959.26
239,7,7,CAJAS DE VÁLVULAS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,90669.76
240,7,8,ACARREOS EN CAMION REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,52561.07
241,7,9,TOMAS DOMICILIARIAS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,78543
242,7,10,LIMPIEZA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,1572.67
243,7,11,PRELIMINARES REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,23483.58
244,7,12,RELLENOS Y ACARREOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,182196.3
245,7,13,SUMINISTROS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,94375.68
246,7,14,MANO DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,31455.72
247,7,15,LIMPIEZA DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,1561.12
248,7,16,PRELIMINARES REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,21974.45
249,7,17,RELLENOS Y ACARREOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,133268.89
250,7,18,SUMINISTROS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,65082.56
251,7,19,MANO DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,89088.08
252,7,20,LIMPIEZA DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,2365.44
253,7,21,PRELIMINARES ARROYO Y GUARNICIONES,87696.44
254,7,22,ACARREOS EN CAMION ARROYO Y GUARNICIONES,219337.93
255,7,23,BASES Y SUB-BASES ARROYO Y GUARNICIONES,416498.18
256,7,24,PAVIMENTOS ASFALTICOS ARROYO Y GUARNICIONES,65849.63
257,7,25,PAVIMENTOS DE CONCRETO ARROYO Y GUARNICIONES,394538.37
258,7,26,DRENAJE SANITARIO ARROYO Y GUARNICIONES,28683.36
259,7,27,LIMPIEZA DE OBRA ARROYO Y GUARNICIONES,6688.51
260,7,28,OBRA COMPLEMENTARIA ARROYO Y GUARNICIONES,17712.24
261,7,29,PRELIMINARES BANQUETAS,83114.59
262,7,30,ACARREOS EN CAMION BANQUETAS,24531.61
263,7,31,BASES Y SUB-BASES BANQUETAS,49146.83
264,7,32,PAVIMENTOS BANQUETAS,220354.68
265,7,33,LIMPIEZA DE OBRA BANQUETAS,2942.47
266,7,34,SEÑALAMIENTO HORIZONTAL Y VERTICAL,133651.47
267,7,35,ALUMBRADO Y ELECTRIFICACIÓN,126158.56
268,7,36,FUERA DE CATALOGO,0
269,8,1,PRELIMINARES,42742.05
270,8,2,TOPOGRAFÍA,119073.58
271,8,3,MECANICA DE SUELOS-A. EXPLORACION DIRECTA.,117047.72
272,8,4,LINEAS TELEFONICAS,6141.81
273,8,5,INVENTARIOS,115672.52
274,8,6,TRAMITES,1985.5
275,8,7,SONDEOS CON EXCAVACION,29870.46
276,8,8,PROYECTO Y ANTEPROYECTO,490211.6
277,8,9,PROYECTO DE CICLOVIA,56675.83
278,8,10,ESTUDIOS DE IMPACTO AMBIENTAL,55654.98
279,8,11,PUENTES PEATONALES,102008
280,8,12,MECANICA DE SUELOS. TRABAJOS EN CAMPO PUENTE-,32591.49
281,8,13,MECANICA DE SUELOS. SONDEOS PUENTE,65039.3
282,8,14,MECANICA DE SUELOS. ENSAYE LABORATORIO PUENTE,60926.75
283,8,15,LAMINA DE PRESENTACION,35892.09
284,8,16,ENTREGA,70531.56
285,8,17,AFECTACIONES,20222.15
286,8,18,FUERA DE CATALOGO,0
287,9,1,PROYECTO Y ANTEPROYECTO,122486.38
288,9,2,PARADEROS DE 24 A 48 MTS,221068.96
289,9,3,MICROESTACION,103839.87
290,9,4,PUENTE PEATONAL TALABARTEROS,87156.16
291,9,5,TRAMITES EN DEPENDENCIAS,26426.24
292,9,6,CALLE DEL AVIO TRAMO DE BLVD. HIDALGO A CALLE JUAN DE LA BARRERA,75441.18
293,10,1,PRELIMINARES-ARROYO Y GUARNICIONES,37174.15
294,10,2,ACARREOS EN CAMION-ARROYO Y GUARNICIONES,139175.39
295,10,3,BASES Y SUB BASES-ARROYO Y GUARNICIONES,133493.01
296,10,4,PAVIMENTOS ASFALTICOS-ARROYO Y GUARNICIONES,43458.84
297,10,5,PAVIMENTOS DE CONCRETO-ARROYO Y GUARNICIONES,555998.27
298,10,6,DRENAJE SANITARIO-ARROYO Y GUARNICIONES,17836.28
299,10,7,LIMPIEZA DE OBRA-ARROYO Y GUARNICIONES,6302.46
300,10,8,SEÑALAMIENTO DE PROTECCION DE OBRA,14957.6
301,10,9,PRELIMINARES-BANQUETAS,29117.68
302,10,10,ACARREOS EN CAMION-BANQUETAS,9718.19
303,10,11,BASES-BANQUETAS,37021.24
304,10,12,BANQUETAS-BANQUETAS,194480.61
305,10,13,LIMPIEZA DE OBRA-BANQUETA,3704.12
306,10,14,PRELIMINARES-REPOSICION Y/O REHABILITACION DE LA LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),44828.85
307,10,15,RELLENOS Y ACARREOS-REPOSICION Y/O REHABILITACION DE LA LINEA DE DRENAJE SANITARIO (DESCARGAS DOMICILIARIAS),172000.6
