Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe,Id_Contrato_Ampliacion
0000000026,0000000002,23,"INSTALACIÓN ELÉCTRICA MERCADO SUBESTACIÓN TRIFÁSICA TIPO POSTE DE 75KVA, 13200-127/220V",73148.99,
0000000027,0000000002,24,"DESMANTELAMIENTO DE INSTALACIÓN ELÉCTRICA EXISTENTE DE ALUMBRADO GENERAL INTERIOR DE PASILLOS, PLANO IEE-03",10995.72,
0000000028,0000000002,25,LIMPIEZA DE OBRA,23322.30,
0000000029,0000000002,26,FUERA DE CATALOGO,0.00,
0000000030,0000000003,1,DEMOLICIONES Y DESMANTELAMIENTOS,345693.19,
0000000031,0000000003,2,PRELIMINARES Y OBRAS COMPLEMENTARIAS VIALIDADES A NIVEL (PAVIMENTOS HIDRAULICOS),455368.60,
0000000032,0000000003,3,ACARREOS EN CAMION VIALIDADES A NIVEL (PAVIMENTOS HIDRAULICOS),461262.93,
0000000033,0000000003,4,BASES Y SUB BASES VIALIDADES A NIVEL (PAVIMENTOS HIDRAULICOS),872406.00,
0000000034,0000000003,5,PAVIMENTOS VIALIDADES A NIVEL (PAVIMENTOS HIDRAULICOS),5923434.50,
0000000035,0000000003,6,PRELIMINARES Y OBRAS COMPLEMENTARIAS (BANQUETAS),470758.39,
0000000036,0000000003,7,ACARREOS EN CAMION (BANQUETAS),87670.70,
0000000037,0000000003,8,BASES Y SUB BASES (ACCESOS A BODEGAS Y/O COMERCIOS),132583.00,
0000000038,0000000003,9,PAVIMENTOS BANQUETA,858946.78,
0000000039,0000000003,10,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS ( AGUA POTABLE),486325.18,
0000000040,0000000003,11,ACARREOS EN CAMION (AGUA POTABLE),128025.40,
0000000041,0000000003,12,BASES Y SUB BASES VIALIDADES A NIVEL,15079.93,
0000000042,0000000003,13,PAVIMENTOS VIALIDADES A NIVEL,9143.68,
0000000043,0000000003,14,AGUA POTABLE,1270473.20,
0000000044,0000000003,15,CAJAS PARA LA OPERACION DE VALVULAS (AGUA POTABLE),199860.93,
0000000045,0000000003,16,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE SANITARIO),4674502.76,
0000000046,0000000003,17,ACARREOS EN CAMION (DRENAJE SANITARIO),992726.10,
0000000047,0000000003,18,BASES Y SUB BASES VIALIDADES A NIVEL,651907.43,
0000000048,0000000003,19,REPARACION DE PAVIMENTOS (DRENAJE SANITARIO),9259120.73,
0000000049,0000000003,20,DRENAJE SANITARIO,6479597.47,
0000000050,0000000003,21,POZOS DE VISITA (DRENAJE SANITARIO),748445.82,
0000000051,0000000003,22,"PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE SANITARIO, DESCARGAS DOMICILIARIAS)",184534.66,
0000000052,0000000003,23,"ACARREOS EN CAMION (DRENAJE SANITARIO, DESCARGAS DOMICILIARIAS)",30828.75,
0000000053,0000000003,24,"DRENAJE SANITARIO, DESCARGAS DOMICILIARIAS",73626.99,
0000000054,0000000003,25,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE PLUVIAL),51590.52,
0000000055,0000000003,26,ACARREOS EN CAMION (DRENAJE PLUVIAL),31420.29,
0000000056,0000000003,27,BASES Y SUB BASES VIALIDADES A NIVEL,5188.05,
0000000057,0000000003,28,REPARACION DE PAVIMENTOS (DRENAJE PLUVIAL),48065.20,
0000000058,0000000003,29,DRENAJE PLUVIAL,425641.66,
0000000059,0000000003,30,POZOS DE VISITA (DRENAJE PLUVIAL),1969.14,
0000000060,0000000003,31,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE PLUVIAL),47253.00,
0000000061,0000000003,32,ACARREOS EN CAMION (DRENAJE PLUVIAL),1884.33,
0000000062,0000000003,33,BASES Y SUB BASES VIALIDADES A NIVEL,1982.29,
0000000063,0000000003,34,REPARACION DE PAVIMENTOS (DRENAJE PLUVIAL),11217.08,
0000000064,0000000003,35,DRENAJE PLUVIAL,23363.14,
0000000065,0000000003,36,POZOS DE VISITA (DRENAJE PLUVIAL),586429.75,
0000000066,0000000003,37,POSTES (ALUMBRADO PUBLICO),283811.64,
0000000067,0000000003,38,ESTRUCTURAS PRIMARIAS (ALUMBRADO PUBLICO),43846.73,
0000000068,0000000003,39,ESTRUCTURAS SECUNDARIAS (ALUMBRADO PUBLICO),2605.06,
0000000069,0000000003,40,CONTROL (ALUMBRADO PUBLICO),5337.15,
0000000070,0000000003,41,ALUMBRADO PUBLICO,48299.83,
0000000071,0000000003,42,CFE (ELECTRIFICACION),342049.21,
0000000072,0000000003,43,CANALIZACION (TELEFONIA),1002284.13,
0000000073,0000000003,44,RED SECUNDARIA (TELEFONIA),27526.62,
0000000074,0000000003,45,DESM SECUNDARIO (TELEFONIA),2453.89,
0000000075,0000000003,46,SEÑALAMIENTO PARA LA PROTECCION DE OBRA,104728.94,
0000000076,0000000003,47,SEÑALAMIENTO VERTICAL (SEÑALAMIENTO DE OPERACIÓN),164679.87,
0000000077,0000000003,48,SEÑALAMIENTO HORIZONTAL (SEÑALAMIENTO DE OPERACIÓN),3912273.06,
0000000078,0000000003,49,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS EN SEMAFORIZACION EN INTERSECCIONES,160305.75,
0000000079,0000000003,50,ACARREOS EN CAMION SEMAFORIZACION PARA LA PROTECCION DE OBRA,10314.20,
0000000080,0000000003,51,PAVIMENTOS VIALIDADES A NIVEL,608807.37,
0000000081,0000000003,52,OBRA CIVIL SEMAFORIZACION,212963.00,
0000000082,0000000003,53,INFRAESTRUCTURA SEMAFORIZACION,499731.92,
0000000083,0000000003,54,CABEZAS SEMAFORICAS,407949.47,
0000000084,0000000003,55,SEÑALAMIENTOS,11083.62,
0000000085,0000000003,56,COMUNICACIÓN,1175713.78,
0000000086,0000000003,57,PRELIMINARES CICLOVIA,206879.07,
0000000087,0000000003,58,ACARREOS EN CAMION CICLOVÍA,139241.70,
0000000088,0000000003,59,BASES CICLOVIA,459398.28,
0000000089,0000000003,60,PAVIMENTO CICLOVIA,2632789.26,
0000000090,0000000003,61,TRASPLANTES,12606.44,
0000000091,0000000003,62,TALA DE ARBOLES,33376.72,
0000000092,0000000003,63,CONCRETOS (MOVILIARIO E IMAGEN URBANA),443155.10,
0000000093,0000000003,64,JARDINERIA (MOVILIARIO E IMAGEN URBANA),172904.75,
0000000094,0000000003,65,MOBILIARIO (MOVILIARIO E IMAGEN URBANA),311155.73,
0000000095,0000000003,66,FUERA DE CATALOGO,0.00,
0000000096,0000000004,1,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE PLUVIAL),466141.80,
0000000097,0000000004,2,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS (DRENAJE PLUVIAL) (CONCEPTOS TOMADOS DE OTRA PARTIDA),342542.58,
0000000098,0000000004,3,ACARREOS EN CAMION (DRENAJE PLUVIAL),275648.56,
0000000099,0000000004,4,BASES Y SUB BASES VIALIDADES A NIVEL,57836.38,
0000000100,0000000004,5,PREPARACION DE PAVIMENTOS (DRENAJE PLUVIAL),17484.51,
0000000101,0000000004,6,DRENAJE PLUVIAL,165553.63,
0000000102,0000000004,7,REPARACION DE PAVIMENTOS (DRENAJE PLUVIAL),485142.22,
0000000103,0000000004,8,REPARACION DE PAVIMENTOS (DRENAJE PLUVIAL) (CONCEPTOS TOMADOS DE OTRA PARTIDA),233513.64,
0000000104,0000000004,9,POZOS DE VISITA (DRENAJE PLUVIAL) (CONCEPTOS TOMADOS DE OTRA PARTIDA),1773883.14,
0000000105,0000000005,1,CONCEPTOS FUERA DE CATALOGO,1724137.35,
0000000106,0000000006,1,DEMOLICIONES - DEMOLICIONES Y DESMANTELAMIENTOS.,200280.24,
0000000107,0000000006,2,CARGAS Y ACARREOS SIN RECUPERACIÓN - DEMOLICIONES Y DESMANTELAMIENTOS.,40430.17,
0000000108,0000000006,3,CARGAS Y ACARREOS CON RECUPERACIÓN - DEMOLICIONES Y DESMANTELAMIENTOS.,40663.51,
0000000109,0000000006,4,DESMANTELAMIENTOS - DEMOLICIONES Y DESMANTELAMIENTOS.,27145.66,
0000000110,0000000006,5,CARGAS Y ACARREOS - DEMOLICIONES Y DESMANTELAMIENTOS.,2784.78,
0000000111,0000000006,6,TALAS - DEMOLICIONES Y DESMANTELAMIENTOS.,148674.68,
0000000112,0000000006,7,"PRELIMINARES ANDADORES, INTERSECCIONES Y PLAZOLETAS - PRELIMINARES Y TERRACERÍAS.",17083.08,
0000000113,0000000006,8,PRELIMINARES ESCALERAS Y ACCESOS - PRELIMINARES Y TERRACERÍAS.,2186.97,
0000000114,0000000006,9,"ACARREOS ANDADORES, INTERSECCIONES Y PLAZOLETAS - PRELIMINARES Y TERRACERÍAS.",34111.02,
0000000115,0000000006,10,ACARREOS ESCALERAS Y ACCESOS - PRELIMINARES Y TERRACERÍAS.,4366.90,
0000000116,0000000006,11,"BASES ANDADORES, INTERSECCIONES Y PLAZOLETAS - PRELIMINARES Y TERRACERÍAS.",223489.86,
0000000117,0000000006,12,BASES ESCALERAS Y ACCESOS - PRELIMINARES Y TERRACERÍAS.,38355.70,
0000000118,0000000006,13,"SELLADORES ASFÁLTICOS ANDADORES, INTERSECCIONES Y PLAZOLETAS - PRELIMINARES Y TERRACERÍAS.",66573.06,
0000000119,0000000006,14,"PISOS ANDADORES, INTERSECCIONES Y PLAZOLETAS - ALBAÑILERÍAS Y ACABADOS.",2022775.58,
0000000120,0000000006,15,ESCALERAS Y ACCESOS - ALBAÑILERÍAS Y ACABADOS.,437156.95,
0000000121,0000000006,16,ARRIATES - ALBAÑILERÍAS Y ACABADOS.,75229.01,
0000000122,0000000006,17,SEÑALÉTICA URBANA - ALBAÑILERÍAS Y ACABADOS.,62383.07,
0000000123,0000000006,18,EXCAVACIONES Y RELLENOS - CANALIZACIONES PARA MEDIA TENSIÓN - MEDIA TENSIÓN.,8427.31,
0000000124,0000000006,19,CARGAS MANUALES Y ACARREOS - CANALIZACIONES PARA MEDIA TENSIÓN - MEDIA TENSIÓN.,1044.30,
0000000125,0000000006,20,CANALIZACIONES (TUBERÍAS) PARA MEDIA TENSIÓN - MEDIA TENSIÓN.,1477.20,
0000000126,0000000006,21,"LÍNEA, BASES Y TRANSFORMADOR - CANALIZACIONES PARA MEDIA TENSIÓN - MEDIA TENSIÓN.",113920.03,
0000000127,0000000006,22,INSTALACIONES Y CABLEADOS - CANALIZACIONES PARA MEDIA TENSIÓN - MEDIA TENSIÓN.,32594.18,
0000000128,0000000006,23,EXCAVACIONES Y RELLENOS - CANALIZACIONES PARA RED ELÉCTRICA PARQUE.,47767.58,
0000000129,0000000006,24,CARGAS MANUALES Y ACARREOS - CANALIZACIONES PARA RED ELÉCTRICA PARQUE.,4302.19,
0000000130,0000000006,25,CANALIZACIONES (TUBERÍAS) - CANALIZACIONES PARA RED ELÉCTRICA PARQUE.,29193.00,
0000000131,0000000006,26,REGISTROS Y BASES PARA POSTES - CANALIZACIONES PARA RED ELÉCTRICA PARQUE.,97315.30,
0000000132,0000000006,27,INSTALACIONES Y CABLEADO - CANALIZACIONES PARA RED ELÉCTRICA PARQUE.,322697.64,
0000000133,0000000006,28,EXCAVACIONES Y RELLENOS - CANCHAS Y SKATES.,139225.36,
0000000134,0000000006,29,CARGAS MANUALES Y ACARREOS - CANCHAS Y SKATES.,11043.14,
0000000135,0000000006,30,CANALIZACIONES (TUBERÍAS) - CANCHAS Y SKATES.,19540.14,
0000000136,0000000006,31,REGISTROS Y BASES PARA POSTES - CANCHAS Y SKATES.,2413.20,
0000000137,0000000006,32,INSTALACIONES Y CABLEADO - RED DE ALUMBRADO PÚBLICO.,93434.44,
0000000138,0000000006,33,EXCAVACIONES Y RELLENOS - RED DE VIGILANCIA.,32265.92,
0000000139,0000000006,34,CARGAS MANUALES Y ACARREOS - RED DE VIGILANCIA.,2501.68,
0000000140,0000000006,35,CANALIZACIONES (TUBERÍAS) - RED DE VIGILANCIA.,28209.28,
0000000141,0000000006,36,REGISTROS Y BASES PARA POSTES - RED DE VIGILANCIA.,17548.52,
0000000142,0000000006,37,EXCAVACIONES Y RELLENOS - RED DE AGUA POTABLE Y RIEGO.,71281.17,
0000000143,0000000006,38,CARGAS MANUALES Y ACARREOS - RED DE AGUA POTABLE Y RIEGO.,6031.87,
0000000144,0000000006,39,CANALIZACIONES (TUBERÍAS) - RED DE AGUA POTABLE Y RIEGO.,37016.78,
0000000145,0000000006,40,EXCAVACIONES Y RELLENOS - RED DE AGUA POTABLE BEBEDEROS.,5315.38,
0000000146,0000000006,41,CARGAS MANUALES Y ACARREOS - RED DE AGUA POTABLE BEBEDEROS.,411.89,
0000000147,0000000006,42,CANALIZACIONES (TUBERÍAS) - RED DE AGUA POTABLE BEBEDEROS.,28219.25,
0000000148,0000000006,43,MOBILIARIO URBANO,171166.82,
0000000149,0000000006,44,MUROS DE MAMPOSTERÍA - ZONA ARBOLADA - ISLA ""A"".,64280.98,
0000000150,0000000006,45,ÁREA DE MESAS - ZONA ARBOLADA - ISLA ""A"".,28272.63,
0000000151,0000000006,46,MOBILIARIO - ZONA ARBOLADA - ISLA ""A"".,50004.04,
0000000152,0000000006,47,"FORESTACIÓN, JARDINERA - ZONA ARBOLADA - ISLA """"A"""".",44719.69,
0000000153,0000000006,48,MUROS DE MAMPOSTERÍA EN COLINDANCIA - GIMNASIO URBANO ISLA ""B"".,43047.96,
0000000154,0000000006,49,PISO - GIMNASIO URBANO ISLA ""B"".,64584.98,
0000000155,0000000006,50,HERRERÍA - GIMNASIO URBANO ISLA ""B"".,24985.87,
0000000156,0000000006,51,GRADAS Y ESCALONES - GIMNASIO URBANO ISLA ""B"".,5858.93,
0000000157,0000000006,52,MOBILIARIO - GIMNASIO URBANO ISLA ""B"".,151216.06,
0000000158,0000000006,53,ANCLAJES PARA MOBILIARIO - GIMNASIO URBANO ISLA ""B"".,1209.15,
0000000159,0000000006,54,MUROS DE MAMPOSTERÍA EN COLINDANCIA - SKATE PARK ISLA ""C"".,147045.56,
0000000160,0000000006,55,HERRERÍA - SKATE PARK ISLA ""C"".,59341.17,
0000000161,0000000006,56,PISO - SKATE PARK ISLA ""C"".,1867064.36,
0000000162,0000000006,57,MOBILIARIO - SKATE PARK ISLA ""C"".,1179928.58,
0000000163,0000000006,58,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""D"".,41521.69,
0000000164,0000000006,59,FORESTACIÓN - JARDINERA ISLA ""D"".,1242.29,
0000000165,0000000006,60,MUROS DE MAMPOSTERÍA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""E"".,66172.67,
0000000166,0000000006,61,PISOS - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""E"".,275185.23,
0000000167,0000000006,62,MOBILIARIO - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""E"".,555347.72,
0000000168,0000000006,63,ANCLAJES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""E"".,3529.19,
0000000169,0000000006,64,GRADAS Y ESCALONES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""E"".,34983.44,
0000000170,0000000006,65,MUROS DE MAMPOSTERÍA - PUESTOS SEMIFIJOS ISLA ""F"".,83426.11,
0000000171,0000000006,66,HERRERÍA - PUESTOS SEMIFIJOS ISLA ""F"".,207356.17,
0000000172,0000000006,67,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""G"".,25075.95,
0000000173,0000000006,68,ÁREA DE MESAS - ZONA ARBOLADA - JARDINERA ISLA ""G"".,11114.50,
0000000174,0000000006,69,MOBILIARIO - ZONA ARBOLADA - ISLA ""G"".,19042.66,
0000000175,0000000006,70,"FORESTACIÓN, JARDINERA - ZONA ARBOLADA - ISLA """"G"""".",6497.73,
0000000176,0000000006,71,MUROS DE MAMPOSTERÍA EN COLINDANCIA - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,107299.88,
0000000177,0000000006,72,HERRERÍA - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,35396.72,
0000000178,0000000006,73,PRELIMINARES - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,105195.64,
0000000179,0000000006,74,BASES Y SUB-BASES - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,62279.88,
0000000180,0000000006,75,CIMENTACIÓN - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,185901.55,
0000000181,0000000006,76,HERRERÍA - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,45940.98,
0000000182,0000000006,77,ACABADOS PINTURA - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,72580.53,
0000000183,0000000006,78,LIMPIEZAS - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,2334.07,
0000000184,0000000006,79,GRADAS Y ESCALONES - CANCHA DE USOS MÚLTIPLES ISLA ""H"".,54541.75,
0000000185,0000000006,80,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""I"".,30956.28,
0000000186,0000000006,81,FORESTACIÓN - JARDINERA ISLA ""I"".,21087.32,
0000000187,0000000006,82,MUROS DE MAMPOSTERÍA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""J"".,77404.69,
0000000188,0000000006,83,PISOS - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""J"".,130433.51,
0000000189,0000000006,84,MOBILIARIO - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""J"".,334816.24,
0000000190,0000000006,85,ANCLAJES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""J"".,1596.62,
0000000191,0000000006,86,HERRERÍA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""J"".,32273.20,
0000000192,0000000006,87,GRADAS Y ESCALONES - JUEGOS INFANTILES 6 A 10 AÑOS ISLA ""J"".,2299.35,
0000000193,0000000006,88,MUROS DE MAMPOSTERÍA EN COLINDANCIA - ZONA ARBOLADA ISLA ""K"".,80971.30,
0000000194,0000000006,89,ÁREA DE MESAS - ZONA ARBOLADA ISLA ""K"".,44959.22,
0000000195,0000000006,90,MOBILIARIO - ZONA ARBOLADA ISLA ""K"".,78568.03,
0000000196,0000000006,91,FORESTACIÓN JARDINERA - ZONA ARBOLADA - ISLA ""K"".,55241.97,
0000000197,0000000006,92,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""L"".,90821.67,
0000000198,0000000006,93,FORESTACIÓN JARDINERA - JARDINERA ISLA ""L"".,26849.38,
0000000199,0000000006,94,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""M"".,105165.48,
0000000200,0000000006,95,FORESTACIÓN JARDINERA - JARDINERA ISLA ""M"".,30142.66,
0000000201,0000000006,96,MUROS DE MAMPOSTERÍA EN COLINDANCIA - ZONA ARBOLADA ISLA ""N"".,92259.19,
0000000202,0000000006,97,ÁREA DE MESAS - ZONA ARBOLADA - ISLA ""N"".,28272.63,
0000000203,0000000006,98,MOBILIARIO - ZONA ARBOLADA - ISLA ""N"".,50004.04,
0000000204,0000000006,99,FORESTACIÓN - JARDINERA ISLA ""N"".,33487.08,
0000000205,0000000006,100,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""O"".,42771.88,
0000000206,0000000006,101,FORESTACIÓN - JARDINERA ISLA ""O"".,10093.86,
0000000207,0000000006,102,MUROS DE MAMPOSTERÍA EN COLINDANCIA - FORO CULTURAL ISLA ""P"".,140106.21,
0000000208,0000000006,103,PISOS - FORO CULTURAL ISLA ""P"".,67737.78,
0000000209,0000000006,104,FORESTACIÓN JARDINERA - FORO CULTURAL ISLA ""P"".,294685.21,
0000000210,0000000006,105,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""Q"".,118908.35,
0000000211,0000000006,106,FORESTACIÓN JARDINERA - JARDINERA ISLA ""Q"".,37826.98,
0000000212,0000000006,107,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JARDINERA ISLA ""R"".,87212.91,
0000000213,0000000006,108,FORESTACIÓN JARDINERA - JARDINERA ISLA ""M"".,25477.18,
0000000214,0000000006,109,MUROS DE MAMPOSTERÍA EN COLINDANCIA - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA ""S"".,42175.10,
0000000215,0000000006,110,PISOS - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA ""S"".,195774.14,
0000000216,0000000006,111,MOBILIARIO - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA ""S"".,170502.15,
0000000217,0000000006,112,ANCLAJES - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA ""S"".,1186.00,
0000000218,0000000006,113,ÁREA DE MESAS - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA ""S"".,11114.50,
0000000219,0000000006,114,GRADAS Y ESCALONES - JUEGOS PREESCOLAR 2 A 5 AÑOS ISLA ""S"".,9762.22,
0000000220,0000000006,115,DEMOLICIONES - BANQUETAS PERIMETRALES.,29601.97,
0000000221,0000000006,116,BANQUETAS PERIMETRALES.,245940.29,
0000000222,0000000006,117,FUERA DE CATALOGO,0.00,
0000000223,0000000006,118,HERRERIA - JUEGOS INFANTILES 6 A 10 AÑOS ISLA "E",0.00,
0000000224,0000000006,119,CIMENTACION - PUESTOS SEMIFIJOS ISLA "F",0.00,
0000000225,0000000006,120,CIMENTACION ESTRUCTURA - FORO,0.00,
0000000226,0000000006,121,PRELIMINARES - CANCHA EXTRA VOLEIBOL,0.00,
0000000227,0000000006,122,BASES Y SUB BASES - CANCHAS EXTRA DE VOLEIBOL,0.00,
0000000228,0000000006,123,CIMENTACION - CANCHAS EXTRA DE VOLEIBOL,0.00,
0000000229,0000000006,124,GRADAS Y ESCALONES - CANCHA EXTRA DE VOLEIBOL,0.00,
0000000230,0000000006,125,PRELIMINARES CISTERNA,0.00,
0000000231,0000000006,126,ESTRUCTURA - CISTERNA,0.00,
0000000232,0000000006,127,MURETE DE MEDICION,0.00,
0000000233,0000000007,1,SEÑALAMIENTO DE PROTECCION DE OBRA,18040.04,
0000000234,0000000007,2,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,94567.50,
0000000235,0000000007,3,SUMINISTROS AGUA POTABLE REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,504469.43,
0000000236,0000000007,4,INSTALACION AGUA POTABLE REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,67671.21,
0000000237,0000000007,5,ATRAQUES REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,2673.44,
0000000238,0000000007,6,RELLENOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,78959.26,
0000000239,0000000007,7,CAJAS DE VÁLVULAS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,90669.76,
0000000240,0000000007,8,ACARREOS EN CAMION REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,52561.07,
0000000241,0000000007,9,TOMAS DOMICILIARIAS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,78543.00,
0000000242,0000000007,10,LIMPIEZA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE AGUA,1572.67,
0000000243,0000000007,11,PRELIMINARES REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,23483.58,
0000000244,0000000007,12,RELLENOS Y ACARREOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,182196.30,
0000000245,0000000007,13,SUMINISTROS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,94375.68,
0000000246,0000000007,14,MANO DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,31455.72,
0000000247,0000000007,15,LIMPIEZA DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,1561.12,
0000000248,0000000007,16,PRELIMINARES REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,21974.45,
0000000249,0000000007,17,RELLENOS Y ACARREOS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,133268.89,
0000000250,0000000007,18,SUMINISTROS REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,65082.56,
0000000251,0000000007,19,MANO DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,89088.08,
0000000252,0000000007,20,LIMPIEZA DE OBRA REPARACIÓN Y/O REPOSICIÓN DE LÍNEAS DE DRENAJE SANITARIO,2365.44,
0000000253,0000000007,21,PRELIMINARES ARROYO Y GUARNICIONES,87696.44,
0000000254,0000000007,22,ACARREOS EN CAMION ARROYO Y GUARNICIONES,219337.93,
0000000255,0000000007,23,BASES Y SUB-BASES ARROYO Y GUARNICIONES,416498.18,
0000000256,0000000007,24,PAVIMENTOS ASFALTICOS ARROYO Y GUARNICIONES,65849.63,
