Id_Prorroga,Id_Contrato,Dias_Recorrer,Fecha_Nueva,Porcentaje,Justificacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Termino_Ultima_Anterior
51,6,6,28/06/2014 00:00,5.45,SE ANEXA AUTORIZACION ORIGINAL DE 2DA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/06/2014 00:00,02 PR/099/14,20/06/2014 00:00,,21/06/2014 00:00
52,47,29,28/07/2014 00:00,38.67,,PRORROGAS/,06/07/2014 00:00,PRORROGA01,08/07/2014 00:00,,28/06/2014 00:00
54,21,66,29/08/2014 00:00,80.49,,PRORROGAS/,18/06/2014 00:00,PRORROGA02,20/06/2014 00:00,,23/06/2014 00:00
55,53,20,07/08/2014 00:00,25,,PRORROGAS/,14/07/2014 00:00,PRORROGA01,16/07/2014 00:00,,17/07/2014 00:00
56,97,6,07/06/2014 00:00,120,SE ANEXA AUTORIZACION DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,30/05/2014 00:00,01 PR/092/14,30/05/2014 00:00,,31/05/2014 00:00
57,43,20,28/07/2014 00:00,26.67,SE ANEXA AUTORIZACION DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ADJUNTA ORIGINAL DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,26/06/2014 00:00,01 PR/103/14,26/06/2014 00:00,,07/07/2014 00:00
59,91,16,19/08/2014 00:00,26.23,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,03/07/2014 00:00,01 PR/112/14,03/07/2014 00:00,,02/08/2014 00:00
60,123,12,15/08/2014 00:00,30,,S/N,27/07/2014 00:00,PRORROGA01,29/07/2014 00:00,,02/08/2014 00:00
62,74,9,19/07/2014 00:00,14.75,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,08/07/2014 00:00,01 PR/115/14,08/07/2014 00:00,,09/07/2014 00:00
63,40,13,21/10/2014 00:00,7.22,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/07/2014 00:00,01 PR/120/14,10/07/2014 00:00,,07/10/2014 00:00
64,86,10,30/07/2014 00:00,16.39,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,17/07/2014 00:00,01 PR/126/14,17/07/2014 00:00,,19/07/2014 00:00
65,26,38,19/09/2014 00:00,34.55,,PRORROGA S,06/08/2014 00:00,PRORROGA02,08/08/2014 00:00,,11/08/2014 00:00
66,39,61,28/09/2014 00:00,74.39,,PRORROGAS/,23/07/2014 00:00,PRORROGA02,25/07/2014 00:00,,28/07/2014 00:00
67,106,20,16/08/2014 00:00,42.55,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGNAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/07/2014 00:00,01 PR/134/14,25/07/2014 00:00,,26/07/2014 00:00
68,2,60,20/08/2014 00:00,48.78,,S/N,14/06/2014 00:00,PRORROGA01,16/06/2014 00:00,,20/06/2014 00:00
69,2,60,20/10/2014 00:00,48.78,,S/N,13/08/2014 00:00,PRORROGA02,15/08/2014 00:00,,20/08/2014 00:00
70,92,44,04/11/2014 00:00,40,,S/N,11/08/2014 00:00,PRORROGA01,13/08/2014 00:00,,20/09/2014 00:00
71,114,25,15/09/2014 00:00,46.3,,S/N,18/08/2014 00:00,PRORROGA01,20/08/2014 00:00,,20/08/2014 00:00
72,125,20,30/08/2014 00:00,37.04,,S/N,04/08/2014 00:00,PRORROGA01,06/08/2014 00:00,,09/08/2014 00:00
73,38,41,14/09/2014 00:00,50,,S/N,29/07/2014 00:00,PRORROGA02,01/08/2014 00:00,,03/08/2014 00:00
74,77,30,02/09/2014 00:00,36.59,,S/N,27/07/2014 00:00,PRORROGA01,29/07/2014 00:00,,02/08/2014 00:00
75,17,60,02/10/2014 00:00,37.74,,S/N,24/08/2014 00:00,PRORROGA01,26/08/2014 00:00,,02/08/2014 00:00
76,42,110,10/10/2014 00:00,114.58,,S/N,16/07/2014 00:00,PRORROGA01,18/07/2014 00:00,,21/06/2014 00:00
77,56,75,19/09/2014 00:00,78.13,,S/N,28/07/2014 00:00,PRORROGA01,30/07/2014 00:00,,05/07/2014 00:00
78,78,30,30/09/2014 00:00,27.27,,S/N,18/08/2014 00:00,PRORROGA01,20/08/2014 00:00,,30/08/2014 00:00
79,107,16,09/09/2014 00:00,16.16,,S/N,20/08/2014 00:00,PRORROGA01,22/08/2014 00:00,,23/08/2014 00:00
80,63,31,20/08/2014 00:00,34.83,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,17/07/2014 00:00,01 PR/124/14,17/07/2014 00:00,,19/07/2014 00:00
81,116,6,13/09/2014 00:00,8.82,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/07/2014 00:00,01 PR/135/14,25/07/2014 00:00,,06/09/2014 00:00
82,67,26,24/08/2014 00:00,29.21,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/07/2014 00:00,01 PR/136/14,25/07/2014 00:00,,28/07/2014 00:00
83,70,26,24/08/2014 00:00,29.21,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/07/2014 00:00,01 PR/136/14,25/07/2014 00:00,,28/07/2014 00:00
84,71,26,24/08/2014 00:00,29.21,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/07/2014 00:00,01 PR/136/14,25/07/2014 00:00,,28/07/2014 00:00
85,72,26,24/08/2014 00:00,29.21,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/07/2014 00:00,01 PR/136/14,25/07/2014 00:00,,28/07/2014 00:00
86,112,9,19/08/2014 00:00,16.67,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,05/08/2014 00:00,01 PR/149/14,05/08/2014 00:00,,09/08/2014 00:00
88,21,30,29/09/2014 00:00,36.59,NINGUNA ,S/N,26/08/2014 00:00,PRORROGA03,28/08/2014 00:00,,29/08/2014 00:00
90,124,16,09/09/2014 00:00,23.53,,S/N,20/08/2014 00:00,PRORROGA01,22/08/2014 00:00,,23/08/2014 00:00
91,27,90,07/12/2014 00:00,50,,S/N,27/08/2014 00:00,PRORROGA01,29/08/2014 00:00,,07/09/2014 00:00
92,49,68,26/11/2014 00:00,36.96,,S/N,30/08/2014 00:00,PRORROGA01,01/09/2014 00:00,,18/09/2014 00:00
93,100,21,31/08/2014 00:00,30.88,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,31/07/2014 00:00,01 PR/142/14,31/07/2014 00:00,,09/08/2014 00:00
94,115,23,27/09/2014 00:00,33.82,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA SE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,31/07/2014 00:00,01 PR/143/14,31/07/2014 00:00,,03/09/2014 00:00
95,63,8,29/08/2014 00:00,8.99,SE ANEXA AUTORIZACION ORIGINAL DE LA 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/08/2014 00:00,02 PR/157/14,20/08/2014 00:00,,20/08/2014 00:00
96,111,20,13/09/2014 00:00,29.41,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,01/08/2014 00:00,01 PR/144/14,01/08/2014 00:00,,23/08/2014 00:00
97,133,60,13/11/2014 00:00,73.17,,S/N,03/09/2014 00:00,PRORROGA01,05/09/2014 00:00,,13/09/2014 00:00
98,66,15,04/08/2014 00:00,18.29,,S/N,09/07/2014 00:00,PRORROGA 01,11/07/2014 00:00,,19/07/2014 00:00
100,4,63,15/12/2014 00:00,25.93,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITU DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,03/09/2014 00:00,01 PR/177/14,03/09/2014 00:00,,12/10/2014 00:00
101,109,12,12/09/2014 00:00,16,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,13/08/2014 00:00,01 PR/152/14,13/08/2014 00:00,,30/08/2014 00:00
102,130,27,30/09/2014 00:00,45,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/08/2014 00:00,01 PR/158/14,20/08/2014 00:00,,02/09/2014 00:00
104,38,48,02/11/2014 00:00,58.54,,S/N,09/09/2014 00:00,PRORROGA03,11/09/2014 00:00,,14/09/2014 00:00
105,26,41,31/10/2014 00:00,37.27,,S/N,15/09/2014 00:00,PRORROGA03,17/09/2014 00:00,,19/09/2014 00:00
106,114,20,06/10/2014 00:00,37.04,,S/N,13/09/2014 00:00,PRORROGA02,15/09/2014 00:00,,15/09/2014 00:00
107,136,16,30/09/2014 00:00,29.63,,S/N,10/09/2014 00:00,PRORROGA01,12/09/2014 00:00,,13/09/2014 00:00
108,104,29,20/10/2014 00:00,26.36,,S/N,21/09/2014 00:00,PRORROGA01,23/09/2014 00:00,,20/09/2014 00:00
109,120,15,15/09/2014 00:00,20,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,01/08/2014 00:00,01 PR/146/14,01/08/2014 00:00,,30/08/2014 00:00
110,137,55,29/11/2014 00:00,61.8,SE ANEXA AUTORIZACION ORIGINAL DE LA 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,28/08/2014 00:00,01 OR/173/14,28/08/2014 00:00,,04/10/2014 00:00
114,150,13,04/10/2014 00:00,27.66,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,22/08/2014 00:00,01 PR/162/14,22/08/2014 00:00,,20/09/2014 00:00
115,151,13,04/10/2014 00:00,27.66,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,22/08/2014 00:00,01 PR/162/14,22/08/2014 00:00,,20/09/2014 00:00
116,65,13,31/07/2014 00:00,16.25,,S/N,12/07/2014 00:00,PRORROGA01,14/07/2014 00:00,,17/07/2014 00:00
118,82,59,08/10/2014 00:00,66.29,,S/N,29/07/2014 00:00,PRORROGA01,01/08/2014 00:00,,09/08/2014 00:00
119,78,23,24/10/2014 00:00,20.91,,S/N,30/09/2014 00:00,PRORROGA02,02/10/2014 00:00,,30/09/2014 00:00
120,8,114,01/12/2014 00:00,103.64,,S/N,30/07/2014 00:00,PRORROGA02,02/08/2014 00:00,,08/08/2014 00:00
121,126,20,11/10/2014 00:00,24.39,SE AUTORIZA 1A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,18/09/2014 00:00,01 PR/193/14,18/09/2014 00:00,,20/09/2014 00:00
122,119,25,03/11/2014 00:00,22.52,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRR,18/09/2014 00:00,01 PR/194/14,18/09/2014 00:00,,08/10/2014 00:00
123,88,9,23/09/2014 00:00,7.26,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,10/09/2014 00:00,01 PR/184/14,10/09/2014 00:00,,13/09/2014 00:00
124,102,26,04/12/2014 00:00,17.22,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,09/09/2014 00:00,01 PR/182/14,09/09/2014 00:00,,07/11/2014 00:00
125,36,48,23/11/2014 00:00,25.53,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,03/09/2014 00:00,01 PR/178/14,03/09/2014 00:00,,05/10/2014 00:00
126,37,32,09/10/2014 00:00,21.05,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,26/08/2014 00:00,01 PR/170/14,26/08/2014 00:00,,06/09/2014 00:00
127,113,15,22/09/2014 00:00,18.29,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,21/08/2014 00:00,01 PR/160/14,21/08/2014 00:00,,06/09/2014 00:00
128,5,60,20/09/2014 00:00,37.74,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,21/08/2014 00:00,02 PR/161/14,21/08/2014 00:00,,21/07/2014 00:00
129,107,44,24/10/2014 00:00,44.44,,S/N,08/10/2014 00:00,PRORROGA02,10/10/2014 00:00,,09/09/2014 00:00
130,127,13,04/10/2014 00:00,15.85,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICICTUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,12/09/2014 00:00,01 PR/187/14,12/09/2014 00:00,,20/09/2014 00:00
131,60,33,29/08/2014 00:00,61.11,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,25/07/2014 00:00,01 PR/137/14,25/07/2014 00:00,,26/07/2014 00:00
132,82,20,29/10/2014 00:00,22.47,,S/N,24/09/2014 00:00,PRORROGA02,26/09/2014 00:00,,08/10/2014 00:00
133,88,14,08/10/2014 00:00,11.29,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/09/2014 00:00,02 PR/196/14,23/09/2014 00:00,,23/09/2014 00:00
136,91,19,08/09/2014 00:00,31.15,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,19/08/2014 00:00,02 PR/154/14,19/08/2014 00:00,,19/08/2014 00:00
141,24,114,13/02/2015 00:00,92.68,,S/N,18/10/2014 00:00,PRORROGA02,20/10/2014 00:00,,21/10/2014 00:00
142,76,22,17/11/2014 00:00,13.25,4,S/N,19/10/2014 00:00,PRORROGA01,21/10/2014 00:00,,25/10/2014 00:00
148,26,23,24/11/2014 00:00,20.91,,S/N,26/10/2014 00:00,PRORROGA04,29/10/2014 00:00,,31/10/2014 00:00
149,21,31,31/10/2014 00:00,37.8,,S/N,27/09/2014 00:00,PRORROGA04,29/09/2014 00:00,,29/09/2014 00:00
150,21,27,28/11/2014 00:00,32.93,,S/N,27/10/2014 00:00,PRORROGA05,29/10/2014 00:00,,31/10/2014 00:00
151,158,34,03/01/2015 00:00,35.42,SE ANEXA AUTORIZACION DE 1A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,08/10/2014 00:00,01 PR/210/14,08/10/2014 00:00,,29/11/2014 00:00
152,126,13,25/10/2014 00:00,15.85,SE ANEXA AUTORIZACION DE 2A PRORROGA ORIGINAL CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,09/10/2014 00:00,02 PR/211/14,09/10/2014 00:00,,11/10/2014 00:00
153,127,13,18/10/2014 00:00,15.85,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICICTUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,03/10/2014 00:00,02 PR/209/14,03/10/2014 00:00,,04/10/2014 00:00
156,38,41,14/12/2014 00:00,50,,S/N,28/10/2014 00:00,PRORROGA04,31/10/2014 00:00,,02/11/2014 00:00
157,162,20,15/11/2014 00:00,37.04,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,24/10/2014 00:00,01 PR/227/14,24/10/2014 00:00,,25/10/2014 00:00
158,2,48,08/12/2014 00:00,39.02,,S/N,15/10/2001 00:00,PRORROGA03,17/10/2014 00:00,,20/10/2014 00:00
159,141,20,15/11/2014 00:00,20.83,SE ANEXA AUTORIZACION ORIGINAL 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,22/10/2014 00:00,01 PR/224/14,22/10/2014 00:00,,25/10/2014 00:00
160,156,13,13/12/2014 00:00,13.54,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,13/10/2014 00:00,01 PR/218/14,13/10/2014 00:00,,29/11/2014 00:00
161,161,17,12/11/2014 00:00,31.48,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,24/10/2014 00:00,01 PR/228/14,24/10/2014 00:00,,25/10/2014 00:00
164,119,26,30/11/2014 00:00,23.42,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,03/11/2014 00:00,02 PR/237/14,03/11/2014 00:00,,03/11/2014 00:00
165,26,28,23/12/2014 00:00,25.45,,S/N,19/11/2014 00:00,PRORROGA05,21/11/2014 00:00,,24/11/2014 00:00
166,124,44,24/10/2014 00:00,64.71,,S/N,06/09/2014 00:00,PRORROGA02,08/09/2014 00:00,,09/09/2014 00:00
168,21,32,31/12/2014 00:00,39.02,,S/N,26/11/2014 00:00,PRORROGA06,28/11/2014 00:00,,28/11/2014 00:00
169,2,43,21/01/2015 00:00,34.96,,S/N,03/12/2014 00:00,PRORROGA,05/12/2014 00:00,,08/12/2014 00:00
170,2,-1,21/01/2015 00:00,-0.81,,S/N,03/12/2014 00:00,PRORROGA06,05/12/2014 00:00,,21/01/2015 00:00
171,27,70,16/02/2015 00:00,38.89,,S/N,03/12/2014 00:00,PRORROGA03,05/12/2014 00:00,,07/12/2014 00:00
172,129,87,31/12/2014 00:00,79.09,,S/N,01/12/2014 00:00,PRORROGA01,03/10/2014 00:00,,04/10/2014 00:00
173,114,52,28/11/2014 00:00,96.3,,PRORROGA3,28/11/2014 00:00,PRORROGA3,06/10/2014 00:00,,06/10/2014 00:00
174,58,66,04/02/2015 00:00,27.97,SE ANEXA AUTORIZACION ORIGINAL DE 1A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,24/11/2014 00:00,01 PR/249/14,24/11/2014 00:00,,29/11/2014 00:00
175,102,6,11/12/2014 00:00,3.97,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,26/11/2014 00:00,02 PR/252/14,26/11/2014 00:00,,04/12/2014 00:00
176,157,21,30/12/2014 00:00,21.88,SE ANEXA AUTORIZACION ORIGINAL DE 1A  PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,28/11/2014 00:00,01 PR/255/14,28/11/2014 00:00,,08/12/2014 00:00
186,60,142,19/01/2015 00:00,262.96,SE ANEXA AUTORIZACION ORIGINAL DE 2A PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,08/12/2014 00:00,02 PR/264/14,08/12/2014 00:00,,29/08/2014 00:00
