Id_Obra,Año,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Beneficiarios,Id_Convenio,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Observaciones,Enviar_Para,Id_Oficio_Asignacion_Obra
18,2012,18,EDIFICIO PLAZA CATEDRAL ( 842 M2 DE CONSTRUCCION PARCIAL EXISTENTE) LEON,Unitario,1,1,0,NULL,Obra,1,20 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
19,2012,26,ADECUACION DEL PROYECTO EJECUTIVO DEL CAMINO COMANJA DE CORONA JALISCO A HACIENDA ARRIBA ( SAN JOSE,Unitario,1,1,0,NULL,Obra,1,20 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
20,2012,19,PAVIMENTACION DE LA CALLE MELOCOTON TRAMO: DE BLVD. CEREZA A CALLE AGUACATE COL. LAS MANDARINAS,Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
21,2012,22,DEMOLICION DE LOSAS Y CONSTRUCCION DE NUEVA CUBIERTA EN 2 AULAS ADOSADAS ESC. PRIMARIA JOSE MA. MORE,Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
22,2012,23,TRABAJOS COMPLEMENTARIOS PARA PROYECTO EJECUTIVO PUENTE CENTRAL (2) EN BLVD. JOSE MARIA MORELOS INTE,Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
23,2012,24,"PROYECTO TRABAJOS COMPLEMENTARIOS PARA PROYECTO GEOMETRICO, ESTUDIOS TOPOGRAFICOS Y FICHAS DE AFECTA",Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012  ADRIAN,CONTRATADO,0
24,2012,25,PAVIMENTACION DE LA CALLE LAURO VILLEGAS TRAMO: DE JOSEFINA CAMARENA A CEFERINO ORTIZ COL. LEON II,Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
25,2012,27,"CONSTRUCCION DE FIRME, MODULO DE BAÑOS Y COCINA POR REPOSICION DE CONSTRUCCION EXISTENTE DE ACUERDO",Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
26,2012,28,CONSTRUCCION DE AGUA POTABLE Y ALCANTARILLADO EN LA COMUNIDAD LA RESERVA,Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
27,2012,20,PROYECTO EJECUTIVO RUTA DEL PEATON 27 DE SEPTIEMBRE PLAZA DEL MUSICO TRAMO 1: 27 DE SEPTIEMBRE A LOP,Unitario,1,1,0,NULL,Obra,1,22 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
28,2012,32,PAVIMENTACION DE LA CALLE MERCURIO TRAMO: DE JUPITER A RIQUEL COL. POPULAR ANAYA,Unitario,1,1,0,NULL,Obra,1,24 DE FEBRERO DE 2012 ADRIAN,CONTRATADO,0
29,2012,21,CONSTRUCCION DE BANQUETAS EN LA CALLE PRINCIPAL TRAMO: CALLE OMEGA A TOPAR CON PAVIMENTO EXISTENTE C,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
30,2012,29,"SEMAFORIZACION DE GLORIETA PANORAMA, LEON",Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
31,2012,30,INSTALACION DE SEMAFOROS COLONIALES EN LAS INTERSECCIONES QUE CONFORMAN ALVARO OBREGON Y 20 DE ENERO,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
32,2012,31,PAVIMENTACION DE LA CALLE AND. CRUZ DEL SUR TRAMO: DE URUAPAN A TOPAR (ANTARES) COL. POPULAR ANAYA,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
33,2012,33,PROYECTO EJECUTIVO DE LAS CALLES: FAISAN TRAMO: GRANJAS-AV. CENTRAL Y CALLE CENZONTLE TRAMO: DE ALON,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
34,2012,34,PROYECTO EJECUTIVO DE LAS CALLES: RAMON RAMIREZ TRAMO: BLVD. TELLEZ CRUCES-ANTONIO HERNANDEZ Y CALLE,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
35,2012,35,PROYECTO EJECUTIVO DE LAS CALLES: MARTIRES DE TLATELOLCO TRAMO: 14 DE MAYO-26 DE AGOSTO COL. MORELOS,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
36,2012,36,PROYECTO EJECUTIVO DE LA CALLE LOMA LARGA TRAMO: CERRO DEL SOYATE-CERRO LARGO COL. POPULAR POLANCO,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
37,2012,37,PROYECTO EJECUTIVO DE LA CALLE: RIO CUARTO TRAMO: BLVD. TIMOTEO LOZANO-MAR DE JAVA COL. JARDINES DE,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
38,2012,38,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: TLACOPAN TRAMO: GOLFO DE TEHUANTEPEC-TOPAR SUU CO,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
39,2012,39,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: SAN LUCAS TRAMO: SAN JUSTO-TOPAR Y CALLE SAN ISID,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
40,2012,41,CONSTRUCCION DE BARDA PERIMETRAL PARA LA ESCUELA FRANCISCO ZARATE EN LA COL. VIBAR LEON,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
41,2012,43,ESTUDIO GEOFISICO PARA DETENCION DE SOCAVACIONES DE EDIFICIOS PUBLICOS DE ZONA CENTRO,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
42,2012,44,PAVIMENTACION DE LA CALLE LIRIOS TRAMO: BLVD. J. JOSE TORRES LANDA-TOPAR COL. JARDINES DE JEREZ,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
43,2012,45,PROYECTO EJECUTIVO DE INTERSECCION DEL BLVD. SAN JUAN BOSCO CON PASEO DE LOS INSURGENTES,Unitario,1,1,0,NULL,Obra,1,01 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
44,2012,40,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: BENITO GUZMAN TRAMO: MARIANO ESCOBEDO - JOSEFINA,Unitario,1,1,0,NULL,Obra,1,08 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
45,2012,42,"RESTAURACION DEL TEATRO FRAY PEDRO DE GANTE, LEON",Unitario,1,1,0,NULL,Obra,1,08 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
46,2012,46,PAVIMENTACION DE LA CALLE PASEO  DE LOS CUERVOS TRAMO: BLVD. SAN PEDRO A CALLE PASEO DE LOS VERDINES,Unitario,1,1,0,NULL,Obra,1,08 DE MARZO DE 2012  ADRIAN,CONTRATADO,0
47,2012,47,"REHABILITACION DE SANITARIOS, CASETA DE VIGILANCIA, RECEPCION Y TERRAZA PARA COMEDOR DEL EDIFICIO DE",Unitario,1,1,0,NULL,Obra,1,08 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
48,2012,48,"REPINTADO DE PUENTE Y TORRE PUERTA MILENIO, LEON",Unitario,1,1,0,NULL,Obra,1,08 DE MARZO DE 2012  ADRIAN,CONTRATADO,0
49,2012,49,PAVIMENTACION DE LA CALLE OCASO TRAMO: DE CAMINO AL POTRERO A TEMPRANO COL. NUEVO AMANECER,Unitario,1,1,0,NULL,Obra,1,08 DE MARZO DE 2012  ADRIAN,CONTRATADO,0
50,2012,53,PINTURA Y MANO DE OBRA A POSTES METALICOS DE LA CIUDAD CORRESPONDIENTES A LA AV. PASEO DE LOS INSURG,Unitario,1,1,0,NULL,Obra,1,13 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
51,2012,54,LIMPIEZA DE GRAFITTI Y PROTECCION DE SUPERFICIES EN EL BLVD ADOLFO  LOPEZ  TRAMO: DE AV. PASEO DE LO,Unitario,1,1,0,NULL,Obra,1,13 DE MARZO 2012 ADRIAN,CONTRATADO,0
52,2012,55,LAVADO LIMPIEZA EN BARDA ATRIAL DE LA CATEDRAL BASILICA .LEON,Unitario,1,1,0,NULL,Obra,1,13 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
53,2012,56,BARDA PERIMETRAL EN PLANTA DE TRATAMIENTO EN LA OCMUNIDAD DE ESTANCIA DE LOS SAPOS Y EN RANCHO NUEVO,Unitario,1,1,0,NULL,Obra,1,13 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
54,2012,52,PAVIMENTACION DE LA CALLE NUEVO HAMBURGO TRAMO: DE BLVD. ANTONIO MADRAZO A CARACAS COL. LA CARMONA,Unitario,1,1,0,NULL,Obra,1,14 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
55,2012,61,PAVIMENTACION DE LA CALLE MADRE REYNA TRAMO: DE MADRE TIERRA A MADRE MARINA COL. 10 DE MAYO,Unitario,1,1,0,NULL,Obra,1,14 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
56,2012,58,PAVIMENTACION DE LA CALLE NAGPUR TRAMO: DE CANAL DE SARDENETA A TOPAR COL. LA INDIA,Unitario,1,1,0,NULL,Obra,1,14 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
57,2012,50,PAVIMENTACION DE LA CALLE CHAYOTE TRAMO: DE CANDELARIA - FRENTE AL 217 COL. LA MORA,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
58,2012,51,PAVIMENTACION DE LA CALLE ZITACUARO TRAMO: DE ZAMORA A PAVIMENTO EXISTENTE COL. SAN AGUSTIN,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
59,2012,57,"CONSTRUCCION DE MODULO DE 15 GAVETAS PARA ADULTO EN LA COMUNIDAD DE VAQUERIAS, CONSTRUCCION DE 400 O",Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
60,2012,59,PAVIMENTACION DE LA CALLE CLORO (T3) TRAMO: DE POTASIO - TITANIO COL. VALLE DE SEÑORA,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
61,2012,63,PAVIMENTACION DE LA CALLE MISERICORDIA TRAMO: DE MADRE AURORA A MADRE MAURA COL. LA GLORIA,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
62,2012,64,MANTENIMIENTO A LOS PAVIMENTOS DEL BLVD. JUAN ALONSO DE TORRES TRAMO: DE BLVD CLOUTHIER A BLVD SANAB,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
63,2012,65,REHABILITACION DE LOS PAVIMENTOS DEL BLVD. AEROPUERTO LEON,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
64,2012,66,MANTENIMIENTO A LOS PAVIMENTOS DEL BLVD. ADOLFO LOPEZ MATEOS TRAMO: BLVD. SAN PEDRO A BLVD. PASEO DE,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
65,2012,68,REVESTIMIENTO DEL CUERPO LATERAL SUR BLVD. JUAN ALONSO DE TORRES TRAMO: BLVD. HIDALGO A ANTONI SILVA,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
66,2012,69,MANTENIMIENTO A LOS PAVIMENTOS DEL BLVD. MORELOS INTERSECCION CON BLVD HIDALGO LEON,Unitario,1,1,0,NULL,Obra,1,20 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
67,2012,75,ALUMBRADO PUBLICO PARA REHABILITAR ESTACIONAMIENTOS LEON,Unitario,1,1,0,NULL,Obra,1,20 DEMARZO DE 2012 ADRIAN,CONTRATADO,0
68,2012,60,PAVIMENTACION DE LA CALLE MATILDE TRAMO: DE REFUGIO - IGNACIO GARCIA TELLEZ COL. ORIENTAL,Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
69,2012,62,PAVIMENTACION DE LA CALLE ARGON TRAMO: DE POTASIO - ANDADOR MARIA CURIE COL. VALLE DE SEÑORA,Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
70,2012,67,REVESTIMIENTO DEL CUERPO LATERAL SUR BLVD. JUAN ALONSO DE TORRES TRAMO: BLVD. ANTONIO MADRAZO A BLVD,Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
71,2012,70,PAVIMENTACION DE LA CALLE MADRE SUSANA TRAMO: DE TOPAR A ORIENTE - TOPAR A PONIENTE COL. DIEZ DE MAY,Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
72,2012,71,PAVIMENTACION DE LA CALLE FRANCISCO LOMBARDO TRAMO: DE OSE A. GODOY - JOSE MA ROA BARCENA COL. PERIO,Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
73,2012,74,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE FUENTES EN VARIAS PARTES DE LA CD. DE LEON GTO,Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
74,2012,80,PAVIMENTACION DE LA CALLE MADRE AMALIA TRAMO: DE ATOTONILCO A MADRE MARINA COL. DIEZ DE MAYO,Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
75,2012,76,"HABILITACION DE TERRENOS PARA ESTACIONAMIENTO EN RANCHO ALEGRE (14) HIDALGO Y LAS TORRES, TIMOTEO, S",Unitario,1,1,0,NULL,Obra,1,27 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
76,2012,81,"SEÑALIZACION HORIZONTAL EN LAS PRINCIPALES VIALIDADES DE LA CIUDAD, MEDIANTE PINTURA TERMOPLASTICA P",Unitario,1,1,0,NULL,Obra,1,28 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
77,2012,82,"SEÑALIZACION HORIZONTAL EN LAS PRINCIPALES VIALIDADES DE LA CIUDAD, MEDIANTE PINTURA TERMOPLASTICA P",Unitario,1,1,0,NULL,Obra,1,28 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
78,2012,73,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES OFICINAS MUNICIPALES LEON, GTO",Unitario,1,1,0,NULL,Obra,1,29  DE MARZO DE 2012 ADRIAN,CONTRATADO,0
79,2012,79,CONSTRUCCION DE CICLOVIA SOBRE LA CALLE 21 DE MARZO DE BLVD. SAN JUAN BOSCO A CALLE CLVADONGA Y EN C,Unitario,1,1,0,NULL,Obra,1,29 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
80,2012,83,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: ANTONIO RODRIGUEZ DE LUGO TRAMO: JUAN BAUTISTA -,Unitario,1,1,0,NULL,Obra,1,29 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
81,2012,85,PAVIMENTACION DE LA CALLE JUAN TORRES SEPTIEN TRAMO: DE BLVD MARIANO ESCOBEDO A BLVD. MARIANO ESCOBE,Unitario,1,1,0,NULL,Obra,1,29 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
82,2012,87,PAVIMENTACION DE LA CALLE MADRE INES TRAMO: DE TOPAR A ORIENTE A TOPAR PONIENTE COL. DIEZ DE MAYO,Unitario,1,1,0,NULL,Obra,1,29 DE MARZO DE 2012 ADRIAN,CONTRATADO,0
83,2012,78,"HABILITACION DE TERRENOS PARA ESTACIONAMIENTO EN RNACHO ALEGRE (3) LAGUNILLAS, HIDALGO ESQ. MORELOS,",Unitario,1,1,0,NULL,Obra,1,10 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
84,2012,77,PAVIMENTACION DE LA CALLE JEREZ DE ARRIBA TRAMO: JEREZ DE FRONTERA-JEREZ DE BLANES COL. VALLE DE JER,Unitario,1,1,0,NULL,Obra,1,10 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
85,2012,84,"TRABAJOS COMPLEMENTARIOS EN EL EX ESTACIONAMIENTO COMONFORT, LEON",Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
86,2012,86,PAVIMENTACION  DE LA CALLE JEREMIAS TRAMO: DE SAN LAZARO - SAN BENIGNO COL. NUEVA SANTA ROSA DE LIMA,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
87,2012,88,PAVIMENTACION  DE LA CALLE ISAIAS TRAMO: DE HILARIO MEDINA A TOPAR COL. NUEVA SANTA ROSA DE LIMA,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
88,2012,89,PAVIMENTACION DE LA CALLE JEREZ DE NAVIA TRAMO: DE BLVD. DELTA - TINTO COL. VALLE DE JEREZ,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
89,2012,90,PAVIMENTACION DE LA CALLE CLORO (TI) DE NITROGENO - ANDADOR AVOGADRO Y CALLE CLORO (T2) TRAMO: DE OX,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
90,2012,91,PAVIMENTACION DE LA CALLE CAUDAL DEL RIO TRAMO: DE VERTIENTE DEL RIO - RIVERA DEL RIO COL. RIVERA DE,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
91,2012,92,PAVIMENTACION DE LA CALLE MONTERREY TRAMO: DE MALECON DEL RIO A BLVD. ADOLFO LOPEZ MATEOS COL. EL CO,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
92,2012,93,PAVIMENTACION DE LA CALLE MADRE ELENA TRAMO: DE MADRE FABIOLA A ATOTONILCO COL. DIEZ DE MAYO,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
93,2012,94,PAVIMENTACION DE LA CALLE PRESA TILOSTOC TRAMO: DE PROL. HILARIO MEDINA A PRESA ALLENDE COL. PRESITA,Unitario,1,1,0,NULL,Obra,1,13 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
94,2012,72,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES EN COMUDE LEON. GTO.,Unitario,1,1,0,NULL,Obra,1,17 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
95,2012,95,RESTAURACION DE FACHADA PATROCINIO DE MARIA ZONA CENTRO,Unitario,1,1,0,NULL,Obra,1,17 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
96,2012,96,REUBICACION DE LA ESCULTURA DE MARIA GREEVER UBICADA EN CALLE ALVARO OBREGON ZONA CENTRO,Unitario,1,1,0,NULL,Obra,1,17 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
97,2012,97,CONSTRUCCION DE BARDA PERIMETRAL EN LA ESCUELA NUEVA  CREACION UBICADA EN LA COLONIA JOYAS DE CASTIL,Unitario,1,1,0,NULL,Obra,1,17 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
98,2012,98,REHABILITACION DE BIBLIOTECA COMUNIDAD LOZA DE LOS PADRES,Unitario,1,1,0,NULL,Obra,1,17 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
99,2012,100,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: JOSE MARIA RODRIGUEZ TRAMO: BLVD. TELLEZ CRUCES A,Unitario,1,1,0,NULL,Obra,1,19 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
100,2012,101,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: ANTONIO HERNANDEZ TRAMO: BLVD VASCO DE QUIROGA -P,Unitario,1,1,0,NULL,Obra,1,19 DE ABRIL DE 2012 ADRIAN,CONTRATADO,0
101,2012,99,ESTUDIO DE MECANICA DE SUELOS Y DISEÑO ESTRUCTURAL PARA LA BARDA DEL ZOOLOGICO DE LEON,Unitario,1,1,0,NULL,Obra,1,23/04/2012 ADRIAN,CONTRATADO,0
102,2012,113,PAVIMENTACION DE LA CALLE CLORO TRAMO: DE OXIGENO - ANDADOR QUIMICOS COL. VALLE DE SEÑORA,Unitario,1,1,0,NULL,Obra,1,23/04/2012 ADRIAN,CONTRATADO,0
103,2012,117,PINTURA PUENTE PEATONAL TRAMO: BLVD.  ADOLFO LOPEZ MATEOS ESQ. MIGUEL ALEMAN CENTRO,Unitario,1,1,0,NULL,Obra,1,23/04/2012 ADRIAN,CONTRATADO,0
104,2012,118,PAVIMENTACION DE LA CALLE CIGÜEÑA TRAMO: GANSO-CANARIO (TOCOLORO) COL. LOMAS DE ECHEVESTE,Unitario,1,1,0,NULL,Obra,1,23/04/2012 ADRIAN,CONTRATADO,0
105,2012,102,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: TERESA DE BUSTOS  Y MOYA TRAMO: BLVD LEON II - CA,Unitario,1,1,0,NULL,Obra,1,26/04/2012 ADRIAN,CONTRATADO,0
106,2012,105,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: RICARDO GALVAN TRAMO: BLVD. LEON II - RICARDO SOL,Unitario,1,1,0,NULL,Obra,1,26/04/2012 ADRIAN,CONTRATADO,0
107,2012,106,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: EUFRASI PANTOJA TRAMO: BLVD LEON II - RICARDO SOL,Unitario,1,1,0,NULL,Obra,1,26/04/2012 ADRIAN,CONTRATADO,0
108,2012,108,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: FRANCISCO GOMEZ GUERRA TRAMO: BLVD LEON II A RICA,Unitario,1,1,0,NULL,Obra,1,26/04/2012 ADRIAN,CONTRATADO,0
109,2012,110,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: VALLE AZUL TRAMO: BLVD. RIO MAYO A VALLE JORDAN Y,Unitario,1,1,0,NULL,Obra,1,26/04/2012 ADRIAN,CONTRATADO,0
