Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe,Id_Contrato_Ampliacion
0000000056,0000000004,2,ACARREO EN CAMION REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,28639.98,
0000000057,0000000004,3,RELLENOS REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO.,101352.12,
0000000058,0000000005,1,PRELIMINARES-PAVIMENTO,283810.69,
0000000059,0000000005,2,VEGETACION-PAVIMENTO,153571.09,
0000000060,0000000005,3,EXCAVACIONES-PAVIMENTO,160655.55,
0000000061,0000000005,4,ACARREOS EN CAMION-PAVIMENTO,832735.64,
0000000062,0000000005,5,TERRACERIAS-PAVIMENTO,1530694.26,
0000000063,0000000005,6,BASES Y SUB BASES-PAVIMENTO,1414475.91,
0000000064,0000000005,7,PAVIMENTOS Y REPOSICION DE PAVIMENTOS-PAVIMENTO,10437470.38,
0000000065,0000000005,8,TRABAJOS COMPLEMENTARIOS-PAVIMENTO,15511.36,
0000000066,0000000005,9,LIMPIEZA-PAVIMENTO,52701.88,
0000000067,0000000005,10,PRELIMINARES-BANQUETAS-IMAGEN URBANA,69980.47,
0000000068,0000000005,11,EXCAVACIONES-BANQUETAS-IMAGEN URBANA,14507.91,
0000000069,0000000005,12,ACARREOS EN CAMION-BANQUETAS-IMAGEN URBANA,10507.43,
0000000070,0000000005,13,TERRACERIAS-BANQUETAS-IMAGEN URBANA,53505.00,
0000000071,0000000005,14,BASES Y SUB BASES-BANQUETAS-IMAGEN URBANA,42001.43,
0000000072,0000000005,15,PAVIMENTOS-BANQUETAS-IMAGEN URBANA,2377115.71,
0000000073,0000000005,16,LIMPIEZA EN BANQUETAS-BANQUETAS-IMAGEN URBANA,1133133.59,
0000000074,0000000005,17,VEGETACION-BANQUETAS-IMAGEN URBANA,153248.75,
0000000075,0000000005,18,PRELIMINARES-PUENTE EL MUERTO NORTE,813.29,
0000000076,0000000005,19,DEMOLICION-PUENTE EL MUERTO NORTE,6707.07,
0000000077,0000000005,20,CARGAS Y ACARREOS-PUENTE EL MUERTO NORTE,132233.46,
0000000078,0000000005,21,RELLENOS-PUENTE EL MUERTO NORTE,788237.39,
0000000079,0000000005,22,ESTRUCTURA-PUENTE EL MUERTO NORTE,392061.63,
0000000080,0000000005,23,PINTURA-PUENTE EL MUERTO NORTE,1134.18,
0000000081,0000000005,24,SEÑAL DE PROTECCION DE OBRA-PUENTE EL MUERTO NORTE,6932.84,
0000000082,0000000005,25,LIMPIEZA DE OBRA-PUENTE EL MUERTO NORTE,10628.12,
0000000083,0000000005,26,PRELIMINARES-PUENTE EL MUERTO SUR,725.82,
0000000084,0000000005,27,DEMOLICIONES-PUENTE EL MUERTO SUR,109604.18,
0000000085,0000000005,28,RELLENOS-PUENTE EL MUERTO SUR,482335.16,
0000000086,0000000005,29,ESTRUCTURAS-PUENTE EL MUERTO SUR,393292.00,
0000000087,0000000005,30,PINTURA-PUENTE EL MUERTO SUR,1134.18,
0000000088,0000000005,31,SEÑAL DE PROTECCION DE OBRA-PUENTE EL MUERTO SUR,6828.67,
0000000089,0000000005,32,LIMPIEZA DE OBRA-PUENTE EL MUERTO NORTE,9485.10,
0000000090,0000000005,33,PRELIMINARES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,46950.42,
0000000091,0000000005,34,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,82110.64,
0000000092,0000000005,35,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,201393.51,
0000000093,0000000005,36,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,269042.99,
0000000094,0000000005,37,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,3412208.51,
0000000095,0000000005,38,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,101155.56,
0000000096,0000000005,39,TOMAS DOMICILIARIAS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,11706.20,
0000000097,0000000005,40,CAJA DE OPERACION DE VALVULAS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,154673.33,
0000000098,0000000005,41,OBRAS COMPLEMENTARIAS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,140379.98,
0000000099,0000000005,42,PRELIMINARES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,3589.40,
0000000100,0000000005,43,EXCAVACIONES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS LATERALES SUR,34587.88,
0000000101,0000000005,44,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,114465.77,
0000000102,0000000005,45,RELLENOS-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,174192.69,
0000000103,0000000005,46,MATERIALES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,124331.95,
0000000104,0000000005,47,INSTALACIONES-REHABILITACION Y/O REPOSICION DE DESCARGAS DOMICILIARIAS,35481.98,
0000000105,0000000005,48,EXCAVACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,74187.41,
0000000106,0000000005,49,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,230400.43,
0000000107,0000000005,50,RELLENOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,347856.32,
0000000108,0000000005,51,MATERIALES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,640895.64,
0000000109,0000000005,52,INSTALACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,48710.48,
0000000110,0000000005,53,POZOS DE VISITA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,84322.20,
0000000111,0000000005,54,OBRAS COMPLEMENTARIAS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE SANITARIO,32206.95,
0000000112,0000000005,55,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,16222.97,
0000000113,0000000005,56,EXCAVACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,81962.06,
0000000114,0000000005,57,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,166870.67,
0000000115,0000000005,58,RELLENOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,294674.56,
0000000116,0000000005,59,SUMINISTRO DE TUBERIA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,651750.48,
0000000117,0000000005,60,INSTALACIONES DE TUBERIA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,27802.01,
0000000118,0000000005,61,POZOS DE VISITA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,119928.84,
0000000119,0000000005,62,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL (REJILLA PLUVIAL),2548.63,
0000000120,0000000005,63,EXCAVACIONES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,25227.82,
0000000121,0000000005,64,ACARREOS EN CAMION-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,52201.16,
0000000122,0000000005,65,RELLENOS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,69466.26,
0000000123,0000000005,66,SUMINISTROS-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,663216.70,
0000000124,0000000005,67,INSTALACIONES DE TUBERIA-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,6993.29,
0000000125,0000000005,68,REGISTROS PLUVIALES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,278798.92,
0000000126,0000000005,69,SEÑALAMIENTO DE OPERACION-SEÑALES RESTRICTIVAS,19148.98,
0000000127,0000000005,70,SEÑALAMIENTO DE OPERACION-SEÑALES PREVENTIVAS,4212.00,
0000000128,0000000005,71,SEÑALAMIENTO DE OPERACION-SEÑALES INFORMATIVAS,4940.25,
0000000129,0000000005,72,SEÑALAMIENTO DE OPERACION-SEÑALES DIVERSAS,1327.60,
0000000130,0000000005,73,MARCAS EN PAVIMENTO,44776.45,
0000000131,0000000005,74,LEYENDAS Y SIMBOLOS,4489.00,
0000000132,0000000005,75,VIALETAS Y BOTONES,325637.00,
0000000133,0000000005,76,SEÑALES VERTICALES ELEVADAS-SEÑALES INFORMATIVAS,159963.84,
0000000134,0000000005,77,SEÑALAMIENTO DE PROTECCION DE OBRA,174002.11,
0000000135,0000000005,78,OBRA CIVIL-SEMAFOROS,268098.78,
0000000136,0000000005,79,INSFRAESTRUCTURA-SEMAFOROS,987169.40,
0000000137,0000000005,80,CABEZAS SEMAFORICAS,301859.28,
0000000138,0000000005,81,CONTROLADORES,1043583.31,
0000000139,0000000005,82,RED DE ALUMBRADO PUBLICO,218337.71,
0000000140,0000000005,83,ESTRUCTURAS PRIMARIAS,195778.04,
0000000141,0000000005,84,ESTRUCTURAS SECUNDARIAS,18246.00,
0000000142,0000000005,85,FUERA DE CATALOGO,0.00,
0000000143,0000000005,86,RECONSIDERACION DE P.U.F.C.,0.00,
0000000144,0000000006,1,PRELIMINARES DE PAVIMENTO,243031.19,
0000000145,0000000006,2,VEGETACION DE PAVIMENTO,2487.44,
0000000146,0000000006,3,EXCAVACION DE PAVIMENTO,61890.95,
0000000147,0000000006,4,ACARREOS EN CAMION DE PAVIMENTO,230773.91,
0000000148,0000000006,5,TERRACERIAS DE PAVIMENTO,106290.39,
0000000149,0000000006,6,BASES Y SUB-BASES DE PAVIMENTO,127498.41,
0000000150,0000000006,7,PAVIMENTOS Y REPOSICION DE PAVIMENTOS-PAVIMENTO,1414582.43,
0000000151,0000000006,8,TRABAJOS COMPLEMENTARIOS-PAVIMENTO,12262.50,
0000000152,0000000006,9,PRESUPUESTO,13138.34,
0000000153,0000000006,10,PRESUPUESTO,7161.67,
0000000154,0000000006,11,PRESUPUESTO,142969.77,
0000000155,0000000006,12,PRESUPUESTO,111938.98,
0000000156,0000000006,13,PRESUPUESTO,36235.01,
0000000157,0000000006,14,PRESUPUESTO,113427.72,
0000000158,0000000006,15,PAVIMENTOS-BANQUETAS-IMAGEN URBANA,1159601.91,
0000000159,0000000006,16,LIMPIEZA EN BANQUETAS-BANQUETAS-IMAGEN URBANA,79162.93,
0000000160,0000000006,17,VEGETACION-BANQUETAS-IMAGEN URBANA,1250.66,
0000000161,0000000006,18,RELLENOS-PUENTE EL MUERTO NORTE,7351.30,
0000000162,0000000006,19,DEMOLICIONES-PUENTE EL MUERTO NORTE,3990.86,
0000000163,0000000006,20,RELLENOS-PUENTE EL MUERTO SUR  ,8800.58,
0000000164,0000000006,21,PRELIMINARES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR  ,49220.33,
0000000165,0000000006,22,EXCAVACION-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE  ,48673.71,
0000000166,0000000006,23,ACARREOS EN CAMION-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE  ,98512.23,
0000000167,0000000006,24,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE  ,150500.38,
0000000168,0000000006,25,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE  ,899289.24,
0000000169,0000000006,26,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE  ,35469.10,
0000000170,0000000006,27,CAJA DE OPERACION DE VALVULAS-REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE  ,4016.24,
0000000171,0000000006,28,OBRAS COMPLEMENTARIAS-REPOSICION Y/O REHABILITACION DE DESCARGAS DOMICILIARIAS  ,23675.46,
0000000172,0000000006,29,MATERIALES-REPOSICION Y/O REHABILITACION DE DESCARGAS DOMICILIARIAS  ,7056.60,
0000000173,0000000006,30,EXCAVACIONES-REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO  ,3057.50,
0000000174,0000000006,31,RELLENOS-REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO  ,2059.98,
0000000175,0000000006,32,MATERIALES-REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO  ,18008.24,
0000000176,0000000006,33,INSTALACIONES-REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO  ,1386.86,
0000000177,0000000006,34,POZOS DE VISITA-REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO  ,15660.53,
0000000178,0000000006,35,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL  ,1731.75,
0000000179,0000000006,36,EXCAVACIONES- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL  ,1536.96,
0000000180,0000000006,37,ACARREOS EN CAMION- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL  ,240.48,
0000000181,0000000006,38,RELLENOS- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL  ,62819.61,
0000000182,0000000006,39,SUMINISTRO DE TUBERIA- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL  ,26394.59,
0000000183,0000000006,40,INSTALACION DE TUBERIA- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL  ,2508.45,
0000000184,0000000006,41,POZO DE VISITA- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL  ,5661.60,
0000000185,0000000006,42,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL(REJILLA PLUVIAL)  ,59.91,
0000000186,0000000006,43,SUMINISTROS- REHABILITACION Y/O  REPOSICION DE LINEA DE DRENAJE PLUVIAL    ,29545.72,
0000000187,0000000006,44,REGISTROS PLUVIALES-REHABILITACION Y/O REPOSICION DE LINEA DE DRENAJE PLUVIAL,26131.42,
0000000188,0000000006,45,MARCAS EN PAVIMENTOS,1763.83,
0000000189,0000000006,46,SEÑALAMIENTO DE PROTECCION DE OBRA,5715.32,
0000000190,0000000006,47,CONCEPTOS FUERA DE CATALOGO,578764.42,
0000000191,0000000007,1,PRELIMINARES PAVIMENTO,179044.07,
0000000192,0000000007,2,VEGETACION PAVIMENTO,133.11,
0000000193,0000000007,3,EXCAVACION PAVIMENTO,23831.82,
0000000194,0000000007,4,ACARREOS EN CAMION PAVIMENTO,81514.30,
0000000195,0000000007,5,TERRACERIAS PAVIMENTO,93238.64,
0000000196,0000000007,6,BASES Y SUB BASES PAVIMENTO,144076.89,
0000000197,0000000007,7,PAVIMENTOS Y REPOSICION DE PAVIMENTOS PAVIMENTO,377618.41,
0000000198,0000000007,8,TRABAJOS COMPLEMENTARIOS PAVIMENTO,1957.91,
0000000199,0000000007,9,LIMPIEZA PAVIMENTO,4905.05,
0000000200,0000000007,10,PRELIMINARES BANQUETAS IMAGEN URBANA,2664.92,
0000000201,0000000007,11,EXCAVACIONES BANQUETAS IMAGEN URBANA,40535.29,
0000000202,0000000007,12,ACARREOS EN CAMION BANQUETAS IMAGEN URBANA,30938.41,
0000000203,0000000007,13,TERRACERIAS BANQUETAS IMAGEN URBANA,13482.90,
0000000204,0000000007,14,BASES Y SUB BASES BANQUETAS IMAGEN URBANA,52956.08,
0000000205,0000000007,15,PAVIMENTOS BANQUETAS IMAGEN URBANA,478917.30,
0000000206,0000000007,16,LIMPIEZA EN BANQUETAS BANQUETAS IMAGEN URBANA,18767.99,
0000000207,0000000007,17,VEGETACION BANQUETAS IMAGEN URBANA,229.30,
0000000208,0000000007,18,ESTRUCTURA PUENTE EL MUERTO NORTE,128.45,
0000000209,0000000007,19,PINTURA PUENTE EL MUERTO NORTE,8.50,
0000000210,0000000007,21,LIMPIEZA DE OBRA PUENTE EL MUERTO NORTE,43.30,
0000000211,0000000007,22,DEMOLICIONES PUENTE EL MUERTO SUR,2026.62,
0000000212,0000000007,23,RELLENOS PUENTE EL MUERTO SUR,2900.33,
0000000213,0000000007,24,ESTRUCTURAS PUENTE EL MUERTO SUR,128.95,
0000000214,0000000007,25,PINTURA PUENTE EL MUERTO SUR,8.50,
0000000215,0000000007,26,LIMPIEZA DE OBRA PUENTE EL MUERTO SUR,12.59,
0000000216,0000000007,27,PRELIMINARES REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE LATERAL SUR,3708.15,
0000000217,0000000007,28,EXCAVACION REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,14270.72,
0000000218,0000000007,29,ACARREOS EN CAMION - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,46581.51,
0000000219,0000000007,30,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,69991.05,
0000000220,0000000007,31,MATERIALES - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,431481.50,
0000000221,0000000007,32,INSTALACIONES - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,20885.61,
0000000222,0000000007,33,CAJA DE OPERACION DE VALVULAS - REPOSICION Y/O REHABILITACION DE LINEAS DE AGUA POTABLE,1005.63,
0000000223,0000000007,34,EXCAVACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,1462.86,
0000000224,0000000007,35,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,1146.44,
0000000225,0000000007,36,MATERIALES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,9556.75,
0000000226,0000000007,37,INSTALACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,696.12,
0000000227,0000000007,38,POZOS DE VISITA - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE SANITARIO,20906.50,
0000000228,0000000007,39,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL,64.68,
0000000229,0000000007,40,EXCAVACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL,759.11,
0000000230,0000000007,41,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL,51189.00,
0000000231,0000000007,42,SUMINISTRO DE TUBERIA - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL,33539.62,
0000000232,0000000007,43,INSTALACIONES DE TUBERIA - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL,1305.51,
0000000233,0000000007,44,POZOS DE VISITA - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL,10411.59,
0000000234,0000000007,45,PRELIMINARES Y TRABAJOS COMPLEMENTARIOS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL (REJILLA PLUVIAL),22.40,
0000000235,0000000007,46,RELLENOS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL (REJILLA PLUVIAL),15147.79,
0000000236,0000000007,47,SUMINISTROS - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL (REJILLA PLUVIAL),23461.46,
0000000237,0000000007,48,INSTALACIONES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL (REJILLA PLUVIAL),81.17,
0000000238,0000000007,49,REGISTROS PLUVIALES - REPOSICION Y/O REHABILITACION DE LINEA DE DRENAJE PLUVIAL (REJILLA PLUVIAL),31236.80,
0000000239,0000000007,50,MARCAS EN PAVIMENTO,3735.48,
0000000240,0000000007,51,VIALETAS Y BOTONES,16490.88,
0000000241,0000000007,52,SEÑALAMIENTO DE PROTECCION DE OBRA,10823.88,
0000000242,0000000007,53,OBRA CIVIL - SEMAFOROS,2480.47,
0000000243,0000000007,54,CABEZAS SEMAFORICAS,3043.76,
0000000244,0000000007,55,RED DE ALUMBRADO PUBLICO,30222.73,
0000000245,0000000007,56,ESTRUCTURAS PRIMARIAS,62775.75,
0000000246,0000000007,57,CONCEPTOS FUERA DE CATALOGO,3363342.01,
0000000247,0000000008,1,PRESUPUESTO,0.00,
0000000248,0000000009,1,ESTRUCTURA DE CONCRETO,753867.13,
0000000249,0000000009,2,ALBAÑILERIA,160619.06,
0000000250,0000000009,3,ACABADOS,555995.84,
0000000251,0000000009,4,AZOTEA,232913.90,
0000000252,0000000009,5,MODULO DE BAÑOS,119854.94,
0000000253,0000000009,6,ACCESORIOS DE BAÑO,3132.74,
0000000254,0000000009,7,MUEBLES DE BAÑO,71467.00,
0000000255,0000000009,8,CANCELERIA DE ALUMINIO,178281.05,
0000000256,0000000009,9,CRISTAL TEMPLADO,404447.51,
0000000257,0000000009,10,HERRERIA,32665.74,
0000000258,0000000009,11,CARPINTERIA,22677.06,
