Id_Prorroga,Id_Contrato,Dias_Recorrer,Fecha_Nueva,Porcentaje,Justificacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Termino_Ultima_Anterior
117,261,13,15/09/2012 00:00,32.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,31/08/2012 00:00,S/N PRORROGA 1,31/08/2012 00:00,,01/09/2012 00:00
118,260,13,15/09/2012 00:00,32.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,31/08/2012 00:00,S/N PRORROGA1,31/08/2012 00:00,,01/09/2012 00:00
119,137,9,15/08/2012 00:00,16.67,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,30/07/2012 00:00,S/N PRORROGA 2,01/08/2012 00:00,,05/08/2012 00:00
120,248,27,19/10/2012 00:00,40.3,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,29/08/2012 00:00,S/N PRORROGA 1,30/08/2012 00:00,,21/09/2012 00:00
121,249,22,14/10/2012 00:00,36.67,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,15/08/2012 00:00,S/N PRORROGA 1,28/08/2012 00:00,,21/09/2012 00:00
122,208,6,15/09/2012 00:00,6.74,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,03/07/2012 00:00,S/N PRORROGA 1,15/08/2012 00:00,,08/09/2012 00:00
123,74,17,14/09/2012 00:00,13.82,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,27/08/2012 00:00,S/N PRORROGA 2,27/08/2012 00:00,,27/08/2012 00:00
124,262,13,08/09/2012 00:00,39.39,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,24/08/2012 00:00,S/N PRORROGA 1,24/08/2012 00:00,,25/08/2012 00:00
125,263,19,21/09/2012 00:00,47.5,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,15/08/2012 00:00,S/N PRORROGA 1,20/08/2012 00:00,,01/09/2012 00:00
126,324,13,24/10/2012 00:00,43.33,,S/N,02/10/2012 00:00,S/N,02/10/2012 00:00,,10/10/2012 00:00
130,331,20,03/11/2012 00:00,76.92,,S/N,09/10/2012 00:00,S/N PRORROGA,09/10/2012 00:00,,13/10/2012 00:00
131,209,13,02/09/2012 00:00,21.31,ANEXO COPIA DE PRORROGA EN ESTIMACION 5,S/N,15/08/2012 00:00,DGOP/SUP/PR/082,17/08/2012 00:00,,19/08/2012 00:00
132,263,14,06/10/2012 00:00,35,,S/N,20/09/2012 00:00,S/N PRORROGA 2,21/09/2012 00:00,,21/09/2012 00:00
134,92,30,19/09/2012 00:00,24.39,,S/N PRIMER,15/08/2012 00:00,S/N PRIMER PROR,15/08/2012 00:00,,19/08/2012 00:00
135,242,10,05/10/2012 00:00,13.51,,S/N PRORRO,17/09/2012 00:00,S/N PRORROGA 1,17/09/2012 00:00,,24/09/2012 00:00
136,248,26,15/11/2012 00:00,38.81,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,05/10/2012 00:00,S/N PRORROGA 2,08/10/2012 00:00,,19/10/2012 00:00
137,249,31,15/11/2012 00:00,51.67,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,05/10/2012 00:00,S/N PRORROGA 2,08/10/2012 00:00,,14/10/2012 00:00
138,273,7,06/10/2012 00:00,11.67,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. ALEJANDRO SANCHEZ,S/N,27/09/2012 00:00,S/N PRORROGA 1,28/09/2012 00:00,,28/09/2012 00:00
139,201,31,05/09/2012 00:00,57.41,,S/N PRORRO,03/08/2012 00:00,S/N PRORROGA 1,03/08/2012 00:00,,04/08/2012 00:00
140,289,23,25/10/2012 00:00,57.5,,S/N PRORRO,27/09/2012 00:00,S/N PRORROGA 1,27/09/2012 00:00,,01/10/2012 00:00
141,92,17,07/10/2012 00:00,13.82,,S/N PRORRO,19/09/2012 00:00,S/N PRORROGA 2,19/09/2012 00:00,,19/09/2012 00:00
142,424,13,17/11/2012 00:00,39.39,,S/N,31/10/2012 00:00,S/N,01/11/2012 00:00,,03/11/2012 00:00
144,391,14,18/11/2012 00:00,25.93,,S/N,31/10/2012 00:00,S/N PRORROGA,01/11/2012 00:00,,03/11/2012 00:00
145,243,13,05/10/2012 00:00,17.57,,S/N,20/09/2012 00:00,DGOP/SUP/PR/091,21/09/2012 00:00,,21/09/2012 00:00
147,348,26,23/11/2012 00:00,65,,S/N,25/10/2012 00:00,S/N PRORROGA,26/10/2012 00:00,,27/10/2012 00:00
148,282,33,17/11/2012 00:00,55,,S/N PRORRO,08/10/2012 00:00,S/N PRORROGA 1,08/10/2012 00:00,,14/10/2012 00:00
149,209,-1,02/09/2012 00:00,-1.64,,S/N PRORRO,17/08/2012 00:00,S/N PRORROGA 1,17/08/2012 00:00,,02/09/2012 00:00
150,283,19,30/11/2012 00:00,21.35,,S/N,05/11/2012 00:00,S/N PRORROGA,06/11/2012 00:00,,10/11/2012 00:00
151,238,96,29/03/2013 00:00,57.83,,S/N,06/11/2012 00:00,S/N PRORROGA,12/11/2012 00:00,,22/12/2012 00:00
152,372,19,07/12/2012 00:00,35.19,,S/N,05/11/2012 00:00,S/N PRORROGA,06/11/2012 00:00,,17/11/2012 00:00
154,360,13,24/11/2012 00:00,24.07,,S/N,08/11/2012 00:00,S/N PRORROGA,12/11/2012 00:00,,10/11/2012 00:00
155,27,61,21/12/2012 00:00,25.1,,S/N,07/11/2012 00:00,S/N PRORROGA,12/11/2012 00:00,,20/10/2012 00:00
158,203,20,15/10/2012 00:00,27.03,,S/N PRORRO,24/09/2012 00:00,S/N PRORROGA 2,24/09/2012 00:00,,24/09/2012 00:00
159,74,42,27/10/2012 00:00,34.15,,S/N PRORRO,14/09/2012 00:00,S/N PRORROGA 3,14/09/2012 00:00,,14/09/2012 00:00
161,245,10,10/10/2012 00:00,13.51,,S/N,26/09/2012 00:00,DGOP/SUP/PR/078,26/09/2012 00:00,,29/09/2012 00:00
162,264,12,31/10/2012 00:00,14.63,SE ANEXA DOCUMENTACION ORIGINAL EN EXPEDIENTE UNITARIO,S/N PRORRO,17/10/2012 00:00,S/N PRORROGA 2,17/10/2012 00:00,,18/10/2012 00:00
163,279,12,18/10/2012 00:00,20,,S/N,05/10/2012 00:00,DGOP/SUP/PR/100,05/10/2012 00:00,,05/10/2012 00:00
164,118,31,02/10/2012 00:00,25.2,,S/N,31/08/2012 00:00,DGOP/SUP/PR/097,31/08/2012 00:00,,31/08/2012 00:00
165,191,31,10/10/2012 00:00,41.33,,S/N PRORRO,21/09/2012 00:00,S/N PRORROGA 3,21/09/2012 00:00,,08/09/2012 00:00
166,225,35,25/10/2012 00:00,42.68,,S/N PRORRO,20/09/2012 00:00,S/N PRORROGA 1,20/09/2012 00:00,,19/09/2012 00:00
167,256,13,13/10/2012 00:00,24.07,,S/N,28/09/2012 00:00,DGOP/SUP/PR/119,28/09/2012 00:00,,29/09/2012 00:00
168,7,177,31/12/2012 00:00,117.22,,S/N,01/10/2012 00:00,DGOP/SUP/PR/083,01/10/2012 00:00,,06/07/2012 00:00
169,281,14,28/10/2012 00:00,23.33,SE ANEXA DOCUMENTACIÓN ORIGINAL EN EXPEDIENTE UNITARIO; 1ER PRORROGA,S/N PRORR,12/10/2012 00:00,DGOP/CT/PR/120/,12/10/2012 00:00,,13/10/2012 00:00
170,255,7,28/09/2012 00:00,12.96,,S/N PRORRO,06/09/2012 00:00,S/N PRORROGA 1,06/09/2012 00:00,,20/09/2012 00:00
171,297,14,20/11/2012 00:00,30.43,SE INGRESA DOCUMENTACION ORIGINAL EN EXPEDIENTE UNITARIO,S/N PRORRO,24/10/2012 00:00,PR/132/2012   1,24/10/2012 00:00,,05/11/2012 00:00
172,285,40,30/11/2012 00:00,65.57,SE INGRESA DOCUMENTACION ORIGINAL AL EXPEDIENTE UNITARIO,S/N PRORRO,16/10/2012 00:00,PR/128/2012   1,19/10/2012 00:00,,20/10/2012 00:00
173,258,20,03/11/2012 00:00,37.04,SE INGRESA DOCUMENTACION ORIGINAL EN EXPEDIENTE UNITARIO,S/N PRORRO,12/10/2012 00:00,PR/121/2012   1,12/10/2012 00:00,,13/10/2012 00:00
174,5,139,30/12/2012 00:00,74.73,SE INGRESA DOCUMENTACION ORIGINAL EN EL EXPEDIENTE UNITARIO,S/N PRORRO,11/10/2012 00:00,PR/119/12   1,11/10/2012 00:00,,12/08/2012 00:00
175,259,16,09/10/2012 00:00,48.48,,S/N PRORRO,21/09/2012 00:00,S/N PRORROGA 1,21/09/2012 00:00,,22/09/2012 00:00
176,233,25,17/11/2012 00:00,21.01,CAPTURADA POR CONTROL TECNICO,S/N PRORRO,09/10/2012 00:00,PRR/127/12,09/10/2012 00:00,,22/10/2012 00:00
177,218,13,14/09/2012 00:00,16.05,,S/N,29/08/2012 00:00,DGOP/SUP/PR/064,29/08/2012 00:00,,31/08/2012 00:00
178,423,20,21/12/2012 00:00,37.74,,S/N,28/11/2012 00:00,S/N PRORROGA,29/11/2012 00:00,,30/11/2012 00:00
179,276,112,30/12/2012 00:00,280,SE ANEXA ORIGINAL DE AUTORIZACION DE PRORROGA YSOLICITUD EN EL EXPEDIENTE UNITARIO,S/N PRORRO,26/10/2012 00:00,PR/135/12   1,26/10/2012 00:00,,08/09/2012 00:00
180,234,45,13/11/2012 00:00,55.56,SE ANEXA COPIA DE AUTORIZACION Y DOCUMENTACION ORIGINAL ANEXA EN EL EXPEDIENTE UNTARIO,S/N PRORRO,23/10/2012 00:00,PR/134/12   1,26/10/2012 00:00,,28/09/2012 00:00
181,251,25,18/11/2012 00:00,30.49,SE ANEXA AUTORIZACION Y SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,18/10/2012 00:00,PR/130/12   1,23/10/2012 00:00,,23/10/2012 00:00
182,314,20,12/12/2012 00:00,26.67,SE ANEXA AUTORIZACION Y SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,31/10/2012 00:00,PR/146/12   1,16/11/2012 00:00,,21/11/2012 00:00
183,315,27,12/12/2012 00:00,36,SE ANEXA AUTORIZACION Y SOLICITUD DE PRORROGA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,31/10/2012 00:00,PR/146/12    1,16/11/2012 00:00,,14/11/2012 00:00
184,357,17,02/12/2012 00:00,22.67,SE INGRESA AUTORIZACION Y SOLICITUD DE PRORROGA EN EXPEDIENTE UNITARIO,S/N PRORRO,14/11/2012 00:00,PR/144/12   1,14/11/2012 00:00,,14/11/2012 00:00
185,358,17,02/12/2012 00:00,22.67,SE INGRESA AUTORIZACION Y SOLICITUD DE PRORROGA EN EXPEDIENTE UNITARIO,S/N PRORRO,14/11/2012 00:00,PR/144/12    1,14/11/2012 00:00,,14/11/2012 00:00
186,246,13,05/10/2012 00:00,19.4,SE ANEXA AUTORIZACIÓN Y SOLICITUD ORIGINAL AL EXPEDIENTE UNITARIO. CAPTURA CTA.,S/N,20/09/2012 00:00,PR/101/12,21/09/2012 00:00,,21/09/2012 00:00
187,269,14,18/09/2012 00:00,42.42,"SE ANEXA AUTORIZACIÓN Y SOLICITUD ORIGINAL AL EXP. UNIT. , CAPTURA CTA.",S/N,28/08/2012 00:00,PR/103/12,03/09/2012 00:00,,03/09/2012 00:00
188,270,15,24/09/2012 00:00,38.46,"SE ANEXA AUT. Y SOLICITUD ORIGINAL AL EXP. UNITARIO, CAPTURA CTA.",S/N,28/08/2012 00:00,PR/102/12,04/09/2012 00:00,,08/09/2012 00:00
189,189,18,20/09/2012 00:00,20.22,,S/N PRORRO,30/08/2012 00:00,S/N PRORROGA 1,30/08/2012 00:00,,01/09/2012 00:00
190,287,20,29/09/2012 00:00,76.92,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,30/08/2012 00:00,S/N PRORROGA 1,05/09/2012 00:00,,08/09/2012 00:00
191,287,19,19/10/2012 00:00,73.08,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,28/09/2012 00:00,S/N PRORROGA2,28/09/2012 00:00,,29/09/2012 00:00
192,190,59,24/10/2012 00:00,78.67,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP TEO,S/N,05/10/2012 00:00,S/N PRORROGA 1,05/10/2012 00:00,,25/08/2012 00:00
193,254,15,29/09/2012 00:00,31.91,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TE,S/N,30/08/2012 00:00,S/N PRORROGA 1,05/09/2012 00:00,,13/09/2012 00:00
194,254,3,03/10/2012 00:00,6.38,SE ANEXA DOC A EXPEDIENTE UNITARIO CAP TEO,S/N,21/09/2012 00:00,S/N PRORROGA 2,21/09/2012 00:00,,29/09/2012 00:00
195,296,24,30/10/2012 00:00,52.17,SE ANEXA DOC A EXPEDIENTE UNITARIO CAP. TEO,S/N,02/10/2012 00:00,S/N PRORROGA 1,02/10/2012 00:00,,05/10/2012 00:00
196,229,7,09/10/2012 00:00,8.54,SE ANEXA DOC. A EXPEDIENTE UNITARIO CAP. TEO,S/N,01/10/2012 00:00,S/N PRORROGA 2,01/10/2012 00:00,,01/10/2012 00:00
197,242,6,12/10/2012 00:00,8.11,,S/N PRORRO,05/10/2012 00:00,S/N PRORROGA 2,05/10/2012 00:00,,05/10/2012 00:00
198,372,11,19/12/2012 00:00,20.37,,S/N,06/12/2012 00:00,S/N PRORROGA2,06/12/2012 00:00,,07/12/2012 00:00
199,119,15,16/09/2012 00:00,12.2,,S/N PRORRO,31/08/2012 00:00,S/N PRORROGA 1,31/08/2012 00:00,,31/08/2012 00:00
200,187,107,15/12/2012 00:00,120.22,SE ANEXA AUTORIZACION DE PRORROGA Y SOLICITUD CON DOCUMENTACION ORIGINALADJUNTA AL EXPEDIENTE UNITARIO,S/N PRORRO,27/11/2012 00:00,PRORR/161   3,29/11/2012 00:00,,29/08/2012 00:00
201,380,14,15/12/2012 00:00,17.28,SE ANEXA AUTORIZACION Y SOLICITUD DE PRORROGA CON DOCUMENTACION ORIGINAL A EXPEDIENTE UNITARIO,S/N PRORRO,21/11/2012 00:00,PR/153/12   1,21/11/2012 00:00,,30/11/2012 00:00
202,373,14,15/12/2012 00:00,17.28,SE ANEXA AUTORIZACION Y SOLICITUD DE PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,26/11/2012 00:00,PR/157/12   1,26/11/2012 00:00,,30/11/2012 00:00
203,297,17,08/12/2012 00:00,36.96,SE ANEXA AUTORIZACION Y SOLICITUD DE PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA  EN EL EXPEDIENTE UNITARIO,S/N PRORRO,20/11/2012 00:00,PR/150/12   2,20/11/2012 00:00,,20/11/2012 00:00
204,303,29,14/12/2012 00:00,38.67,SE ANEXA AUTORIZACION Y SOLICITUD DE PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/11/2012 00:00,PR/159/12   2,27/11/2012 00:00,,14/11/2012 00:00
205,425,18,19/12/2012 00:00,46.15,SE ANEXA AUTORIZACION Y SOLICITUD DE 1ER PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,29/11/2012 00:00,PR/164/12   1,30/11/2012 00:00,,30/11/2012 00:00
206,258,41,15/12/2012 00:00,75.93,SE INGRESA AUTORIZACION Y SOLICITUD DE 3ER PRORROGA CON DOCUMENTACION ORIGINAL EN EL EXPEDIENTE UNITARIO,S/N PRORRO,23/11/2012 00:00,PR/165/2012   3,30/11/2012 00:00,,03/11/2012 00:00
207,271,55,22/12/2012 00:00,57.29,SE INGRESA AUTORIZACION Y SOLICITUD DE 2DA PRORROGA CON DOCUMENTACION ORIGINAL ADJUNTA EN EL EXPEDIENTE UNITARIO,S/N PRORRO,07/12/2012 00:00,PR/168/12   2,13/12/2012 00:00,,27/10/2012 00:00
209,296,44,14/12/2012 00:00,95.65,SE ANEXA AUTORIZACION Y SOLICITUD DE 3ER PRORROGA CON DOCUMENTACION ADJUNTA ORIGINAL EN EL EXPEDIENTE UNITARIO,S/N PRORRO,30/11/2012 00:00,PR/163/12   3,30/11/2012 00:00,,30/10/2012 00:00
210,228,18,03/01/2013 00:00,10,,S/N,11/12/2012 00:00,S/N PRORROGA,13/12/2012 00:00,,15/12/2012 00:00
211,47,38,09/10/2012 00:00,21.23,,S/N,30/08/2012 00:00,DGOP/SUP/PR/092,31/08/2012 00:00,,31/08/2012 00:00
