Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
34,123,1,ANTICIPO,22/08/2016 00:00,14,15/08/2016 00:00,14/02/2017 00:00,S/N RECAL ,15/08/2016 00:00,REC/035/16     ,22/08/2016 00:00,SE ANEXA AUTORIZACION ORIGINAL DE CONVENIO DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,01/08/2016 00:00,31/01/2017 00:00
35,116,1,ANTICIPO,29/08/2016 00:00,15,23/08/2016 00:00,13/11/2016 00:00,S/N       ,26/08/2016 00:00,DGOP/RCA/029/16,29/08/2016 00:00,,08/08/2016 00:00,29/10/2016 00:00
36,150,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,29/10/2016 00:00,SN        ,26/09/2016 00:00,DG/RCA/059/16  ,30/09/2016 00:00,,15/08/2016 00:00,30/09/2016 00:00
37,159,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,23/09/2016 00:00,DG/RCA/052/16  ,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
38,140,1,ANTICIPO,30/09/2016 00:00,35,19/09/2016 00:00,23/10/2016 00:00,SN        ,26/09/2016 00:00,DGOP/RCA/060/16,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
39,136,1,ANTICIPO,30/09/2016 00:00,36,21/09/2016 00:00,29/10/2016 00:00,SN        ,27/09/2016 00:00,DGOP/RCA/119/16,30/09/2016 00:00,ANTI,15/08/2016 00:00,30/09/2016 00:00
40,154,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,27/09/2016 00:00,DGOP/RCA/055/16,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
41,109,1,ANTICIPO,30/09/2016 00:00,7,08/08/2016 00:00,01/10/2016 00:00,SN        ,26/09/2016 00:00,DG/RCA/054/16-1,30/09/2016 00:00,,01/08/2016 00:00,24/09/2016 00:00
42,110,1,ANTICIPO,30/09/2016 00:00,7,08/08/2016 00:00,01/10/2016 00:00,     SN   ,26/09/2016 00:00,DG/RCA/054/16-2,30/09/2016 00:00,,01/08/2016 00:00,24/09/2016 00:00
43,168,1,ANTICIPO,30/09/2016 00:00,11,09/09/2016 00:00,15/11/2016 00:00,SN        ,15/09/2016 00:00,DGOP/RCA/040/16,30/09/2016 00:00,,29/08/2016 00:00,04/11/2016 00:00
44,162,1,ANTICIPO,30/09/2016 00:00,10,08/09/2016 00:00,07/02/2017 00:00,SN        ,15/09/2016 00:00,DGOP/RCA/041/16,30/09/2016 00:00,,29/08/2016 00:00,28/01/2017 00:00
45,160,1,ANTICIPO,30/09/2016 00:00,12,10/09/2016 00:00,16/11/2016 00:00,SN        ,15/09/2016 00:00,DGOP/RCA/042/16,30/09/2016 00:00,,29/08/2016 00:00,04/11/2016 00:00
46,169,1,ANTICIPO,30/09/2016 00:00,10,08/09/2016 00:00,02/01/2017 00:00,SN        ,20/09/2016 00:00,DGOP/RCA/043/16,30/09/2016 00:00,,29/08/2016 00:00,23/12/2016 00:00
47,167,1,ANTICIPO,30/09/2016 00:00,10,08/09/2016 00:00,07/02/2017 00:00,SN        ,12/09/2016 00:00,DGOP/RCA/044/16,30/09/2016 00:00,,29/08/2016 00:00,28/01/2017 00:00
48,163,1,ANTICIPO,30/09/2016 00:00,9,07/09/2016 00:00,06/02/2017 00:00,SN        ,13/09/2016 00:00,DGOP/RCA/045/16,30/09/2016 00:00,,29/08/2016 00:00,28/01/2017 00:00
49,148,1,ANTICIPO,30/09/2016 00:00,33,20/09/2016 00:00,27/10/2016 00:00,SN        ,22/09/2016 00:00,DGOP/RCA/046/16,30/09/2016 00:00,,18/08/2016 00:00,30/09/2016 00:00
50,155,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,02/09/2016 00:00,DG/RCA/047/16-1,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
51,156,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,02/09/2016 00:00,DG/RCA/047/16-2,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
52,157,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,02/09/2016 00:00,DG/RCA/047/16-3,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
53,152,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,23/09/2016 00:00,DG/RCA/049/16-1,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
54,153,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,23/09/2016 00:00,DG/RCA/049/16*2,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
55,138,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,23/09/2016 00:00,DGOP/RCA/050/16,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
56,137,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,28/10/2016 00:00,SN        ,23/09/2016 00:00,DGOP/RCA/052/16,30/09/2016 00:00,,15/08/2016 00:00,30/09/2016 00:00
57,177,1,ANTICIPO,30/09/2016 00:00,11,23/09/2016 00:00,14/03/2017 00:00,SN        ,30/09/2016 00:00,DGOP/RCA/058/16,30/09/2016 00:00,,12/09/2016 00:00,03/03/2017 00:00
58,175,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,29/09/2016 00:00,DG/RCA/057/16-1,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
59,176,1,ANTICIPO,30/09/2016 00:00,36,20/09/2016 00:00,24/10/2016 00:00,SN        ,29/09/2016 00:00,DG/RCA/057/16-2,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
60,181,1,ANTICIPO,30/09/2016 00:00,32,19/09/2016 00:00,26/10/2016 00:00,SN        ,23/09/2016 00:00,DGOP/RCA/051/16,30/09/2016 00:00,,18/08/2016 00:00,30/09/2016 00:00
61,182,1,ANTICIPO,30/09/2016 00:00,30,21/09/2016 00:00,21/10/2016 00:00,SN        ,23/09/2016 00:00,DGOP/RCA/048/16,30/09/2016 00:00,,22/08/2016 00:00,30/09/2016 00:00
62,185,1,ANTICIPO,30/09/2016 00:00,3,22/09/2016 00:00,04/11/2016 00:00,SN        ,27/09/2016 00:00,DG/RCA/060/16  ,30/09/2016 00:00,,19/09/2016 00:00,01/11/2016 00:00
63,186,1,ANTICIPO,30/09/2016 00:00,3,22/09/2016 00:00,04/11/2016 00:00,SN        ,27/09/2016 00:00,DG/RCA/060/16-2,30/09/2016 00:00,,19/09/2016 00:00,01/11/2016 00:00
64,151,1,ANTICIPO,30/09/2016 00:00,12,27/08/2016 00:00,06/10/2016 00:00,SN        ,31/08/2016 00:00,DGOP/RCA/061/16,30/09/2016 00:00,,15/08/2016 00:00,24/09/2016 00:00
65,185,2,ANTICIPO,03/10/2016 00:00,3,22/09/2016 00:00,04/11/2016 00:00,SN        ,27/09/2016 00:00,DG/RCA/061/16-1,03/10/2016 00:00,,19/09/2016 00:00,01/11/2016 00:00
66,186,2,ANTICIPO,03/10/2016 00:00,3,22/09/2016 00:00,04/11/2016 00:00,SN        ,27/09/2016 00:00,DG/RCA/061/16-2,03/10/2016 00:00,,19/09/2016 00:00,01/11/2016 00:00
67,183,1,ANTICIPO,03/10/2016 00:00,22,20/09/2016 00:00,29/10/2016 00:00,SN        ,26/09/2016 00:00,DG/RCA/063/16  ,03/10/2016 00:00,,29/08/2016 00:00,14/10/2016 00:00
76,195,1,ANTICIPO,07/10/2016 00:00,16,28/09/2016 00:00,21/11/2016 00:00,SN        ,07/10/2016 00:00,DG/RCA/064/16  ,07/10/2016 00:00,,12/09/2016 00:00,05/11/2016 00:00
77,125,1,ANTICIPO,29/08/2016 00:00,8,23/08/2016 00:00,13/11/2016 00:00,SN        ,27/08/2016 00:00,DG/RCA/031/16  ,29/08/2016 00:00,,15/08/2016 00:00,05/11/2016 00:00
78,198,1,ANTICIPO,11/10/2016 00:00,16,28/09/2016 00:00,24/10/2016 00:00,SN        ,04/10/2016 00:00,DG/RCA/065/16  ,11/10/2016 00:00,,12/09/2016 00:00,08/10/2016 00:00
79,196,1,ANTICIPO,11/10/2016 00:00,9,21/09/2016 00:00,06/02/2017 00:00,SN        ,05/10/2016 00:00,DG/RCA/066/16  ,11/10/2016 00:00,,12/09/2016 00:00,28/01/2017 00:00
80,199,1,ANTICIPO,11/10/2016 00:00,21,04/10/2016 00:00,15/11/2016 00:00,SN        ,06/10/2016 00:00,DG/RCA/067/16  ,11/10/2016 00:00,,13/09/2016 00:00,25/10/2016 00:00
81,197,1,ANTICIPO,11/10/2016 00:00,17,29/09/2016 00:00,08/11/2016 00:00,SN        ,06/10/2016 00:00,DG/RCA/068/16  ,11/10/2016 00:00,,12/09/2016 00:00,22/10/2016 00:00
82,127,1,ANTICIPO,06/09/2016 00:00,7,22/08/2016 00:00,12/11/2016 00:00,SN        ,02/09/2016 00:00,DG/RCA/033/16  ,06/09/2016 00:00,,15/08/2016 00:00,05/11/2016 00:00
87,149,1,SITIO,06/10/2016 00:00,30,28/09/2016 00:00,04/12/2016 00:00,S/N RECAL ,30/09/2016 00:00,REC/035/16     ,06/10/2016 00:00,SE ANEXA AUTORIZACION ORIGINAL DE CONVENIO DE RECALENDARIZACION DE SITIO CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,29/08/2016 00:00,04/11/2016 00:00
90,184,1,SITIO,07/10/2016 00:00,22,30/09/2016 00:00,12/11/2016 00:00,S/N RECAL ,05/10/2016 00:00,CT/REC/041/16  ,07/10/2016 00:00,SE ANEXA AUTORIZACION DE CONVENIO DE RECALENDARIZACION DE SITIO CON DOCUMENTACION ORIGINAL ADJUNTA A LA SOLICITAD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,08/09/2016 00:00,21/10/2016 00:00
97,131,1,ANTICIPO,06/09/2016 00:00,10,25/08/2016 00:00,12/12/2016 00:00,SN        ,02/09/2016 00:00,DG/RCA/034/2016,06/09/2016 00:00,,15/08/2016 00:00,02/12/2016 00:00
98,209,1,ANTICIPO,17/10/2016 00:00,22,27/09/2016 00:00,06/11/2016 00:00,SN        ,14/10/2016 00:00,DGOP/RCA/070/16,17/10/2016 00:00,,05/09/2016 00:00,15/10/2016 00:00
99,102,1,ANTICIPO,30/08/2016 00:00,7,01/08/2016 00:00,06/01/2017 00:00,          ,28/08/2016 00:00,DG/RCA/027/2016,30/08/2016 00:00,,25/07/2016 00:00,30/12/2016 00:00
100,135,1,ANTICIPO,06/09/2016 00:00,18,02/09/2016 00:00,16/11/2016 00:00,SN        ,04/09/2016 00:00,DGOP/RCA/035/16,06/09/2016 00:00,,15/08/2016 00:00,29/10/2016 00:00
101,141,1,ANTICIPO,07/09/2016 00:00,8,23/08/2016 00:00,10/12/2016 00:00,SN        ,06/09/2016 00:00,DG/RCA/038/16-1,07/09/2016 00:00,,15/08/2016 00:00,02/12/2016 00:00
102,142,1,ANTICIPO,07/09/2016 00:00,8,23/08/2016 00:00,10/12/2016 00:00,SN        ,06/09/2016 00:00,DG/RCA/038/16-2,07/09/2016 00:00,,15/08/2016 00:00,02/12/2016 00:00
103,203,1,ANTICIPO,28/10/2016 00:00,22,18/10/2016 00:00,25/12/2016 00:00,SN        ,21/10/2016 00:00,DGOP/RCA/071/16,28/10/2016 00:00,,26/09/2016 00:00,03/12/2016 00:00
104,213,1,ANTICIPO,31/10/2016 00:00,21,17/10/2016 00:00,24/12/2016 00:00,S/N       ,19/10/2016 00:00,DGOP/RCA/073/16,31/10/2016 00:00,,26/09/2016 00:00,03/12/2016 00:00
105,216,1,ANTICIPO,10/10/2016 00:00,7,10/10/2016 00:00,09/06/2017 00:00,S/N RECALENDARIZACIÓN,14/10/2016 00:00,DG/RCA/074/2016,14/10/2016 00:00,SE RECIBE ANTICIPO 10/OCT./2016 Y SE DIFIERE EL PERÍODO DE CONTRATO.,03/10/2016 00:00,02/06/2017 00:00
106,126,1,SITIO,09/11/2016 00:00,63,17/10/2016 00:00,07/01/2017 00:00,S/N RECALENDARIZACIÓN,21/10/2016 00:00,DGOP/CT/REC/044/16,27/10/2016 00:00,"SE RECALENDARIZA DEBIDO A QUE SAPAL SOLICITA REHABILITACIÓN DE AGUA POTABLE Y DRENAJE SANITARIO, SE ANEXA MINUTA ",15/08/2016 00:00,05/11/2016 00:00
107,128,1,ANTICIPO,22/08/2016 00:00,7,22/08/2016 00:00,28/10/2016 00:00,NO APLICA,15/08/2016 00:00,DGOP/RCA/032/2016,29/08/2016 00:00,RECALENDARIZACIÓN POR ANTICIPO,15/08/2016 00:00,21/10/2016 00:00
108,215,1,ANTICIPO,13/10/2016 00:00,31,14/10/2016 00:00,17/04/2017 00:00,S/N RECALEND POR ANTICIPO,20/10/2016 00:00,DGOP/RCA/075/2016,20/10/2016 00:00,SE DIFIERE EL TIEMPO DE EJECUCIÓN POR DEPÓSITO DE ANTICIPO EL 13/OCT/2016.,13/09/2016 00:00,17/03/2017 00:00
109,187,1,ANTICIPO,05/10/2016 00:00,31,06/10/2016 00:00,22/11/2016 00:00,S/N RECALEND POR ANTICIPO,20/10/2016 00:00,DGOP/RCA/076/2016,20/10/2016 00:00,SE DIFIERE EL TIEMPO POR DEPÓSITO DE ANTICIPÓ 05/OCT/2016,05/09/2016 00:00,22/10/2016 00:00
110,205,1,ANTICIPO,08/09/2016 00:00,10,08/09/2016 00:00,14/11/2016 00:00,S/N RECALEND POR ANTICIPO,04/11/2016 00:00,DGOP/RCA/080/2016,04/11/2016 00:00,SE DIFIERE EL TIEMPO POR DEPÓSITO DE ANTICIPO 08/SEPT/2016,29/08/2016 00:00,04/11/2016 00:00
111,89,1,ANTICIPO,12/07/2016 00:00,9,13/07/2016 00:00,31/10/2016 00:00,S/N,13/07/2016 00:00,DGOP/RCA/0025/2016,13/07/2016 00:00,ANTICIPO DEPOSITADO EL DIA 12/07/2016,04/07/2016 00:00,22/10/2016 00:00
112,194,1,ANTICIPO,06/10/2016 00:00,15,06/10/2016 00:00,15/11/2016 00:00,S/N,10/10/2016 00:00,DGOP/RCA/065/2016,24/11/2016 00:00,LO ANTERIOR EN VIRTUD  DE QUE EL DEPÓSITO DEL IMPORTE DEL ANTICIPO SE REALIZÓ EL 06 DE OCTUBRE DEL 2016 POR LA TESORERIA MUNICIPAL A TRAVÉS DE LA DIRECCIÓN GENERAL DE EGRESOS.,21/09/2016 00:00,31/10/2016 00:00
113,270,1,ANTICIPO,21/10/2016 00:00,14,24/10/2016 00:00,31/12/2016 00:00,S/N RECALEND. POR ANTICIPO,28/10/2016 00:00,DGOP/RCA/077/2016,28/10/2016 00:00,SE RECIBE ANTICIPO 21/OCT./2016 Y SE DIFIERE EL PERÍODO DE CONTRATO.,10/10/2016 00:00,17/12/2016 00:00
114,280,1,ANTICIPO,23/11/2016 00:00,15,24/11/2016 00:00,05/02/2017 00:00,S/N RECALEND POR ANTICIPO,30/11/2016 00:00,DAyCFO/RCA/089/2016,30/11/2016 00:00,"DEPOSITO DE ANTICIPO 23/NOV/2016, SE DIFIERE EL TIEMPO DE CONTRATO",09/11/2016 00:00,21/01/2017 00:00
115,254,1,ANTICIPO,17/11/2016 00:00,39,18/11/2016 00:00,08/02/2017 00:00,S/N,29/11/2016 00:00,83,21/12/2016 00:00,RECALENDARIZACIÓN POR ANTICIPO TARDÍO,10/10/2016 00:00,31/12/2016 00:00
116,293,1,ANTICIPO,25/10/2016 00:00,16,26/10/2016 00:00,02/01/2017 00:00,S/N,01/11/2016 00:00,DGOP/DAYCFO/078-2016,21/12/2016 00:00,ANTICIPO TARDÍO,10/10/2016 00:00,17/12/2016 00:00
117,306,1,ANTICIPO,23/11/2016 00:00,9,23/11/2016 00:00,22/05/2017 00:00,S/N,30/11/2016 00:00,DGOP/DAYCFO/087/2016,21/12/2016 00:00,ANTICIPO TARDÍO,14/11/2016 00:00,13/05/2017 00:00
118,255,1,ANTICIPO,27/10/2016 00:00,17,27/10/2016 00:00,03/01/2017 00:00,S/N,03/11/2016 00:00,DGOP/DAYCFO/079/2016,21/12/2016 00:00,ANTICIPO,10/10/2016 00:00,17/12/2016 00:00
120,230,1,ANTICIPO,18/11/2016 00:00,47,19/11/2016 00:00,12/01/2017 00:00,S/N,24/11/2016 00:00,DGOP/DAYCFO/082/2016,21/12/2016 00:00,ANTICIPO,03/10/2016 00:00,26/11/2016 00:00
121,258,1,ANTICIPO,23/11/2016 00:00,59,24/11/2016 00:00,17/01/2017 00:00,S/N,30/11/2016 00:00,DGOP/DAYCFO/085/2016,21/12/2016 00:00,ANTICIPO,26/09/2016 00:00,19/11/2016 00:00
123,296,1,ANTICIPO,23/11/2016 00:00,10,24/11/2016 00:00,23/05/2017 00:00,S/N,30/11/2016 00:00,DGOP/DAYCFO/088/2016,21/12/2016 00:00,ANTICIPO,14/11/2016 00:00,13/05/2017 00:00
124,275,1,ANTICIPO,23/11/2016 00:00,17,24/11/2016 00:00,17/04/2017 00:00,S/N,30/11/2016 00:00,DGOP/DAYCFO/090/2016,21/12/2016 00:00,ANTICIPO,07/11/2016 00:00,31/03/2017 00:00
125,241,1,ANTICIPO,25/11/2016 00:00,26,26/11/2016 00:00,30/03/2017 00:00,S/N,02/12/2016 00:00,DGOP/DAYCFO/091/2016,21/12/2016 00:00,ANTICIPO,31/10/2016 00:00,04/03/2017 00:00
126,291,1,ANTICIPO,29/11/2016 00:00,8,29/11/2016 00:00,26/03/2017 00:00,S/N,02/12/2016 00:00,DGOP/DAYCFO/092/2016,21/12/2016 00:00,ANTICIPO,21/11/2016 00:00,18/03/2017 00:00
127,248,1,ANTICIPO,25/11/2016 00:00,4,25/11/2016 00:00,15/03/2017 00:00,S/N,02/12/2016 00:00,DGOP/DAYCFO/093/2016,21/12/2016 00:00,ANTICIPO,21/11/2016 00:00,11/03/2017 00:00
128,242,1,ANTICIPO,30/11/2016 00:00,24,01/12/2016 00:00,21/03/2017 00:00,S/N,05/12/2016 00:00,DGOP/DAYCFO/094/2016,21/12/2016 00:00,ANTICIPO,07/11/2016 00:00,25/02/2017 00:00
129,288,1,ANTICIPO,29/11/2016 00:00,9,30/11/2016 00:00,05/03/2017 00:00,S/N,05/12/2016 00:00,DGOP/DAYCFO/095/2016,21/12/2016 00:00,ANTICIPO,21/11/2016 00:00,24/02/2017 00:00
130,244,1,ANTICIPO,01/12/2016 00:00,25,02/12/2016 00:00,18/01/2017 00:00,S/N,08/12/2016 00:00,DGOP/DAYCFO/096/2016,21/12/2016 00:00,ANTICIPO,07/11/2016 00:00,24/12/2016 00:00
131,286,1,ANTICIPO,01/12/2016 00:00,11,02/12/2016 00:00,14/02/2017 00:00,S/N,08/12/2016 00:00,DGOP/DAYCFO/097/2016,21/12/2016 00:00,ANTICIPO,21/11/2016 00:00,03/02/2017 00:00
132,289,1,ANTICIPO,01/12/2016 00:00,23,02/12/2016 00:00,20/03/2017 00:00,S/N,08/12/2016 00:00,DGOP/DAYCFO/098/2016,21/12/2016 00:00,ANTICIPO,09/11/2016 00:00,25/02/2017 00:00
133,295,1,ANTICIPO,25/11/2016 00:00,22,25/11/2016 00:00,24/05/2017 00:00,S/N,22/12/2016 00:00,DGOP/DAYCFO/103/2016,23/12/2016 00:00,ANTICIIPO,03/11/2016 00:00,02/05/2017 00:00
134,308,1,ANTICIPO,07/12/2016 00:00,16,08/12/2016 00:00,23/03/2017 00:00,S/N,19/12/2016 00:00,DGOP/DAYCFO/102/2016,23/12/2016 00:00,ANTICIPO,22/11/2016 00:00,07/03/2017 00:00
135,315,1,ANTICIPO,06/12/2016 00:00,16,07/12/2016 00:00,08/05/2017 00:00,S/N,09/12/2016 00:00,DGOP/DAYCFO/099/2016,23/12/2016 00:00,ANTICIPO,21/11/2016 00:00,22/04/2017 00:00
136,307,1,ANTICIPO,07/12/2016 00:00,16,08/12/2016 00:00,23/03/2017 00:00,S/N,13/12/2016 00:00,DGOP/DAYCFO/101/2016,26/12/2016 00:00,ANTICIPÓ,22/11/2016 00:00,07/03/2017 00:00
137,229,1,ANTICIPO,18/11/2016 00:00,53,18/11/2016 00:00,11/01/2017 00:00,S/N,25/11/2016 00:00,DGOP/DAYCFO/081/2016,21/12/2016 00:00,ANTICIPO,26/09/2016 00:00,19/11/2016 00:00
138,339,1,ANTICIPO,21/12/2016 00:00,30,21/12/2016 00:00,20/03/2017 00:00,S/N,22/12/2016 00:00,DGOP/DAYCFO/105/2016,30/12/2016 00:00,ANTICIPO,21/11/2016 00:00,18/02/2017 00:00
