Id_Capitulo,Id_Presupuesto,Clave,Descripcion,Importe,Id_Contrato_Ampliacion
0000000072,0000000004,8,TOPOGRAFIA C. CARIÑENA.,9568.20,
0000000073,0000000004,9,TRAMITES C. CARIÑENA.,979.20,
0000000074,0000000004,10,SONDEOS C. CARIÑENA.,3772.50,
0000000075,0000000004,11,ANTEPROYECTO C. CARIÑENA.,12632.21,
0000000076,0000000004,12,PROYECTO C. CARIÑENA.,15159.84,
0000000077,0000000004,13,ENTREGA C. CARIÑENA.,9039.54,
0000000078,0000000004,14,MECANICA DE SUELOS C. CARIÑENA.,16421.23,
0000000079,0000000004,15,TOPOGRAFIA C. DEL PARQUE.,11510.58,
0000000080,0000000004,16,TRAMITES C. DEL PARQUE.,979.20,
0000000081,0000000004,17,SONDEOS C. DEL PARQUE.,3772.50,
0000000082,0000000004,18,ANTEPROYECTO C. DEL PARQUE.,12965.88,
0000000083,0000000004,19,PROYECTO C. DEL PARQUE.,16339.79,
0000000084,0000000004,20,ENTREGA C. DEL PARQUE.,9727.18,
0000000085,0000000004,21,MECANICA DE SUELOS C. DEL PARQUE.,16421.23,
0000000086,0000000005,1,TOPOGRAFIA C. ATANACIO HERNANDEZ.,14374.12,
0000000087,0000000005,2,TRAMITES C. ATANACIO HERNANDEZ.,979.20,
0000000088,0000000005,3,SONDEOS C. ATANACIO HERNANDEZ.,3772.50,
0000000089,0000000005,4,ANTEPROYECTO C. ATANACIO HERNANDEZ.,14110.41,
0000000090,0000000005,5,PROYECTO C. ATANACIO HERNANDEZ.,18281.12,
0000000091,0000000005,6,ENTREGA C. ATANACIO HERNANDEZ.,10666.80,
0000000092,0000000005,7,MECANICA DE SUELOS C. ATANACIO HERNANDEZ.,20340.16,
0000000093,0000000005,8,TOPOGRAFIA C. AV. 21 DE MARZO.,11510.58,
0000000094,0000000005,9,TRAMITES C. AV. 21 DE MARZO.,979.20,
0000000095,0000000005,10,SONDEOS C. AV. 21 DE MARZO.,3772.50,
0000000096,0000000005,11,ANTEPROYECTO C. AV. 21 DE MARZO.,12965.88,
0000000097,0000000005,12,PROYECTO C. AV. 21 DE MARZO.,16339.79,
0000000098,0000000005,13,ENTREGA C. AV. 21 DE MARZO.,9727.18,
0000000099,0000000005,14,MECANICA DE SUELOS C. AV. 21 DE MARZO.,16421.23,
0000000100,0000000005,15,TOPOGRAFIA C. BUENAVENTURA.,13267.29,
0000000101,0000000005,16,TRAMITES C. BUENAVENTURA.,979.20,
0000000102,0000000005,17,SONDEOS C. BUENAVENTURA.,3772.50,
0000000103,0000000005,18,ANTEPROYECTO C. BUENAVENTURA.,14110.41,
0000000104,0000000005,19,PROYECTO C. BUENAVENTURA.,18281.12,
0000000105,0000000005,20,ENTREGA C. BUENAVENTURA.,10367.46,
0000000106,0000000005,21,MECANICA DE SUELOS C. BUENAVENTURA.,20340.16,
0000000107,0000000005,22,TOPOGRAFIA C. JUAN TORRES SEPTIEN.,13267.29,
0000000108,0000000005,23,TRAMITES C. JUAN TORRES SEPTIEN.,979.20,
0000000109,0000000005,24,SONDEOS C. JUAN TORRES SEPTIEN.,3772.50,
0000000110,0000000005,25,ANTEPROYECTO C. JUAN TORRES SEPTIEN.,14110.41,
0000000111,0000000005,26,PROYECTO C. JUAN TORRES SEPTIEN.,18281.12,
0000000112,0000000005,27,ENTREGA C. JUAN TORRES SEPTIEN.,10367.46,
0000000113,0000000005,28,MECANICA DE SUELOS C. JUAN TORRES SEPTIEN.,20340.16,
0000000114,0000000005,29,TOPOGRAFIA C. KIUSSIO.,9568.20,
0000000115,0000000005,30,TRAMITES C. KIUSSIO.,979.20,
0000000116,0000000005,31,SONDEOS C. KIUSSIO.,3772.50,
0000000117,0000000005,32,ANTEPROYECTO C. KIUSSIO.,12632.21,
0000000118,0000000005,33,PROYECTO C. KIUSSIO.,15159.84,
0000000119,0000000005,34,ENTREGA C. KIUSSIO.,9039.54,
0000000120,0000000005,35,MECANICA DE SUELOS C. KIUSSIO.,16421.23,
0000000121,0000000005,36,TOPOGRAFIA C. LUIS SUAREZ ZAMBRANO.,13267.29,
0000000122,0000000005,37,TRAMITES C. LUIS SUAREZ ZAMBRANO.,979.20,
0000000123,0000000005,38,SONDEOS C. LUIS SUAREZ ZAMBRANO.,3772.50,
0000000124,0000000005,39,ANTEPROYECTO C. LUIS SUAREZ ZAMBRANO.,14110.41,
0000000125,0000000005,40,PROYECTO C. LUIS SUAREZ ZAMBRANO.,18281.12,
0000000126,0000000005,41,ENTREGA C. LUIS SUAREZ ZAMBRANO.,10367.46,
0000000127,0000000005,42,MECANICA DE SUELOS C. LUIS SUAREZ ZAMBRANO.,20340.16,
0000000128,0000000005,43,TOPOGRAFIA C. LUIS SUAREZ ZAMBRANO (C. O.-F. M.),8157.44,
0000000129,0000000005,44,TRAMITES C. LUIS SUAREZ ZAMBRANO  (C. O.-F. M.),979.20,
0000000130,0000000005,45,SONDEOS C. LUIS SUAREZ ZAMBRANO  (C. O.-F. M.).,3772.50,
0000000131,0000000005,46,ANTEPROYECTO C. LUIS SUAREZ ZAMBRANO (C. O.-F. M.),11180.51,
0000000132,0000000005,47,PROYECTO C. LUIS SUAREZ ZAMBRANO  (C. O.-F. M.),13176.00,
0000000133,0000000005,48,ENTREGA C. LUIS SUAREZ ZAMBRANO  (C. O.-F. M.),8450.95,
0000000134,0000000005,49,MECANICA DE SUELOS C. LUIS SUAREZ ZAMBRANO  (C. O.-F. M.),16421.23,
0000000135,0000000005,50,FUERA DE CATALOGO,0.00,
0000000136,0000000006,1,TOPOGRAFIA C. ANTONIO TORRES GOMEZ.,8157.44,
0000000137,0000000006,2,TRAMITES C. ANTONIO TORRES GOMEZ.,979.20,
0000000138,0000000006,3,SONDEOS C. ANTONIO TORRES GOMEZ.,3772.50,
0000000139,0000000006,4,ANTEPROYECTO C. ANTONIO TORRES GOMEZ.,11180.51,
0000000140,0000000006,5,PROYECTO C. ANTONIO TORRES GOMEZ.,13176.00,
0000000141,0000000006,6,ENTREGA C. ANTONIO TORRES GOMEZ.,8450.95,
0000000142,0000000006,7,MECANICA DE SUELOS C. ANTONIO TORRES GOMEZ.,16421.23,
0000000143,0000000006,8,TOPOGRAFIA C. FOSFORO.,11510.58,
0000000144,0000000006,9,TRAMITES C. FOSFORO.,979.20,
0000000145,0000000006,10,SONDEOS C. FOSFORO.,3772.50,
0000000146,0000000006,11,ANTEPROYECTO C. FOSFORO.,12965.88,
0000000147,0000000006,12,PROYECTO C. FOSFORO.,16339.79,
0000000148,0000000006,13,ENTREGA C. FOSFORO.,9727.18,
0000000149,0000000006,14,MECANICA DE SUELOS C. FOSFORO.,16421.23,
0000000150,0000000006,15,TOPOGRAFIA C. RAFAEL RANGEL.,6545.22,
0000000151,0000000006,16,TRAMITES C. RAFAEL RANGEL.,979.20,
0000000152,0000000006,17,SONDEOS C. RAFAEL RANGEL.,3772.50,
0000000153,0000000006,18,ANTEPROYECTO C. RAFAEL RANGEL.,8742.46,
0000000154,0000000006,19,PROYECTO C. RAFAEL RANGEL.,10249.75,
0000000155,0000000006,20,ENTREGA C. RAFAEL RANGEL.,7744.24,
0000000156,0000000006,21,MECANICA DE SUELOS C. RAFAEL RANGEL.,16421.23,
0000000157,0000000006,22,TOPOGRAFIA C. STO. TOMAS DE AQUINO.,8157.44,
0000000158,0000000006,23,TRAMITES C. STO. TOMAS DE AQUINO.,979.20,
0000000159,0000000006,24,SONDEOS C. STO. TOMAS DE AQUINO.,3772.50,
0000000160,0000000006,25,ANTEPROYECTO C. STO. TOMAS DE AQUINO.,11180.51,
0000000161,0000000006,26,PROYECTO C. STO. TOMAS DE AQUINO.,13176.00,
0000000162,0000000006,27,ENTREGA C. STO. TOMAS DE AQUINO.,8450.95,
0000000163,0000000006,28,MECANICA DE SUELOS C. STO. TOMAS DE AQUINO.,16421.23,
0000000164,0000000006,29,FUERA DE CATALOGO,0.00,
0000000165,0000000007,1,TOPOGRAFIA C. DURAZNO.,9568.20,
0000000166,0000000007,2,TRAMITES C. DURAZNO.,979.20,
0000000167,0000000007,3,SONDEOS C. DURAZNO.,3772.50,
0000000168,0000000007,4,ANTEPROYECTO C. DURAZNO.,12632.21,
0000000169,0000000007,5,PROYECTO C. DURAZNO.,15159.84,
0000000170,0000000007,6,ENTREGA C. DURAZNO.,9039.54,
0000000171,0000000007,7,MECANICA DE SUELOS C. DURAZNO.,16421.23,
0000000172,0000000007,8,TOPOGRAFIA C. JICAMA.,10199.36,
0000000173,0000000007,9,TRAMITES C. JICAMA.,979.20,
0000000174,0000000007,10,SONDEOS C. JICAMA.,3772.50,
0000000175,0000000007,11,ANTEPROYECTO C. JICAMA.,12632.21,
0000000176,0000000007,12,PROYECTO C. JICAMA.,15159.84,
0000000177,0000000007,13,ENTREGA C. JICAMA.,9215.34,
0000000178,0000000007,14,MECANICA DE SUELOS C. JICAMA.,16421.23,
0000000179,0000000008,1,TOPOGRAFIA C. DEL CAPOTE.,6545.22,
0000000180,0000000008,2,TRAMITES C. DEL CAPOTE.,979.20,
0000000181,0000000008,3,SONDEOS C. DEL CAPOTE.,3772.50,
0000000182,0000000008,4,ANTEPROYECTO C. DEL CAPOTE.,8742.46,
0000000183,0000000008,5,PROYECTO C. DEL CAPOTE.,10249.75,
0000000184,0000000008,6,ENTREGA C. DEL CAPOTE.,7744.24,
0000000185,0000000008,7,MECANICA DE SUELOS C. DEL CAPOTE.,16421.23,
0000000186,0000000008,8,TOPOGRAFIA C. DEL TORIL.,6884.89,
0000000187,0000000008,9,TRAMITES C. DEL TORIL.,979.20,
0000000188,0000000008,10,SONDEOS C. DEL TORIL.,3772.50,
0000000189,0000000008,11,ANTEPROYECTO C. DEL TORIL.,8742.46,
0000000190,0000000008,12,PROYECTO C. DEL TORIL.,10249.75,
0000000191,0000000008,13,ENTREGA C. DEL TORIL.,7831.62,
0000000192,0000000008,14,MECANICA DE SUELOS C. DEL TORIL.,16421.23,
0000000193,0000000008,15,TOPOGRAFIA C. PRIVADA CALLEJON DEL SAPO.,8157.44,
0000000194,0000000008,16,TRAMITES C. PRIVADA CALLEJON DEL SAPO.,979.20,
0000000195,0000000008,17,SONDEOS C. PRIVADA CALLEJON DEL SAPO.,3772.50,
0000000196,0000000008,18,ANTEPROYECTO C. PRIVADA CALLEJON DEL SAPO.,11180.51,
0000000197,0000000008,19,PROYECTO C. PRIVADA CALLEJON DEL SAPO.,13176.00,
0000000198,0000000008,20,ENTREGA C. PRIVADA CALLEJON DEL SAPO.,8450.95,
0000000199,0000000008,21,MECANICA DE SUELOS C. PRIVADA CALLEJON DEL SAPO.,16421.23,
0000000200,0000000008,22,TOPOGRAFIA C. RIO SAN FERNANDO.,3975.90,
0000000201,0000000008,23,TRAMITES C. RIO SAN FERNANDO.,979.20,
0000000202,0000000008,24,SONDEOS C. RIO SAN FERNANDO.,2829.38,
0000000203,0000000008,25,ANTEPROYECTO C. RIO SAN FERNANDO.,3995.37,
0000000204,0000000008,26,PROYECTO C. RIO SAN FERNANDO.,4679.42,
0000000205,0000000008,27,ENTREGA C. RIO SAN FERNANDO.,6663.64,
0000000206,0000000008,28,MECANICA DE SUELOS C. RIO SAN FERNANDO.,16421.23,
0000000207,0000000008,29,FUERA DE CATALOGO,0.00,
0000000208,0000000008,30,AFECTACIONES C. DEL SAPO    ,0.00,
0000000209,0000000009,1,TOPOGRAFIA C. JEREZ DE LULE.,6884.89,
0000000210,0000000009,2,TRAMITES C. JEREZ DE LULE.,979.20,
0000000211,0000000009,3,SONDEOS C. JEREZ DE LULE.,3772.50,
0000000212,0000000009,4,ANTEPROYECTO C. JEREZ DE LULE.,8742.46,
0000000213,0000000009,5,PROYECTO C. JEREZ DE LULE.,10249.75,
0000000214,0000000009,6,ENTREGA C. JEREZ DE LULE.,7831.62,
0000000215,0000000009,7,MECANICA DE SUELOS C. JEREZ DE LULE.,16421.23,
0000000216,0000000009,8,TOPOGRAFIA C. JEREZ DEL DORADO.,5414.77,
0000000217,0000000009,9,TRAMITES C. JEREZ DEL DORADO.,979.20,
0000000218,0000000009,10,SONDEOS C. JEREZ DEL DORADO.,3772.50,
0000000219,0000000009,11,ANTEPROYECTO C. JEREZ DEL DORADO.,6239.59,
0000000220,0000000009,12,PROYECTO C. JEREZ DEL DORADO.,7283.68,
0000000221,0000000009,13,ENTREGA C. JEREZ DEL DORADO.,7205.38,
0000000222,0000000009,14,MECANICA DE SUELOS C. JEREZ DEL DORADO.,16421.23,
0000000223,0000000009,15,TOPOGRAFIA C. MAURA.,9129.47,
0000000224,0000000009,16,TRAMITES C. MAURA.,979.20,
0000000225,0000000009,17,SONDEOS C. MAURA.,3772.50,
0000000226,0000000009,18,ANTEPROYECTO C. MAURA.,12632.21,
0000000227,0000000009,19,PROYECTO C. MAURA.,15159.84,
0000000228,0000000009,20,ENTREGA C. MAURA.,8925.77,
0000000229,0000000009,21,MECANICA DE SUELOS C. MAURA.,16421.23,
0000000230,0000000009,22,FUERA DE CATALOGO,0.00,
0000000231,0000000010,1,TOPOGRAFIA C. 2o. ANDADOR HUMILPAN.,5414.77,
0000000232,0000000010,2,TRAMITES C. 2o. ANDADOR HUMILPAN.,979.20,
0000000233,0000000010,3,SONDEOS C. 2o. ANDADOR HUMILPAN.,3772.50,
0000000234,0000000010,4,ANTEPROYECTO C. 2o. ANDADOR HUMILPAN.,6239.59,
0000000235,0000000010,5,PROYECTO C. 2o. ANDADOR HUMILPAN.,7283.68,
0000000236,0000000010,6,ENTREGA C. 2o. ANDADOR HUMILPAN.,7205.38,
0000000237,0000000010,7,MECANICA DE SUELOS C. 2o. ANDADOR HUMILPAN.,16421.23,
0000000238,0000000010,8,TOPOGRAFIA C. ARRAMBERRI.,16027.82,
0000000239,0000000010,9,TRAMITES C. ARRAMBERRI.,979.20,
0000000240,0000000010,10,SONDEOS C. ARRAMBERRI.,3772.50,
0000000241,0000000010,11,ANTEPROYECTO C. ARRAMBERRI.,15655.20,
0000000242,0000000010,12,PROYECTO C. ARRAMBERRI.,20996.57,
0000000243,0000000010,13,ENTREGA C. ARRAMBERRI.,11404.59,
0000000244,0000000010,14,MECANICA DE SUELOS C. ARRAMBERRI.,20340.16,
0000000245,0000000011,1,EVALUACIÓN ECONÓMICA,52411.33,
0000000246,0000000011,2,TOPOGRAFIA:,84903.98,
0000000247,0000000011,3,SONDEOS CON EXCAVACION,22665.50,
0000000248,0000000011,4,ANTEPROYECTO,43046.25,
0000000249,0000000011,5,PROYECTO,104002.51,
0000000250,0000000011,6,PUENTES,484922.44,
0000000251,0000000011,7,MECANICA DE SUELOS. TRABAJOS EN CAMPO PUENTES,42000.00,
0000000252,0000000011,8,MECANICA DE SUELOS. SONDEOS PUENTES,210668.48,
0000000253,0000000011,9,MECANICA DE SUELOS. ENSAYE LABORATORIO PUENTES,144330.12,
0000000254,0000000011,10,AFECTACIONES,13395.56,
0000000255,0000000011,11,LAMINA DE PRESENTACION,20305.10,
0000000256,0000000011,12,ENTREGA,82948.49,
0000000257,0000000011,13,FUERA DE CATALOGO,0.00,
0000000258,0000000012,1,TOPOGRAFIA C. ALMENDRO.,7261.92,
0000000259,0000000012,2,TRAMITES C. ALMENDRO.,979.20,
0000000260,0000000012,3,SONDEOS C. ALMENDRO.,3772.50,
0000000261,0000000012,4,ANTEPROYECTO C. ALMENDRO.,6853.41,
0000000262,0000000012,5,PROYECTO C. ALMENDRO.,3589.64,
0000000263,0000000012,6,ENTREGA C. ALMENDRO.,7918.57,
0000000264,0000000012,7,MECANICA DE SUELOS C. ALMENDRO.,16421.23,
0000000265,0000000012,8,TOPOGRAFIA C. AVELLANO (ROSSINI-CAPULIN).,6545.22,
0000000266,0000000012,9,TRAMITES C. AVELLANO (ROSSINI-CAPULIN).,979.20,
0000000267,0000000012,10,SONDEOS C. AVELLANO (ROSSINI-CAPULIN).,3772.50,
0000000268,0000000012,11,ANTEPROYECTO C. AVELLANO (ROSSINI-CAPULIN).,6853.41,
0000000269,0000000012,12,PROYECTO C. AVELLANO (ROSSINI-CAPULIN).,3589.64,
0000000270,0000000012,13,ENTREGA C. AVELLANO (ROSSINI-CAPULIN).,7744.24,
0000000271,0000000012,14,MECANICA DE SUELOS C. AVELLANO (ROSSINI-CAPULIN).,16421.23,
0000000272,0000000012,15,TOPOGRAFIA C. AVELLANO (GUTY CARDENAS-CALLEJON).,9129.47,
0000000273,0000000012,16,TRAMITES C. AVELLANO (GUTY CARDENAS-CALLEJON).,979.20,
0000000274,0000000012,17,SONDEOS C. AVELLANO (GUTY CARDENAS-CALLEJON).,3772.50,
0000000275,0000000012,18,ANTEPROYECTO C. AVELLANO (GUTY CARDENAS-CALLEJON).,9581.70,
0000000276,0000000012,19,PROYECTO C. AVELLANO (GUTY CARDENAS-CALLEJON).,5672.06,
0000000277,0000000012,20,ENTREGA C. AVELLANO (GUTY CARDENAS-CALLEJON).,8925.77,
0000000278,0000000012,21,MECANICA DE SUELOS C. AVELLANO (GUTY CARDENAS-CALLEJON).,16421.23,
0000000279,0000000012,22,TOPOGRAFIA C. CAPULIN.,6884.89,
0000000280,0000000012,23,TRAMITES C. CAPULIN.,979.20,
0000000281,0000000012,24,SONDEOS C. CAPULIN.,3772.50,
0000000282,0000000012,25,ANTEPROYECTO C. CAPULIN.,6853.41,
0000000283,0000000012,26,PROYECTO C. CAPULIN.,3589.64,
0000000284,0000000012,27,ENTREGA C. CAPULIN.,7831.62,
0000000285,0000000012,28,MECANICA DE SUELOS C. CAPULIN.,16421.23,
0000000286,0000000013,1,PRELIMINARES Y OBRAS COMPLEMENTARIAS VIALIDAD,67017.11,
0000000287,0000000013,2,ACARREOS EN CAMION VIALIDAD,482.53,
0000000288,0000000013,3,BASES Y SUB-BASES VIALIDAD,870350.30,
0000000289,0000000013,4,PAVIMENTOS VIALIDAD,1364382.75,
0000000290,0000000013,5,SEÑALAMIENTO PARA LA PROTECCIÓN DE OBRA,18220.80,
0000000291,0000000013,6,SEÑALAMIENTO HORIZONTAL,70528.32,
0000000292,0000000013,7,SEÑALAMIENTO VERTICAL RESTRICTIVO,5349.37,
0000000293,0000000013,8,SEÑALAMIENTO VERTICAL PREVENTIVO,12371.83,
0000000294,0000000013,9,SEÑALAMIENTO DE SERVICIO Y TURISTICO,1054.51,
0000000295,0000000013,10,ALUMBRADO (OBRAS EN PREVENCIÓN),32852.36,
0000000296,0000000013,11,PRELIMINARES Y OBRAS COMPLEMENTARIAS CICLOVÍA,14007.86,
0000000297,0000000013,12,ACARREOS EN CAMION CICLOVIA,4781.76,
0000000298,0000000013,13,BASES Y SUB BASES CICLOVIA,133638.57,
0000000299,0000000013,14,PAVIMENTOS CICLOVIA,122023.70,
0000000300,0000000013,15,JARDINERIA,78087.84,
0000000301,0000000013,16,MOBILIARIO,87043.60,
0000000302,0000000013,17,SEÑALAMIENTO GENERAL,6819.98,
0000000303,0000000013,18,ALCANTARILLA,6730.64,
0000000304,0000000013,19,OBRAS COMPLEMENTARIAS,3988.00,
0000000305,0000000013,20,DRENAJE MENOR Y OBRAS DE PROTECCIÓN DE TERRACERÍAS,54467.81,
0000000306,0000000013,21,"PUENTES ALFARO, CUERPOS CENTRALES DERECHO E IZQUIERDO 1. ESTRUCTURA DEL PUENTE CUERPO CENTRAL DERECHO - ALFARO, PRELIMINARES",226189.50,
0000000307,0000000013,22,CABALLETES PCCD,752508.21,
0000000308,0000000013,23,"ACARREOS EN CAMION PUENTES ALFARO, CUERPOS CENTRALES DERECHO E IZQUIERDO",5185.32,
0000000309,0000000013,24,"SUPERESTRUCTURA PCCD,          TRABES PCCD",1220787.00,
0000000310,0000000013,25,DIAFRAGMAS PCCD,100516.94,
0000000311,0000000013,26,LOSAS PCCD,399062.25,
0000000312,0000000013,27,PARAPETO PCCD,121530.62,
0000000313,0000000013,28,BANQUETAS Y GUARNICIONES PCCD,130636.39,
0000000314,0000000013,29,ESTRUCTURA DEL PUENTE CUERPO CENTRAL IZQUIERDO - ALFARO -          PRELIMINARES PCCI,226189.50,
0000000315,0000000013,30,CABALLETES PCCI,923835.89,
0000000316,0000000013,31,ACARREOS EN CAMION DE ESTRUCTURA DEL PUENTE CUERPO CENTRAL IZQUIERDO - ALFARO,5185.32,
0000000317,0000000013,32,SUPERESTRUCTURA PCCI          TRABES PCCI,1723551.06,
0000000318,0000000013,33,DIAFRAGMAS PCCI,106572.43,
0000000319,0000000013,34,LOSAS PCCI,395690.18,
0000000320,0000000013,35,PARAPETO PCCI,131902.52,
0000000321,0000000013,36,BANQUETAS Y GUANICIONES PCCI,138290.07,
0000000322,0000000013,37,"RECTIFICACION DEL ARROYO ALFARO, TERRACERÍAS",481746.72,
0000000323,0000000013,38,ESTRUCTURA DE LA RECTIFICACION DEL ARROYO ALFARO,4455537.61,
0000000324,0000000013,39,FUERA DE CATALOGO,0.00,
0000000325,0000000014,1,ALUMBRADO,6167471.45,
0000000326,0000000014,2,SUBESTACION,202022.52,
0000000327,0000000014,3,ACOMETIDA SUBTERRANEA,194941.67,
0000000328,0000000014,4,CONTROL,117473.01,
0000000329,0000000014,5,LINEA DE CFE,301462.47,
0000000330,0000000014,6,ESTRUCTURAS NUEVAS,140246.85,
0000000331,0000000014,7,ESTRUCTURAS A REUBICAR Y QUITAR,33933.24,
0000000332,0000000014,8,ESTRUCTURAS SECUNDARIAS,6339.31,
0000000333,0000000014,9,FUERA DE CATALOGO,0.00,
0000000334,0000000015,1,PRESUPUESTO,464137.36,
0000000335,0000000016,1,PRELIMINARES DE BARDA EN CEPOL,11489.53,
0000000336,0000000016,2,BANQUETAS DE BARDA EN CEPOL,82575.66,
0000000337,0000000016,3,ACARREOS EN CAMION DE BARDA EN CEPOL,22347.21,
0000000338,0000000016,4,CIMENTACION DE BARDA EN CEPOL,14903.25,
0000000339,0000000016,5,ESTRUCTURA DE BARDA EN CEPOL,158324.84,
0000000340,0000000016,6,ACABADOS DE BARDA EN CEPOL,89365.58,
0000000341,0000000016,7,PINTURAS DE BARDA EN CEPOL,28861.58,
0000000342,0000000016,8,SEÑALAMIENTO DE PROTECCION DE OBRA EN BARDA EN CEPOL,4848.40,
