Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
16,76,1,ANTICIPO,14/05/2010 00:00,7,10/05/2010 00:00,09/10/2010 00:00,GD-017.05.,14/05/2010 00:00,CT/REC/0012/10 ,14/05/2010 00:00,SE ANEXA COPIA DE AUTORIZACIÓN DE RECALENDARIZACIÓN CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACIÓN EN EL EXPEDIENTE UNITARIO,03/05/2010 00:00,02/10/2010 00:00
18,29,1,ANTICIPO,27/05/2010 00:00,44,07/04/2010 00:00,19/07/2010 00:00,S/N RECAL ,07/04/2010 00:00,CT/REC.0108/10 ,27/05/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,22/02/2010 00:00,05/06/2010 00:00
19,93,1,ANTICIPO,24/05/2010 00:00,16,19/05/2010 00:00,19/11/2010 00:00,S/N RECAL ,24/05/2010 00:00,CT/REC/0013/10 ,24/05/2010 00:00,SE ANEXA COPIA DE AUTORIZACIÓN DE RECALENDARIZACIÓN CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,03/05/2010 00:00,03/11/2010 00:00
20,59,1,ANTICIPO,12/04/2010 00:00,42,12/04/2010 00:00,15/10/2010 00:00,S/N       ,10/04/2010 00:00,CT/REC.NO.0084/,12/04/2010 00:00,,01/03/2010 00:00,03/09/2010 00:00
21,95,1,ANTICIPO,15/06/2010 00:00,4,11/06/2010 00:00,01/09/2010 00:00,S/N RECAL.,14/06/2010 00:00,CT/REC/0014/10 ,15/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,28/08/2010 00:00
24,110,1,ANTICIPO,15/06/2010 00:00,4,11/06/2010 00:00,18/08/2010 00:00,S/N RECAL ,14/06/2010 00:00,CT/REC/0015/10 ,15/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,14/08/2010 00:00
25,109,1,ANTICIPO,16/06/2010 00:00,4,11/06/2010 00:00,18/08/2010 00:00,S/N RECAL ,14/06/2010 00:00,CT/REC/0016/10 ,16/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,14/08/2010 00:00
26,112,1,ANTICIPO,15/06/2010 00:00,4,11/06/2010 00:00,18/08/2010 00:00,S/N RECAL ,14/06/2010 00:00,CT/REC/0017/10 ,15/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,14/08/2010 00:00
27,107,1,ANTICIPO,21/06/2010 00:00,7,14/06/2010 00:00,11/09/2010 00:00,S/N RECAL ,14/06/2010 00:00,CT/REC/0020/10 ,21/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACIÓNCON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,04/09/2010 00:00
28,116,1,ANTICIPO,17/06/2010 00:00,4,11/06/2010 00:00,30/06/2010 00:00,S/N RECAL ,17/06/2010 00:00,CT/REC/0018/10 ,17/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,26/06/2010 00:00
29,117,1,ANTICIPO,22/06/2010 00:00,9,16/06/2010 00:00,13/10/2010 00:00,S/N RECAL ,17/06/2010 00:00,CT/REC/0021/10 ,22/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,04/10/2010 00:00
30,118,1,ANTICIPO,18/06/2010 00:00,11,11/06/2010 00:00,08/09/2010 00:00,S/N RECAL ,16/06/2010 00:00,CT/REC/0019/10 ,18/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,31/05/2010 00:00,28/08/2010 00:00
31,122,1,ANTICIPO,29/06/2010 00:00,92,22/06/2010 00:00,10/10/2010 00:00,S/N RECAL ,24/06/2010 00:00,CT/REC/0022/10 ,29/06/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,22/03/2010 00:00,10/07/2010 00:00
32,123,1,ANTICIPO,07/07/2010 00:00,18,02/07/2010 00:00,25/08/2010 00:00,S/N RECAL ,06/07/2010 00:00,CT/REC/0023/10 ,07/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,14/06/2010 00:00,07/08/2010 00:00
35,128,1,ANTICIPO,07/07/2010 00:00,11,02/07/2010 00:00,25/08/2010 00:00,S/N RECAL ,06/07/2010 00:00,CT/REC/0024/10 ,07/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,21/06/2010 00:00,14/08/2010 00:00
36,135,1,ANTICIPO,07/07/2010 00:00,4,02/07/2010 00:00,20/10/2010 00:00,S/N RECAL ,05/07/2010 00:00,CT/REC/0025/10 ,07/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,28/06/2010 00:00,16/10/2010 00:00
37,141,1,ANTICIPO,08/07/2010 00:00,8,22/06/2010 00:00,24/10/2010 00:00,S/N RECAL ,29/06/2010 00:00,CT/REC/0026/10 ,08/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,14/06/2010 00:00,16/10/2010 00:00
38,136,1,ANTICIPO,08/07/2010 00:00,4,02/07/2010 00:00,06/10/2010 00:00,S/N RECAL ,08/07/2010 00:00,CT/REC/0027/10 ,08/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,28/06/2010 00:00,02/10/2010 00:00
41,139,1,ANTICIPO,14/07/2010 00:00,4,09/07/2010 00:00,15/09/2010 00:00,S/N RECAL ,12/07/2010 00:00,CT/REC/0028/10 ,14/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACIÓN CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,05/07/2010 00:00,11/09/2010 00:00
42,152,1,ANTICIPO,19/07/2010 00:00,14,19/07/2010 00:00,30/10/2010 00:00,S/N RECAL ,19/07/2010 00:00,CT/REC/0029/10 ,19/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,05/07/2010 00:00,16/10/2010 00:00
45,153,1,ANTICIPO,23/07/2010 00:00,7,19/07/2010 00:00,04/09/2010 00:00,S/N RECAL ,23/07/2010 00:00,CT/REC/0030/10 ,23/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,12/07/2010 00:00,28/08/2010 00:00
46,172,1,ANTICIPO,23/07/2010 00:00,3,22/07/2010 00:00,26/10/2010 00:00,S/N RECAL ,23/07/2010 00:00,CT/REC/0031/102,23/07/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,19/07/2010 00:00,23/10/2010 00:00
50,107,2,ANTICIPO,05/08/2010 00:00,42,19/07/2010 00:00,16/10/2010 00:00,S/N 2A. RE,22/07/2010 00:00,CT/REC.0120/10 ,05/08/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACIÓN CON DOCUMENTACIÓN ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACIÓN EN EL EXPEDIENTE UNITARIO,07/06/2010 00:00,04/09/2010 00:00
53,184,1,ANTICIPO,17/08/2010 00:00,10,12/08/2010 00:00,24/08/2010 00:00,S/N RECAL ,17/08/2010 00:00,CT/REC/0033/10 ,17/08/2010 00:00,SE ANEXA COPIA AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACIÓN EN EL EXPEDIENTE UNITARIO,02/08/2010 00:00,14/08/2010 00:00
54,193,1,ANTICIPO,12/08/2010 00:00,4,06/08/2010 00:00,28/09/2010 00:00,S/N RECAL ,11/08/2010 00:00,CT/REC/0032/10 ,12/08/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,02/08/2010 00:00,24/09/2010 00:00
55,179,1,ANTICIPO,30/08/2010 00:00,8,24/08/2010 00:00,28/11/2010 00:00,S/N RECAL ,27/08/2010 00:00,CT/REC/0034/10 ,30/08/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACIÓN EN EL EXPEDIENTE UNITARIO,16/08/2010 00:00,20/11/2010 00:00
58,200,1,ANTICIPO,07/09/2010 00:00,4,03/09/2010 00:00,24/11/2010 00:00,S/N RECAL ,06/09/2010 00:00,CT/REC/0035/10 ,07/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,30/08/2010 00:00,20/11/2010 00:00
59,223,1,ANTICIPO,10/09/2010 00:00,3,09/09/2010 00:00,02/11/2010 00:00,S/N RECAL ,09/09/2010 00:00,CT/REC/0036/10 ,10/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/09/2010 00:00,30/10/2010 00:00
60,225,1,ANTICIPO,13/09/2010 00:00,2,08/09/2010 00:00,01/11/2010 00:00,S/N RECAL ,10/09/2010 00:00,CT/REC/0037/10 ,13/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/09/2010 00:00,30/10/2010 00:00
61,232,1,ANTICIPO,14/09/2010 00:00,38,13/09/2010 00:00,06/11/2010 00:00,S/N RECAL ,13/09/2010 00:00,CT/REC/0038/10 ,14/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/08/2010 00:00,30/10/2010 00:00
68,242,1,ANTICIPO,15/09/2010 00:00,7,13/09/2010 00:00,06/11/2010 00:00,S/N RECAL ,14/09/2010 00:00,CT/REC/0039/10 ,15/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/09/2010 00:00,30/10/2010 00:00
70,222,1,ANTICIPO,23/09/2010 00:00,7,20/09/2010 00:00,13/11/2010 00:00,S/N RECAL ,20/09/2010 00:00,CT/REC/0040/10 ,23/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/09/2010 00:00,06/11/2010 00:00
71,243,1,ANTICIPO,24/09/2010 00:00,7,20/09/2010 00:00,27/11/2010 00:00,S/N RECAL ,22/09/2010 00:00,CT/REC/0041/10 ,24/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/09/2010 00:00,20/11/2010 00:00
74,266,1,ANTICIPO,27/09/2010 00:00,8,21/09/2010 00:00,14/11/2010 00:00,S/N RECAL ,27/09/2010 00:00,CT/REC/0043/10 ,27/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/09/2010 00:00,06/11/2010 00:00
78,259,1,ANTICIPO,24/09/2010 00:00,7,20/09/2010 00:00,13/11/2010 00:00,S/N RECALE,24/09/2010 00:00,CT/REC/0042/10 ,24/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACIÓN ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/09/2010 00:00,06/11/2010 00:00
79,260,1,ANTICIPO,24/09/2010 00:00,7,20/09/2010 00:00,13/11/2010 00:00,S/N RECAL ,23/09/2010 00:00,CT/REC/0044/10 ,24/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/09/2010 00:00,06/11/2010 00:00
81,247,1,ANTICIPO,22/09/2010 00:00,9,15/09/2010 00:00,08/11/2010 00:00,S/N RECAL ,17/09/2010 00:00,CT/REC/0045/10 ,22/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/09/2010 00:00,30/10/2010 00:00
82,72,1,ANTICIPO,09/09/2010 00:00,165,03/09/2010 00:00,01/03/2011 00:00,S/N RECAL ,03/09/2010 00:00,CT/REC.0128/10 ,09/09/2010 00:00,,22/03/2010 00:00,17/09/2010 00:00
83,254,1,ANTICIPO,04/10/2010 00:00,22,28/09/2010 00:00,21/11/2010 00:00,S/N RECAL ,30/09/2010 00:00,CT/REC/0047/10 ,04/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/09/2010 00:00,30/10/2010 00:00
90,269,1,ANTICIPO,06/10/2010 00:00,3,30/09/2010 00:00,23/11/2010 00:00,S/N RECAL ,05/10/2010 00:00,CT/REC/0048/10 ,06/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,27/09/2010 00:00,20/11/2010 00:00
91,270,1,ANTICIPO,07/10/2010 00:00,27,05/10/2010 00:00,12/10/2010 00:00,S/N RECAL ,05/10/2010 00:00,CT/REC/0049/10 ,07/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,08/09/2010 00:00,15/09/2010 00:00
92,262,1,ANTICIPO,30/09/2010 00:00,14,27/09/2010 00:00,20/11/2010 00:00,S/N RECAL ,30/09/2010 00:00,CT/REC/0046/10 ,30/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA COMPLETA 11/10/2010 12:40 PM DE LA SOLICIATUD DE RECALENDARIZACIÓN EN EL EXPEDIENTE UNITARIO,13/09/2010 00:00,06/11/2010 00:00
93,248,1,ANTICIPO,22/09/2010 00:00,14,20/09/2010 00:00,13/11/2010 00:00,S/N RECAL ,20/09/2010 00:00,CT/REC/0050/10 ,22/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,06/09/2010 00:00,29/01/2011 00:00
97,264,1,ANTICIPO,27/09/2010 00:00,9,22/09/2010 00:00,25/10/2010 00:00,S/N RECAL ,22/09/2010 00:00,CT/REC/0051/10 ,27/09/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,13/09/2010 00:00,16/10/2010 00:00
98,267,1,ANTICIPO,06/10/2010 00:00,11,01/10/2010 00:00,24/11/2010 00:00,S/N RECAL ,05/10/2010 00:00,CT/REC/0052/10 ,06/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZAZION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,20/09/2010 00:00,13/11/2010 00:00
99,229,1,ANTICIPO,11/10/2010 00:00,60,08/10/2010 00:00,01/12/2010 00:00,S/N RECAL ,08/10/2010 00:00,CT/REC/0053/10 ,11/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,09/08/2010 00:00,02/10/2010 00:00
103,284,1,ANTICIPO,15/10/2010 00:00,19,11/10/2010 00:00,09/03/2011 00:00,S/N RECAL ,13/10/2010 00:00,CT/REC/0054/10 ,15/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,22/09/2010 00:00,18/02/2011 00:00
104,305,1,ANTICIPO,19/10/2010 00:00,7,18/10/2010 00:00,13/11/2010 00:00,S/N RECAL ,18/10/2010 00:00,CT/REC/0055/10 ,19/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,11/10/2010 00:00,06/11/2010 00:00
105,278,1,ANTICIPO,06/10/2010 00:00,10,30/09/2010 00:00,23/11/2010 00:00,S/N RECAL ,30/09/2010 00:00,CT/REC/0056/10 ,06/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,20/09/2010 00:00,13/11/2010 00:00
110,314,1,ANTICIPO,20/10/2010 00:00,14,18/10/2010 00:00,11/12/2010 00:00,S/N RECAL ,18/10/2010 00:00,CT/REC/0057/10 ,20/10/2010 00:00,SE ANEXA COPIA DE AUTORIZACION DE RECALENDARIZACION CON DOCUMENTACION ORIGINAL ADJUNTA DE LA SOLICITUD DE RECALENDARIZACION EN EL EXPEDIENTE UNITARIO,04/10/2010 00:00,27/11/2010 00:00
