Id_Contrato,Id_Presupuesto,Numero_Contrato,Nombre_Final,Importe,Porcentaje_Anticipo,Importe_Anticipo,Fecha_Firma_Contrato,Fecha_Inicio,Fecha_Termino,Id_Formato_Contrato,Id_Formato_Caratula,Id_Formato_Hoja_Estimaciones,Observaciones,Estatus,Id_Contratista,Id_Supervisor_Interno,Id_Supervisor_Externo,Id_Fuente_Inversion,Fecha_Adjudicacion,Id_Modalidad,Numero_Licitacion,Id_Oficio_Asignacion_Obra
11,13,A-2510-310-6121-H/0012/2015,ADECUACION Y TRABAJOS COMPLEMENTARIOS DEL PROYECTO EJECUTIVO: DE ESCUELA DE VANGUARDIA JACINTO LOPEZ EN BLVD. VIRGEN DE SAN JUAN COL. CUMBRES DE LA GLORIA,105947.87,0,0,Feb  4 2015 12:00AM,Feb  9 2015 12:00AM,Feb 19 2015 12:00AM,1,1,1,,EJECUCION,138,,,1,Feb  4 2015 12:00AM,1,,0
12,14,B-5051-236-6141-H/0013/2015,PROYECTO EJECUTIVO DE LA CALLE: MAZATLAN TRAMO: BLVD. HILARIO MEDINA A CALLE ALFALFA COL. LA CANDELARIA,102003.29,0,0,Feb  4 2015 12:00AM,Feb  9 2015 12:00AM,Apr  4 2015 12:00AM,1,1,1,,EJECUCION,371,,,2,Feb  4 2015 12:00AM,1,,0
13,16,B-5051-236-6141-H/0014/2015,PROYECTO EJECUTIVO DE LA CALLE: CUITLAHUAC TRAMO: AV. PRADERA A CHOLULA COL. AZTECA,86846.06,0,0,Feb 11 2015 12:00AM,Feb 16 2015 12:00AM,Mar 14 2015 12:00AM,1,1,1,,EJECUCION,306,,,2,Feb 11 2015 12:00AM,1,,0
14,17,B-5051-236-6141-H/0015/2015,PROYECTO EJECUTIVO DE LAS CALLES: 1. JACARANDA DEL VALLE TRAMO: OLIVO DEL VALLE - AVELLANO DEL VALLE COL. VALLE DE LEON; 2. CALLE QUIO TRAMO: CORCIRA - EOLO COL. LA ERMITA,266088.32,30,79826.5,Feb 11 2015 12:00AM,Feb 23 2015 12:00AM,Apr 18 2015 12:00AM,1,1,1,,EJECUCION,589,,,2,Feb 11 2015 12:00AM,1,,0
15,18,A-2510-354-6141-D/0016/2015,"REHABILITACIÓN DE LOS PAVIMENTOS DEL BLVD. TORRES LANDA EN EL TRAMO COMPRENDIDO DE LA AV. JUAREZ A MAXIPISTA LEON - AGUASCALIENTES, (1ra ETAPA)",54979996.75,30,16493999.03,Feb 12 2015 12:00AM,Feb 23 2015 12:00AM,Apr  3 2015 12:00AM,1,1,1,,EJECUCION,67,,,1,Feb 12 2015 12:00AM,3,,0
16,9,B-5051-236-6141-D/0008/2015,PAVIMENTACION DE LA CALLE COFRADIA TRAMO: HUIMILPAN - PALO ALTO COL. PRESA DEL PALOTE,2441618.49,30,732485.55,Feb  3 2015 12:00AM,Feb  9 2015 12:00AM,May 30 2015 12:00AM,1,1,1,,EJECUCION,346,,,2,Feb  3 2015 12:00AM,2,,0
17,20,B-5051-236-6141-H/0017/2015,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. DE LA CAMPANA TRAMO: LOS ALPES - LA CONQUISTA 2. DEL PEREGRINO TRAMO: LOS ALPES - LA CONQUISTA COL. LAS AMALIAS SUR,218161.72,30,65448.52,Feb 13 2015 12:00AM,Feb 23 2015 12:00AM,Apr 18 2015 12:00AM,1,1,1,,EJECUCION,255,,,2,Feb 13 2015 12:00AM,1,,0
18,22,A-H/0019/2015,"PROYECTO EJECUTIVO DE OBRAS COMPLEMENTARIAS DE PAVIMENTACIÓN Y ALUMBRADO DEL FRACCIONAMIENTO CIUDAD INDUSTRIAL PARQUE PIEL, CALLES: CIRCUITO LAZARINA TRAMO: CALLE TIMBRE LADO NORTE A CALLE TIMBRE LADO SUR; CALLE SIN NOMBRE MANZANA 8 Y 9 TRAMO: BLVD. UNION DE CURTIDORES A CIRCUITO ALIZARINA; BLVD. UNION DE CURTIDORES TRAMO: CIRCUITO ALIZARINA AL RETORNO LADO PONIENTE; CALLE TIMBRE LADO SUR TRAMO: BLVD. UNION DE CURTIDORES A CIRCUITO ALIZARINA (MEDIA CALLE)",326950.09,30,98085.03,Feb 17 2015 12:00AM,Feb 23 2015 12:00AM,Apr 25 2015 12:00AM,1,1,1,,EJECUCION,271,,,3,Feb 17 2015 12:00AM,1,,0
19,21,B-5051-236-6141-D/0018/2015,PAVIMENTACION DE LA CALLE ETA (MEDIO CUERPO) TRAMO: JEREZ DE CARTAGENA A CERRITO DE JEREZ COL. CERRITO DE JEREZ,890507.23,30,267152.17,Feb 18 2015 12:00AM,Feb 23 2015 12:00AM,May  9 2015 12:00AM,1,1,1,,EJECUCION,567,,,2,Feb 18 2015 12:00AM,1,,0
20,24,A-2510-310-6151-H/0020/2015,PROYECTO EJECUTIVO DE INTERSECCIÓN A DESNIVEL DE PUENTE HIDALGO INTERSECCIÓN DE BLVD. JUAN ALONSO DE TORRES Y BLVD. HIDALGO,2695614.62,30,808684.39,Mar  6 2015 12:00AM,Mar 16 2015 12:00AM,Sep 19 2015 12:00AM,1,1,1,,EJECUCION,261,,,1,Mar  6 2015 12:00AM,2,,0
21,28,C-2510-607-6141-D/0023/2015,PAVIMENTACION DE LA CALLE MADRE REYNA TRAMO: AV. ATOTONILCO A MADRE MARINA COL. DIEZ DE MAYO,5189713.28,30,1556913.99,Mar 17 2015 12:00AM,Mar 30 2015 12:00AM,Aug  8 2015 12:00AM,1,1,1,,EJECUCION,34,,,10,Mar 17 2015 12:00AM,3,,0
22,26,A-2510-312-6221-E/0022/2015,REMODELACION DE AREAS EN EDIFICIO DE OBRAS PÚBLICAS MUNICIPALES,301378.53,30,90413.56,Mar 17 2015 12:00AM,Mar 23 2015 12:00AM,May  9 2015 12:00AM,1,1,1,,EJECUCION,531,,,1,Mar 17 2015 12:00AM,1,,0
23,25,B-5051-236-6141-H/0021/2015,PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. PEÑAROL TRAMO: BOTOFOGO - FLUMINENSES COL. DEPORTIVA II,73203.95,0,0,Mar 11 2015 12:00AM,Mar 17 2015 12:00AM,May  9 2015 12:00AM,1,1,1,,EJECUCION,590,,,2,Mar 11 2015 12:00AM,1,,0
24,29,B-5051-236-6141-D/0024/2015-1,PAVIMENTACION DE BANQUETA SUR CALLE ANDALUCIA TRAMO: GARCIA ORDOÑEZ - 21 DE MARZO,54958.31,30,16487.49,Mar 18 2015 12:00AM,Mar 30 2015 12:00AM,Jun 13 2015 12:00AM,1,1,1,,EJECUCION,584,,,2,Mar 18 2015 12:00AM,1,,0
25,30,B-5051-236-6141-D/0024/2015-2,PAVIMENTACION DE 1/2 CUERPO ORIENTE EN LA CALLE GARCIA ORDOÑEZ TRAMO: NUEVA ESPAÑA - ANDALUCIA,194848.02,30,58454.41,Mar 18 2015 12:00AM,Mar 30 2015 12:00AM,Jun 13 2015 12:00AM,1,1,1,,EJECUCION,584,,,2,Mar 18 2015 12:00AM,1,,0
26,31,B-5051-236-6141-D/0024/2015-3,PAVIMENTACION DE 1/2 CUERPO NORTE EN LA CALLE NUEVA ESPAÑA TRAMO: GARCIA ORDOÑEZ - 21 DE MARZO,358786.33,30,107635.9,Mar 18 2015 12:00AM,Mar 30 2015 12:00AM,Jun 13 2015 12:00AM,1,1,1,,EJECUCION,584,,,2,Mar 18 2015 12:00AM,1,,0
27,32,B-5051-236-6141-D/0024/2015-4,PAVIMENTACION DE BANQUETA PONIENTE EN LA AV. 21 DE MARZO TRAMO: NUEVA ESPAÑA - ANDALUCIA COL. VIBAR,149446.26,30,44833.88,Mar 18 2015 12:00AM,Mar 30 2015 12:00AM,Jun 13 2015 12:00AM,1,1,1,,EJECUCION,584,,,2,Mar 18 2015 12:00AM,1,,0
28,42,A-2510-316-6141-C/0030/2015,REHABILITACIÓN DE LOS PAVIMENTOS DEL CUERPO LATERAL SUR DEL BLVD. AEROPUERTO,777803.12,30,233340.94,Apr  7 2015 12:00AM,Apr 20 2015 12:00AM,Apr 27 2015 12:00AM,1,1,1,,EJECUCION,67,,,1,Apr  7 2015 12:00AM,1,,0
29,45,B-5051-236-6121-H/0032/2015,PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. REVOLUCIÓN MEXICANA TRAMO: BLVD. TIMOTEO LOZANO - MARTIRES DEL RIO BLANCO COL. LIBERTAD; 2.. SAN JOSE DE LA SANTA CRUZ TRAMO: SAN JOSE DEL REFUGIO - SAN JOSE DE COSTA RICA COL. REFUGIO DE SAN JOSE; 3. SAN JOSE DE LAS MATAS TRAMO: SAN JOSE DE ITURBIDE - SAN JOSE DEL CABO COL. REFUGIO DE SAN JOSE.,330303.09,0,0,Apr  7 2015 12:00AM,Apr 20 2015 12:00AM,Jun 13 2015 12:00AM,1,1,1,,EJECUCION,371,,,2,Apr  7 2015 12:00AM,1,,0
30,43,A-2510-318-6141-D/0031/2015,PAVIMENTACIÓN DE LA CALLE NUEVA ESPAÑA TRAMO: BLVD. MANUEL DE AUSTRI A BLVD. MIGUEL DE CERVANTES SAAVEDRA COL. LOMA VISTA HERMOSA SUR,339582.34,30,101874.71,Apr  7 2015 12:00AM,Apr 20 2015 12:00AM,Jul 11 2015 12:00AM,1,1,1,,EJECUCION,310,,,1,Apr  7 2015 12:00AM,1,,0
31,56,A-2510-310-6121-H/0041/2015,PROYECTO EJECUTIVO DE PLAZA MULTIPOL VALLE HERMOSO UBICADO EN CALLE PASEO DE LA PRESA ENTRE PASEO DE LA PRESA Y CALLE DE LA CASTIDAD COL. VALLE HERMOSO.,316265.61,30,94879.69,Apr 13 2015 12:00AM,Apr 27 2015 12:00AM,Jun 20 2015 12:00AM,1,1,1,,EJECUCION,488,,,1,Apr 13 2015 12:00AM,1,,0
32,54,A-2510-318-6141-D/0039/2015,PAVIMENTACION DE LA CALLE CERRO DE LA BUFA TRAMO: BUFAS DE ZACATECAS A CIMATORIO COL. LOMAS DE JEREZ,2848570.7,30,854571.2,Apr 10 2015 12:00AM,Apr 20 2015 12:00AM,Aug 18 2015 12:00AM,1,1,1,,EJECUCION,16,,,1,Apr 10 2015 12:00AM,2,,0
33,55,A-2510-318-6141-D/0040/2015,PAVIMENTACION DE LA CALLE JEREZ DE BLANES TRAMO: JEREZ DE LA FRONTERA A JEREZ DE GRANADA COL. VALLE DE JEREZ,2214530.56,30,664359.17,Apr 10 2015 12:00AM,Apr 20 2015 12:00AM,Jul 18 2015 12:00AM,1,1,1,,EJECUCION,558,,,1,Apr 10 2015 12:00AM,1,,0
34,59,C-2510-607-6141-D/0043/2015,PAVIMENTACION DE LA CALLE BARCENAS TRAMO: BLVD. ALONSO DE TORRES A BLVD. BILBAO COL. PILETAS IV SECCION,2734044.18,30,820213.26,Apr 15 2015 12:00AM,Apr 27 2015 12:00AM,Aug  8 2015 12:00AM,1,1,1,,EJECUCION,24,,,10,Apr 15 2015 12:00AM,2,,0
35,52,A-2510-318-6141-D/0037/2015,PAVIMENTACION DE LA CALLE JEREZ DE VARDAR TRAMO: JEREZ DE BESAYA - JEREZ DE MENORCA COL. VALLE DE JEREZ II SECC.,1252017.13,30,375605.13,Apr  8 2015 12:00AM,Apr 20 2015 12:00AM,Jul 11 2015 12:00AM,1,1,1,,EJECUCION,579,,,1,Apr  8 2015 12:00AM,1,,0
36,46,B-5051-236-6121-H/0033/2015,PROYECTO DE LA PAVIMENTACIÓN DE LAS CALLES: 1. FRESNO DE JEREZ TRAMO: PASEO DE LOS VERDINES - BLVD. SAN PEDRO COL. JARDINES DE JEREZ; 2. CALLE DE LA METROPOLI TRAMO: DE LA MORADA A DE LA HACIENDA; 3. VILLAS DE LEON OTE TRAMO: BLVD. TIMOTEO LOZANO - DEL PARQUE COL. VILLAS DE LEON; 4. JEREZ DE PRADES TRAMO: BLVD. DELTA A VALLE DE SANTIAGOI; 5. JEREZ UREMA TRAMO: BLVD. DELTA A VALLE DE SANTIAGO COL. VALLE DE JEREZ,450586.56,0,0,Apr  7 2015 12:00AM,Apr 20 2015 12:00AM,Jun 13 2015 12:00AM,1,1,1,,EJECUCION,522,,,2,Apr  7 2015 12:00AM,1,,0
37,53,B-5051-236-6141-D/0038/2015,PAVIMENTACION DE LA CALLE PLAN DE GUADALUPE TRAMO: BLVD. MIGUEL DE CERVANTES SAAVEDRA A ANDADOR SIN NOMBRE COL. LAS MANDARINAS,1293359.4,30,388007.82,Apr  8 2015 12:00AM,Apr 20 2015 12:00AM,Jul 11 2015 12:00AM,1,1,1,,EJECUCION,122,,,2,Apr  8 2015 12:00AM,1,,0
38,74,B-5051-236-6141-D/0055/2015,PAVIMENTACION DE LA CALLE GOLGOTA TRAMO: BLVD. VASCO DE QUIROGA A SIRIA COL. SAN FELIPE DE JESUS,1158649.01,30,347594.71,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jul 25 2015 12:00AM,1,1,1,,EJECUCION,554,,,2,Apr 21 2015 12:00AM,1,,0
39,76,B-5051-236-6141-D/0056/2015,PAVIMENTACION DE LA CALLE JEREZ DE VALONA TRAMO: JEREZ DE GUADALUPE - JEREZ DE GUADALQUIVIR COL. VALLE DE JEREZ II SECC.,1091550.59,30,327465.18,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jul 25 2015 12:00AM,1,1,1,,EJECUCION,365,,,2,Apr 21 2015 12:00AM,1,,0
40,61,A-2510-318-6141-D/0044/2015,PAVIMENTACION DE LA CALLE HONORIO III TRAMO: AV. OLIMPICA A CALLE CONVENTUALES COL. SAN FRANCISCO DE ASIS,2374212.46,30,712263.74,Apr 15 2015 12:00AM,Apr 27 2015 12:00AM,Aug  8 2015 12:00AM,1,1,1,,EJECUCION,16,,,1,Apr 15 2015 12:00AM,2,,0
41,64,B-5051-236-6141-H/0046/2015,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. LOMAS DE HACIENDA TRAMO: LOMAS DE DALIAS - MESA DE LA VIRGEN COL. LOMAS DE MEDINA; 2. CALLE CACHO TRAMO: PRESA LA MOJINA - PRESA DEL TIGRE COL. VALLADITO; 3. RAMON SAGREDO (JARDINES DE NARANJILLAS) TRAMO: SANTIAGO REBUL - HACIENDA SAN ANGEL COL. JARDINES DE MARAVILLAS,297315.34,30,89194.61,Apr 17 2015 12:00AM,Apr 27 2015 12:00AM,Jul 18 2015 12:00AM,1,1,1,,EJECUCION,359,,,2,Apr 17 2015 12:00AM,1,,0
42,69,A-2510-318-6141-D/0051/2015,PAVIMENTACION DE LA CALLE COMERCIANTES TRAMO: ESTAMBUL A FRANCISCO VILLA COL. UYEPAC,1168373.91,30,350512.18,Apr 20 2015 12:00AM,May  4 2015 12:00AM,Jul 25 2015 12:00AM,1,1,1,,EJECUCION,335,,,1,Apr 20 2015 12:00AM,1,,0
43,62,A-2111-302-6121-E/0045/2015,"REMODELACIÓN MERCADO SAN JUAN BOSCO (COLOCACION DE PISO EN ANDADORES, MEJORA DE INSTALACIONES Y ÁREA DE ESTACIONAMIENTO) CALLE SANTANDER ENTRE CATALUÑA Y VISCAYA COL. SAN JUAN BOSCO",1239909.55,30,371972.87,Apr 17 2015 12:00AM,Apr 27 2015 12:00AM,Jul  4 2015 12:00AM,1,1,1,,EJECUCION,531,,,1,Apr 17 2015 12:00AM,1,,0
44,78,B-5051-236-6141-D/0058/2015,PAVIMENTACION DE LA CALLE ARTURO LOZANO MADRAZO TRAMO: ANGEL VAZQUEZ NEGRETE - RODRIGO MORENO ZERMEÑO COL. LEON I,1441839.2,30,432551.76,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jul 25 2015 12:00AM,1,1,1,,EJECUCION,518,,,2,Apr 21 2015 12:00AM,1,,0
45,80,B-5051-236-6141-H/0059/2015,PROYECTO EJECUTIVO DE LAS CALLES: 1. ANTIOQUIA TRAMO: HEBREOS - CORINTO COL. SAN PABLO; 2. EPISTOLAS TRAMO: FILEMON - BLVD. ANTONIO MADRAZO COL. SAN PABLO,190249.46,30,57074.84,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jun 27 2015 12:00AM,1,1,1,,EJECUCION,548,,,2,Apr 21 2015 12:00AM,1,,0
46,81,B-5051-236-6141-H/0060/2015,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. AGRA TRAMO: BANGLADESH - TOPAR CON ARROYO COL. CAÑ0N DE LA INDIA; 2. GANGES TRAMO: BANGLADESH - CON PAVIMENTO PTE COL. CAÑON DE LA INDIA.,188849.35,30,56654.81,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jun 27 2015 12:00AM,1,1,1,,EJECUCION,97,,,2,Apr 21 2015 12:00AM,1,,0
47,82,B-5051-236-6141-H/0061/2015,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. FLUMINENSES TRAMO: BLVD. TÉLLEZ CRUCES A TURÍN COL. DEPORTIVA II; 2. BENGALIES DE CINCINNATI TRAMO: CARGADORES DE SAN DIEGO - VAQUEROS DE DALAS COL. DEPORTIVA II; 3. SAN SERGIO TRAMO: SAN EDUARDO - BLVD. VICENTE VALTIERRA COL. SAN MANUEL,306945.54,30,92083.67,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jun 27 2015 12:00AM,1,1,1,,EJECUCION,448,,,2,Apr 21 2015 12:00AM,1,,0
48,89,B-5051-236-6141-D/0068/2015,PAVIMENTACION DE LA CALLE MEMBRILLO TRAMO: SAUCE A CANELO COL. ARBOLEDAS,317645.48,30,95293.65,Apr 27 2015 12:00AM,May 11 2015 12:00AM,Jul  4 2016 12:00AM,1,1,1,,EJECUCION,591,,,2,Apr 27 2015 12:00AM,1,,0
49,86,A-2510-316-6141-C/0065/2015,"LIMPIEZA Y MANTENIMIENTO DE ARROYO ALFARO, MUERTO Y EL POTRERO; INTERSECCIÓN EJIDO - ALFARO, FRUTALES, LAS LANGOSTAS Y LAS JOYAS",1372523.51,0,0,Apr 27 2015 12:00AM,May 11 2015 12:00AM,Jul  4 2015 12:00AM,1,1,1,,EJECUCION,157,,,1,Apr 27 2015 12:00AM,1,,0
50,98,C-2510-607-6141-D/0076/2015,PAVIMENTACION DE LA CALLE JEREZ DE CETINA TRAMO: JEREZ DE SANALONA - JEREZ DE MIÑO COL. VALLE DE JEREZ DE MIÑO COL. VALLE DE JEREZ II SECC.,879174.63,30,263752.39,May  4 2015 12:00AM,May 11 2015 12:00AM,Jul 25 2015 12:00AM,1,1,1,,EJECUCION,166,,,10,May  4 2015 12:00AM,1,,0
51,65,B-5051-236-6141-D/0047/2015,PAVIMENTACIÓN DE LA CALLE SANTA MARGARITA TRAMO: DE CALLE SANTA BERNARDITA A CALLE JUANA DE ARCO COL. MARIA DOLORES,2319670.8,30,695901.24,Apr 17 2015 12:00AM,Apr 27 2015 12:00AM,Jul 31 2015 12:00AM,1,1,1,,EJECUCION,312,,,2,Apr 17 2015 12:00AM,2,,0
52,77,A-2510-318-6141-D/0057/2015,PAVIMENTACION DE LA CALLE TABACHIN DE JEREZ TRAMO: BLVD. SAN PEDRO A PASEO DE LOS VERDINES COL. JARDINES DE JEREZ II SECC.,692906.22,30,207871.87,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jul 25 2015 12:00AM,1,1,1,,EJECUCION,351,,,1,Apr 21 2015 12:00AM,1,,0
53,58,C-2510-607-6141-D/0042/2015,PAVIMENTACION DE LA CALLE JEREZ DE CETINA TRAMO: JEREZ DE GUADALUPE A JEREZ DE SANALONA COL. VALLE DE JEREZ II SECC.,1487273.75,30,446182.13,Apr 15 2015 12:00AM,Apr 27 2015 12:00AM,Jul 17 2015 12:00AM,1,1,1,,EJECUCION,206,,,10,Apr 15 2015 12:00AM,2,,0
54,73,A-2510-316-6141-C/0054/2015,MANTENIMIENTO AL BLVD. DELTA TRAMO: BLVD. LA LUZ Y VÍA DE LOS GIRASOLES,600190.6,30,180057.18,Apr 21 2015 12:00AM,May  4 2015 12:00AM,Jun 13 2015 12:00AM,1,1,1,,EJECUCION,493,,,1,Apr 21 2015 12:00AM,1,,0
55,90,A-2510-316-6141-C/0069/2015-1,CONFORMACION Y RASTREO DE TERRACERIA EN CAMINO A CUESTA BLANCA (DUARTE),96628,0,0,Apr 27 2015 12:00AM,May  4 2015 12:00AM,May 11 2015 12:00AM,1,1,1,,EJECUCION,47,,,1,Apr 27 2015 12:00AM,1,,0
56,91,A-2510-316-6141-C/0069/2015-2,CONFORMACION Y RASTREO DE TERRACERIA EN CAMINO A IBARRILLA Y EN EL CAMINO AL OJO DE AGUA,112088.48,0,0,Apr 27 2015 12:00AM,May  4 2015 12:00AM,May 11 2015 12:00AM,1,1,1,,EJECUCION,47,,,1,Apr 27 2015 12:00AM,1,,0
57,66,A-2510-316-6141-C/0048/2015,REHABILITACION DE BARRERAS DE CONTENCIÓN SOBRE EL MALECON DEL RIO DE LOS GOMEZ,101265.24,0,0,Apr 17 2015 12:00AM,Apr 27 2015 12:00AM,May  2 2015 12:00AM,1,1,1,,EJECUCION,47,,,1,Apr 17 2015 12:00AM,1,,0
58,87,A-2510-310-6121-H/0066/2015,PROYECTO EJECUTIVO DE LA PLAZA MULTIPOL SAN PEDRO EN BLVD. BARRIO DE GUADALUPE ENTRE CALLE AÑORANZA Y ARROYO DE ALFARO COL. PEDREGAL DE SAN PEDRO.,704231.94,0,0,Apr 27 2015 12:00AM,May 11 2015 12:00AM,Aug  1 2015 12:00AM,1,1,1,,EJECUCION,539,,,1,Apr 27 2015 12:00AM,1,,0
59,67,A-2010-357-6191-E/0049/2015,CONSTRUCCION DE BASES PARA ESCULTURAS (10 BASES) EN BLVD. AEROPUERTO TRAMO: DISTRIBUIDOR VIAL JUAN PABLO II A PUERTA DEL MILENIO,251895.53,0,0,Apr 17 2015 12:00AM,Apr 27 2015 12:00AM,Jun 20 2015 12:00AM,1,1,1,,EJECUCION,593,,,1,Apr 17 2015 12:00AM,1,,0
60,47,H-D/BANOBRAS-FONADIN/0034/2015,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEON (SIT OPTIBÚS) 3A. 4A. ETAPA. TERMINAL MARAVILLAS (EDIFICIO ADMINISTRATIVO Y OBRAS COMPLEMENTARIAS 2DA. ETAPA),31401152.27,30,9420345.78,Apr  8 2015 12:00AM,Apr 13 2015 12:00AM,Oct 17 2015 12:00AM,1,1,1,,EJECUCION,516,,,3,Apr  8 2015 12:00AM,3,,0
