Id_Contrato,Id_Presupuesto,Numero_Contrato,Nombre_Final,Importe,Porcentaje_Anticipo,Importe_Anticipo,Fecha_Firma_Contrato,Fecha_Inicio,Fecha_Termino,Id_Formato_Contrato,Id_Formato_Caratula,Id_Formato_Hoja_Estimaciones,Observaciones,Estatus,Id_Contratista,Id_Supervisor_Interno,Id_Supervisor_Externo,Id_Fuente_Inversion,Fecha_Adjudicacion,Id_Modalidad,Numero_Licitacion,Id_Oficio_Asignacion_Obra
11,11,C-2510-610-6141-D/0008/2014,PAVIMENTACION DE LA CALLE RICARDO GALVAN TRAMO: BLVD. LEON II A RICARDO SOLORZANO COLONIA LEON II,742358.54,30,222707.56,Jan 30 2014 12:00AM,Feb 10 2014 12:00AM,May  3 2014 12:00AM,1,1,1,,EJECUCION,219,,,10,Jan 30 2014 12:00AM,1,,0
12,12,C-2510-610-6141-D/0009/2014,PAVIMENTACION DE LA CALLE ANDADOR 2 MANUEL LOPEZ MERCADO TRAMO: DE MANUEL LOPEZ MERCADO A BLVD. LEON II COLONIA LEON II,434311.1,30,130293.33,Jan 30 2014 12:00AM,Feb 10 2014 12:00AM,May  3 2014 12:00AM,1,1,1,,EJECUCION,344,,,10,Jan 30 2014 12:00AM,1,,0
13,13,C-2510-610-6141-D/0010/2014,PAVIMENTACION DE LA CALLE COLZA TRAMO: DE CUENCA FLORIDA A ALISO COL. VALLE HERMOSO 1RA Y 2DA SECCION.,1354488.96,30,406346.69,Jan 30 2014 12:00AM,Feb 17 2014 12:00AM,May 10 2014 12:00AM,1,1,1,,EJECUCION,303,,,10,Jan 30 2014 12:00AM,1,,0
14,15,C-2510-610-6141-D/0011/2014,PAVIMENTACION DE LA CALLE DEL SOLAR TRAMO: CAMPO ESCONDIDO A TOPAR CON EL FRENTE 141 COL. VALLE HERMOSO.,683098.74,30,204929.62,Jan 30 2014 12:00AM,Feb 17 2014 12:00AM,May  3 2014 12:00AM,1,1,1,,EJECUCION,567,,,10,Jan 30 2014 12:00AM,1,,0
15,16,C-2510-610-6141-D/0012/2014,PAVIMENTACIÓN CON CONCRETO HIDRAULICO DE LA CALLE VALLE DUPART TRAMO: MADRE TIERRA A VALLE ARIZPE COL. VALLE DE SAN JOSE.,1690749.74,30,507224.92,Jan 30 2014 12:00AM,Feb 17 2014 12:00AM,May  3 2014 12:00AM,1,1,1,,EJECUCION,568,,,10,Jan 30 2014 12:00AM,1,,0
16,19,A-2010-336-6221-E/0014/2014,PINTURA EN FACHADAS DEL CENTRO HISTORICO CALLE JOSEFA ORTIZ DE DOMINGUEZ,246588.61,30,73976.58,Jan 30 2014 12:00AM,Feb 17 2014 12:00AM,May 10 2014 12:00AM,1,1,1,,EJECUCION,388,,,1,Jan 30 2014 12:00AM,1,,0
17,22,A-2010-336-6221-H/0017/2014,PROYECTO EJECUTIVO DE ACCIONES EMERGENTES PARA LA DETENCIÓN DEL DETERIORO EN EL INMUEBLE UBICADO EN EL INMUEBLE UBICADO EN CALLE JUÁREZ # 316 CONOCIDO COMO PLAZA DE GALLOS.,987527.21,30,296258.16,Feb 10 2014 12:00AM,Feb 24 2014 12:00AM,Aug  2 2014 12:00AM,1,1,1,,EJECUCION,569,,,1,Feb 10 2014 12:00AM,1,,0
18,27,B-5051-236-6121-H/0018/2014,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. CAÑADA DE LOS ANGELES TRAMO: DE CAÑADA DE CRISTO - CAÑADA DE LOS REYES COL. CAÑADA DE ALFARO; 2. CAMPO GRANDE TRAMO: DE CAMPO ESCONDIDO A CAMPO ALEGRE; 3. CAMPO ALARGADO TRAMO: DE CAMPO ESCONDIDO A CAMPO ALEGRE COL. VALLE HERMOSO.,236884.91,0,0,Jan 10 2014 12:00AM,Feb 24 2014 12:00AM,May 17 2014 12:00AM,1,1,1,,EJECUCION,306,,,2,Jan 10 2014 12:00AM,1,,0
19,28,A-1810-311-6141-D/0019/2014,REHABILITACION DE PUENTE VADO EN LA COMUNIDAD DE RINCON GRANDE - BUENOS AIRES EN LA CIUDAD DE LEON,551747.24,30,165524.17,Feb 12 2014 12:00AM,Feb 24 2014 12:00AM,Mar 15 2014 12:00AM,1,1,1,,EJECUCION,505,,,1,Feb 12 2014 12:00AM,1,,0
20,29,C-2510-610-6141-D/0020/2014,PAVIMENTACION DE LA CALLE CERRO DEL LABRADOR TRAMO: AV. DEL AGRICULTOR A CERRO DEL CUBO COL. SAN ISIDRO LABRADOR,1776654.91,30,532996.47,Feb 12 2014 12:00AM,Feb 24 2014 12:00AM,May 17 2014 12:00AM,1,1,1,,EJECUCION,206,,,10,Feb 12 2014 12:00AM,1,,0
21,30,A-1810-335-6141-H/0021/2014,ADECUACION DE PROYECTO EJECUTIVO DE CALLE DE ACCESO A ALBARRADONES Y ENTRONQUE (LEON - COMANJILLA) ALBARRADONES Y CAMINO A ALBARRADONES.,240822.38,30,72246.71,Feb 12 2014 12:00AM,Feb 24 2014 12:00AM,May 17 2014 12:00AM,1,1,1,,EJECUCION,545,,,1,Feb 12 2014 12:00AM,1,,0
22,32,A-1810-335-6141-H/0022/2014,"ADECUACION DE PROYECTO DE ACCESO A LADRILLERAS DEL REFUGIO, BLVD. LA LUZ (ANTES CARRETERA LEON - DUARTE) COMUNIDAD LAS LADRILLERAS DEL REFUGIO.",481642.92,30,144492.87,Feb 18 2014 12:00AM,Mar  3 2014 12:00AM,May 24 2014 12:00AM,1,1,1,,EJECUCION,359,,,1,Feb 18 2014 12:00AM,1,,0
23,33,B-5051-236-6121-H/0023/2014,"PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: LUIS LONG TRAMO: ALFONSO ESPARZA - CLEMENTE AGUIRRE, COL. SAN MARCOS; CALLE IZTLACCIHUATL TRAMO: OVIEDO - ASTURIAS COL. PILETAS I Y II SECC.",197518.71,0,0,Feb 18 2014 12:00AM,Mar  3 2014 12:00AM,Apr 26 2014 12:00AM,1,1,1,,EJECUCION,465,,,2,Feb 18 2014 12:00AM,1,,0
24,40,A-2410-323-6141-H/0027/2014,PROYECTO EJECUTIVO DEL CORREDOR BLVD. JUAN ALONSO DE TORRES - FRANCISCO VILLA - MARIANO ESCOBEDO,4700977.92,30,1410293.37,Jan 23 2014 12:00AM,Feb  3 2014 12:00AM,Jun  6 2014 12:00AM,1,1,1,,EJECUCION,343,,,1,Jan 23 2014 12:00AM,3,,0
25,44,A-2510-326-6141-D/0029/2014,CERCADO DE PREDIO UBICADO EN BLVD. MORELOS ESQUINA BLVD. LAS TORRES,195543.98,30,58663.19,Feb 24 2014 12:00AM,Mar  3 2014 12:00AM,Mar 15 2014 12:00AM,1,1,1,,EJECUCION,504,,,1,Feb 24 2014 12:00AM,1,,0
26,34,A-2510-329-6141-H/0024/2014,PROYECTO EJECUTIVO: DE PUENTE VEHICULAR PARA CONECTAR PARQUE LINEAL DE CANAL SARDANETA INTERSECCION BLVD. HIDALGO.,1203025.66,0,0,Feb 19 2014 12:00AM,Mar  3 2014 12:00AM,Jun 21 2014 12:00AM,1,1,1,,EJECUCION,511,,,1,Feb 19 2014 12:00AM,1,,0
27,39,H-2510-914-6141-H/0026/2014,PROYECTOS EJECUTIVOS PARA LA ZONA METROPOLITANA DE LEON 2013: BLVD. TAJO DE SANTA ANA (INTERSECCIÓN Y VIALIDAD).,6119433,30,1835829.9,Jan 10 2014 12:00AM,Jan 20 2014 12:00AM,Jul 19 2014 12:00AM,1,1,1,,EJECUCION,434,,,3,Jan 10 2014 12:00AM,3,,0
28,36,A-2510-334-6141-D/0025/2014,2DA. ETAPA DE MEJORAMIENTO DE LA IMAGEN DE LA CIUDAD DE LEON,24346842.76,50,12173421.38,Feb 19 2014 12:00AM,Feb 19 2014 12:00AM,Oct 31 2014 12:00AM,1,1,1,,EJECUCION,55,,,1,Feb 19 2014 12:00AM,1,,0
29,46,B-5051-236-6121-H/0031/2014,PROYECTO EJECUTIVO DE LAS CALLES: 1. CAMPO ESTRELLADO TRAMO: CAMPO ESCONDIDO - CAMPO ALEGRE COL. VALLE HERMOSO; 2. CALLE PONTICIA TRAMO: COLINDANICA CON CALLE RIOJA - HABICHUELA COL. SANTA CECILIA Y CALLE ALAMEDA TRAMO: TORITOS - RIVERA AZUL COL. VALLE HERMOSO,291143.96,30,87343.19,Feb 28 2014 12:00AM,Mar 17 2014 12:00AM,May 10 2014 12:00AM,1,1,1,,EJECUCION,86,,,2,Feb 28 2014 12:00AM,1,,0
30,47,B-5051-236-6121-H/0032/2014,PROYECTO EJECUTIVO DE LAS CALLES: 1. COMERCIANTES TRAMO: ESTAMBUL - BLVD. FRANCISCO VILLA COL. UYEPAC; 2. CALLE RAFAEL PORTILLO TRAMO: GUILLERMO VERA - ENRIQUE GOMEZ GUERRA COL. LEON I Y CALLE DOS DE AGOSTO TRAMO: ESTAMBUL - BLVD. FRANCISCO VILLA COL. UYEPAC.,288497.36,30,86549.21,Feb 28 2014 12:00AM,Mar 17 2014 12:00AM,May 10 2014 12:00AM,1,1,1,,EJECUCION,356,,,2,Feb 28 2014 12:00AM,1,,0
31,48,B-5051-236-6121-H/0033/2014,PROYECTO EJECUTIVO DE LAS CALLES: 1. ACAYA TRAMO: HEBREOS - EPISTOLAS COL. SAN PABLO; 2. CALLE LOS HERRERA TRAMO: CANAL DE SARDANETA - BLVD. CERRALVO COL. NUEVO LEON.,173531.78,30,52059.53,Feb 28 2014 12:00AM,Mar 17 2014 12:00AM,May 10 2014 12:00AM,1,1,1,,EJECUCION,293,,,2,Feb 28 2014 12:00AM,1,,0
32,42,A-2510-328-6141-C/0028/2014,"REHABILITACION DE LOS PAVIMENTOS DEL CUERPO LATERAL DEL BLVD. J. ALONSO DE TORRES EN COL. EL ROSARIO, Y DEL BLVD. H. BUSTOS INTERSECCIÓN CON BLVD. J. ALONSO DE TORRES, LEÓN GTO.",1890105.28,0,0,Feb 28 2014 12:00AM,Mar  3 2014 12:00AM,May 24 2014 12:00AM,1,1,1,,EJECUCION,531,,,1,Feb 28 2014 12:00AM,1,,0
33,45,A-2510-328-6141-C/0030/2014,"REHABILITACION DE LOS PAVIMENTOS DEL BLVD. GARZA SADA, AV. LEON Y DE LA CALLE GUADALUPE ORIENTAL, LEÓN GTO.",1107991.08,0,0,Feb 28 2014 12:00AM,Mar 10 2014 12:00AM,May 10 2014 12:00AM,1,1,1,,EJECUCION,531,,,1,Feb 28 2014 12:00AM,1,,0
34,52,B-5051-236-6121-H/0036/2014,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: SOFIA TRAMO: MADRE SIERRA A MADRE SOCORRO Y CALLE MADRE ESTHELA TRAMO: MADRE SIERRA A MADRE MARINA,193417.9,30,58025.37,Mar 10 2014 12:00AM,Mar 18 2014 12:00AM,Jun  8 2014 12:00AM,1,1,1,,EJECUCION,155,,,2,Mar 10 2014 12:00AM,1,,0
35,53,B-5051-236-6121-H/0037/2014,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. JEREZ DE CETINA TRAMO: JEREZ DE SANALONA - JEREZ DE GUADALUPE COL. VALLE DE JEREZ II SECC; CERRO DE SOYATE TRAMO: DE BLVD. RIO MAYO A MADRE MAURA COL. POPULAR POLANCO; Y JEREZ DE CETINA TRAMO: DE JEREZ DE SANALONA A JEREZ DE MIÑO COL. VALLE DE JEREZ II SECC.,292008.28,30,87602.48,Mar 10 2014 12:00AM,Mar 18 2014 12:00AM,Jun  8 2014 12:00AM,1,1,1,,EJECUCION,457,,,2,Mar 10 2014 12:00AM,1,,0
36,59,A-1910-317-6141-D/0042/2014,PLAZA DE LA CIUDADANIA EN SU 2DA. ETAPA UBICADA EN BLVD. VASCO DE QUIROGA EN LA COL. PRESIDENTES DE MEXICO,40996708.56,30,12299012.57,Mar 20 2014 12:00AM,Mar 31 2014 12:00AM,Oct  5 2014 12:00AM,1,1,1,,EJECUCION,391,,,1,Mar 20 2014 12:00AM,3,,0
37,64,A-2510-378-6141-D/0044/2014,PUENTE VEHICULAR SOBRE ARROYO EL GRANDE EN EL ACCESO A LA COMUNIDAD DE DUARTE,7402048.15,30,2220614.45,Mar 26 2014 12:00AM,Apr  7 2014 12:00AM,Sep  6 2014 12:00AM,1,1,1,,EJECUCION,32,,,1,Mar 26 2014 12:00AM,3,,0
38,68,A-2410-340-6141-H/0047/2014,PROYECTO EJECUTIVO DE LA CICLOVIA DEL BLVD. GONZALEZ BOCANEGRA TRAMO: DE BLVD. MARIANO ESCOBEDO A BLVD. FRANCISCO VILLA.,597750.16,0,0,Mar 26 2014 12:00AM,Apr  7 2014 12:00AM,Jun 28 2014 12:00AM,1,1,1,,EJECUCION,94,,,1,Mar 26 2014 12:00AM,1,,0
39,70,A-2410-340-6141-H/0048/2014,PROYECTO EJECUTIVO DE LA CICLOVIA DEL BLVD. MARIANO ESCOBEDO TRAMO: DE BLVD. PASEO DE JEREZ A BLVD. FRANCISCO VILLA.,587587.92,30,176276.38,Mar 26 2014 12:00AM,Apr  7 2014 12:00AM,Jun 28 2014 12:00AM,1,1,1,,EJECUCION,103,,,1,Mar 26 2014 12:00AM,1,,0
40,57,C-2510-610-6141-D/0041/2014,PAVIMENTACION DE LA CALLE JOSÉ A. GODOY DE JOSÉ MARÍA TORNEL A FÉLIX ROMERO COL. PERIODISTAS MEXICANOS,12399971.95,30,3719991.59,Mar 19 2014 12:00AM,Mar 31 2014 12:00AM,Sep 27 2014 12:00AM,1,1,1,,EJECUCION,55,,,10,Mar 19 2014 12:00AM,3,,0
41,61,C-2210-600-6121-E/0043/2014,CONSTRUCCION DE LA ESCUELA DE VANGUARDIA 1RA. ETAPA UBICADA EN LA CALLE KANT EN LA COL. LAS JOYAS,19277322.52,50,9638661.26,Mar 20 2014 12:00AM,Mar 31 2014 12:00AM,Oct  5 2014 12:00AM,1,1,1,,EJECUCION,31,,,10,Mar 20 2014 12:00AM,3,,0
42,49,A-1510-346-6141-H/0034/2014,PROYECTO EJECUTIVO DE REMODELACIÓN Y AMPLIACIÓN DE LOS DEPOSITOS DE ARMAS EN LAS CENTRALES DE POLICIA NORTE EN BLVD. TELLEZ CRUCES ESQ. VASCO DE QUIROGA COL. DEPORTIVA I; SUR EN CARRETERA LEON - CUERAMARO COL. CD. INDUSTRIAL; ORIENTE BLVD. EPSILON COL. VILLAS DEL SUR I; Y PONIENTE EN BLVD. JUAN ALONSO DE TORRES FRACCIONES DE SAN JOSE DE PILETAS.,1365489.97,30,409646.99,Mar  6 2014 12:00AM,Mar 17 2014 12:00AM,Jun 21 2014 12:00AM,1,1,1,,EJECUCION,539,,,1,Mar  6 2014 12:00AM,1,,0
43,89,A-2510-331-6141-D/0060/2014,PAVIMENTACION DE LA CALLE SENDERO OTOMI TRAMO: AÑORANZA A SENDERO MEXICA COL. ARBOLEDAS DE SAN PEDRO,943308.96,30,282992.69,Apr  4 2014 12:00AM,Apr 14 2014 12:00AM,Jun 28 2014 12:00AM,1,1,1,,EJECUCION,24,,,1,Apr  4 2014 12:00AM,1,,0
44,67,A-2510-325-6141-D/0046/2014,"PAVIMENTACION DE LOS CUERPOS CENTRALES DEL BULEVAR INSURGENTES, TRAMO: DE PASEOS DEL SOL A BULEVAR CAMPESTRE",38573729.83,30,11572118.95,Mar 26 2014 12:00AM,Apr  7 2014 12:00AM,Nov 29 2014 12:00AM,1,1,1,,EJECUCION,423,,,1,Mar 26 2014 12:00AM,3,,0
45,72,B-5051-236-6121-H/0050/2014,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: JEREZ DE VALAQUIA TRAMO: JEREZ DE GUADALUPE - JEREZ DE GUADALQUIVIR; 2. JEREZ DE VALONA TRAMO: JEREZ DE GUADALUPE - JEREZ DE GUADALQUIVIR; 3. JEREZ DE GUADALQUIVIR TRAMO: BLVD. DELTA A VALLE DE SANTIAGO COL. VALLE DE JEREZ II SECC.,270441.53,30,81132.46,Mar 31 2014 12:00AM,Apr 14 2014 12:00AM,Jun  7 2014 12:00AM,1,1,1,,EJECUCION,461,,,2,Mar 31 2014 12:00AM,1,,0
46,55,A-2410-340-6141-H/0039/2014,"MECANICA DE SUELOS PARA ESTACIONES DE TRANSFERENCIA: TALABARTEROS, MARAVILLAS Y TIMOTEO LOZANO EN LA CIUDAD DE LEON.",352706.14,0,0,Mar 13 2014 12:00AM,Mar 24 2014 12:00AM,Jul 12 2014 12:00AM,1,1,1,,EJECUCION,271,,,1,Mar 13 2014 12:00AM,1,,0
47,81,A-2510-329-6221-H/0056/2014,ADECUACION Y TRABAJOS COMPLEMENTARIOS DEL PROYECTO EJECUTIVO DE LA CASA DEL ADOLESCENTE EN CALLE MADRE MARINA - ESQ. MADRE MAURA COL. VILLAS DE SANTA TERESITA,809852.26,30,242955.68,Apr  2 2014 12:00AM,Apr 14 2014 12:00AM,Jun 28 2014 12:00AM,1,1,1,,EJECUCION,529,,,1,Apr  2 2014 12:00AM,1,,0
48,54,A-2510-329-6221-H/0038/2014,PROYECTO EJECUTIVO: DE ESCUELA DE VANGUARDIA JACINTO LOPEZ EN BLVD. VIRGEN DE SAN JUAN COL. CUMBRES DE LA GLORIA,1081569.11,30,324470.74,Mar 13 2014 12:00AM,Mar 24 2014 12:00AM,Jul 12 2014 12:00AM,1,1,1,,EJECUCION,138,,,1,Mar 13 2014 12:00AM,1,,0
49,50,A-2510-329-6141-H/0035/2014,"PROYECTO REHABILITACION DEL PARQUE HIDALGO ENTRE LAS CALLES CHAPULTEPEC, AURELIO LUIS GALLARDO, JULIAN DE OBREGON EN LA COL. OBREGON",1844524.09,30,553357.23,Mar  7 2014 12:00AM,Mar 18 2014 12:00AM,Sep 18 2014 12:00AM,1,1,1,,EJECUCION,570,,,1,Mar  7 2014 12:00AM,1,,0
50,80,A-2510-329-6121-H/0055/2014,PROYECTO EJECUTIVO PLAZA CRUZ DE CANTERA CALLE CRUZ DE CANTERA ESQ. MALECON DEL RIO COL. LA MORA,238253.12,30,71475.94,Apr  2 2014 12:00AM,Apr 14 2014 12:00AM,Jun 21 2014 12:00AM,1,1,1,,EJECUCION,542,,,1,Apr  2 2014 12:00AM,1,,0
51,71,B-5051-236-6121-H/0049/2014,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. JEREZ DE FORMENTERA TRAMO: BLVD. DELTA - VALLE DE SANTIAGO COL. VALLE DE JEREZ 2. CALLE JEREZ DE VALDAR TRAMO: JEREZ DE BESAYA - JEREZ DE MENORCA COL. VALLE DE JEREZ II SECC.,208578.73,30,62573.62,Mar 31 2014 12:00AM,Apr 14 2014 12:00AM,Jun  7 2014 12:00AM,1,1,1,,EJECUCION,255,,,2,Mar 31 2014 12:00AM,1,,0
52,73,B-5051-236-6121-H/0051/2014,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. MADRE PATRIA TRAMO: DE BLVD. ATOTONILCO - TOPAR OTE; 2. PRIVADA MADRE CARME TRAMO: DE BLVD. ATOTONILCO - TOPAR OTE COL. DIEZ DE MAYO Y 3. MADRE EMELIA TRAMO: MADRE TIERRA A MADRE FABIOLA COL. UNION OBRERA,298031.54,30,89409.46,Mar 31 2014 12:00AM,Apr 14 2014 12:00AM,Jun  7 2014 12:00AM,1,1,1,,EJECUCION,342,,,2,Mar 31 2014 12:00AM,1,,0
53,93,B-5051-236-6121-H/0064/2014,PROYECTO EJECUTIVO DE LAS CALLES: 1. MADRE ELVIRA TRAMO: BLVD. ATOTONILCO - MADRE SIERRA COL. DIEZ DE MAYO; 2. SAN JOSE DE LAS MATAS TRAMO: SAN JOSE ITURBIDE - SAN JOSE DEL REFUGIO COL. REFUGIO DE SAN JOSE,224323.55,30,67297.07,Apr 14 2014 12:00AM,Apr 28 2014 12:00AM,Jul 17 2014 12:00AM,1,1,1,,EJECUCION,370,,,2,Apr 14 2014 12:00AM,1,,0
54,82,A-2410-340-6141-H/0057/2014,PROYECTO DE REHABILITACION DE CICLOVIA DEL BLVD. J.J. TORRES LANDA TRAMO: BLVD. PASEO DE JEREZ A BLVD. VENUSTIANO CARRANZA,620790.46,30,186237.14,Apr  2 2014 12:00AM,Apr 14 2014 12:00AM,Jun 21 2014 12:00AM,1,1,1,,EJECUCION,545,,,1,Apr  2 2014 12:00AM,1,,0
55,74,A-2510-328-6141-C/0052/2014,"SEGUNDA ETAPA DE LA REPARACION DE JUNTAS TIPO WABO, EN EL DISTRIBUIDOR VIAL JUAN PABLO II",1406950.68,50,703475.34,Mar 31 2014 12:00AM,Apr 14 2014 12:00AM,Jul 12 2014 12:00AM,1,1,1,,EJECUCION,347,,,1,Mar 31 2014 12:00AM,1,,0
56,56,A-1510-140-3314-H/0040/2014,PROYECTO EJECUTIVO DE REMODELACIÓN Y AMPLIACIÓN DE COMANDANCIA DE TRANSITO Y SEPAROS DE HECHOS DE TRANSITO EN LAS CENTRALES DE POLICIA PONIENTE Y NORTE UBICADAS LA PRIMERA EN BLVD. JUAN ALONSO DE TORRES S/N FRACCIONES DE SAN JOSE DE PILETAS; Y LA SEGUNDA BLVD. AGUSTIN TELLEZ CRUCES ESQ. VASCO DE QUIROGA COL. DEPORTIVA I DE LA CIUDAD DE LEON.,850119.93,30,255035.98,Mar 18 2014 12:00AM,Mar 31 2014 12:00AM,Jul  5 2014 12:00AM,1,1,1,,EJECUCION,539,,,1,Mar 18 2014 12:00AM,1,,0
57,75,A-2410-323-6141-D/0053/2014,PUNTO DE TRANSFERENCIA CALLE MADRE TIERRA,1179076.2,30,353722.86,Apr  2 2014 12:00AM,Apr 14 2014 12:00AM,Jun 21 2014 12:00AM,1,1,1,,EJECUCION,514,,,1,Apr  2 2014 12:00AM,1,,0
58,66,A-2510-325-6141-D/0045/2014,"PAVIMENTACION DE LOS CUERPOS CENTRALES DEL BULEVAR INSURGENTES, TRAMO: DE BULEVAR CAMPESTRE A BULEVAR GARZA SADA",36325876.7,30,10897763.01,Mar 26 2014 12:00AM,Apr  7 2014 12:00AM,Nov 29 2014 12:00AM,1,1,1,,EJECUCION,74,,,1,Mar 26 2014 12:00AM,3,,0
59,87,H-5018-917-6221-E/0059/2014,ACCESIBILIDAD UNIVERSAL AL TEATRO MANUEL DOBLADO,2006019.8,50,1003009.9,Apr  4 2014 12:00AM,Apr 14 2014 12:00AM,Aug 16 2014 12:00AM,1,1,1,,EJECUCION,514,,,3,Apr  4 2014 12:00AM,1,,0
60,94,A-2510-327-6141-C/0065/2014,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE FRAY TORIBIO TRAMO: BLVD. MADRAZO A CALLE JUAN BAUTISTA OROZCO,1599462.26,30,479838.68,Apr 14 2014 12:00AM,Apr 28 2014 12:00AM,Jun 21 2014 12:00AM,1,1,1,,EJECUCION,166,,,1,Apr 14 2014 12:00AM,1,,0
61,95,A-2510-327-6141-C/0066/2014,REHABILITACION DE LOS PAVIMENTOS DEL CUERPO LATERAL DEL BLVD. HIDALGO TRAMO: ALUMINIO DE ECHEVESTE A BLVD. J.M. MORELOS,2019920.06,30,605976.02,Apr 14 2014 12:00AM,Apr 28 2014 12:00AM,Jun 21 2014 12:00AM,1,1,1,,EJECUCION,74,,,1,Apr 14 2014 12:00AM,1,,0
