Id_Contrato,Id_Presupuesto,Numero_Contrato,Nombre_Final,Importe,Porcentaje_Anticipo,Importe_Anticipo,Fecha_Firma_Contrato,Fecha_Inicio,Fecha_Termino,Id_Formato_Contrato,Id_Formato_Caratula,Id_Formato_Hoja_Estimaciones,Observaciones,Estatus,Id_Contratista,Id_Supervisor_Interno,Id_Supervisor_Externo,Id_Fuente_Inversion,Fecha_Adjudicacion,Id_Modalidad,Numero_Licitacion,Id_Oficio_Asignacion_Obra
11,8,B-5051-236-6141-H/0003/2016-2,PROYECTO EJECUTIVO DE LA CALLE: SAN JOSÉ MAIPO TRAMO: SAN JOSÉ DEL REFUGIO A SAN JOSÉ DE COSTA RICA COL. REFUGIO DE SAN JOSE.,102003.29,30,30600.99,Jan 12 2016 12:00AM,Jan 25 2016 12:00AM,Mar 19 2016 12:00AM,1,1,1,,EJECUCION,461,,,2,Jan 12 2016 12:00AM,1,,0
12,14,B-5051-236-6141-H/0006/2016-1,PROYECTO EJECUTIVO DE LA CALLE: ANDADOR CRESTERIA TRAMO: CRESTERIA - PIRAMIDE COL. LA PIRAMIDE,95685.35,0,0,Feb  4 2016 12:00AM,Feb 15 2016 12:00AM,May  7 2016 12:00AM,1,1,1,,EJECUCION,588,,,2,Feb  4 2016 12:00AM,1,,0
13,15,B-5051-236-6141-H/0006/2016-2,PROYECTO EJECUTIVO DE LA CALLE: PIRAMIDE TRAMO: AV. GUANAJUATO - ALFARDA COL. LA PIRAMIDE,111272.32,0,0,Feb  4 2016 12:00AM,Feb 15 2016 12:00AM,May  7 2016 12:00AM,1,1,1,,EJECUCION,588,,,2,Feb  4 2016 12:00AM,1,,0
14,12,B-5051-236-6141-H/0005/2016-1,PROYECTO EJECUTIVO DE LA CALLE: MADRE CARMEN TRAMO: MADRE MARINA - TOPAR CON MERCADO COL. DIEZ DE MAYO.,129839.99,30,38952,Jan 28 2016 12:00AM,Feb  8 2016 12:00AM,Apr 30 2016 12:00AM,1,1,1,,EJECUCION,465,,,2,Jan 28 2016 12:00AM,1,,0
15,13,B-5051-236-6141-H/0005/2016-2,"PROYECTO EJECUTIVO DE LA CALLE: PIÑONCILLO TRAMO: DULCINEA DEL TOBOSO - BLVD. PASEO DE LA PRESA, COL. VALLE HERMOSO",79264.64,30,23779.39,Jan 28 2016 12:00AM,Feb  8 2016 12:00AM,Apr 30 2016 12:00AM,1,1,1,,EJECUCION,465,,,2,Jan 28 2016 12:00AM,1,,0
16,16,A-2510-315-6141-H/0007/2016,PROYECTO EJECUTIVO DEL BLVD. LA LUZ; TRAMO DE BLVD. VICENTE VALTIERRA A BLVD. DUARTE (1ERA ETAPA),4804247.15,30,1441274.15,Feb 29 2016 12:00AM,Mar  7 2016 12:00AM,Jun 24 2016 12:00AM,1,1,1,,EJECUCION,343,,,1,Feb 29 2016 12:00AM,3,,0
17,17,B-5051-236-6141-H/0008/2016-1,PROYECTO EJECUTIVO DE LA CALLE: HADES TRAMO: EROS - CLOTO COL. LA ERMITA,95541.5,30,28662.45,Mar  2 2016 12:00AM,Mar 14 2016 12:00AM,May  7 2016 12:00AM,1,1,1,,EJECUCION,287,,,2,Mar  2 2016 12:00AM,1,,0
18,18,B-5051-236-6141-H/0008/2016-2,PROYECTO EJECUTIVO DE LA CALLE: CERRO ESCONDIDO TRAMO: CERRO DEL CUBO - TOPAR CON ESCUELA COL. SAN ISIDRO LABRADOR,108744,30,32623.2,Mar  2 2016 12:00AM,Mar 14 2016 12:00AM,May  7 2016 12:00AM,1,1,1,,EJECUCION,287,,,2,Mar  2 2016 12:00AM,1,,0
19,21,A-2510-315-6221-E/0011/2016,AJUSTE CLAVES DE PRESUPUESTO CON RELACIÓN AL CATALOGO DE LA SECRETARIA DE OBRA PUBLICA DE GUANAJUATO,16313.06,0,0,Mar 14 2016 12:00AM,Mar 14 2016 12:00AM,Apr  9 2016 12:00AM,1,1,1,,EJECUCION,572,,,1,Mar 14 2016 12:00AM,1,,0
20,19,A-2510-315-6221-H/0009/2016,ESTUDIO DE MECANICA DE SUELOS PARA INSTALACIONES DE POLICIA MONTADA EN EL POBLADO DE IBARRILLA,70740.18,0,0,Mar 14 2016 12:00AM,Mar 14 2016 12:00AM,May  7 2016 12:00AM,1,1,1,,EJECUCION,271,,,1,Mar 14 2016 12:00AM,1,,0
21,20,A-2510-315-6221-H/0010/2016,ESTUDIO DE MECANICA DE SUELOS PARA EL EDIFICIO DE ESTACION DE BOMBEROS TRAMO: CALLE SANTA CROCCE A BLVD. SANTA CROCCE COL. INDUSTRIAL SANTA CROCCE,27394.26,0,0,Mar 14 2016 12:00AM,Mar 14 2016 12:00AM,Apr  9 2016 12:00AM,1,1,1,,EJECUCION,271,,,1,Mar 14 2016 12:00AM,1,,0
22,23,A-2610-316-6121-E/0013/2016,"CONSTRUCCIÓN DE 98 GAVETAS INFANTILES EN PANTEÓN SAN NICOLAS LEÓN, GTO; CONSTRUCCIÓN DE 266 OSARIOS EN PANTEÓN SAN NICOLÁS, LEON, GTO; CONSTRUCCION DE 266 OSARIOS EN PANTEÓN NORTE, LEON, GTO; CONSTRUCCIÓN DE 50 OSARIOS EN PANTEÓN SANTA ANA DEL CONDE, LEON,. GTO.",840650.97,30,252195.3,Apr 15 2016 12:00AM,Apr 25 2016 12:00AM,Jul 30 2016 12:00AM,1,1,1,,EJECUCION,503,,,1,Apr 15 2016 12:00AM,1,,0
23,22,B-5051-236-6141-H/0012/2016,PROYECTO EJECUTIVO DE LA CALLE 2 DE ENERO TRAMO: BLVD. HILARIO MEDINA A EPISTOLAS COL. VALLE DEL CONSUELO / PRESITOS DEL CONSUELO,109764.26,0,0,Apr 14 2016 12:00AM,Apr 18 2016 12:00AM,Jun 18 2016 12:00AM,1,1,1,,EJECUCION,86,,,2,Apr 14 2016 12:00AM,1,,0
24,24,B-5051-236-6141-H/0014/2016,PROYECTO EJECUTIVO DE LA CALLE ZANTETRAMO: HADES A EOLO COL. LA ERMITA,118535.54,0,0,Apr 20 2016 12:00AM,May  2 2016 12:00AM,Jun 25 2016 12:00AM,1,1,1,,EJECUCION,87,,,2,Apr 20 2016 12:00AM,1,,0
25,25,G-5051-818-6141-D/0015/2016,PAVIMENTACION DE LA CALLE BALCON DE LOS COLIMBOS (TRAMO BALCON DE LOS CANGUROS-BALCON DE LOS RUISEÑORES) COLONIA COLINAS DE LA HACIENDA,668565.16,30,200569.55,May  4 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,49,,,5,May  4 2016 12:00AM,1,,0
26,26,G-5051-818-6141-D/0016/2016,PAVIMENTACION  DE LA CALLE MALDIVAS (TRAMO: CALLE GANGES A AGRA) COLONIA CAÑON DE LA INDIA,928570.98,30,278571.3,May  4 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,178,,,5,May  4 2016 12:00AM,1,,0
27,28,G-5051-818-6141-D/0017/2016,PAVIMENTACION DE LA CALLE IGNACIO VILLAVICENCIO (TRAMO ARTURO VALDEZ - ARTURO VILLEGAS)  COLONIA LEON I,915924.52,30,274777.35,May  4 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,493,,,5,May  4 2016 12:00AM,1,,0
28,31,G-5051-818-6141-D/0019/2016,"PAVIMENTACION DE LA CALLE TARSO (TRAMO: DE CORINTO A FILIPENSES, COL. SAN PABLO)",1119692.56,30,335907.77,May  5 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,371,,,5,May  5 2016 12:00AM,1,,0
29,32,A-2510-325-6141-C/0020/2016,REVESTIMIENTO DE LOS CAMINOS DUARTE TRAMO: DE LAS COLORADAS - MANGAS DE LA ESTANCIA; DUARTE TRAMO: MANGAS DE LA ESTANCIA A SAN JOSE DE OTATES NORTE; ACCESO AUTODROMO TRAMO: DE LA CALLE PRINCIPAL - AL ACCESO A AUTODROMO ( CALLE JARMIN); ENTRNOQUE CARRETERA SILAO - COMUNIDAD DE VAQUERIAS Y SAN JUAN DE OTATES TRAMO: CRUCE ARROYO DE LA COMUNIDAD AL 0+260,935597.34,30,280679.2,May  5 2016 12:00AM,May 23 2016 12:00AM,Jun 11 2016 12:00AM,1,1,1,,EJECUCION,347,,,1,May  5 2016 12:00AM,1,,0
30,33,A-2510-325-6141-C/0021/2016,"REVESTIMIENTO DE LOS CAMINOS: CAMINO OJO DE AGUA, TRAMO: DEL FRACC. LA PERA - OJO DE AGUA DE LOS REYES;  RAMAL LA CALERA, TRAMO: DE INTERSECCION MANZANILLAS -  ENTRONQUE CON CAMINO A NUEVO VALLE; RAMAL - GUANAJUATO TRAMO: DE CARRETERA - SAN FELIPE - ENTRONQUE RAMAL A 2.5 KM; ENTRONQUE A DUARTE TRAMO: DE LAS COLORADAS - RAMAL COMANJILLA",898720.47,0,0,May  5 2016 12:00AM,May 23 2016 12:00AM,Jun 11 2016 12:00AM,1,1,1,,EJECUCION,74,,,1,May  5 2016 12:00AM,1,,0
31,34,G-5051-818-6141-D/0022/2016,PAVIMENTACION DE LA CALLE PRIVADA SION ( TRAMO DE AV. SION A TOPAR CON PAVIMENTO ) COL. SAN FELIPE DE JESUS,675143.79,30,202543.14,May  5 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,276,,,5,May  5 2016 12:00AM,1,,0
32,35,G-5051-818-6141-D/0023/2016,PAVIMENTACION DE LA CALLE GANGES (TRAMO BANGLADESH A TOPAR CON PAVIMENTO PTE.) COL. CAÑON DE LA INDIA,1230438.86,30,369131.66,May  5 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,584,,,5,May  5 2016 12:00AM,1,,0
33,36,G-5051-818-6141-D/0024/2016,PAVIMENTACION DE LA CALLE PRESA DEL CONDE (TRAMO PRESA DE LA SELVA A ARROYO SARDENETA) COL. LAS PRESITAS II SECCION,1135260.56,30,340578.17,May  9 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,473,,,5,May  9 2016 12:00AM,1,,0
34,37,G-5051-818-6141-D/0025/2016,PAVIMENTACION DE LA CALLE MADRE JULIA (TRAMO MADRE TIERRA A CERRO DEL SOYATE) COL. 10 DE MAYO,1149591,30,344877.3,May  9 2016 12:00AM,May 23 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,612,,,5,May  9 2016 12:00AM,1,,0
35,38,A-2510-325-6141-C/0026/2016,"BACHEO SUPERFICIAL EN LAS VIALIDADES DEL MUNICIPIO DE LEÓN, GTO.",998671.19,30,299601.36,May 17 2016 12:00AM,May 30 2016 12:00AM,Aug 29 2016 12:00AM,1,1,1,,EJECUCION,166,,,1,May 17 2016 12:00AM,1,,0
36,40,A-2510-315-6141-H/0027/2016-1,PROYECTO EJECUTIVO DE LA CALLE: PRESA DEL TIGRE TRAMO: DE MORA -  GOBIO,71306.47,30,21391.94,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,251,NULL,NULL,1,May 18 2016 12:00AM,1,,0
37,41,A-2510-315-6141-H/0027/2016-2,PROYECTO EJECUTIVO DE LA CALLE: CALLE: GOBIO TRAMO: PRESA DEL TIGRE - ERMITA DE DUARTE COL. EL VALLADITO,231014.87,30,69304.46,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,251,NULL,NULL,1,May 18 2016 12:00AM,1,,0
38,42,A-2510-315-6141-H/0028/2016-1,PROYECTO EJECUTIVO DE LA CALLE: CUESTA DE CAMELINA TRAMO: RODOLFO PADILLA A CIRCUITO SIGLO XXI COL. DIEZ DE MAYO,212121.37,30,58426.4,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,97,NULL,NULL,1,May 18 2016 12:00AM,1,,0
39,43,A-2510-315-6141-H/0028/2016-2,PROYECTO EJECUTIVO DE LA CALLE: VALLE DE SAN JOSE TRAMO: VALLE DE CABUERINGA - VALLE FINALLEDOCOL. VALLE DE SAN JOSE,156869.44,30,52270.84,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,97,NULL,NULL,1,May 18 2016 12:00AM,1,,0
40,44,A-2510-315-6141-H/0029/2016,"REALIZACION PAQUETE # 1 DE NOTAS TECNICAS Y ACB PARA DIFERENTES OBRAS EN LA CIUDAD DE LEON, GTO.",1255886.64,30,376765.99,May 18 2016 12:00AM,May 30 2016 12:00AM,Oct 29 2016 12:00AM,1,1,1,,EJECUCION,619,,,1,May 18 2016 12:00AM,1,,0
41,45,A-2510-315-6141-H/0030/2016-1,PROYECTO EJECUTIVO DE LA CALLE: CRUCIFIXION TRAMO: JEREZ DE CARTAGENA - BLVD. RIO MAYO,155823.73,30,46747.12,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,86,,,1,May 18 2016 12:00AM,1,,0
42,46,A-2510-315-6141-H/0030/2016-2,PROYECTO EJECUTIVO DE LA CALLE: CALLE MADRE MARINA TRAMO: MADRE AURORA - MADRE MAURA COL. DIEZ DE MAYO,131837.85,30,39551.36,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,86,,,1,May 18 2016 12:00AM,1,,0
43,47,A-2510-315-6141-H/0031/2016-1,PROYECTO EJECUTIVO DE LA CALLE: DE MORA TRAMO: PRESA DE LA MOJINA - PRESA DEL TIGRE,124076.88,30,37223.06,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,543,,,1,May 18 2016 12:00AM,1,,0
44,48,A-2510-315-6141-H/0031/2016-2,PROYECTO EJECUTIVO DE LA CALLE: CALLE PRESA DE LA MOJINA TRAMO: PAV. EXISTENTE - DE MORA COL. EL VALLADITO,108919.65,30,32675.9,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,543,,,1,May 18 2016 12:00AM,1,,0
45,49,A-2510-315-6141-H/0032/2016-1,PROYECTO EJECUTIVO DE LA CALLE: MARX TRAMO: BLVD. ARISTOTELES - BLVD. PASCAL,108919.65,30,32675.9,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,271,,,1,May 18 2016 12:00AM,1,,0
46,50,A-2510-315-6141-H/0032/2016-2,PROYECTO EJECUTIVO DE LA CALLE: CALLE PASCAL TRAMO: MARX - BLVD. ARISTOTELES COL. LA SOLEDAD,79778.68,30,23933.6,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,271,,,1,May 18 2016 12:00AM,1,,0
47,51,A-2510-315-6141-H/0033/2016,PROYECTO EJECUTIVO DE LA  CALLE: VALLE DEL TEMPORAL TRAMO: BLVD. PERDIGON - VALLE DE LOS OTATES COL. VALLE DE SAN BERNARDO,153938.76,0,0,May 18 2016 12:00AM,May 30 2016 12:00AM,Sep 17 2016 12:00AM,1,1,1,,EJECUCION,610,,,1,May 18 2016 12:00AM,1,,0
48,52,A-2510-315-6141-H/0034/2016-1,PROYECTO EJECUTIVO DE LA CALLE: BANGLADESH TRAMO: GANGES - SANTISIMA TRINIDAD,124964.25,0,0,May 23 2016 12:00AM,Jun  6 2016 12:00AM,Sep 24 2016 12:00AM,1,1,1,,EJECUCION,306,,,1,May 23 2016 12:00AM,1,,0
49,53,A-2510-315-6141-H/0034/2016-2,PROYECTO EJECUTIVO DE LA CALLE: CALLE SANTISIMA TRINIDAD TRAMO: BANGLADESH A DE LOS APOSTOLES COL. CAÑON DE LA INDIA,169626.37,0,0,May 23 2016 12:00AM,Jun  6 2016 12:00AM,Sep 24 2016 12:00AM,1,1,1,,EJECUCION,306,,,1,May 23 2016 12:00AM,1,,0
50,54,A-2510-315-6141-H/0035/2016-1,PROYECTO SIMPLIFICADO DE REVESTIMIENTO DE CAMINO RURAL A LOS RAMIREZ LOCALIDAD LOS RAMIREZ Y BARRETOS,190629.67,30,57188.9,May 23 2016 12:00AM,Jun  6 2016 12:00AM,Jul 30 2016 12:00AM,1,1,1,,EJECUCION,545,,,1,May 23 2016 12:00AM,1,,0
51,55,A-2510-315-6141-H/0035/2016-2,PROYECTO SIMPLIFICADO DE REVESTIMIENTO DE CAMINO RURAL A RANCHO NUEVO LA LUZ LOCALIDAD RANCHO NUEVO LA LUZ Y LA SOLEDAD ( LOS OLIVA ),172610.85,30,51783.26,May 23 2016 12:00AM,Jun  6 2016 12:00AM,Jul 30 2016 12:00AM,1,1,1,,EJECUCION,545,,,1,May 23 2016 12:00AM,1,,0
52,56,G-5051-818-6141-D/0036/2016,"PAVIMENTACION DE LA CALLE FILEMON (TRAMO; CALLE PRESA DE EFESO A PRESA LA MOJINA), EN LEON DE LOS ALDAMA",5420280.59,30,1626084.17,May 26 2016 12:00AM,Jun 13 2016 12:00AM,Sep 30 2016 12:00AM,1,1,1,,EJECUCION,215,,,5,May 26 2016 12:00AM,1,,0
53,57,G-5051-818-6141-D/0037/2016,"PAVIMENTACION DE LA CALLE HONORIO III ( TRAMO: AV. OLIMPICA A FRAY RAUL ), EN LEON DE LOS ALDAMA",3061575.83,30,918472.75,May 26 2016 12:00AM,Jun 13 2016 12:00AM,Sep 30 2016 12:00AM,1,1,1,,EJECUCION,438,,,5,May 26 2016 12:00AM,1,,0
54,58,G-5051-818-6141-D/0038/2016,"PAVIMENTACION DE LA CALLE PRESA DEL CONSUELO ( TRAMO PRESA DE LA SELVA A ARROYO DE SARDENETA ), EN LEON DE LOS ALDAMA",1242323.53,30,372672.19,May 26 2016 12:00AM,Jun 13 2016 12:00AM,Aug 13 2016 12:00AM,1,1,1,,EJECUCION,371,,,5,May 26 2016 12:00AM,1,,0
55,59,A-2510-315-6141-H/0039/2016,"REALIZACION PAQUETE #1 DE MANIFIESTOS DE IMPACTO AMBIENTAL PARA PLAZAS Y CALLES EN DIFERENTES PARTES DE LA CIUDAD DE LEON, GTO",948866.89,30,284660.07,May 27 2016 12:00AM,Jun 13 2016 12:00AM,Jan 21 2017 12:00AM,1,1,1,,EJECUCION,592,,,1,May 27 2016 12:00AM,1,,0
56,60,A-2510-325-6141-C/0040/2016,"SUMINISTRO Y COLOCACION DE SEÑALAMIENTO EN BLVD. AEROPUERTO, LEON GTO",659951.84,30,197985.55,May 27 2016 12:00AM,Jun 13 2016 12:00AM,Jun 25 2016 12:00AM,1,1,1,,EJECUCION,207,,,1,May 27 2016 12:00AM,1,,0
57,61,A-2510-325-6191-C/0041/2016,ELIMINACION DE GRAFITIS Y APLICACION DE PINTURA EN DIVERSAS ZONAS DE LA CIUDAD.,999944.87,30,299983.46,May 27 2016 12:00AM,Jun 13 2016 12:00AM,Sep  3 2016 12:00AM,1,1,1,,EJECUCION,620,,,1,May 27 2016 12:00AM,1,,0
58,63,A-2010-326-6191-C/0043/2016,"SEGUNDA ETAPA DE LA RESTAURACION DEL ARCO DE LA CALZADA UBICADO EN CALZADA DE LOS HEROES, CALLE DR. HERNANDEZ ALVAREZ ZONA CENTRO",799938.34,30,239981.5,May  1 2016 12:00AM,Jun 20 2016 12:00AM,Oct  8 2016 12:00AM,1,1,1,,EJECUCION,234,,,1,May  1 2016 12:00AM,1,,0
59,65,G-5051-818-6141-D/0045/2016,PAVIMENTACION DE LA CALLE ANTIOQUIA ( TRAMO CALLE HEBREOS A CORINTO ) EN LEON DE LOS ALDAMA,2830246.15,30,849073.85,Jun  3 2016 12:00AM,Jun 20 2016 12:00AM,Oct  7 2016 12:00AM,1,1,1,,EJECUCION,275,,,5,Jun  3 2016 12:00AM,1,,0
60,70,A-2510-325-6141-C/0049/2016,"CONSTRUCCION DE DESAGUES EN JARDINERAS DE LA CALZADA DE LOS HEROES, LEON, GTO.",109508.77,0,0,Jun  3 2016 12:00AM,Jun 13 2016 12:00AM,Aug  6 2016 12:00AM,1,1,1,,EJECUCION,493,,,1,Jun  3 2016 12:00AM,1,,0
61,72,G-5051-818-6141-D/0051/2016,PAVIMENTACION DE LA CALLE ARTEMISA (TRAMO: EROS A PAVIMENTO EXISTENTE SUR) LA ERMITA,1372454.06,30,411736.22,Jun  6 2016 12:00AM,Jun 20 2016 12:00AM,Sep  6 2016 12:00AM,1,1,1,,EJECUCION,196,,,5,Jun  6 2016 12:00AM,1,,0
62,71,G-5051-818-6141-D/0050/2016,PAVIMENTACION DE LA CALLE QUIO (TRAMO: DE BLVD. CORCIRA A EOLO) LA ERMITA,4999776.7,30,1499933.01,Jun  6 2016 12:00AM,Jun 20 2016 12:00AM,Nov 14 2016 12:00AM,1,1,1,,EJECUCION,514,,,4,Jun  6 2016 12:00AM,1,,0
63,67,A-2510-325-6141-C/0047/2016,"CONSTRUCCION DE BANQUETAS EN BLVD. PASEO DE LOS NIÑOS, LEON, GTO",111120.32,0,0,Jun  3 2016 12:00AM,Jun 13 2016 12:00AM,Jul  2 2016 12:00AM,1,1,1,,EJECUCION,614,,,1,Jun  3 2016 12:00AM,1,,0
64,66,G-5051-818-6141-D/0046/2016,"PAVIMENTACION DE LA CALLE TROADE ( TRAMO: COLOSENSES A ARROYO ), EN LEON DE LOS ALDAMA",1999348.02,30,599804.41,Jun  3 2016 12:00AM,Jun 20 2016 12:00AM,Sep 16 2016 12:00AM,1,1,1,,EJECUCION,522,,,5,Jun  3 2016 12:00AM,1,,0
65,68,A-2510-315-6141-H/0048/2016-1,PROYECTO EJECUTIVO DE LA CALLE: CRUZ DE PALOMINO TRAMO: DEL ORATORIO - BLVD. ARISTOTELES,153938.76,30,46181.63,Jun  3 2016 12:00AM,Jun 20 2016 12:00AM,Oct  8 2016 12:00AM,1,1,1,,EJECUCION,602,,,1,Jun  3 2016 12:00AM,1,,0
66,69,A-2510-315-6141-H/0048/2016-2,PROYECTO EJECUTIVO DE LA CALLE: DE LAS CRUCES TRAMO: PEREGRINACION - BLVD. ARISTOTELES COL. LAS JOYAS,130756.74,30,39227.02,Jun  3 2016 12:00AM,Jun 20 2016 12:00AM,Oct  8 2016 12:00AM,1,1,1,,EJECUCION,602,,,1,Jun  3 2016 12:00AM,1,,0
67,29,A-2510-315-6141-H/0018/2016-1,PROYECTO EJECUTIVO DE LA CALLE: MALAQUITA TRAMO: COBRE NATIVO - DEL ORATORIO COL. LAS JOYAS,212945.35,30,63883.61,May  4 2016 12:00AM,Jun 20 2016 12:00AM,Oct  8 2016 12:00AM,1,1,1,,EJECUCION,103,NULL,NULL,1,May  4 2016 12:00AM,1,,0
